Time,Light,Sound,Engagement
8600,196.0,35.3,Somewhat
8610,196.0,36.1,Somewhat
8620,204.0,39.4,Somewhat
8630,204.0,37.4,No
8640,204.0,39.3,Somewhat
8650,204.0,40.0,No
8660,204.0,39.4,Somewhat
8670,204.0,32.8,Somewhat
8680,204.0,33.7,Yes
8690,205.0,30.4,Somewhat
8700,204.0,33.6,No
8710,204.0,35.3,No
8720,204.0,42.4,Somewhat
8730,205.0,39.9,Somewhat
8740,205.0,45.8,Somewhat
8750,205.0,48.3,Somewhat
8760,204.0,39.3,Somewhat
8770,204.0,36.8,Somewhat
8780,204.0,45.8,Somewhat
8790,204.0,38.4,Somewhat
8800,205.0,42.8,Somewhat
8810,205.0,39.4,Somewhat
8820,204.0,46.9,Somewhat
8830,204.0,43.9,Somewhat
8840,204.0,35.6,Somewhat
8850,204.0,34.3,Somewhat
8860,204.0,41.6,Somewhat
8870,204.0,43.3,Yes
8880,205.0,41.0,Yes
8890,204.0,34.9,Yes
8900,204.0,36.0,Somewhat
8910,204.0,40.8,Somewhat
8920,204.0,32.6,Somewhat
8930,204.0,44.8,Yes
8940,204.0,38.6,Somewhat
8950,204.0,33.2,Somewhat
8960,205.0,38.5,Somewhat
8970,204.0,39.9,Somewhat
8980,204.0,38.2,Somewhat
8990,204.0,43.8,Somewhat
9000,204.0,44.4,Somewhat
9010,204.0,43.0,Somewhat
9020,204.0,30.6,Somewhat
9030,203.0,37.3,Somewhat
9040,204.0,33.6,Somewhat
9050,204.0,30.2,Somewhat
9060,204.0,42.3,Somewhat
9070,203.0,30.7,Somewhat
9080,203.0,28.1,Somewhat
9090,203.0,28.8,Somewhat
9100,204.0,29.6,Somewhat
9110,204.0,32.1,Somewhat
9120,204.0,37.0,Somewhat
9130,204.0,36.2,Somewhat
9140,204.0,41.3,Somewhat
9150,204.0,44.4,Somewhat
9160,204.0,42.8,No
9170,204.0,41.3,Somewhat
9180,204.0,35.5,No
9190,204.0,33.4,No
9200,204.0,29.6,No
9210,204.0,31.8,Somewhat
9220,204.0,36.7,Somewhat
9230,203.0,36.5,Somewhat
9240,203.0,42.9,Somewhat
9250,204.0,41.9,Somewhat
9260,203.0,37.9,Somewhat
9270,204.0,37.4,Somewhat
9280,204.0,32.8,Somewhat
9290,204.0,35.6,Somewhat
9300,204.0,36.8,Somewhat
9310,204.0,28.7,Somewhat
9320,204.0,30.2,No
9330,204.0,37.6,Somewhat
9340,204.0,41.5,Somewhat
9350,204.0,38.9,Somewhat
9360,204.0,44.2,Somewhat
9370,204.0,33.1,Somewhat
9380,204.0,44.2,Somewhat
9390,204.0,42.2,Somewhat
9400,204.0,30.1,Yes
9410,204.0,28.3,Yes
9420,200.0,41.7,Yes
9430,195.0,43.4,Yes
9440,198.0,40.5,Somewhat
9450,203.0,43.4,Somewhat
9460,191.0,42.5,Somewhat
9470,203.0,39.2,Somewhat
9480,203.0,40.1,Somewhat
9490,200.0,43.1,Somewhat
9500,204.0,37.4,Somewhat
9510,204.0,45.6,Somewhat
9520,204.0,41.2,Somewhat
9530,202.0,42.8,Somewhat
9540,200.0,39.6,Somewhat
9550,204.0,42.3,Somewhat
9560,204.0,43.1,Somewhat
9570,204.0,41.1,Yes
9580,204.0,34.7,Somewhat
9590,204.0,40.5,Somewhat
9600,204.0,38.9,Somewhat
9610,204.0,43.2,Somewhat
9620,201.0,38.6,Somewhat
9630,204.0,40.3,Somewhat
9640,204.0,42.8,Yes
9650,204.0,36.7,Yes
9660,204.0,36.1,Somewhat
9670,204.0,30.5,Somewhat
9680,204.0,28.9,Somewhat
9690,204.0,32.4,Somewhat
9700,204.0,34.6,Somewhat
9710,204.0,35.8,Yes
9720,204.0,37.5,Yes
9730,204.0,37.4,Yes
9740,204.0,32.3,Yes
9750,204.0,36.2,Yes
9760,204.0,45.3,Yes
9770,204.0,42.0,Yes
9780,204.0,37.1,Yes
9790,204.0,31.7,Yes
9800,204.0,36.3,Yes
9810,204.0,34.5,Yes
9820,204.0,39.6,Yes
9830,204.0,38.9,Yes
9840,196.0,39.6,Yes
9850,193.0,42.0,Yes
9860,204.0,40.0,Yes
9870,204.0,40.5,Yes
9880,204.0,42.5,Yes
9890,204.0,39.3,Yes
9900,204.0,42.6,Yes
9910,204.0,42.9,Yes
9920,203.0,42.5,Yes
9930,202.0,30.8,Yes
9940,203.0,33.2,Yes
9950,178.0,36.1,Yes
9960,181.0,42.9,Yes
9970,169.0,42.3,Yes
9980,168.0,40.8,Yes
9990,168.0,38.4,Yes
10000,168.0,35.5,Yes
10010,168.0,40.2,Yes
10020,168.0,41.8,Yes
10030,168.0,37.5,Yes
10040,169.0,43.3,Yes
10050,187.0,42.1,Yes
10060,186.0,34.0,Yes
10070,194.0,30.7,Yes
10080,186.0,35.8,Yes
10090,198.0,44.6,Yes
10100,182.0,38.9,Somewhat
10110,185.0,37.5,Yes
10120,194.0,34.5,Yes
10130,192.0,28.3,Yes
10140,204.0,34.3,Yes
10150,194.0,38.7,Somewhat
10160,192.0,33.1,Somewhat
10170,193.0,44.5,Somewhat
10180,198.0,42.5,Somewhat
10190,188.0,43.4,Somewhat
10200,195.0,39.2,Somewhat
10210,204.0,41.2,Somewhat
10220,201.0,52.2,Somewhat
10230,190.0,55.8,Yes
10240,195.0,54.2,Yes
10250,198.0,60.2,Somewhat
10260,193.0,50.1,Somewhat
10270,202.0,51.2,Somewhat
10280,202.0,50.7,Somewhat
10290,202.0,51.1,Somewhat
10300,201.0,54.4,Somewhat
10310,200.0,49.7,Somewhat
10320,202.0,50.6,Somewhat
10330,200.0,52.2,Somewhat
10340,201.0,57.0,Somewhat
10350,202.0,52.8,Somewhat
10360,202.0,58.8,Somewhat
10370,202.0,52.5,Somewhat
10380,202.0,54.5,Somewhat
10390,202.0,51.6,Somewhat
10400,202.0,55.2,Somewhat
10410,202.0,57.7,Somewhat
10420,202.0,54.0,Somewhat
10430,202.0,55.5,Somewhat
10440,202.0,54.1,Somewhat
10450,202.0,53.5,Somewhat
10460,202.0,51.3,Somewhat
10470,202.0,51.0,Yes
10480,202.0,51.9,Somewhat
10490,202.0,52.2,Somewhat
10500,202.0,51.2,Somewhat
10510,202.0,53.5,Somewhat
10520,202.0,51.9,Somewhat
10530,202.0,55.2,Somewhat
10540,202.0,51.8,Somewhat
10550,202.0,53.9,Somewhat
10560,202.0,55.1,Somewhat
10570,203.0,56.0,Somewhat
10580,202.0,53.8,Somewhat
10590,202.0,53.4,Somewhat
10600,202.0,53.3,Somewhat
10610,202.0,50.1,Somewhat
10620,198.0,51.4,Somewhat
10630,203.0,52.9,Somewhat
10640,204.0,46.3,Somewhat
10650,204.0,44.6,Somewhat
10660,204.0,41.5,Somewhat
10670,204.0,37.2,Somewhat
10680,204.0,36.1,Somewhat
10690,204.0,32.0,Somewhat
10700,204.0,31.3,Somewhat
10710,204.0,28.5,Somewhat
10720,204.0,33.7,Somewhat
10730,204.0,43.1,Somewhat
10740,204.0,40.8,Somewhat
10750,204.0,38.9,Somewhat
10760,202.0,29.3,Somewhat
10770,202.0,39.6,Somewhat
10780,202.0,45.4,Somewhat
10790,193.0,39.3,Somewhat
10800,182.0,28.5,Somewhat
10810,193.0,36.1,Somewhat
10820,204.0,46.2,Somewhat
10830,204.0,35.8,Somewhat
10840,204.0,31.8,Somewhat
10850,204.0,31.4,Somewhat
10860,204.0,32.7,Somewhat
10870,204.0,32.9,Somewhat
10880,204.0,30.0,Somewhat
10890,204.0,42.0,Somewhat
10900,204.0,42.0,Somewhat
10910,204.0,40.3,Somewhat
10920,204.0,42.9,Somewhat
10930,200.0,36.7,Somewhat
10940,198.0,34.3,Somewhat
10950,202.0,41.6,Somewhat
10960,204.0,39.1,Somewhat
10970,204.0,30.5,Somewhat
10980,204.0,33.0,Somewhat
10990,204.0,39.8,Somewhat
11000,204.0,43.8,Somewhat
11010,197.0,46.4,Somewhat
11020,190.0,38.1,Somewhat
11030,204.0,39.2,Somewhat
11040,199.0,34.0,Somewhat
11050,200.0,27.5,Somewhat
11060,200.0,44.1,Somewhat
11070,200.0,40.8,Somewhat
11080,200.0,31.1,Somewhat
11090,201.0,32.5,Somewhat
11100,202.0,28.5,Somewhat
11110,203.0,33.5,Somewhat
11120,203.0,33.5,Somewhat
11130,204.0,30.3,Somewhat
11140,204.0,28.4,Yes
11150,205.0,39.6,Somewhat
11160,204.0,41.3,Somewhat
11170,204.0,33.9,Somewhat
11180,204.0,36.0,Somewhat
11190,204.0,33.8,Somewhat
11200,204.0,40.0,Somewhat
11210,204.0,41.9,Somewhat
11220,204.0,44.8,Somewhat
11230,204.0,41.3,Somewhat
11240,204.0,40.4,Somewhat
11250,204.0,43.5,Somewhat
11260,204.0,40.2,Somewhat
11270,204.0,41.2,Somewhat
11280,204.0,29.5,Somewhat
11290,204.0,37.6,Somewhat
11300,204.0,39.5,Somewhat
11310,204.0,40.0,Somewhat
11320,204.0,44.4,Somewhat
11330,204.0,41.6,Somewhat
11340,204.0,36.6,Somewhat
11350,204.0,34.3,Somewhat
11360,204.0,34.3,Somewhat
11370,204.0,40.1,Somewhat
11380,204.0,41.5,Somewhat
11390,204.0,37.0,No
11400,204.0,44.2,No
11410,204.0,43.9,No
11420,204.0,43.2,Somewhat
11430,204.0,36.4,No
11440,204.0,32.8,No
11450,204.0,32.8,Somewhat
11460,205.0,38.0,Somewhat
11470,204.0,38.1,Somewhat
11480,204.0,37.5,Somewhat
11490,199.0,37.4,Somewhat
11500,199.0,44.0,Somewhat
11510,199.0,35.9,Somewhat
11520,204.0,36.9,Somewhat
11530,204.0,36.8,Somewhat
11540,204.0,32.4,Somewhat
11550,204.0,39.0,Somewhat
11560,204.0,38.3,Somewhat
11570,204.0,40.8,Somewhat
11580,204.0,32.3,Somewhat
11590,204.0,31.5,Somewhat
11600,204.0,33.7,Somewhat
11610,204.0,35.8,Somewhat
11620,204.0,33.7,Somewhat
11630,204.0,29.4,Somewhat
11640,204.0,35.2,Somewhat
11650,201.0,31.4,Somewhat
11660,200.0,36.3,No
11670,204.0,33.1,Somewhat
11680,204.0,32.5,Yes
11690,204.0,29.6,Somewhat
11700,204.0,34.6,Somewhat
11710,204.0,43.4,Somewhat
11720,204.0,42.4,Somewhat
11730,204.0,38.0,Somewhat
11740,204.0,35.7,Yes
11750,204.0,32.4,Yes
11760,204.0,28.5,Somewhat
11770,204.0,30.5,Somewhat
11780,204.0,29.4,Somewhat
11790,204.0,36.4,Yes
11800,204.0,33.4,Somewhat
11810,204.0,30.2,Somewhat
11820,204.0,34.8,Somewhat
11830,204.0,36.4,Somewhat
11840,204.0,38.3,Somewhat
11850,204.0,42.6,Somewhat
11860,204.0,43.7,Somewhat
11870,204.0,40.8,Somewhat
11880,204.0,38.6,Somewhat
11890,204.0,40.8,Somewhat
11900,201.0,46.3,Somewhat
11910,202.0,43.3,Somewhat
11920,201.0,38.4,Yes
11930,202.0,44.0,Somewhat
11940,201.0,34.8,Somewhat
11950,200.0,44.1,No
11960,204.0,44.3,Somewhat
11970,204.0,39.5,Somewhat
11980,204.0,38.1,Somewhat
11990,204.0,33.5,Somewhat
12000,204.0,28.8,Somewhat
12010,204.0,36.9,Somewhat
12020,204.0,40.9,Somewhat
12030,204.0,36.9,Somewhat
12040,204.0,34.1,Somewhat
12050,204.0,31.4,Somewhat
12060,204.0,35.7,Somewhat
12070,204.0,42.0,Yes
12080,204.0,39.0,Somewhat
12090,204.0,44.3,Somewhat
12100,204.0,37.1,Somewhat
12110,204.0,39.9,Somewhat
12120,42.0,48.6,Somewhat
12130,69.0,46.5,Somewhat
12140,70.0,46.7,Somewhat
12150,65.0,45.7,Somewhat
12160,70.0,48.0,Somewhat
12170,69.0,44.2,Somewhat
12180,70.0,50.2,Somewhat
12190,69.0,45.7,Somewhat
12200,69.0,44.6,Somewhat
12210,69.0,47.7,Somewhat
12220,69.0,47.9,Somewhat
12230,69.0,44.4,Somewhat
12240,70.0,38.1,Somewhat
12250,69.0,47.7,Somewhat
12260,69.0,47.5,Somewhat
12270,69.0,46.9,Somewhat
12280,69.0,47.2,Somewhat
12290,70.0,48.7,Somewhat
12300,69.0,49.1,Somewhat
12310,69.0,47.5,Somewhat
12320,70.0,47.8,Somewhat
12330,69.0,47.4,Yes
12340,69.0,48.5,Yes
12350,70.0,47.0,Somewhat
12360,69.0,47.9,Somewhat
12370,69.0,45.3,Somewhat
12380,69.0,44.1,Yes
12390,69.0,46.6,Somewhat
12400,69.0,45.6,Somewhat
12410,70.0,46.7,Somewhat
12420,70.0,46.3,Somewhat
12430,70.0,45.4,Somewhat
12440,69.0,46.1,Somewhat
12450,68.0,48.0,Somewhat
12460,69.0,47.9,Somewhat
12470,69.0,46.8,Somewhat
12480,70.0,47.1,Somewhat
12490,69.0,49.1,Somewhat
12500,69.0,46.3,Somewhat
12510,70.0,47.4,Yes
12520,70.0,47.1,Yes
12530,70.0,46.0,Yes
12540,70.0,46.4,Somewhat
12550,70.0,45.3,Somewhat
12560,70.0,46.1,Somewhat
12570,70.0,46.7,Somewhat
12580,70.0,47.8,Somewhat
12590,70.0,45.5,Somewhat
12600,70.0,44.3,Somewhat
12610,71.0,41.7,Somewhat
12620,70.0,46.0,Somewhat
12630,70.0,48.1,Somewhat
12640,70.0,47.3,Somewhat
12650,70.0,45.6,Somewhat
12660,70.0,47.4,Somewhat
12670,70.0,48.3,Somewhat
12680,70.0,45.1,Somewhat
12690,70.0,47.4,Somewhat
12700,70.0,46.8,Somewhat
12710,70.0,49.5,Somewhat
12720,70.0,47.0,Somewhat
12730,70.0,45.5,Somewhat
12740,70.0,45.9,Somewhat
12750,71.0,44.4,Somewhat
12760,70.0,47.8,Somewhat
12770,69.0,44.4,Somewhat
12780,69.0,46.3,Somewhat
12790,69.0,48.6,Somewhat
12800,69.0,48.1,Somewhat
12810,70.0,47.2,Somewhat
12820,69.0,45.3,Somewhat
12830,70.0,43.5,Somewhat
12840,69.0,38.9,Somewhat
12850,69.0,44.8,Somewhat
12860,71.0,49.3,Somewhat
12870,71.0,46.9,Somewhat
12880,71.0,45.7,Somewhat
12890,71.0,46.8,Somewhat
12900,71.0,46.1,Somewhat
12910,71.0,43.3,Somewhat
12920,71.0,42.5,Somewhat
12930,71.0,45.1,Somewhat
12940,71.0,37.5,Yes
12950,71.0,48.7,Somewhat
12960,71.0,47.2,Somewhat
12970,71.0,46.9,Somewhat
12980,71.0,46.1,Somewhat
12990,71.0,43.5,Somewhat
13000,71.0,44.1,Somewhat
13010,71.0,38.8,Somewhat
13020,71.0,39.9,Somewhat
13030,71.0,40.1,Somewhat
13040,71.0,48.7,Somewhat
13050,71.0,48.6,Somewhat
13060,71.0,47.0,Somewhat
13070,71.0,48.1,Yes
13080,71.0,48.0,Somewhat
13090,71.0,44.5,Somewhat
13100,71.0,45.4,Somewhat
13110,71.0,48.7,Somewhat
13120,71.0,45.7,Somewhat
13130,71.0,46.4,Somewhat
13140,71.0,49.9,Somewhat
13150,71.0,42.5,Somewhat
13160,71.0,47.5,Somewhat
13170,71.0,47.1,Somewhat
13180,70.0,44.4,Somewhat
13190,71.0,46.7,Somewhat
13200,71.0,47.6,Somewhat
13210,71.0,47.2,Somewhat
13220,71.0,46.9,Somewhat
13230,71.0,45.4,Somewhat
13240,71.0,45.0,Somewhat
13250,71.0,47.4,Somewhat
13260,72.0,40.2,Yes
13270,72.0,39.0,Somewhat
13280,73.0,44.8,Somewhat
13290,73.0,48.9,Somewhat
13300,73.0,48.1,Somewhat
13310,72.0,48.5,Somewhat
13320,72.0,44.9,Somewhat
13330,72.0,46.0,Somewhat
13340,72.0,47.0,Somewhat
13350,73.0,46.9,Somewhat
13360,73.0,41.4,Somewhat
13370,72.0,39.6,Yes
13380,72.0,39.0,Yes
13390,73.0,40.9,Yes
13400,72.0,47.8,Somewhat
13410,72.0,48.0,Somewhat
13420,73.0,45.3,Somewhat
13430,73.0,47.2,Somewhat
13440,72.0,46.8,Somewhat
13450,67.0,47.4,Somewhat
13460,61.0,49.6,Somewhat
13470,72.0,43.6,Yes
13480,72.0,39.9,Somewhat
13490,72.0,45.6,Yes
13500,72.0,45.9,Somewhat
13510,72.0,46.4,Somewhat
13520,72.0,44.2,Somewhat
13530,72.0,44.4,Somewhat
13540,72.0,44.5,Somewhat
13550,71.0,45.9,Somewhat
13560,72.0,44.5,Somewhat
13570,72.0,36.7,Somewhat
13580,72.0,41.7,Somewhat
13590,72.0,44.8,Somewhat
13600,72.0,46.4,Somewhat
13610,72.0,46.9,Somewhat
13620,72.0,47.6,Somewhat
13630,72.0,44.0,Yes
13640,71.0,46.9,Somewhat
13650,71.0,48.0,Somewhat
13660,72.0,47.3,Somewhat
13670,72.0,41.9,Yes
13680,72.0,38.8,Somewhat
13690,72.0,47.1,Somewhat
13700,71.0,45.8,Somewhat
13710,71.0,46.9,Somewhat
13720,72.0,46.7,Somewhat
13730,71.0,46.7,Somewhat
13740,71.0,40.2,Somewhat
13750,72.0,43.5,Somewhat
13760,72.0,44.7,Somewhat
13770,72.0,47.0,Somewhat
13780,71.0,45.3,Somewhat
13790,71.0,45.3,Somewhat
13800,72.0,42.9,Somewhat
13810,72.0,47.0,Somewhat
13820,72.0,39.5,Somewhat
13830,71.0,37.9,Somewhat
13840,72.0,41.3,Somewhat
13850,72.0,46.9,Somewhat
13860,72.0,46.9,Somewhat
13870,72.0,44.6,Somewhat
13880,71.0,43.6,Somewhat
13890,72.0,39.3,Somewhat
13900,72.0,47.4,Somewhat
13910,72.0,41.0,Somewhat
13920,72.0,41.4,Somewhat
13930,72.0,42.6,Somewhat
13940,72.0,37.8,Somewhat
13950,72.0,47.3,Somewhat
13960,72.0,38.4,Somewhat
13970,72.0,45.1,Somewhat
13980,72.0,41.1,Somewhat
13990,72.0,41.2,Somewhat
14000,72.0,43.5,Somewhat
14010,70.0,40.6,Somewhat
14020,71.0,46.1,Somewhat
14030,72.0,46.6,Somewhat
14040,72.0,37.4,Somewhat
14050,72.0,47.8,Somewhat
14060,72.0,44.6,Somewhat
14070,72.0,40.5,Somewhat
14080,70.0,43.0,Somewhat
14090,71.0,43.0,Somewhat
14100,71.0,40.6,Somewhat
14110,72.0,40.5,Somewhat
14120,72.0,46.2,Somewhat
14130,72.0,45.6,Somewhat
14140,72.0,46.8,Somewhat
14150,72.0,46.6,Somewhat
14160,72.0,45.0,Somewhat
14170,72.0,43.2,Somewhat
14180,72.0,42.0,Somewhat
14190,72.0,40.5,Somewhat
14200,72.0,47.2,Somewhat
14210,72.0,44.9,Somewhat
14220,72.0,46.6,Somewhat
14230,72.0,48.1,Somewhat
14240,72.0,48.2,Somewhat
14250,72.0,44.5,Somewhat
14260,72.0,41.9,Somewhat
14270,72.0,46.8,Somewhat
14280,72.0,48.1,Somewhat
14290,71.0,46.4,Somewhat
14300,72.0,41.2,Somewhat
14310,72.0,43.0,Somewhat
14320,72.0,43.2,Somewhat
14330,72.0,46.5,Somewhat
14340,72.0,40.2,Somewhat
14350,72.0,39.5,Somewhat
14360,72.0,44.7,Somewhat
14370,72.0,38.1,Somewhat
14380,72.0,48.2,Somewhat
14390,72.0,45.9,Somewhat
14400,72.0,44.1,Somewhat
14410,72.0,44.4,Somewhat
14420,70.0,41.1,Somewhat
14430,71.0,43.0,Somewhat
14440,71.0,46.3,Somewhat
14450,72.0,46.3,Somewhat
14460,72.0,46.6,Somewhat
14470,71.0,45.0,Somewhat
14480,72.0,45.3,Somewhat
14490,72.0,44.2,Somewhat
14500,72.0,47.6,Somewhat
14510,72.0,47.2,Somewhat
14520,72.0,46.8,Somewhat
14530,72.0,44.7,Somewhat
14540,72.0,47.0,Somewhat
14550,72.0,47.3,Somewhat
14560,72.0,48.8,Somewhat
14570,72.0,44.9,Somewhat
14580,72.0,42.4,Somewhat
14590,72.0,49.1,Somewhat
14600,72.0,45.1,Somewhat
14610,71.0,48.0,Somewhat
14620,72.0,44.4,Somewhat
14630,72.0,44.8,Somewhat
14640,72.0,45.8,Somewhat
14650,72.0,44.8,Somewhat
14660,70.0,42.4,Somewhat
14670,70.0,43.4,Somewhat
14680,69.0,42.9,Somewhat
14690,69.0,45.7,Somewhat
14700,70.0,43.7,Somewhat
14710,70.0,48.4,Somewhat
14720,70.0,44.6,Somewhat
14730,72.0,47.6,Somewhat
14740,71.0,44.7,Somewhat
14750,70.0,43.5,Somewhat
14760,70.0,46.7,Somewhat
14770,70.0,43.0,Somewhat
14780,71.0,45.9,Somewhat
14790,70.0,44.8,Somewhat
14800,69.0,43.3,Somewhat
14810,69.0,40.1,Somewhat
14820,70.0,46.6,Somewhat
14830,70.0,40.7,Somewhat
14840,70.0,44.2,Somewhat
14850,69.0,49.1,Somewhat
14860,69.0,47.1,Somewhat
14870,69.0,43.7,Somewhat
14880,69.0,46.1,Somewhat
14890,69.0,44.2,Somewhat
14900,69.0,43.3,Somewhat
14910,69.0,47.6,Somewhat
14920,69.0,43.5,Somewhat
14930,70.0,45.9,Somewhat
14940,70.0,46.4,Somewhat
14950,70.0,41.7,Somewhat
14960,70.0,47.5,Somewhat
14970,70.0,49.2,Somewhat
14980,69.0,40.1,Somewhat
14990,69.0,45.0,Somewhat
15000,70.0,45.8,Somewhat
15010,71.0,43.2,Somewhat
15020,71.0,44.8,Somewhat
15030,70.0,45.8,Somewhat
15040,70.0,46.7,Somewhat
15050,70.0,48.6,Somewhat
15060,71.0,46.2,Somewhat
15070,70.0,46.0,Somewhat
15080,70.0,47.7,Somewhat
15090,70.0,46.0,Somewhat
15100,71.0,42.9,Somewhat
15110,71.0,44.6,Somewhat
15120,71.0,43.2,Somewhat
15130,71.0,43.4,Somewhat
15140,71.0,41.4,Somewhat
15150,71.0,44.3,Somewhat
15160,71.0,43.1,Somewhat
15170,70.0,45.6,Somewhat
15180,71.0,47.1,Somewhat
15190,71.0,45.1,Somewhat
15200,71.0,47.0,Somewhat
15210,70.0,45.2,Somewhat
15220,69.0,47.9,Somewhat
15230,70.0,42.3,Somewhat
15240,69.0,47.3,Somewhat
15250,70.0,41.3,Somewhat
15260,69.0,44.1,Somewhat
15270,69.0,46.2,Somewhat
15280,69.0,47.1,Somewhat
15290,69.0,40.9,Somewhat
15300,69.0,46.2,Somewhat
15310,70.0,44.3,Somewhat
15320,70.0,45.6,Somewhat
15330,70.0,46.8,Somewhat
15340,70.0,42.6,Somewhat
15350,70.0,46.8,Somewhat
15360,70.0,43.0,Somewhat
15370,69.0,49.2,Somewhat
15380,70.0,47.2,Somewhat
15390,71.0,47.7,Somewhat
15400,70.0,43.4,Somewhat
15410,70.0,44.3,Somewhat
15420,71.0,46.6,Somewhat
15430,70.0,48.0,Somewhat
15440,70.0,41.3,Somewhat
15450,70.0,43.9,Somewhat
15460,69.0,47.0,Somewhat
15470,69.0,48.1,Somewhat
15480,69.0,47.2,Somewhat
15490,70.0,45.9,Somewhat
15500,70.0,44.4,Somewhat
15510,70.0,46.8,Somewhat
15520,70.0,46.3,Somewhat
15530,70.0,46.8,Somewhat
15540,71.0,46.5,Somewhat
15550,71.0,48.2,Somewhat
15560,71.0,43.9,Somewhat
15570,71.0,51.7,Somewhat
15580,69.0,56.5,Somewhat
15590,66.0,60.5,Somewhat
15600,63.0,61.5,Somewhat
15610,64.0,60.4,Yes
15620,69.0,59.8,Somewhat
15630,10.0,47.3,Somewhat
15640,9.9,43.1,Somewhat
15650,9.7,43.8,Somewhat
15660,9.8,41.9,Somewhat
15670,10.0,41.7,Somewhat
15680,9.8,41.9,Somewhat
15690,9.6,44.0,Somewhat
15700,9.4,43.5,Somewhat
15710,9.4,43.8,Somewhat
15720,9.5,43.3,Somewhat
15730,9.6,41.6,Somewhat
15740,9.7,41.0,Somewhat
15750,9.5,41.1,Somewhat
15760,9.8,44.6,Somewhat
15770,9.7,44.5,Somewhat
15780,9.7,41.9,Somewhat
15790,9.7,43.2,Yes
15800,9.7,41.8,Somewhat
15810,9.6,44.1,Yes
15820,9.7,42.3,Somewhat
15830,9.7,41.9,Somewhat
15840,9.6,43.3,Somewhat
15850,9.7,41.1,Somewhat
15860,9.7,40.1,Somewhat
15870,9.7,42.7,Somewhat
15880,9.9,42.2,Somewhat
15890,9.7,41.5,Somewhat
15900,9.8,40.2,Yes
15910,9.7,41.7,Somewhat
15920,9.7,42.4,Somewhat
15930,9.6,42.6,Somewhat
15940,9.8,43.9,Somewhat
15950,9.7,43.2,Somewhat
15960,9.7,42.0,Somewhat
15970,9.7,40.3,Somewhat
15980,9.7,40.0,Somewhat
15990,9.7,42.0,Somewhat
16000,9.7,41.2,Yes
16010,9.7,42.7,Somewhat
16020,9.8,39.3,Somewhat
16030,9.9,43.3,Somewhat
16040,10.0,38.2,Somewhat
16050,10.0,38.8,Somewhat
16060,10.0,41.7,Somewhat
16070,9.7,39.8,Somewhat
16080,9.7,42.8,Somewhat
16090,9.8,41.5,Somewhat
16100,9.8,41.1,Somewhat
16110,9.7,38.0,Somewhat
16120,9.8,40.7,Somewhat
16130,9.9,40.3,Somewhat
16140,9.7,41.9,Somewhat
16150,9.7,40.4,Somewhat
16160,9.7,41.1,Somewhat
16170,9.9,41.0,Somewhat
16180,9.9,41.0,Somewhat
16190,9.9,39.4,Somewhat
16200,9.9,38.6,Somewhat
16210,9.9,38.4,Somewhat
16220,9.8,41.6,Somewhat
16230,9.9,39.7,Somewhat
16240,10.0,42.7,Somewhat
16250,10.0,39.5,Somewhat
16260,10.1,39.7,Somewhat
16270,10.1,41.4,Somewhat
16280,10.2,42.8,Somewhat
16290,10.0,42.7,Somewhat
16300,10.2,38.4,Somewhat
16310,10.2,36.1,Somewhat
16320,10.1,38.1,Somewhat
16330,10.2,41.9,Somewhat
16340,10.2,42.8,Somewhat
16350,10.4,41.1,Somewhat
16360,10.4,42.4,Somewhat
16370,10.6,40.6,Somewhat
16380,10.4,43.2,Somewhat
16390,10.3,44.7,Somewhat
16400,10.3,43.3,Somewhat
16410,10.8,42.9,Somewhat
16420,10.8,36.6,Somewhat
16430,10.9,40.6,Somewhat
16440,10.9,40.4,Somewhat
16450,11.0,39.8,Somewhat
16460,11.0,38.9,Somewhat
16470,11.1,39.3,Somewhat
16480,11.0,39.8,Somewhat
16490,11.0,36.5,Somewhat
16500,11.1,39.1,Somewhat
16510,11.0,41.9,Somewhat
16520,11.1,38.1,Somewhat
16530,11.1,39.8,Somewhat
16540,11.1,41.0,Somewhat
16550,9.9,42.6,Somewhat
16560,10.1,43.8,Somewhat
16570,10.6,41.3,Somewhat
16580,10.6,42.6,Somewhat
16590,10.5,42.2,Somewhat
16600,10.5,40.2,Somewhat
16610,10.5,40.6,Somewhat
16620,10.6,36.1,Somewhat
16630,10.6,40.7,Somewhat
16640,10.6,40.2,Somewhat
16650,10.6,40.2,Somewhat
16660,10.8,41.8,Somewhat
16670,10.8,38.7,Somewhat
16680,10.7,38.0,Somewhat
16690,10.8,41.1,Somewhat
16700,10.8,38.1,Somewhat
16710,10.8,41.4,Somewhat
16720,10.8,37.5,Somewhat
16730,10.9,35.7,Somewhat
16740,10.9,41.3,Somewhat
16750,10.9,40.4,Somewhat
16760,10.9,40.7,Somewhat
16770,11.0,38.2,Somewhat
16780,10.7,40.4,Somewhat
16790,10.5,40.6,Somewhat
16800,10.5,38.2,Somewhat
16810,10.5,36.9,Somewhat
16820,10.5,39.6,Somewhat
16830,10.6,43.9,Somewhat
16840,10.6,40.6,Somewhat
16850,10.6,42.0,Somewhat
16860,10.5,40.4,Somewhat
16870,10.5,41.1,Somewhat
16880,10.5,38.6,Somewhat
16890,10.7,38.6,Somewhat
16900,10.7,37.2,Somewhat
16910,10.7,39.7,Somewhat
16920,10.6,38.5,Somewhat
16930,8.2,39.4,Somewhat
16940,4.0,43.4,Somewhat
16950,4.0,42.9,Somewhat
