Time,Light,Sound,Engagement
16960,3.8,41.5,Somewhat
16970,3.8,41.6,Somewhat
16980,3.8,38.6,Somewhat
16990,3.9,35.8,Somewhat
17000,3.6,37.6,Somewhat
17010,3.7,42.4,Somewhat
17020,3.6,43.4,Somewhat
17030,3.7,42.7,Somewhat
17040,3.9,41.3,Somewhat
17050,3.6,41.6,Somewhat
17060,3.5,42.5,Somewhat
17070,3.5,41.1,Somewhat
17080,3.8,43.5,Somewhat
17090,3.8,41.3,Somewhat
17100,3.8,40.2,Somewhat
17110,3.8,40.3,Somewhat
17120,3.7,42.4,Somewhat
17130,3.8,40.3,Somewhat
17140,3.9,41.1,Somewhat
17150,3.8,41.2,Somewhat
17160,3.8,37.3,Somewhat
17170,3.8,36.1,Somewhat
17180,3.9,41.8,Somewhat
17190,3.9,40.1,Somewhat
17200,4.0,41.5,Somewhat
17210,4.0,39.5,Somewhat
17220,4.0,44.0,Somewhat
17230,4.2,42.8,Somewhat
17240,3.7,43.4,Somewhat
17250,3.1,41.5,Somewhat
17260,4.1,43.8,Somewhat
17270,3.8,42.2,Somewhat
17280,3.9,43.0,Somewhat
17290,4.3,44.4,Somewhat
17300,5.4,42.4,Somewhat
17310,5.2,42.7,Somewhat
17320,4.7,41.9,Somewhat
17330,4.5,41.9,Somewhat
17340,4.5,41.8,Somewhat
17350,4.4,43.8,Somewhat
17360,4.4,41.3,Somewhat
17370,3.6,40.7,Somewhat
17380,4.4,42.6,Somewhat
17390,4.3,41.7,Somewhat
17400,6.1,43.5,Somewhat
17410,5.0,43.1,Somewhat
17420,12.0,41.2,Somewhat
17430,11.3,41.6,Somewhat
17440,12.0,38.9,Somewhat
17450,12.1,40.1,Yes
17460,12.1,39.1,Yes
17470,12.1,35.9,Yes
17480,12.2,39.7,Somewhat
17490,12.2,35.6,Somewhat
17500,12.2,41.0,Yes
17510,12.3,41.1,Somewhat
17520,11.5,42.6,No
17530,11.9,43.0,Somewhat
17540,12.3,42.5,Yes
17550,12.3,41.6,Somewhat
17560,12.2,41.6,Somewhat
17570,12.2,41.6,Somewhat
17580,12.2,40.0,Yes
17590,12.1,38.9,Yes
17600,11.9,41.4,Somewhat
17610,11.9,40.1,Yes
17620,11.9,41.7,Yes
17630,11.7,41.2,Somewhat
17640,11.8,39.7,Somewhat
17650,11.9,40.1,Somewhat
17660,12.1,41.6,Somewhat
17670,12.1,43.1,Somewhat
17680,12.2,39.6,Somewhat
17690,12.6,38.6,Yes
17700,12.8,39.6,Yes
17710,12.5,42.9,Somewhat
17720,12.5,39.6,Somewhat
17730,12.4,40.5,Somewhat
17740,12.5,43.2,Yes
17750,12.6,41.7,Yes
17760,12.6,39.6,Somewhat
17770,12.6,43.1,Somewhat
17780,12.6,42.1,Somewhat
17790,12.7,42.0,Somewhat
17800,12.7,41.6,Somewhat
17810,12.9,40.4,Yes
17820,12.8,43.2,Yes
17830,12.8,42.5,Somewhat
17840,12.6,40.4,Somewhat
17850,12.7,40.2,Somewhat
17860,12.6,42.6,Somewhat
17870,12.7,37.1,Somewhat
17880,12.7,40.4,Somewhat
17890,12.7,40.3,Somewhat
17900,12.6,39.3,Somewhat
17910,12.9,40.5,Somewhat
17920,11.6,41.1,Somewhat
17930,5.0,37.9,Somewhat
17940,4.2,40.4,Somewhat
17950,4.4,37.1,Somewhat
17960,4.3,38.9,Somewhat
17970,4.2,41.3,Somewhat
17980,8.0,42.3,Somewhat
17990,11.3,41.7,Somewhat
18000,11.3,43.1,Somewhat
18010,11.2,41.8,Somewhat
18020,11.2,42.1,Somewhat
18030,11.2,35.6,Somewhat
18040,11.2,36.4,Yes
18050,11.2,40.7,Yes
18060,11.2,39.8,Yes
18070,11.3,41.4,Yes
18080,11.3,41.2,Somewhat
18090,11.3,41.3,Somewhat
18100,11.2,40.4,Yes
18110,11.3,43.4,Somewhat
18120,11.2,40.8,Somewhat
18130,11.3,41.3,Yes
18140,11.2,43.0,Somewhat
18150,11.2,39.0,Somewhat
18160,11.3,42.6,Somewhat
18170,11.3,39.7,Somewhat
18180,10.7,40.1,Yes
18190,11.2,45.0,Somewhat
18200,11.1,40.1,Somewhat
18210,11.1,43.0,Yes
18220,10.9,40.8,Somewhat
18230,10.9,40.0,Somewhat
18240,10.6,41.3,Somewhat
18250,11.4,43.2,Yes
18260,11.5,41.0,Somewhat
18270,11.8,43.5,Somewhat
18280,11.7,42.4,Somewhat
18290,11.8,40.4,Somewhat
18300,11.8,43.1,Somewhat
18310,11.7,42.8,Yes
18320,11.7,43.0,Somewhat
18330,11.8,42.6,Somewhat
18340,11.8,42.1,Somewhat
18350,11.7,41.4,Somewhat
18360,11.7,43.8,Somewhat
18370,11.7,42.7,Yes
18380,11.7,37.6,Somewhat
18390,11.9,39.6,Somewhat
18400,11.9,39.1,Somewhat
18410,12.1,37.5,Somewhat
18420,12.0,35.9,No
18430,11.7,36.4,No
18440,12.0,37.9,No
18450,11.9,42.5,Somewhat
18460,11.7,44.3,Somewhat
18470,11.6,44.1,Somewhat
18480,11.9,42.1,Somewhat
18490,12.0,41.0,No
18500,11.9,42.6,No
18510,11.9,40.9,No
18520,9.5,45.0,Somewhat
18530,9.9,43.3,Yes
18540,12.0,44.9,Yes
18550,12.2,43.4,Yes
18560,10.3,44.0,Somewhat
18570,12.1,41.3,Yes
18580,12.4,36.4,Somewhat
18590,12.3,37.0,Somewhat
18600,12.3,38.0,Somewhat
18610,12.3,36.7,Yes
18620,12.1,35.3,Yes
18630,12.1,36.4,Somewhat
18640,12.0,36.3,Somewhat
18650,11.8,36.0,Somewhat
18660,12.0,36.7,Somewhat
18670,11.9,35.7,Somewhat
18680,12.0,37.5,Somewhat
18690,12.0,38.3,Somewhat
18700,12.1,36.4,Yes
18710,11.9,35.7,Somewhat
18720,12.0,35.8,Somewhat
18730,12.0,35.8,Somewhat
18740,12.0,36.0,Somewhat
18750,12.0,36.5,Somewhat
18760,12.2,37.7,Yes
18770,11.9,34.8,Somewhat
18780,12.1,36.2,Somewhat
18790,11.9,36.7,Somewhat
18800,12.2,36.5,Somewhat
18810,12.1,37.3,Somewhat
18820,11.8,35.4,Yes
18830,10.9,41.3,Somewhat
18840,11.1,34.9,Somewhat
18850,11.6,36.2,Yes
18860,11.9,36.8,Somewhat
18870,11.7,34.4,Yes
18880,11.4,35.8,Yes
18890,11.7,36.4,Yes
18900,11.6,35.4,Somewhat
18910,11.6,35.8,Somewhat
18920,11.6,35.3,No
18930,11.7,38.2,No
18940,11.7,36.6,Somewhat
18950,11.1,35.7,Somewhat
18960,11.8,37.2,Somewhat
18970,10.4,39.8,Somewhat
18980,9.6,44.5,Somewhat
18990,11.2,40.3,Somewhat
19000,12.1,38.2,Somewhat
19010,12.2,37.8,Somewhat
19020,12.1,37.9,Somewhat
19030,12.1,36.7,Somewhat
19040,12.0,36.3,Somewhat
19050,12.0,37.1,Somewhat
19060,12.0,36.8,Somewhat
19070,11.9,36.8,No
19080,12.0,36.0,No
19090,12.1,37.7,No
19100,12.2,36.3,No
19110,12.2,36.1,No
19120,12.0,36.9,Somewhat
19130,12.0,35.7,Somewhat
19140,12.0,35.9,Somewhat
19150,12.0,34.5,Somewhat
19160,12.0,36.1,Somewhat
19170,11.9,37.5,Somewhat
19180,12.0,37.0,Somewhat
19190,12.0,35.4,Somewhat
19200,12.1,36.7,Somewhat
19210,12.1,36.7,Somewhat
19220,11.9,37.5,Somewhat
19230,11.9,36.8,Somewhat
19240,11.9,36.2,Somewhat
19250,11.7,38.8,No
19260,12.0,39.7,No
19270,12.1,36.0,Somewhat
19280,7.5,43.4,Somewhat
19290,11.9,37.2,Somewhat
19300,11.9,36.4,Somewhat
19310,11.8,35.8,Somewhat
19320,11.6,36.6,Somewhat
19330,11.7,35.4,Somewhat
19340,11.7,37.2,Yes
19350,10.0,42.7,Yes
19360,11.2,41.3,Yes
19370,11.4,39.9,Yes
19380,11.8,35.3,Somewhat
19390,12.0,37.6,Somewhat
19400,11.8,37.5,Somewhat
19410,12.1,36.3,Somewhat
19420,11.9,36.4,Yes
19430,11.9,35.0,Somewhat
19440,10.9,38.3,Somewhat
19450,11.3,36.6,Somewhat
19460,11.3,36.1,Somewhat
19470,11.4,35.7,No
19480,11.3,35.3,No
19490,11.5,35.7,No
19500,11.4,34.7,Somewhat
19510,11.4,37.5,Yes
19520,11.4,34.3,Yes
19530,11.4,34.2,Yes
19540,11.3,37.1,Yes
19550,11.4,40.2,Yes
19560,11.3,39.2,Yes
19570,11.3,40.9,Yes
19580,11.2,42.1,Yes
19590,11.3,42.7,Yes
19600,11.3,39.4,Yes
19610,11.4,40.9,Yes
19620,11.3,39.5,Yes
19630,11.3,37.3,Yes
19640,10.7,42.3,Yes
19650,4.6,40.1,Yes
19660,4.6,42.1,Somewhat
19670,4.5,42.3,Somewhat
19680,4.6,42.3,No
19690,4.4,42.0,Somewhat
19700,6.0,45.9,Somewhat
19710,9.4,49.8,Somewhat
19720,190.2,61.9,Somewhat
19730,265.7,62.8,Somewhat
19740,266.2,63.3,Somewhat
19750,266.4,62.4,Yes
19760,266.5,62.9,Somewhat
19770,265.4,62.8,Somewhat
19780,266.1,61.0,Somewhat
19790,265.8,61.4,Somewhat
19800,266.1,61.4,Somewhat
19810,266.1,61.4,Somewhat
19820,266.2,61.2,Somewhat
19830,265.3,61.5,Somewhat
19840,266.1,61.9,Somewhat
19850,265.5,63.0,No
19860,266.0,62.4,Somewhat
19870,266.1,63.2,Somewhat
19880,266.2,62.6,Somewhat
19890,266.3,61.6,Somewhat
19900,266.4,62.2,Somewhat
19910,266.3,61.9,Somewhat
19920,266.3,61.4,Somewhat
19930,265.6,62.6,Somewhat
19940,266.1,61.5,Somewhat
19950,266.1,62.5,Somewhat
19960,266.1,63.5,Somewhat
19970,266.0,63.1,Somewhat
19980,266.0,63.9,Yes
19990,266.1,63.5,Yes
20000,266.0,62.5,Somewhat
20010,265.5,62.7,Somewhat
20020,265.9,63.1,Somewhat
20030,266.0,63.4,Somewhat
20040,265.9,63.4,Somewhat
20050,266.1,62.2,Somewhat
20060,266.4,61.7,Somewhat
20070,266.1,63.4,Somewhat
20080,266.2,63.0,Somewhat
20090,265.8,63.0,Somewhat
20100,265.9,62.9,Somewhat
20110,265.3,62.8,Somewhat
20120,265.9,62.7,Somewhat
20130,265.8,62.3,No
20140,265.8,62.9,No
20150,265.9,63.0,No
20160,265.9,61.8,No
20170,265.8,62.1,No
20180,265.6,61.3,No
20190,265.6,62.9,No
20200,265.4,62.6,No
20210,265.7,62.8,Somewhat
20220,265.7,60.9,Somewhat
20230,265.6,60.3,Somewhat
20240,265.8,60.4,Somewhat
20250,266.0,61.8,Somewhat
20260,265.4,61.9,No
20270,265.9,60.6,No
20280,265.7,60.4,Somewhat
20290,265.9,61.4,Somewhat
20300,265.7,62.8,Somewhat
20310,264.9,61.4,Somewhat
20320,264.5,61.2,Somewhat
20330,265.5,59.5,Somewhat
20340,265.9,59.2,Somewhat
20350,266.0,60.3,Somewhat
20360,266.1,59.3,Somewhat
20370,266.0,60.0,Somewhat
20380,265.3,60.1,Somewhat
20390,265.9,58.0,Somewhat
20400,265.9,59.3,No
20410,265.3,59.0,No
20420,265.9,60.8,No
20430,265.2,60.0,Somewhat
20440,266.7,61.0,No
20450,266.0,60.7,Somewhat
20460,265.8,60.4,Somewhat
20470,265.7,60.9,Somewhat
20480,265.8,60.4,Somewhat
20490,265.6,58.0,Somewhat
20500,265.4,54.9,Somewhat
20510,265.3,52.3,Somewhat
20520,265.4,59.0,Somewhat
20530,265.3,60.4,Somewhat
20540,265.3,59.0,Somewhat
20550,265.2,59.8,Somewhat
20560,265.1,60.5,Somewhat
20570,264.7,60.7,Somewhat
20580,265.4,60.6,Somewhat
20590,265.5,60.5,Somewhat
20600,265.3,60.1,Somewhat
20610,265.6,59.7,Somewhat
20620,265.3,59.7,Somewhat
20630,264.9,60.3,Somewhat
20640,265.7,59.7,Somewhat
20650,265.8,59.8,Somewhat
20660,265.8,59.8,Somewhat
20670,265.7,61.4,Somewhat
20680,265.9,61.3,Somewhat
20690,265.9,59.8,Somewhat
20700,265.9,59.4,Somewhat
20710,265.9,58.7,Somewhat
20720,265.8,58.5,Somewhat
20730,265.3,58.9,Somewhat
20740,265.9,60.9,Somewhat
20750,266.0,60.4,Somewhat
20760,266.0,60.6,Yes
20770,265.8,60.9,Yes
20780,265.9,60.5,Yes
20790,265.9,59.1,Yes
20800,265.8,59.5,Yes
20810,265.1,61.8,Yes
20820,265.8,61.0,Yes
20830,264.8,59.2,Yes
20840,265.8,61.9,Yes
20850,265.9,62.4,Yes
20860,265.9,62.0,Yes
20870,265.7,61.0,Yes
20880,264.9,61.9,Yes
20890,265.4,61.3,Yes
20900,265.3,61.2,Yes
20910,265.4,61.6,Yes
20920,265.6,61.0,Yes
20930,264.7,60.7,Yes
20940,265.3,61.7,Yes
20950,265.4,62.3,Yes
20960,265.3,60.6,Yes
20970,264.8,60.4,Yes
20980,265.3,60.9,Yes
20990,265.6,59.8,Yes
21000,265.7,58.9,Yes
21010,264.8,59.2,Yes
21020,265.5,60.4,Yes
21030,265.6,59.5,Yes
21040,263.4,61.4,Yes
21050,265.3,62.2,Yes
21060,265.4,62.4,Yes
21070,265.4,61.5,Yes
21080,265.7,62.8,Yes
21090,264.9,60.5,Yes
21100,265.7,60.5,Yes
21110,265.6,61.0,Yes
21120,265.6,61.6,Yes
21130,265.4,61.3,Yes
21140,265.5,61.8,Yes
21150,265.1,63.0,Yes
21160,265.6,62.4,Yes
21170,265.8,62.5,Yes
21180,265.9,62.4,Yes
21190,266.0,61.2,Yes
21200,265.7,61.7,Yes
21210,265.4,62.4,Yes
21220,265.6,61.6,Somewhat
21230,265.5,63.2,Somewhat
21240,264.7,63.7,Somewhat
21250,265.5,62.7,Somewhat
21260,265.6,61.3,Yes
21270,265.6,62.2,Yes
21280,265.8,62.2,Somewhat
21290,265.6,61.8,Yes
21300,265.3,62.5,Yes
21310,265.2,61.5,Yes
21320,264.6,61.7,Yes
21330,265.4,62.4,Yes
21340,265.0,62.0,Yes
21350,265.5,62.2,Yes
21360,265.4,62.5,Yes
21370,265.8,62.3,Yes
21380,265.3,62.3,Yes
21390,265.5,61.2,Yes
21400,265.6,61.0,Yes
21410,265.5,61.5,Yes
21420,265.4,61.6,Yes
21430,265.5,61.3,Somewhat
21440,265.2,61.0,Yes
21450,265.4,60.8,Somewhat
21460,265.0,59.8,Somewhat
21470,265.1,58.9,Somewhat
21480,265.3,60.9,Somewhat
21490,265.5,61.9,Somewhat
21500,265.3,61.6,Somewhat
21510,265.5,62.2,Somewhat
21520,265.5,63.1,Somewhat
21530,265.7,63.5,Yes
21540,265.6,63.5,Yes
21550,265.4,63.4,Somewhat
21560,264.9,62.6,Somewhat
21570,265.6,62.6,Somewhat
21580,265.6,62.4,Somewhat
21590,265.7,61.2,Somewhat
21600,265.7,61.5,Somewhat
21610,265.7,61.4,Somewhat
21620,265.7,62.4,Somewhat
21630,265.8,61.9,Somewhat
21640,265.0,60.6,Somewhat
21650,265.6,60.5,Somewhat
21660,265.5,61.0,Somewhat
21670,265.1,61.0,Somewhat
21680,265.5,62.5,Somewhat
21690,264.0,63.9,Somewhat
21700,264.4,63.2,Somewhat
21710,264.6,62.4,Somewhat
21720,264.8,62.6,Somewhat
21730,265.3,62.1,Somewhat
21740,265.1,62.8,Yes
21750,265.1,62.3,Yes
21760,265.4,62.8,Yes
21770,265.0,63.3,Yes
21780,265.7,62.3,Yes
21790,265.1,63.1,Yes
21800,265.6,61.7,Yes
21810,265.8,62.2,Yes
21820,265.9,62.7,Yes
21830,266.3,63.6,Yes
21840,265.5,62.3,Yes
21850,266.1,63.5,Yes
21860,266.1,62.5,Yes
21870,266.0,63.7,Yes
21880,265.8,64.1,Yes
21890,265.5,64.8,Somewhat
21900,265.0,64.5,Yes
21910,265.7,63.7,Yes
21920,265.8,64.9,Yes
21930,265.7,65.1,Yes
21940,265.1,63.5,Yes
21950,265.7,63.4,Somewhat
21960,266.0,64.1,Somewhat
21970,265.9,62.8,Somewhat
21980,265.5,61.8,Somewhat
21990,265.0,61.9,Somewhat
22000,265.6,61.9,Yes
22010,265.8,60.5,Yes
22020,265.8,61.3,Yes
22030,265.9,62.5,Yes
22040,265.7,62.8,Yes
22050,266.1,62.9,Yes
22060,266.0,63.8,Somewhat
22070,265.9,64.1,Somewhat
22080,265.7,63.3,Yes
22090,265.0,63.0,Yes
22100,265.3,63.0,Yes
22110,265.5,62.5,Somewhat
22120,265.8,63.2,Yes
22130,265.9,62.3,Yes
22140,265.7,63.6,Yes
22150,265.8,62.9,Yes
22160,265.8,63.2,Yes
22170,265.1,62.9,Yes
22180,265.3,62.5,Yes
22190,265.9,62.4,Yes
22200,265.9,63.6,Yes
22210,265.8,63.6,Yes
22220,265.2,62.9,Yes
22230,265.7,62.6,Yes
22240,265.8,63.2,Yes
22250,265.2,62.7,Yes
22260,266.1,62.6,Yes
22270,266.0,62.4,Yes
22280,266.0,62.7,Yes
22290,265.7,63.2,Yes
22300,265.8,63.1,Yes
22310,265.8,61.9,Yes
22320,266.1,61.0,Yes
22330,265.8,62.0,Yes
22340,265.6,63.1,Yes
22350,265.5,62.1,Yes
22360,265.9,62.8,Somewhat
22370,265.9,62.0,Yes
22380,265.3,62.2,Yes
22390,266.1,63.0,Yes
22400,265.6,63.5,Yes
22410,265.3,63.6,Yes
22420,264.0,62.9,Yes
22430,264.8,63.7,Somewhat
22440,265.0,63.7,Somewhat
22450,264.7,62.7,Somewhat
22460,264.7,62.2,Somewhat
22470,264.5,62.0,Somewhat
22480,265.2,62.6,Somewhat
22490,264.5,63.0,Somewhat
22500,264.9,64.1,Somewhat
22510,265.1,62.6,Somewhat
22520,264.4,62.4,Somewhat
22530,264.7,62.0,Yes
22540,264.7,62.3,Yes
22550,264.4,63.2,Yes
22560,265.1,62.7,Yes
22570,265.5,62.0,Yes
22580,265.6,61.9,Yes
22590,266.4,63.3,Yes
22600,265.0,62.3,Somewhat
22610,265.7,62.4,Somewhat
22620,265.4,61.5,Somewhat
22630,266.0,62.2,Yes
22640,266.0,60.7,Yes
22650,265.9,62.4,Somewhat
22660,265.2,62.9,Somewhat
22670,265.9,64.0,Somewhat
22680,266.2,63.9,Somewhat
22690,265.9,63.2,Yes
22700,266.0,63.1,Yes
22710,265.6,62.5,Yes
22720,266.3,62.8,Yes
22730,266.3,62.6,Somewhat
22740,265.7,63.3,Somewhat
22750,265.5,63.3,Yes
22760,266.2,63.9,Yes
22770,266.3,64.3,Somewhat
22780,265.4,63.6,Yes
22790,266.2,63.3,Somewhat
22800,266.1,63.9,Yes
22810,265.5,63.3,Yes
22820,266.0,63.5,Yes
22830,265.9,63.5,Somewhat
22840,265.9,63.8,Somewhat
22850,265.9,62.6,Somewhat
22860,266.0,62.9,Somewhat
22870,266.0,62.7,Yes
22880,266.1,62.5,Yes
22890,265.3,63.0,Yes
22900,265.7,63.4,Somewhat
22910,265.9,63.6,Yes
22920,266.0,63.3,Yes
22930,265.8,62.4,Yes
22940,265.8,62.2,Yes
22950,265.2,61.8,Yes
22960,266.1,62.6,Somewhat
22970,266.0,61.8,Yes
22980,265.9,62.8,Yes
22990,265.9,63.9,Yes
23000,265.9,63.9,Yes
23010,265.9,62.7,Somewhat
23020,265.9,62.2,Yes
23030,265.9,62.6,Yes
23040,265.9,61.4,Yes
23050,265.9,62.9,Somewhat
23060,265.9,62.9,Yes
23070,265.3,62.8,Yes
23080,266.2,62.7,Yes
23090,265.6,63.2,Yes
23100,266.4,62.6,Yes
23110,266.4,62.1,Yes
23120,266.4,62.1,Somewhat
23130,266.3,62.0,Somewhat
23140,266.0,62.0,Yes
23150,266.4,62.2,Yes
23160,266.4,62.6,Yes
23170,265.9,62.5,Somewhat
23180,266.0,62.3,Yes
23190,265.9,61.7,Yes
23200,265.6,62.7,Yes
23210,264.9,63.6,Yes
23220,265.4,63.0,Somewhat
23230,264.6,60.7,Yes
23240,265.1,62.0,Yes
23250,265.0,61.0,Yes
23260,265.4,60.5,Yes
23270,264.8,60.7,Yes
23280,266.0,61.0,Yes
23290,266.0,59.2,Yes
23300,265.8,60.5,Yes
23310,265.9,60.7,Somewhat
23320,265.9,61.8,Somewhat
23330,265.9,62.1,Yes
23340,265.1,62.0,Yes
23350,266.1,60.6,Yes
23360,266.3,60.4,Yes
23370,266.1,59.7,Yes
23380,266.0,61.7,Yes
23390,265.2,61.2,Yes
23400,265.7,60.7,Yes
23410,265.7,62.5,Yes
23420,265.7,61.1,Yes
23430,265.1,59.7,Somewhat
23440,265.8,61.1,Somewhat
23450,265.7,60.8,Somewhat
23460,265.9,59.0,Yes
23470,265.9,59.9,Yes
23480,265.9,61.7,Yes
23490,265.9,60.5,Yes
23500,266.0,61.2,Yes
23510,265.8,60.9,Yes
23520,265.8,61.3,Yes
23530,266.2,62.6,Yes
23540,266.1,61.6,Yes
23550,265.9,63.3,Yes
23560,266.4,61.9,Yes
23570,265.7,63.0,Yes
23580,264.9,61.8,Yes
23590,266.7,60.7,Yes
23600,266.9,60.1,Yes
23610,267.0,61.7,Yes
23620,266.4,59.8,Yes
23630,267.1,60.2,Yes
23640,266.1,60.1,Somewhat
23650,266.1,60.2,Somewhat
23660,266.1,60.4,Somewhat
23670,266.0,60.9,Somewhat
23680,266.5,60.2,Yes
23690,266.5,61.0,Yes
23700,265.2,60.9,Yes
23710,265.3,61.1,Yes
23720,512.0,55.8,Yes
23730,488.0,53.4,Yes
23740,474.0,54.0,Yes
23750,485.0,53.9,Somewhat
23760,484.0,53.7,Somewhat
23770,483.0,54.1,Somewhat
23780,486.0,52.2,Somewhat
23790,484.0,51.2,Somewhat
23800,475.0,53.2,Somewhat
23810,469.0,53.4,Somewhat
23820,492.0,53.5,Somewhat
23830,489.0,51.9,Somewhat
23840,492.0,50.7,Somewhat
23850,489.0,51.3,Somewhat
23860,493.0,49.8,Somewhat
23870,488.0,51.1,Somewhat
23880,488.0,51.9,Somewhat
23890,493.0,51.1,Somewhat
23900,496.0,51.5,Somewhat
23910,494.0,47.9,Somewhat
23920,495.0,49.8,Somewhat
23930,495.0,50.8,Somewhat
23940,493.0,49.3,Somewhat
23950,493.0,49.5,Somewhat
23960,489.0,52.1,Somewhat
23970,488.0,46.6,Somewhat
23980,490.0,50.4,Somewhat
23990,492.0,51.5,Somewhat
24000,494.0,52.1,Yes
24010,496.0,51.8,Yes
24020,490.0,51.3,Yes
24030,488.0,49.9,Yes
24040,491.0,50.6,Yes
24050,496.0,50.8,Yes
24060,490.0,52.5,Yes
24070,492.0,50.2,Yes
24080,495.0,49.1,Yes
24090,492.0,49.4,Yes
24100,485.0,51.7,Yes
24110,485.0,45.2,Yes
24120,489.0,47.1,Yes
24130,490.0,45.7,Yes
24140,490.0,51.1,Yes
24150,496.0,52.1,Somewhat
24160,493.0,50.0,Somewhat
24170,495.0,50.1,Somewhat
24180,493.0,49.7,Somewhat
24190,495.0,47.6,Yes
24200,493.0,41.1,Yes
24210,492.0,40.6,Yes
24220,478.0,45.8,Yes
24230,487.0,43.3,Yes
24240,489.0,49.1,Yes
24250,495.0,51.9,Yes
24260,494.0,51.6,Yes
24270,494.0,51.2,Yes
24280,494.0,50.9,Yes
24290,493.0,52.0,Yes
24300,494.0,53.5,Somewhat
24310,496.0,51.1,Yes
24320,493.0,50.8,Somewhat
24330,494.0,50.0,Yes
24340,494.0,51.3,Yes
24350,494.0,50.4,Yes
24360,495.0,49.6,Somewhat
24370,495.0,50.7,Yes
24380,493.0,49.4,Yes
24390,494.0,50.2,Somewhat
24400,494.0,51.1,Yes
24410,494.0,51.7,Yes
24420,489.0,45.8,Yes
24430,494.0,51.8,Somewhat
24440,494.0,51.6,Somewhat
24450,494.0,51.3,Somewhat
24460,496.0,50.9,Somewhat
24470,493.0,49.8,Somewhat
24480,496.0,51.6,Somewhat
24490,496.0,47.5,Somewhat
24500,495.0,41.7,Somewhat
24510,489.0,45.2,Somewhat
24520,487.0,44.8,Somewhat
24530,487.0,47.0,Somewhat
24540,487.0,50.3,Somewhat
24550,487.0,41.0,Somewhat
24560,489.0,49.3,Yes
24570,493.0,50.7,Somewhat
24580,479.0,50.2,Somewhat
24590,489.0,51.6,Somewhat
24600,494.0,50.9,Yes
24610,489.0,44.2,Yes
24620,492.0,48.9,Yes
24630,492.0,51.3,Yes
24640,495.0,49.9,Somewhat
24650,497.0,50.5,Somewhat
24660,496.0,49.7,Somewhat
24670,490.0,50.1,Somewhat
24680,491.0,49.1,Yes
24690,494.0,49.7,Somewhat
24700,495.0,44.4,Somewhat
24710,494.0,45.3,Somewhat
24720,491.0,49.5,Yes
24730,491.0,50.4,Yes
24740,493.0,50.5,Somewhat
24750,495.0,51.3,Somewhat
24760,492.0,51.4,Yes
24770,493.0,48.7,Somewhat
24780,492.0,49.9,Somewhat
24790,494.0,44.4,Somewhat
24800,493.0,50.3,Somewhat
24810,494.0,50.2,Somewhat
24820,494.0,44.8,Yes
24830,493.0,43.8,Yes
24840,494.0,47.1,Somewhat
24850,494.0,49.9,Somewhat
24860,493.0,49.2,Somewhat
24870,494.0,47.7,Yes
24880,494.0,46.2,Somewhat
24890,494.0,50.5,Somewhat
24900,493.0,49.4,Somewhat
24910,493.0,48.3,Somewhat
24920,488.0,45.0,Somewhat
24930,490.0,45.7,Yes
24940,493.0,38.9,Somewhat
24950,494.0,50.8,Somewhat
24960,494.0,50.5,Somewhat
24970,494.0,47.6,Somewhat
24980,494.0,51.6,Yes
24990,493.0,50.1,Somewhat
25000,495.0,50.6,Yes
25010,496.0,49.9,Yes
25020,496.0,47.3,Yes
25030,495.0,38.9,Somewhat
25040,499.0,38.8,Somewhat
25050,497.0,50.9,Somewhat
25060,499.0,48.3,Somewhat
25070,497.0,40.1,Somewhat
25080,495.0,47.1,Yes
25090,496.0,49.3,Yes
25100,488.0,49.3,Yes
