LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
11.7,32.598,903018,2019-04-01 15:20:03:694
11.5,33.624,903517,2019-04-01 15:20:04:193
11.7,35.084,904018,2019-04-01 15:20:04:694
11.7,41.827,904518,2019-04-01 15:20:05:194
11.7,37.662,905017,2019-04-01 15:20:05:693
11.6,35.977,905518,2019-04-01 15:20:06:194
11.5,36.941,906018,2019-04-01 15:20:06:694
11.5,36.909,906518,2019-04-01 15:20:07:194
11.5,34.901,907018,2019-04-01 15:20:07:694
11.7,35.592,907518,2019-04-01 15:20:08:194
11.6,36.253,908017,2019-04-01 15:20:08:693
11.5,35.133,908517,2019-04-01 15:20:09:193
11.9,36.396,909017,2019-04-01 15:20:09:693
11.5,36.242,909517,2019-04-01 15:20:10:193
11.5,33.262,910017,2019-04-01 15:20:10:693
11.5,35.682,910518,2019-04-01 15:20:11:194
12,35.857,911018,2019-04-01 15:20:11:694
11.7,48.286,911517,2019-04-01 15:20:12:193
11.7,45.915,912018,2019-04-01 15:20:12:694
11.7,45.21,912517,2019-04-01 15:20:13:193
11.7,45.655,913017,2019-04-01 15:20:13:693
11.5,45.288,913518,2019-04-01 15:20:14:194
11.8,46.431,914018,2019-04-01 15:20:14:694
11.5,46.669,914517,2019-04-01 15:20:15:193
11.5,44.105,915018,2019-04-01 15:20:15:694
11.7,45.713,915517,2019-04-01 15:20:16:193
11.7,46.788,916017,2019-04-01 15:20:16:693
11.5,41.751,916517,2019-04-01 15:20:17:193
11.5,35.758,917017,2019-04-01 15:20:17:693
11.5,45.86,917518,2019-04-01 15:20:18:194
11.8,46.842,918018,2019-04-01 15:20:18:694
11.5,46.049,918518,2019-04-01 15:20:19:194
11.5,52.579,919018,2019-04-01 15:20:19:694
11.7,44.653,919518,2019-04-01 15:20:20:194
11.6,37.486,920017,2019-04-01 15:20:20:693
11.5,41.887,920518,2019-04-01 15:20:21:194
11.5,46.904,921018,2019-04-01 15:20:21:694
11.5,44.826,921518,2019-04-01 15:20:22:194
11.8,40.241,922018,2019-04-01 15:20:22:694
11.8,35.813,922517,2019-04-01 15:20:23:193
11.7,48.497,923018,2019-04-01 15:20:23:694
11.5,46.845,923520,2019-04-01 15:20:24:196
11.5,45.622,924018,2019-04-01 15:20:24:694
11.6,47.403,924518,2019-04-01 15:20:25:194
11.5,47.217,925019,2019-04-01 15:20:25:695
11.8,35.535,925518,2019-04-01 15:20:26:194
11.8,35.866,926018,2019-04-01 15:20:26:694
11.5,45.936,926517,2019-04-01 15:20:27:193
11.5,47.119,927018,2019-04-01 15:20:27:694
11.5,35.575,927520,2019-04-01 15:20:28:196
11.8,36.792,928018,2019-04-01 15:20:28:694
11.8,35.79,928518,2019-04-01 15:20:29:194
11.5,45.542,929018,2019-04-01 15:20:29:694
11.8,42.619,929520,2019-04-01 15:20:30:196
11.5,34.726,930018,2019-04-01 15:20:30:694
11.5,39.993,930518,2019-04-01 15:20:31:194
11.6,35.277,931017,2019-04-01 15:20:31:693
11.5,33.796,931518,2019-04-01 15:20:32:194
11.5,37.995,932018,2019-04-01 15:20:32:694
11.8,45.464,932518,2019-04-01 15:20:33:194
11.8,42.573,933017,2019-04-01 15:20:33:693
11.8,41.696,933520,2019-04-01 15:20:34:196
11.8,42.777,934018,2019-04-01 15:20:34:694
11.5,44.094,934518,2019-04-01 15:20:35:194
11.8,34.552,935018,2019-04-01 15:20:35:694
11.8,41.548,935518,2019-04-01 15:20:36:194
11.8,40.98,936017,2019-04-01 15:20:36:693
11.5,41,936518,2019-04-01 15:20:37:194
11.8,42.637,937018,2019-04-01 15:20:37:694
11.7,41.157,937517,2019-04-01 15:20:38:193
11.8,40.449,938018,2019-04-01 15:20:38:694
11.7,42.857,938517,2019-04-01 15:20:39:193
11.4,42.145,939017,2019-04-01 15:20:39:693
11.5,46.52,939518,2019-04-01 15:20:40:194
11.8,37.734,940018,2019-04-01 15:20:40:694
11.5,46.729,940518,2019-04-01 15:20:41:194
11.6,34.075,941018,2019-04-01 15:20:41:694
11.8,35.778,941517,2019-04-01 15:20:42:193
11.5,35.304,942018,2019-04-01 15:20:42:694
11.5,34.465,942520,2019-04-01 15:20:43:196
11.7,42.652,943020,2019-04-01 15:20:43:696
11.5,35.502,943518,2019-04-01 15:20:44:194
11.5,43.148,944018,2019-04-01 15:20:44:694
11.8,47.012,944518,2019-04-01 15:20:45:194
11.5,46.36,945018,2019-04-01 15:20:45:694
11.8,43.848,945518,2019-04-01 15:20:46:194
11.5,40.879,946018,2019-04-01 15:20:46:694
11.8,42.547,946518,2019-04-01 15:20:47:194
11.5,45.945,947017,2019-04-01 15:20:47:693
11.8,46.542,947517,2019-04-01 15:20:48:193
11.5,46.537,948018,2019-04-01 15:20:48:694
11.5,49.428,948518,2019-04-01 15:20:49:194
11.7,40.068,949018,2019-04-01 15:20:49:694
11.5,44.157,949518,2019-04-01 15:20:50:194
11.8,44.931,950018,2019-04-01 15:20:50:694
11.8,42.345,950517,2019-04-01 15:20:51:193
11.5,45.736,951018,2019-04-01 15:20:51:694
11.5,40.897,951520,2019-04-01 15:20:52:196
11.6,44.103,952018,2019-04-01 15:20:52:694
11.6,43.517,952518,2019-04-01 15:20:53:194
11.8,51.905,953018,2019-04-01 15:20:53:694
11.8,45.312,953518,2019-04-01 15:20:54:194
11.8,39.217,954018,2019-04-01 15:20:54:694
11.5,42.487,954518,2019-04-01 15:20:55:194
11.7,38.024,955018,2019-04-01 15:20:55:694
11.5,34.882,955517,2019-04-01 15:20:56:193
11.7,39.148,956017,2019-04-01 15:20:56:693
11.7,50.213,956518,2019-04-01 15:20:57:194
11.7,46.226,957017,2019-04-01 15:20:57:693
11.6,44.051,957518,2019-04-01 15:20:58:194
11.5,43.609,958018,2019-04-01 15:20:58:694
11.5,40.928,958517,2019-04-01 15:20:59:193
11.5,44.84,959018,2019-04-01 15:20:59:694
11.8,42.647,959517,2019-04-01 15:21:00:193
11.7,43.495,960018,2019-04-01 15:21:00:694
11.7,43.638,960518,2019-04-01 15:21:01:194
11.8,33.846,961018,2019-04-01 15:21:01:694
11.7,36.041,961518,2019-04-01 15:21:02:194
11.7,36.69,962018,2019-04-01 15:21:02:694
11.6,45.374,962518,2019-04-01 15:21:03:194
11.7,44.777,963018,2019-04-01 15:21:03:694
11.8,41.304,963517,2019-04-01 15:21:04:193
11.5,41.383,964018,2019-04-01 15:21:04:694
11.8,49.045,964517,2019-04-01 15:21:05:193
11.7,41.763,965018,2019-04-01 15:21:05:694
11.5,44.901,965517,2019-04-01 15:21:06:193
6.6,37.135,966017,2019-04-01 15:21:06:693
9.4,54.767,966518,2019-04-01 15:21:07:194
9.6,58.859,967019,2019-04-01 15:21:07:695
8.2,47.428,967518,2019-04-01 15:21:08:194
1.8,56.677,968018,2019-04-01 15:21:08:694
10.7,50.444,968518,2019-04-01 15:21:09:194
10.4,45.006,969018,2019-04-01 15:21:09:694
10.5,40.847,969518,2019-04-01 15:21:10:194
10.7,34.776,970018,2019-04-01 15:21:10:694
10.1,34.347,970518,2019-04-01 15:21:11:194
8.4,44.944,971018,2019-04-01 15:21:11:694
10.6,47.516,971517,2019-04-01 15:21:12:193
10.4,44.898,972019,2019-04-01 15:21:12:695
10.7,49.924,972520,2019-04-01 15:21:13:196
10,42.515,973017,2019-04-01 15:21:13:693
10.2,57.245,973518,2019-04-01 15:21:14:194
11,50.643,974018,2019-04-01 15:21:14:694
11,42.329,974517,2019-04-01 15:21:15:193
10.9,53.172,975018,2019-04-01 15:21:15:694
11,56.064,975518,2019-04-01 15:21:16:194
10.8,48.663,976017,2019-04-01 15:21:16:693
11,42.921,976518,2019-04-01 15:21:17:194
11,49.455,977017,2019-04-01 15:21:17:693
11,46.917,977518,2019-04-01 15:21:18:194
11,44.947,978018,2019-04-01 15:21:18:694
11,43.168,978518,2019-04-01 15:21:19:194
11,43.347,979018,2019-04-01 15:21:19:694
11,42.714,979518,2019-04-01 15:21:20:194
11,42.903,980018,2019-04-01 15:21:20:694
11.1,38.529,980518,2019-04-01 15:21:21:194
11,45.838,981017,2019-04-01 15:21:21:693
11.1,44.648,981517,2019-04-01 15:21:22:193
10.7,46.388,982018,2019-04-01 15:21:22:694
11,46.781,982521,2019-04-01 15:21:23:197
11,44.39,983018,2019-04-01 15:21:23:694
11.1,47.278,983518,2019-04-01 15:21:24:194
11,39.467,984018,2019-04-01 15:21:24:694
11,38.44,984518,2019-04-01 15:21:25:194
11,44.593,985017,2019-04-01 15:21:25:693
11.2,44.463,985518,2019-04-01 15:21:26:194
11.3,46.203,986018,2019-04-01 15:21:26:694
11.1,42.745,986518,2019-04-01 15:21:27:194
11.2,39.689,987018,2019-04-01 15:21:27:694
11.2,42.902,987518,2019-04-01 15:21:28:194
11.2,45.046,988018,2019-04-01 15:21:28:694
11.2,43.018,988517,2019-04-01 15:21:29:193
11,41.751,989018,2019-04-01 15:21:29:694
11.2,40.121,989518,2019-04-01 15:21:30:194
11.1,44.61,990017,2019-04-01 15:21:30:693
11.2,43.712,990518,2019-04-01 15:21:31:194
11,43.301,991018,2019-04-01 15:21:31:694
11,44.736,991517,2019-04-01 15:21:32:193
11,42.018,992018,2019-04-01 15:21:32:694
11,42.374,992518,2019-04-01 15:21:33:194
11,48.039,993017,2019-04-01 15:21:33:693
11,47.313,993518,2019-04-01 15:21:34:194
11,49.289,994018,2019-04-01 15:21:34:694
11.1,43.681,994518,2019-04-01 15:21:35:194
11.1,44.914,995017,2019-04-01 15:21:35:693
11,44.278,995518,2019-04-01 15:21:36:194
11,44.33,996018,2019-04-01 15:21:36:694
11.2,43.709,996517,2019-04-01 15:21:37:193
11.2,44.932,997018,2019-04-01 15:21:37:694
11.2,48.41,997518,2019-04-01 15:21:38:194
11.2,42.334,998018,2019-04-01 15:21:38:694
11.1,43.031,998521,2019-04-01 15:21:39:197
11.2,45.886,999017,2019-04-01 15:21:39:693
11.2,47.604,999520,2019-04-01 15:21:40:196
11.2,41.202,1000018,2019-04-01 15:21:40:694
11,43.732,1000518,2019-04-01 15:21:41:194
11,47.216,1001018,2019-04-01 15:21:41:694
11,41.028,1001518,2019-04-01 15:21:42:194
11,42.751,1002018,2019-04-01 15:21:42:694
11,37.149,1002517,2019-04-01 15:21:43:193
11,42.094,1003018,2019-04-01 15:21:43:694
11,45.385,1003517,2019-04-01 15:21:44:193
11,48.371,1004018,2019-04-01 15:21:44:694
11,47.944,1004518,2019-04-01 15:21:45:194
11,42.181,1005018,2019-04-01 15:21:45:694
11,42.58,1005518,2019-04-01 15:21:46:194
11,39.396,1006018,2019-04-01 15:21:46:694
11,37.787,1006518,2019-04-01 15:21:47:194
11,45.155,1007018,2019-04-01 15:21:47:694
11,46.006,1007517,2019-04-01 15:21:48:193
11,44.735,1008017,2019-04-01 15:21:48:693
11,48.689,1008518,2019-04-01 15:21:49:194
11,42.669,1009018,2019-04-01 15:21:49:694
11,50.042,1009517,2019-04-01 15:21:50:193
11,50.131,1010018,2019-04-01 15:21:50:694
11.1,45.234,1010518,2019-04-01 15:21:51:194
11,46.359,1011018,2019-04-01 15:21:51:694
11.2,50.699,1011518,2019-04-01 15:21:52:194
11,43.217,1012018,2019-04-01 15:21:52:694
11,39.84,1012521,2019-04-01 15:21:53:197
11,40.153,1013017,2019-04-01 15:21:53:693
11,40.111,1013518,2019-04-01 15:21:54:194
11,46.898,1014017,2019-04-01 15:21:54:693
11,36.678,1014518,2019-04-01 15:21:55:194
11,40.657,1015018,2019-04-01 15:21:55:694
11,36.783,1015518,2019-04-01 15:21:56:194
11,40.317,1016018,2019-04-01 15:21:56:694
11,48.252,1016518,2019-04-01 15:21:57:194
11,48.364,1017017,2019-04-01 15:21:57:693
11,45.369,1017518,2019-04-01 15:21:58:194
11,44.069,1018018,2019-04-01 15:21:58:694
11,42.325,1018518,2019-04-01 15:21:59:194
11,40.664,1019017,2019-04-01 15:21:59:693
11,40.475,1019518,2019-04-01 15:22:00:194
11,40.856,1020017,2019-04-01 15:22:00:693
11,38.002,1020517,2019-04-01 15:22:01:193
11.2,46.653,1021018,2019-04-01 15:22:01:694
11.1,44.454,1021517,2019-04-01 15:22:02:193
11.1,46.248,1022018,2019-04-01 15:22:02:694
11,51.306,1022518,2019-04-01 15:22:03:194
11.2,44.228,1023018,2019-04-01 15:22:03:694
11.2,42.209,1023518,2019-04-01 15:22:04:194
11,39.748,1024017,2019-04-01 15:22:04:693
11,34.614,1024518,2019-04-01 15:22:05:194
11.2,42.556,1025018,2019-04-01 15:22:05:694
11.2,44.283,1025518,2019-04-01 15:22:06:194
10.8,38.064,1026018,2019-04-01 15:22:06:694
11.2,47.23,1026518,2019-04-01 15:22:07:194
11.2,45.442,1027018,2019-04-01 15:22:07:694
10.8,38.437,1027517,2019-04-01 15:22:08:193
10.8,43.853,1028018,2019-04-01 15:22:08:694
11.2,43.498,1028518,2019-04-01 15:22:09:194
11,41.8,1029018,2019-04-01 15:22:09:694
11,40.282,1029517,2019-04-01 15:22:10:193
11.2,38.681,1030017,2019-04-01 15:22:10:693
11,43.407,1030517,2019-04-01 15:22:11:193
11.2,49.661,1031018,2019-04-01 15:22:11:694
11.1,43.174,1031518,2019-04-01 15:22:12:194
11.1,41.396,1032019,2019-04-01 15:22:12:695
11.2,41.172,1032518,2019-04-01 15:22:13:194
11.2,35.12,1033018,2019-04-01 15:22:13:694
11.1,42.203,1033517,2019-04-01 15:22:14:193
11.2,41.181,1034018,2019-04-01 15:22:14:694
11.2,38.697,1034518,2019-04-01 15:22:15:194
11.1,35.899,1035017,2019-04-01 15:22:15:693
11.2,36.772,1035518,2019-04-01 15:22:16:194
11.2,34.841,1036018,2019-04-01 15:22:16:694
11.2,34.041,1036518,2019-04-01 15:22:17:194
11.1,36.08,1037018,2019-04-01 15:22:17:694
11.1,36.228,1037518,2019-04-01 15:22:18:194
11.1,34.981,1038018,2019-04-01 15:22:18:694
11.2,41.498,1038520,2019-04-01 15:22:19:196
11.1,41.27,1039018,2019-04-01 15:22:19:694
11.2,41.589,1039518,2019-04-01 15:22:20:194
11.2,36.117,1040017,2019-04-01 15:22:20:693
11,36.293,1040517,2019-04-01 15:22:21:193
11.2,35.661,1041018,2019-04-01 15:22:21:694
11.2,40.977,1041518,2019-04-01 15:22:22:194
11.2,36.751,1042018,2019-04-01 15:22:22:694
11.1,37.997,1042518,2019-04-01 15:22:23:194
11.1,35.956,1043017,2019-04-01 15:22:23:693
11.2,35.542,1043518,2019-04-01 15:22:24:194
11,45.425,1044017,2019-04-01 15:22:24:693
11.2,48.096,1044518,2019-04-01 15:22:25:194
11,43.449,1045018,2019-04-01 15:22:25:694
11.2,40.668,1045517,2019-04-01 15:22:26:193
10.8,42.719,1046018,2019-04-01 15:22:26:694
10.8,47.339,1046518,2019-04-01 15:22:27:194
11.2,44.824,1047018,2019-04-01 15:22:27:694
11.2,42.035,1047518,2019-04-01 15:22:28:194
11.2,43.489,1048017,2019-04-01 15:22:28:693
11.1,42.135,1048518,2019-04-01 15:22:29:194
11.2,48.389,1049018,2019-04-01 15:22:29:694
11.1,54.003,1049517,2019-04-01 15:22:30:193
11.2,41.01,1050017,2019-04-01 15:22:30:693
11.2,40.505,1050518,2019-04-01 15:22:31:194
11.2,37.939,1051018,2019-04-01 15:22:31:694
11.2,41.128,1051518,2019-04-01 15:22:32:194
11.2,36.925,1052017,2019-04-01 15:22:32:693
11.1,43.399,1052517,2019-04-01 15:22:33:193
11,43.803,1053018,2019-04-01 15:22:33:694
11,44.089,1053518,2019-04-01 15:22:34:194
11.1,45.802,1054017,2019-04-01 15:22:34:693
11.2,42.148,1054518,2019-04-01 15:22:35:194
11.2,41.657,1055018,2019-04-01 15:22:35:694
11.2,43.68,1055517,2019-04-01 15:22:36:193
11.2,39.056,1056018,2019-04-01 15:22:36:694
11.2,37.561,1056517,2019-04-01 15:22:37:193
11,35.486,1057018,2019-04-01 15:22:37:694
11,47.045,1057518,2019-04-01 15:22:38:194
11.2,45.694,1058017,2019-04-01 15:22:38:693
11.2,39.343,1058518,2019-04-01 15:22:39:194
11.2,45.631,1059018,2019-04-01 15:22:39:694
11.2,42.889,1059517,2019-04-01 15:22:40:193
11.2,40.303,1060017,2019-04-01 15:22:40:693
11.2,41.65,1060518,2019-04-01 15:22:41:194
11,44.439,1061018,2019-04-01 15:22:41:694
11,39.844,1061517,2019-04-01 15:22:42:193
11.2,43.475,1062018,2019-04-01 15:22:42:694
11,42.08,1062518,2019-04-01 15:22:43:194
11.1,42.512,1063017,2019-04-01 15:22:43:693
11.2,40.914,1063518,2019-04-01 15:22:44:194
11.2,43.995,1064018,2019-04-01 15:22:44:694
11.2,45.387,1064517,2019-04-01 15:22:45:193
11,44.482,1065018,2019-04-01 15:22:45:694
11,40.562,1065518,2019-04-01 15:22:46:194
11.2,44.464,1066017,2019-04-01 15:22:46:693
11,46.138,1066518,2019-04-01 15:22:47:194
11,43.441,1067018,2019-04-01 15:22:47:694
10.8,49.496,1067517,2019-04-01 15:22:48:193
11,36.079,1068018,2019-04-01 15:22:48:694
11.2,34.307,1068520,2019-04-01 15:22:49:196
11.2,35.505,1069018,2019-04-01 15:22:49:694
11.2,43.586,1069518,2019-04-01 15:22:50:194
11.2,52.524,1070017,2019-04-01 15:22:50:693
11.2,45.465,1070518,2019-04-01 15:22:51:194
11.2,45.638,1071018,2019-04-01 15:22:51:694
11.4,45.546,1071517,2019-04-01 15:22:52:193
11.1,39.521,1072018,2019-04-01 15:22:52:694
11.1,35.984,1072519,2019-04-01 15:22:53:195
11.4,34.409,1073018,2019-04-01 15:22:53:694
11.2,37.329,1073518,2019-04-01 15:22:54:194
11.3,45.626,1074018,2019-04-01 15:22:54:694
11.3,44.721,1074517,2019-04-01 15:22:55:193
11.2,38.17,1075017,2019-04-01 15:22:55:693
11.3,34.933,1075518,2019-04-01 15:22:56:194
11.4,47.281,1076018,2019-04-01 15:22:56:694
11.4,45.021,1076517,2019-04-01 15:22:57:193
11.2,45.8,1077017,2019-04-01 15:22:57:693
11.3,35.629,1077518,2019-04-01 15:22:58:194
11.2,47.753,1078018,2019-04-01 15:22:58:694
11.2,45.247,1078517,2019-04-01 15:22:59:193
11.4,45.97,1079018,2019-04-01 15:22:59:694
11.2,48.73,1079520,2019-04-01 15:23:00:196
11.2,46.148,1080017,2019-04-01 15:23:00:693
11.2,44.647,1080518,2019-04-01 15:23:01:194
11.3,49.573,1081018,2019-04-01 15:23:01:694
11.3,41.68,1081518,2019-04-01 15:23:02:194
11.4,40.219,1082018,2019-04-01 15:23:02:694
11.4,43.386,1082517,2019-04-01 15:23:03:193
11.4,45.505,1083018,2019-04-01 15:23:03:694
11.4,41.953,1083518,2019-04-01 15:23:04:194
11.3,45.735,1084017,2019-04-01 15:23:04:693
11.4,44.982,1084518,2019-04-01 15:23:05:194
11.4,42.658,1085018,2019-04-01 15:23:05:694
11.3,42.587,1085518,2019-04-01 15:23:06:194
11.2,36.263,1086019,2019-04-01 15:23:06:695
11.2,41.899,1086518,2019-04-01 15:23:07:194
11.2,45.586,1087018,2019-04-01 15:23:07:694
11.3,44.671,1087517,2019-04-01 15:23:08:193
11.2,37.654,1088017,2019-04-01 15:23:08:693
11.4,43.802,1088517,2019-04-01 15:23:09:193
11.1,38.614,1089018,2019-04-01 15:23:09:694
11.1,34.286,1089518,2019-04-01 15:23:10:194
11.4,44.973,1090018,2019-04-01 15:23:10:694
11.4,44.659,1090518,2019-04-01 15:23:11:194
11.4,48.851,1091017,2019-04-01 15:23:11:693
11.4,41.224,1091518,2019-04-01 15:23:12:194
11.4,41.357,1092018,2019-04-01 15:23:12:694
11.4,34.787,1092517,2019-04-01 15:23:13:193
11.4,37.014,1093018,2019-04-01 15:23:13:694
11.4,38.443,1093518,2019-04-01 15:23:14:194
11.4,36.605,1094018,2019-04-01 15:23:14:694
11.3,35.913,1094518,2019-04-01 15:23:15:194
11.4,35.63,1095018,2019-04-01 15:23:15:694
11.4,34.196,1095517,2019-04-01 15:23:16:193
11.4,44.104,1096018,2019-04-01 15:23:16:694
11.3,39.564,1096517,2019-04-01 15:23:17:193
11.3,38.451,1097018,2019-04-01 15:23:17:694
11.4,38.847,1097518,2019-04-01 15:23:18:194
11.2,39.594,1098018,2019-04-01 15:23:18:694
11.2,34.85,1098518,2019-04-01 15:23:19:194
11.3,37.26,1099020,2019-04-01 15:23:19:696
11.2,37.098,1099518,2019-04-01 15:23:20:194
11.2,33.517,1100017,2019-04-01 15:23:20:693
11.2,37.65,1100518,2019-04-01 15:23:21:194
11.2,35.886,1101018,2019-04-01 15:23:21:694
11.2,36.304,1101518,2019-04-01 15:23:22:194
11.2,46.926,1102018,2019-04-01 15:23:22:694
11.2,47.31,1102518,2019-04-01 15:23:23:194
11.3,47.296,1103018,2019-04-01 15:23:23:694
11.3,44.938,1103522,2019-04-01 15:23:24:198
11.3,41.225,1104017,2019-04-01 15:23:24:693
11.2,41.886,1104518,2019-04-01 15:23:25:194
11.3,42.05,1105017,2019-04-01 15:23:25:693
11.2,43.642,1105518,2019-04-01 15:23:26:194
11.4,46.483,1106018,2019-04-01 15:23:26:694
11.2,45.464,1106518,2019-04-01 15:23:27:194
11.2,50.297,1107018,2019-04-01 15:23:27:694
11.2,44.588,1107520,2019-04-01 15:23:28:196
11.2,45.147,1108018,2019-04-01 15:23:28:694
11.2,43.434,1108518,2019-04-01 15:23:29:194
11.2,45.108,1109017,2019-04-01 15:23:29:693
11.2,43.525,1109518,2019-04-01 15:23:30:194
11.2,43.078,1110022,2019-04-01 15:23:30:698
11.5,42.107,1110517,2019-04-01 15:23:31:193
11.5,39.32,1111018,2019-04-01 15:23:31:694
11.5,43.905,1111517,2019-04-01 15:23:32:193
11.5,35.773,1112018,2019-04-01 15:23:32:694
11.5,40.14,1112520,2019-04-01 15:23:33:196
11.5,46.253,1113018,2019-04-01 15:23:33:694
11.5,44.388,1113518,2019-04-01 15:23:34:194
11.5,43.202,1114018,2019-04-01 15:23:34:694
11.5,42.519,1114517,2019-04-01 15:23:35:193
11.5,40.06,1115018,2019-04-01 15:23:35:694
11.2,39.211,1115518,2019-04-01 15:23:36:194
11.5,36.013,1116018,2019-04-01 15:23:36:694
11.2,37.176,1116518,2019-04-01 15:23:37:194
11.3,42.766,1117018,2019-04-01 15:23:37:694
11.2,46.31,1117517,2019-04-01 15:23:38:193
11.2,43.881,1118018,2019-04-01 15:23:38:694
11.2,43.758,1118518,2019-04-01 15:23:39:194
11.5,42.146,1119018,2019-04-01 15:23:39:694
11.2,43.189,1119518,2019-04-01 15:23:40:194
11.5,42.862,1120018,2019-04-01 15:23:40:694
11.2,43.055,1120518,2019-04-01 15:23:41:194
11.5,38.925,1121017,2019-04-01 15:23:41:693
11.2,42.714,1121518,2019-04-01 15:23:42:194
11.5,45.472,1122018,2019-04-01 15:23:42:694
11.5,35.231,1122518,2019-04-01 15:23:43:194
11.2,35.714,1123017,2019-04-01 15:23:43:693
11.5,35.531,1123518,2019-04-01 15:23:44:194
11.2,35.281,1124018,2019-04-01 15:23:44:694
11.2,37.77,1124518,2019-04-01 15:23:45:194
11.5,35.377,1125018,2019-04-01 15:23:45:694
11.5,35.135,1125518,2019-04-01 15:23:46:194
11.5,37.024,1126017,2019-04-01 15:23:46:693
11.2,39.133,1126518,2019-04-01 15:23:47:194
11.1,45.043,1127017,2019-04-01 15:23:47:693
11.4,47.644,1127518,2019-04-01 15:23:48:194
11.3,39.428,1128018,2019-04-01 15:23:48:694
11.2,43.354,1128518,2019-04-01 15:23:49:194
11.3,43.955,1129018,2019-04-01 15:23:49:694
11.2,43.75,1129518,2019-04-01 15:23:50:194
11.5,43.678,1130018,2019-04-01 15:23:50:694
11.5,43.859,1130518,2019-04-01 15:23:51:194
11.2,36.772,1131018,2019-04-01 15:23:51:694
11.3,43.921,1131517,2019-04-01 15:23:52:193
11.2,43.107,1132017,2019-04-01 15:23:52:693
11.5,46.564,1132518,2019-04-01 15:23:53:194
11.5,35.777,1133018,2019-04-01 15:23:53:694
11.5,40.232,1133518,2019-04-01 15:23:54:194
11.2,45.178,1134018,2019-04-01 15:23:54:694
11.2,48.75,1134518,2019-04-01 15:23:55:194
11.4,47.047,1135017,2019-04-01 15:23:55:693
11.3,44.535,1135518,2019-04-01 15:23:56:194
11.4,42.699,1136017,2019-04-01 15:23:56:693
11.4,44.781,1136518,2019-04-01 15:23:57:194
11.4,43.737,1137018,2019-04-01 15:23:57:694
11.3,49.849,1137518,2019-04-01 15:23:58:194
11.2,42.238,1138017,2019-04-01 15:23:58:693
11.3,43.713,1138518,2019-04-01 15:23:59:194
11.3,36.055,1139018,2019-04-01 15:23:59:694
11.2,42.073,1139517,2019-04-01 15:24:00:193
11.2,35.019,1140018,2019-04-01 15:24:00:694
11.3,40.386,1140517,2019-04-01 15:24:01:193
11.3,40.916,1141017,2019-04-01 15:24:01:693
11.3,38.053,1141518,2019-04-01 15:24:02:194
11.2,36.902,1142018,2019-04-01 15:24:02:694
11.3,42.998,1142518,2019-04-01 15:24:03:194
11.3,40.344,1143017,2019-04-01 15:24:03:693
11.3,38.278,1143518,2019-04-01 15:24:04:194
11.3,35.322,1144018,2019-04-01 15:24:04:694
11.3,34.707,1144517,2019-04-01 15:24:05:193
11.5,34.59,1145018,2019-04-01 15:24:05:694
11.5,36.955,1145518,2019-04-01 15:24:06:194
11.5,40.184,1146017,2019-04-01 15:24:06:693
11.3,38.507,1146518,2019-04-01 15:24:07:194
11.2,41.01,1147017,2019-04-01 15:24:07:693
11.2,42.454,1147522,2019-04-01 15:24:08:198
11.5,37.221,1148017,2019-04-01 15:24:08:693
11.2,35.478,1148517,2019-04-01 15:24:09:193
11.5,35.516,1149021,2019-04-01 15:24:09:697
11.2,39.234,1149518,2019-04-01 15:24:10:194
11.6,36.594,1150018,2019-04-01 15:24:10:694
11.3,37.07,1150518,2019-04-01 15:24:11:194
11.3,36.492,1151018,2019-04-01 15:24:11:694
11.3,36.654,1151517,2019-04-01 15:24:12:193
11.3,36.413,1152018,2019-04-01 15:24:12:694
11.2,35.601,1152518,2019-04-01 15:24:13:194
11.5,35.979,1153018,2019-04-01 15:24:13:694
11.5,35.708,1153518,2019-04-01 15:24:14:194
11.5,37.039,1154017,2019-04-01 15:24:14:693
11.5,34.545,1154518,2019-04-01 15:24:15:194
11.5,45.084,1155018,2019-04-01 15:24:15:694
11.5,44.48,1155518,2019-04-01 15:24:16:194
11.5,36.062,1156018,2019-04-01 15:24:16:694
11.2,38.768,1156517,2019-04-01 15:24:17:193
11.5,36.506,1157017,2019-04-01 15:24:17:693
11.5,39.594,1157518,2019-04-01 15:24:18:194
11.5,44.982,1158018,2019-04-01 15:24:18:694
11.5,45.742,1158517,2019-04-01 15:24:19:193
11.5,43.62,1159018,2019-04-01 15:24:19:694
11.5,42.075,1159517,2019-04-01 15:24:20:193
11.5,39.367,1160018,2019-04-01 15:24:20:694
11.5,39.192,1160518,2019-04-01 15:24:21:194
11.5,43.214,1161018,2019-04-01 15:24:21:694
11.5,43.026,1161518,2019-04-01 15:24:22:194
11.5,45.349,1162018,2019-04-01 15:24:22:694
11.5,40.633,1162517,2019-04-01 15:24:23:193
11.5,39.97,1163018,2019-04-01 15:24:23:694
11.5,37.71,1163518,2019-04-01 15:24:24:194
11.5,40.257,1164018,2019-04-01 15:24:24:694
11.5,43.7,1164517,2019-04-01 15:24:25:193
11.5,50.166,1165018,2019-04-01 15:24:25:694
11.5,48.634,1165518,2019-04-01 15:24:26:194
11,46.971,1166018,2019-04-01 15:24:26:694
11.2,44.967,1166517,2019-04-01 15:24:27:193
11.2,46.525,1167018,2019-04-01 15:24:27:694
11.5,43.467,1167518,2019-04-01 15:24:28:194
