LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
12.2,47.844,2465018,2019-04-01 15:46:05:694
12.2,46.574,2465518,2019-04-01 15:46:06:194
12.1,39.82,2466017,2019-04-01 15:46:06:693
12.2,44.47,2466517,2019-04-01 15:46:07:193
12.1,44.344,2467017,2019-04-01 15:46:07:693
12.2,46.636,2467518,2019-04-01 15:46:08:194
12.3,44.375,2468018,2019-04-01 15:46:08:694
12,45.834,2468518,2019-04-01 15:46:09:194
12,47.797,2469018,2019-04-01 15:46:09:694
11.8,46.073,2469517,2019-04-01 15:46:10:193
11.8,43.715,2470018,2019-04-01 15:46:10:694
11.8,45.646,2470518,2019-04-01 15:46:11:194
11.9,43.458,2471018,2019-04-01 15:46:11:694
12,39.732,2471518,2019-04-01 15:46:12:194
11.9,44.989,2472018,2019-04-01 15:46:12:694
11.7,44.96,2472518,2019-04-01 15:46:13:194
12,47.301,2473017,2019-04-01 15:46:13:693
11.7,50.994,2473517,2019-04-01 15:46:14:193
11.6,51.368,2474017,2019-04-01 15:46:14:693
11.6,46.612,2474518,2019-04-01 15:46:15:194
11.9,44.615,2475018,2019-04-01 15:46:15:694
11.7,45.23,2475518,2019-04-01 15:46:16:194
11.9,43.756,2476018,2019-04-01 15:46:16:694
11.9,44.446,2476517,2019-04-01 15:46:17:193
11.8,37.761,2477017,2019-04-01 15:46:17:693
11.9,47.115,2477517,2019-04-01 15:46:18:193
12,47.017,2478017,2019-04-01 15:46:18:693
11.8,45.558,2478517,2019-04-01 15:46:19:193
11.9,44.212,2479018,2019-04-01 15:46:19:694
11.8,38.314,2479518,2019-04-01 15:46:20:194
11.9,47.353,2480017,2019-04-01 15:46:20:693
11.8,46.995,2480517,2019-04-01 15:46:21:193
12,46.168,2481017,2019-04-01 15:46:21:693
11.8,46.973,2481518,2019-04-01 15:46:22:194
11.7,38.335,2482017,2019-04-01 15:46:22:693
11.9,47.875,2482518,2019-04-01 15:46:23:194
11.8,46.628,2483017,2019-04-01 15:46:23:693
11.7,44.674,2483517,2019-04-01 15:46:24:193
11.8,44.162,2484017,2019-04-01 15:46:24:693
11.8,36.142,2484517,2019-04-01 15:46:25:193
11.9,34.782,2485017,2019-04-01 15:46:25:693
11.9,46.941,2485517,2019-04-01 15:46:26:193
11.9,46.783,2486017,2019-04-01 15:46:26:693
11.7,43.285,2486518,2019-04-01 15:46:27:194
11.9,45.419,2487018,2019-04-01 15:46:27:694
11.8,45.645,2487518,2019-04-01 15:46:28:194
11.6,49.136,2488018,2019-04-01 15:46:28:694
12,46.209,2488517,2019-04-01 15:46:29:193
11.7,47.188,2489018,2019-04-01 15:46:29:694
11.5,46.09,2489518,2019-04-01 15:46:30:194
11.9,47.358,2490018,2019-04-01 15:46:30:694
11.8,45.61,2490518,2019-04-01 15:46:31:194
11.9,43.556,2491018,2019-04-01 15:46:31:694
12,43.294,2491518,2019-04-01 15:46:32:194
11.6,43.535,2492017,2019-04-01 15:46:32:693
11.7,42.739,2492518,2019-04-01 15:46:33:194
11.9,46.336,2493018,2019-04-01 15:46:33:694
11.7,44.245,2493518,2019-04-01 15:46:34:194
11.7,43.632,2494017,2019-04-01 15:46:34:693
12.1,43.007,2494518,2019-04-01 15:46:35:194
11.7,37.896,2495018,2019-04-01 15:46:35:694
11.7,44.352,2495517,2019-04-01 15:46:36:193
11.7,40.361,2496017,2019-04-01 15:46:36:693
11.4,46.456,2496517,2019-04-01 15:46:37:193
11.7,47.453,2497017,2019-04-01 15:46:37:693
11.9,41.478,2497517,2019-04-01 15:46:38:193
11.9,42.617,2498017,2019-04-01 15:46:38:693
11.6,45.594,2498517,2019-04-01 15:46:39:193
11.7,36.474,2499017,2019-04-01 15:46:39:693
11.7,46.885,2499518,2019-04-01 15:46:40:194
11.7,38.688,2500020,2019-04-01 15:46:40:696
12,36.827,2500518,2019-04-01 15:46:41:194
11.7,37.29,2501018,2019-04-01 15:46:41:694
11.7,38.195,2501518,2019-04-01 15:46:42:194
12,40.89,2502017,2019-04-01 15:46:42:693
12,37.767,2502518,2019-04-01 15:46:43:194
11.7,38.351,2503018,2019-04-01 15:46:43:694
11.7,37.117,2503518,2019-04-01 15:46:44:194
11.7,35.305,2504018,2019-04-01 15:46:44:694
12,34.303,2504518,2019-04-01 15:46:45:194
11.7,35.517,2505018,2019-04-01 15:46:45:694
11.7,36.191,2505518,2019-04-01 15:46:46:194
11.7,36.154,2506017,2019-04-01 15:46:46:693
12,35.449,2506518,2019-04-01 15:46:47:194
12,36.805,2507017,2019-04-01 15:46:47:693
12,37.125,2507517,2019-04-01 15:46:48:193
11.7,36.291,2508018,2019-04-01 15:46:48:694
11.7,42.346,2508518,2019-04-01 15:46:49:194
11.4,39.97,2509018,2019-04-01 15:46:49:694
11.7,41.652,2509518,2019-04-01 15:46:50:194
11.7,36.353,2510017,2019-04-01 15:46:50:693
11.7,49.438,2510517,2019-04-01 15:46:51:193
11.7,44.562,2511017,2019-04-01 15:46:51:693
11.7,36.851,2511518,2019-04-01 15:46:52:194
11.7,37.156,2512018,2019-04-01 15:46:52:694
11.9,35.999,2512518,2019-04-01 15:46:53:194
11.9,34.32,2513018,2019-04-01 15:46:53:694
11.8,35.642,2513518,2019-04-01 15:46:54:194
11.5,36.171,2514018,2019-04-01 15:46:54:694
11.7,37.15,2514517,2019-04-01 15:46:55:193
12,35.584,2515017,2019-04-01 15:46:55:693
12,34.977,2515518,2019-04-01 15:46:56:194
11.8,34.09,2516018,2019-04-01 15:46:56:694
11.7,37.084,2516518,2019-04-01 15:46:57:194
11.7,40.118,2517018,2019-04-01 15:46:57:694
11.8,36.351,2517518,2019-04-01 15:46:58:194
11.7,42.16,2518018,2019-04-01 15:46:58:694
11.7,38.566,2518518,2019-04-01 15:46:59:194
11.8,37.691,2519018,2019-04-01 15:46:59:694
11.7,36.115,2519517,2019-04-01 15:47:00:193
11.8,40.063,2520017,2019-04-01 15:47:00:693
11.7,39.098,2520517,2019-04-01 15:47:01:193
12.1,42.344,2521017,2019-04-01 15:47:01:693
11.7,43.591,2521518,2019-04-01 15:47:02:194
11.8,40.672,2522018,2019-04-01 15:47:02:694
11.7,43.136,2522518,2019-04-01 15:47:03:194
11.8,40.497,2523018,2019-04-01 15:47:03:694
11.7,35.012,2523517,2019-04-01 15:47:04:193
11.7,46.815,2524018,2019-04-01 15:47:04:694
11.8,46.146,2524517,2019-04-01 15:47:05:193
11.9,46.043,2525017,2019-04-01 15:47:05:693
11.7,43.068,2525517,2019-04-01 15:47:06:193
11.8,44.073,2526017,2019-04-01 15:47:06:693
11.8,43.943,2526517,2019-04-01 15:47:07:193
11.7,45.829,2527017,2019-04-01 15:47:07:693
11.9,45.902,2527517,2019-04-01 15:47:08:193
11.8,44.974,2528017,2019-04-01 15:47:08:693
11.8,45.161,2528518,2019-04-01 15:47:09:194
12,42.474,2529018,2019-04-01 15:47:09:694
11.8,41.903,2529517,2019-04-01 15:47:10:193
11.8,48.882,2530017,2019-04-01 15:47:10:693
11.7,44.443,2530517,2019-04-01 15:47:11:193
11.8,44.002,2531017,2019-04-01 15:47:11:693
11.7,43.507,2531518,2019-04-01 15:47:12:194
11.7,42.663,2532018,2019-04-01 15:47:12:694
11.7,42.499,2532517,2019-04-01 15:47:13:193
11.8,36.324,2533017,2019-04-01 15:47:13:693
11.8,40.245,2533517,2019-04-01 15:47:14:193
11.9,36.921,2534017,2019-04-01 15:47:14:693
11.7,41.726,2534517,2019-04-01 15:47:15:193
11.7,40.455,2535018,2019-04-01 15:47:15:694
11.7,37.885,2535518,2019-04-01 15:47:16:194
12,38.26,2536018,2019-04-01 15:47:16:694
11.8,35.007,2536518,2019-04-01 15:47:17:194
11.7,44.979,2537018,2019-04-01 15:47:17:694
11.7,46.15,2537518,2019-04-01 15:47:18:194
11.7,42.585,2538018,2019-04-01 15:47:18:694
11.7,43.17,2538517,2019-04-01 15:47:19:193
11.8,42.718,2539017,2019-04-01 15:47:19:693
11.7,43.328,2539517,2019-04-01 15:47:20:193
11.7,43.868,2540017,2019-04-01 15:47:20:693
11.7,43.213,2540517,2019-04-01 15:47:21:193
11.7,41.321,2541018,2019-04-01 15:47:21:694
12,35.391,2541518,2019-04-01 15:47:22:194
12,42.634,2542018,2019-04-01 15:47:22:694
12,48.407,2542518,2019-04-01 15:47:23:194
11.7,45.447,2543018,2019-04-01 15:47:23:694
12,47.592,2543518,2019-04-01 15:47:24:194
12,44.933,2544018,2019-04-01 15:47:24:694
11.7,43.938,2544517,2019-04-01 15:47:25:193
12,45.056,2545017,2019-04-01 15:47:25:693
12,45.547,2545517,2019-04-01 15:47:26:193
12,45.305,2546017,2019-04-01 15:47:26:693
12,43.986,2546518,2019-04-01 15:47:27:194
11.9,33.621,2547018,2019-04-01 15:47:27:694
11.9,43.559,2547517,2019-04-01 15:47:28:193
12,42.014,2548017,2019-04-01 15:47:28:693
12,45.867,2548517,2019-04-01 15:47:29:193
12,44.999,2549017,2019-04-01 15:47:29:693
12,45.654,2549518,2019-04-01 15:47:30:194
12,48.076,2550018,2019-04-01 15:47:30:694
12,38.329,2550518,2019-04-01 15:47:31:194
12,41.506,2551018,2019-04-01 15:47:31:694
12,45.323,2551518,2019-04-01 15:47:32:194
12,45.553,2552018,2019-04-01 15:47:32:694
11.7,46.07,2552517,2019-04-01 15:47:33:193
12,43.847,2553017,2019-04-01 15:47:33:693
12,36.864,2553517,2019-04-01 15:47:34:193
12,37.576,2554017,2019-04-01 15:47:34:693
12,40.992,2554517,2019-04-01 15:47:35:193
11.7,42.888,2555017,2019-04-01 15:47:35:693
11.7,43.909,2555518,2019-04-01 15:47:36:194
11.7,45.135,2556017,2019-04-01 15:47:36:693
11.7,43.735,2556517,2019-04-01 15:47:37:193
11.7,50.409,2557017,2019-04-01 15:47:37:693
12.1,41.865,2557517,2019-04-01 15:47:38:193
11.7,44.209,2558017,2019-04-01 15:47:38:693
11.7,40.543,2558517,2019-04-01 15:47:39:193
12,46.341,2559017,2019-04-01 15:47:39:693
11.9,45.204,2559518,2019-04-01 15:47:40:194
12,44.146,2560018,2019-04-01 15:47:40:694
12,42.642,2560518,2019-04-01 15:47:41:194
11.9,47.898,2561017,2019-04-01 15:47:41:693
11.9,44.231,2561517,2019-04-01 15:47:42:193
12,45.386,2562018,2019-04-01 15:47:42:694
11.7,42.814,2562518,2019-04-01 15:47:43:194
12,41.85,2563018,2019-04-01 15:47:43:694
12,42.037,2563517,2019-04-01 15:47:44:193
12,44.399,2564017,2019-04-01 15:47:44:693
11.7,46.484,2564517,2019-04-01 15:47:45:193
12,45.705,2565017,2019-04-01 15:47:45:693
12,44.078,2565517,2019-04-01 15:47:46:193
11.7,44.974,2566017,2019-04-01 15:47:46:693
11.7,44.284,2566517,2019-04-01 15:47:47:193
12,43.666,2567017,2019-04-01 15:47:47:693
11.7,42.694,2567517,2019-04-01 15:47:48:193
11.7,42.998,2568018,2019-04-01 15:47:48:694
11.6,37.141,2568518,2019-04-01 15:47:49:194
11.7,42.458,2569018,2019-04-01 15:47:49:694
11.9,42.476,2569518,2019-04-01 15:47:50:194
11.7,36.929,2570017,2019-04-01 15:47:50:693
11.5,44.013,2570517,2019-04-01 15:47:51:193
11.5,46.099,2571017,2019-04-01 15:47:51:693
11.9,43.97,2571517,2019-04-01 15:47:52:193
11.7,44.316,2572018,2019-04-01 15:47:52:694
11.7,40.797,2572518,2019-04-01 15:47:53:194
11.9,45.55,2573017,2019-04-01 15:47:53:693
11.7,44.529,2573518,2019-04-01 15:47:54:194
11.7,43.159,2574017,2019-04-01 15:47:54:693
11.7,45.259,2574518,2019-04-01 15:47:55:194
11.7,41.873,2575018,2019-04-01 15:47:55:694
11.7,40.571,2575518,2019-04-01 15:47:56:194
11.7,39.922,2576017,2019-04-01 15:47:56:693
12,39.995,2576517,2019-04-01 15:47:57:193
11.7,41.671,2577017,2019-04-01 15:47:57:693
12,40.436,2577518,2019-04-01 15:47:58:194
11.7,47.285,2578017,2019-04-01 15:47:58:693
12,42.524,2578517,2019-04-01 15:47:59:193
11.7,45.897,2579017,2019-04-01 15:47:59:693
11.7,41.393,2579518,2019-04-01 15:48:00:194
11.6,38.42,2580018,2019-04-01 15:48:00:694
11.7,39.437,2580518,2019-04-01 15:48:01:194
11.7,41.439,2581018,2019-04-01 15:48:01:694
11.7,45.973,2581517,2019-04-01 15:48:02:193
11.7,46.142,2582018,2019-04-01 15:48:02:694
11.7,51.528,2582518,2019-04-01 15:48:03:194
12,46.077,2583018,2019-04-01 15:48:03:694
11.7,46.669,2583518,2019-04-01 15:48:04:194
11.8,46.171,2584017,2019-04-01 15:48:04:693
11.9,46.125,2584517,2019-04-01 15:48:05:193
11.8,44.949,2585017,2019-04-01 15:48:05:693
11.8,47.035,2585517,2019-04-01 15:48:06:193
11.7,46.419,2586017,2019-04-01 15:48:06:693
12.1,35.333,2586517,2019-04-01 15:48:07:193
12,46.932,2587017,2019-04-01 15:48:07:693
11.7,44.271,2587517,2019-04-01 15:48:08:193
12,44.573,2588017,2019-04-01 15:48:08:693
12,48.704,2588517,2019-04-01 15:48:09:193
11.7,47.625,2589018,2019-04-01 15:48:09:694
12,45.458,2589518,2019-04-01 15:48:10:194
11.7,39.703,2590018,2019-04-01 15:48:10:694
12,45.755,2590518,2019-04-01 15:48:11:194
12,45.845,2591018,2019-04-01 15:48:11:694
12,36.117,2591517,2019-04-01 15:48:12:193
12,45.54,2592017,2019-04-01 15:48:12:693
12,36.603,2592517,2019-04-01 15:48:13:193
11.9,37.142,2593017,2019-04-01 15:48:13:693
11.9,47.061,2593518,2019-04-01 15:48:14:194
12,45.306,2594018,2019-04-01 15:48:14:694
11.9,46.477,2594518,2019-04-01 15:48:15:194
11.7,45.984,2595019,2019-04-01 15:48:15:695
11.7,36.298,2595517,2019-04-01 15:48:16:193
11.7,44.295,2596017,2019-04-01 15:48:16:693
11.7,46.841,2596518,2019-04-01 15:48:17:194
12,40.924,2597018,2019-04-01 15:48:17:694
11.9,35.903,2597517,2019-04-01 15:48:18:193
12,47.275,2598017,2019-04-01 15:48:18:693
11.7,41.503,2598517,2019-04-01 15:48:19:193
11.7,35.112,2599017,2019-04-01 15:48:19:693
11.7,45.352,2599517,2019-04-01 15:48:20:193
11.8,46.661,2600017,2019-04-01 15:48:20:693
11.7,45.133,2600517,2019-04-01 15:48:21:193
11.7,46.461,2601017,2019-04-01 15:48:21:693
11.7,44.912,2601518,2019-04-01 15:48:22:194
11.7,46.79,2602018,2019-04-01 15:48:22:694
11.7,45.062,2602518,2019-04-01 15:48:23:194
12,39.941,2603018,2019-04-01 15:48:23:694
11.6,41.435,2603518,2019-04-01 15:48:24:194
12,45.74,2604018,2019-04-01 15:48:24:694
12,35.379,2604518,2019-04-01 15:48:25:194
12.1,43.16,2605017,2019-04-01 15:48:25:693
11.7,37.32,2605517,2019-04-01 15:48:26:193
11.7,47.035,2606017,2019-04-01 15:48:26:693
11.7,45.152,2606517,2019-04-01 15:48:27:193
11.9,43.811,2607017,2019-04-01 15:48:27:693
11.7,46.511,2607517,2019-04-01 15:48:28:193
11.7,39.366,2608017,2019-04-01 15:48:28:693
11.7,47.76,2608517,2019-04-01 15:48:29:193
12,37.04,2609018,2019-04-01 15:48:29:694
11.7,45.893,2609517,2019-04-01 15:48:30:193
11.7,46.359,2610017,2019-04-01 15:48:30:693
12,46.04,2610517,2019-04-01 15:48:31:193
12,44.167,2611017,2019-04-01 15:48:31:693
12,44.23,2611517,2019-04-01 15:48:32:193
12,46.762,2612017,2019-04-01 15:48:32:693
12,50.008,2612517,2019-04-01 15:48:33:193
12,36.344,2613017,2019-04-01 15:48:33:693
11.7,38.23,2613518,2019-04-01 15:48:34:194
11.9,47.611,2614018,2019-04-01 15:48:34:694
11.9,45.583,2614517,2019-04-01 15:48:35:193
12,41.129,2615017,2019-04-01 15:48:35:693
11.7,45.041,2615517,2019-04-01 15:48:36:193
11.7,44.813,2616017,2019-04-01 15:48:36:693
11.7,50.111,2616518,2019-04-01 15:48:37:194
11.7,47.887,2617018,2019-04-01 15:48:37:694
11.7,45.185,2617518,2019-04-01 15:48:38:194
11.7,47.414,2618018,2019-04-01 15:48:38:694
11.7,43.74,2618517,2019-04-01 15:48:39:193
11.7,44.078,2619017,2019-04-01 15:48:39:693
11.7,46.254,2619520,2019-04-01 15:48:40:196
12,43.199,2620017,2019-04-01 15:48:40:693
12,49.642,2620517,2019-04-01 15:48:41:193
12,47.31,2621017,2019-04-01 15:48:41:693
12,46.801,2621518,2019-04-01 15:48:42:194
12,46.651,2622018,2019-04-01 15:48:42:694
12,48.831,2622518,2019-04-01 15:48:43:194
12,46.051,2623017,2019-04-01 15:48:43:693
11.7,42.334,2623517,2019-04-01 15:48:44:193
11.7,48.005,2624018,2019-04-01 15:48:44:694
11.7,42.221,2624518,2019-04-01 15:48:45:194
11.7,37.638,2625018,2019-04-01 15:48:45:694
11.7,36.526,2625517,2019-04-01 15:48:46:193
11.7,37.608,2626017,2019-04-01 15:48:46:693
11.7,37.753,2626518,2019-04-01 15:48:47:194
11.6,37.367,2627018,2019-04-01 15:48:47:694
11.9,38.454,2627518,2019-04-01 15:48:48:194
11.7,38.19,2628018,2019-04-01 15:48:48:694
11.8,42.349,2628518,2019-04-01 15:48:49:194
11.7,36.384,2629018,2019-04-01 15:48:49:694
11.7,36.973,2629518,2019-04-01 15:48:50:194
11.7,37.329,2630018,2019-04-01 15:48:50:694
11.8,36.706,2630518,2019-04-01 15:48:51:194
11.7,43.83,2631018,2019-04-01 15:48:51:694
11.7,47.695,2631518,2019-04-01 15:48:52:194
11.7,47.081,2632018,2019-04-01 15:48:52:694
11.8,44.612,2632518,2019-04-01 15:48:53:194
12.1,46.843,2633017,2019-04-01 15:48:53:693
11.8,46.523,2633517,2019-04-01 15:48:54:193
11.9,46.272,2634017,2019-04-01 15:48:54:693
11.7,45.09,2634518,2019-04-01 15:48:55:194
12,46.151,2635018,2019-04-01 15:48:55:694
11.9,45.063,2635518,2019-04-01 15:48:56:194
11.8,44.18,2636017,2019-04-01 15:48:56:693
12,38.486,2636518,2019-04-01 15:48:57:194
12,43.031,2637018,2019-04-01 15:48:57:694
11.9,46.127,2637517,2019-04-01 15:48:58:193
11.8,38.203,2638017,2019-04-01 15:48:58:693
11.8,45.943,2638517,2019-04-01 15:48:59:193
11.8,45.644,2639018,2019-04-01 15:48:59:694
11.8,45.829,2639518,2019-04-01 15:49:00:194
11.8,45.139,2640018,2019-04-01 15:49:00:694
11.9,45.183,2640518,2019-04-01 15:49:01:194
11.7,44.606,2641017,2019-04-01 15:49:01:693
11.8,40.192,2641517,2019-04-01 15:49:02:193
11.7,48.417,2642017,2019-04-01 15:49:02:693
11.7,47.727,2642517,2019-04-01 15:49:03:193
11.7,43.933,2643017,2019-04-01 15:49:03:693
11.8,39.769,2643517,2019-04-01 15:49:04:193
11.8,39.733,2644017,2019-04-01 15:49:04:693
11.7,47.392,2644518,2019-04-01 15:49:05:194
12,47.882,2645018,2019-04-01 15:49:05:694
11.7,43.706,2645517,2019-04-01 15:49:06:193
11.7,42.962,2646017,2019-04-01 15:49:06:693
11.7,42.733,2646517,2019-04-01 15:49:07:193
11.7,43.607,2647018,2019-04-01 15:49:07:694
11.7,47.728,2647518,2019-04-01 15:49:08:194
11.8,40.006,2648018,2019-04-01 15:49:08:694
11.7,37.918,2648518,2019-04-01 15:49:09:194
11.8,45.188,2649017,2019-04-01 15:49:09:693
11.7,42.461,2649518,2019-04-01 15:49:10:194
12,39.725,2650018,2019-04-01 15:49:10:694
11.7,37.74,2650517,2019-04-01 15:49:11:193
12,39.311,2651017,2019-04-01 15:49:11:693
11.8,43.211,2651517,2019-04-01 15:49:12:193
12.1,38.096,2652017,2019-04-01 15:49:12:693
12,37.455,2652517,2019-04-01 15:49:13:193
12,37.586,2653017,2019-04-01 15:49:13:693
12,42.845,2653517,2019-04-01 15:49:14:193
12,38.606,2654017,2019-04-01 15:49:14:693
12,38.481,2654517,2019-04-01 15:49:15:193
12,37.554,2655017,2019-04-01 15:49:15:693
11.9,41.555,2655518,2019-04-01 15:49:16:194
11.7,43.315,2656018,2019-04-01 15:49:16:694
10.8,46.743,2656518,2019-04-01 15:49:17:194
11.3,47.01,2657018,2019-04-01 15:49:17:694
11.1,43.948,2657517,2019-04-01 15:49:18:193
9.6,41.691,2658017,2019-04-01 15:49:18:693
10.5,42.879,2658517,2019-04-01 15:49:19:193
10.5,42.072,2659017,2019-04-01 15:49:19:693
10.4,46.298,2659517,2019-04-01 15:49:20:193
10.9,40.046,2660017,2019-04-01 15:49:20:693
11.1,40.44,2660518,2019-04-01 15:49:21:194
10.8,39.56,2661017,2019-04-01 15:49:21:693
11.4,38.581,2661518,2019-04-01 15:49:22:194
11.6,42.488,2662018,2019-04-01 15:49:22:694
11.9,53.191,2662518,2019-04-01 15:49:23:194
11.9,39.113,2663018,2019-04-01 15:49:23:694
11.9,38.138,2663517,2019-04-01 15:49:24:193
11.9,39.347,2664017,2019-04-01 15:49:24:693
11.9,49.148,2664517,2019-04-01 15:49:25:193
11.9,38.065,2665018,2019-04-01 15:49:25:694
11.9,42.566,2665518,2019-04-01 15:49:26:194
11.9,55.328,2666018,2019-04-01 15:49:26:694
11.9,52.111,2666517,2019-04-01 15:49:27:193
11.9,41.251,2667017,2019-04-01 15:49:27:693
11.9,49.907,2667518,2019-04-01 15:49:28:194
11.9,48.687,2668017,2019-04-01 15:49:28:693
11.7,46.844,2668518,2019-04-01 15:49:29:194
11.9,48.235,2669017,2019-04-01 15:49:29:693
11.7,41.918,2669517,2019-04-01 15:49:30:193
11.7,38.107,2670017,2019-04-01 15:49:30:693
11.6,47.422,2670518,2019-04-01 15:49:31:194
11.3,49.628,2671018,2019-04-01 15:49:31:694
11.4,45.334,2671518,2019-04-01 15:49:32:194
11.7,49.291,2672018,2019-04-01 15:49:32:694
11.7,47.158,2672517,2019-04-01 15:49:33:193
11.7,48.878,2673017,2019-04-01 15:49:33:693
11.9,52.584,2673517,2019-04-01 15:49:34:193
11.9,52.529,2674017,2019-04-01 15:49:34:693
11.8,53.923,2674517,2019-04-01 15:49:35:193
11.7,41.595,2675017,2019-04-01 15:49:35:693
11.6,38.907,2675518,2019-04-01 15:49:36:194
11.7,44.346,2676018,2019-04-01 15:49:36:694
11.7,46.787,2676518,2019-04-01 15:49:37:194
11.7,43.71,2677018,2019-04-01 15:49:37:694
11.7,37.087,2677517,2019-04-01 15:49:38:193
11.9,37.744,2678017,2019-04-01 15:49:38:693
11.9,37.462,2678517,2019-04-01 15:49:39:193
11.4,41.788,2679017,2019-04-01 15:49:39:693
11.7,39.363,2679518,2019-04-01 15:49:40:194
11.7,48.695,2680018,2019-04-01 15:49:40:694
11.7,46.629,2680519,2019-04-01 15:49:41:195
11.7,46.653,2681018,2019-04-01 15:49:41:694
11.9,45.139,2681518,2019-04-01 15:49:42:194
11.7,43.866,2682018,2019-04-01 15:49:42:694
11.7,38.352,2682518,2019-04-01 15:49:43:194
11.7,38.185,2683017,2019-04-01 15:49:43:693
11.4,45.52,2683517,2019-04-01 15:49:44:193
11.4,39.638,2684017,2019-04-01 15:49:44:693
11.7,49.372,2684518,2019-04-01 15:49:45:194
11.7,39.325,2685017,2019-04-01 15:49:45:693
11.7,46.269,2685518,2019-04-01 15:49:46:194
11.7,48.576,2686018,2019-04-01 15:49:46:694
11.7,47.905,2686518,2019-04-01 15:49:47:194
11.7,39.463,2687018,2019-04-01 15:49:47:694
11.7,49.552,2687517,2019-04-01 15:49:48:193
11.4,47.542,2688017,2019-04-01 15:49:48:693
11.7,47.482,2688517,2019-04-01 15:49:49:193
11.7,45.85,2689018,2019-04-01 15:49:49:694
11.6,47.895,2689518,2019-04-01 15:49:50:194
11.7,46.837,2690018,2019-04-01 15:49:50:694
11.7,44.654,2690518,2019-04-01 15:49:51:194
11.7,47.062,2691017,2019-04-01 15:49:51:693
11.7,45.045,2691518,2019-04-01 15:49:52:194
11.7,47.747,2692017,2019-04-01 15:49:52:693
11.6,40.04,2692517,2019-04-01 15:49:53:193
11.9,40.165,2693017,2019-04-01 15:49:53:693
11.6,40.05,2693518,2019-04-01 15:49:54:194
11.7,49.34,2694018,2019-04-01 15:49:54:694
11.4,43.01,2694517,2019-04-01 15:49:55:193
11.7,40.584,2695018,2019-04-01 15:49:55:694
11.7,46.458,2695517,2019-04-01 15:49:56:193
11.6,47.904,2696018,2019-04-01 15:49:56:694
11.6,47.343,2696518,2019-04-01 15:49:57:194
11.6,45.991,2697018,2019-04-01 15:49:57:694
11.6,49.117,2697518,2019-04-01 15:49:58:194
11.6,47.133,2698018,2019-04-01 15:49:58:694
11.4,48.345,2698517,2019-04-01 15:49:59:193
11.1,45.546,2699018,2019-04-01 15:49:59:694
11.4,44.927,2699518,2019-04-01 15:50:00:194
11.4,38.461,2700019,2019-04-01 15:50:00:695
11.4,39.117,2700517,2019-04-01 15:50:01:193
11.4,37.713,2701017,2019-04-01 15:50:01:693
11.7,39.567,2701518,2019-04-01 15:50:02:194
11.4,37.596,2702018,2019-04-01 15:50:02:694
11.4,38.638,2702518,2019-04-01 15:50:03:194
11.4,38.735,2703018,2019-04-01 15:50:03:694
11.4,37.532,2703517,2019-04-01 15:50:04:193
11.5,38.789,2704018,2019-04-01 15:50:04:694
11.4,42.481,2704518,2019-04-01 15:50:05:194
11.4,45.574,2705017,2019-04-01 15:50:05:693
11.2,40.988,2705518,2019-04-01 15:50:06:194
11.2,43.761,2706018,2019-04-01 15:50:06:694
11.7,36.112,2706518,2019-04-01 15:50:07:194
11.4,37.687,2707018,2019-04-01 15:50:07:694
11.6,43.085,2707517,2019-04-01 15:50:08:193
11.4,40.919,2708017,2019-04-01 15:50:08:693
11.1,44.784,2708517,2019-04-01 15:50:09:193
11.4,45.598,2709018,2019-04-01 15:50:09:694
11.4,41.491,2709518,2019-04-01 15:50:10:194
11.4,45.006,2710018,2019-04-01 15:50:10:694
11.7,44.982,2710518,2019-04-01 15:50:11:194
11.4,47.772,2711018,2019-04-01 15:50:11:694
11.4,40.153,2711518,2019-04-01 15:50:12:194
11.4,39.641,2712018,2019-04-01 15:50:12:694
11.4,37.701,2712517,2019-04-01 15:50:13:193
11.4,35.77,2713018,2019-04-01 15:50:13:694
11.2,41.942,2713518,2019-04-01 15:50:14:194
11.4,44.975,2714019,2019-04-01 15:50:14:695
11.4,45.685,2714518,2019-04-01 15:50:15:194
11.4,45.999,2715018,2019-04-01 15:50:15:694
11.2,37.876,2715518,2019-04-01 15:50:16:194
11.7,40.621,2716018,2019-04-01 15:50:16:694
11.9,36.989,2716518,2019-04-01 15:50:17:194
11.7,36.819,2717018,2019-04-01 15:50:17:694
11.9,37.375,2717518,2019-04-01 15:50:18:194
11.7,40.489,2718017,2019-04-01 15:50:18:693
11.7,38.652,2718517,2019-04-01 15:50:19:193
11.6,42.921,2719017,2019-04-01 15:50:19:693
11.6,40.057,2719518,2019-04-01 15:50:20:194
11.7,48.881,2720018,2019-04-01 15:50:20:694
11.6,47.14,2720517,2019-04-01 15:50:21:193
11.7,47.168,2721018,2019-04-01 15:50:21:694
11.7,47.521,2721518,2019-04-01 15:50:22:194
11.7,48.237,2722018,2019-04-01 15:50:22:694
11.7,37.362,2722517,2019-04-01 15:50:23:193
11.4,35.639,2723017,2019-04-01 15:50:23:693
10.5,48.797,2723517,2019-04-01 15:50:24:193
10.6,46.758,2724017,2019-04-01 15:50:24:693
9.3,48.371,2724517,2019-04-01 15:50:25:193
6.1,46.937,2725018,2019-04-01 15:50:25:694
10.2,45.289,2725518,2019-04-01 15:50:26:194
11.4,46.398,2726017,2019-04-01 15:50:26:693
