LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
231.3,62.955,25514,2019-03-26 13:30:56:519
229.5,62.576,26015,2019-03-26 13:30:57:020
227.6,61.426,26515,2019-03-26 13:30:57:520
227.5,63.26,27014,2019-03-26 13:30:58:019
226.9,63.826,27514,2019-03-26 13:30:58:519
227.3,64.121,28015,2019-03-26 13:30:59:020
227.6,63.619,28515,2019-03-26 13:30:59:520
227.6,61.713,29014,2019-03-26 13:31:00:019
227.1,63.238,29514,2019-03-26 13:31:00:519
226.8,62.506,30015,2019-03-26 13:31:01:020
226.4,63.957,30515,2019-03-26 13:31:01:520
226.2,62.766,31014,2019-03-26 13:31:02:019
225.5,63.215,31515,2019-03-26 13:31:02:520
227.6,62.193,32014,2019-03-26 13:31:03:019
228.3,63.517,32514,2019-03-26 13:31:03:519
227.6,63.064,33014,2019-03-26 13:31:04:019
228.7,63.052,33515,2019-03-26 13:31:04:520
227.6,64.035,34015,2019-03-26 13:31:05:020
227.7,64.514,34515,2019-03-26 13:31:05:520
227.3,63.137,35014,2019-03-26 13:31:06:019
227.7,64.107,35515,2019-03-26 13:31:06:520
227.7,63.263,36014,2019-03-26 13:31:07:019
227.7,63.533,36515,2019-03-26 13:31:07:520
228,61.434,37014,2019-03-26 13:31:08:019
230.6,61.927,37514,2019-03-26 13:31:08:519
231,63.008,38014,2019-03-26 13:31:09:019
231,60.977,38514,2019-03-26 13:31:09:519
231,61.598,39014,2019-03-26 13:31:10:019
230.4,62.957,39515,2019-03-26 13:31:10:520
230.4,62.824,40015,2019-03-26 13:31:11:020
230.7,63.069,40515,2019-03-26 13:31:11:520
230.7,63.44,41014,2019-03-26 13:31:12:019
231.1,64.937,41514,2019-03-26 13:31:12:519
230.7,63.558,42015,2019-03-26 13:31:13:020
229.1,62.948,42514,2019-03-26 13:31:13:519
229.7,62.677,43014,2019-03-26 13:31:14:019
230.4,63.044,43515,2019-03-26 13:31:14:520
230.4,62.834,44014,2019-03-26 13:31:15:019
231.3,63.714,44514,2019-03-26 13:31:15:519
231.3,63.354,45014,2019-03-26 13:31:16:019
231.3,63.992,45515,2019-03-26 13:31:16:520
231.3,63.46,46015,2019-03-26 13:31:17:020
230.4,63.584,46514,2019-03-26 13:31:17:519
230.7,63.411,47014,2019-03-26 13:31:18:019
230.6,62.125,47514,2019-03-26 13:31:18:519
230.2,62.75,48015,2019-03-26 13:31:19:020
229.9,62.837,48514,2019-03-26 13:31:19:519
229.6,62.458,49014,2019-03-26 13:31:20:019
229.8,64.052,49515,2019-03-26 13:31:20:520
230.2,64.118,50014,2019-03-26 13:31:21:019
230.1,64.154,50514,2019-03-26 13:31:21:519
230.1,64.077,51015,2019-03-26 13:31:22:020
230.3,63.993,51514,2019-03-26 13:31:22:519
230.4,63.746,52015,2019-03-26 13:31:23:020
230.3,64.102,52514,2019-03-26 13:31:23:519
230.4,63.322,53015,2019-03-26 13:31:24:020
230.4,62.802,53514,2019-03-26 13:31:24:519
230.9,60.447,54014,2019-03-26 13:31:25:019
230.9,61.174,54515,2019-03-26 13:31:25:520
230.9,63.471,55014,2019-03-26 13:31:26:019
231.6,64.086,55514,2019-03-26 13:31:26:519
230.9,62.729,56015,2019-03-26 13:31:27:020
231.5,63.746,56514,2019-03-26 13:31:27:519
231.5,62.943,57014,2019-03-26 13:31:28:019
231.5,63.441,57515,2019-03-26 13:31:28:520
231.3,62.243,58015,2019-03-26 13:31:29:020
231.2,63.1,58515,2019-03-26 13:31:29:520
230.9,60.826,59015,2019-03-26 13:31:30:020
230.8,62.793,59514,2019-03-26 13:31:30:519
231.6,63.325,60014,2019-03-26 13:31:31:019
231,62.811,60514,2019-03-26 13:31:31:519
231.2,63.899,61014,2019-03-26 13:31:32:019
230.9,63.137,61514,2019-03-26 13:31:32:519
230.6,65.541,62014,2019-03-26 13:31:33:019
230.9,63.883,62515,2019-03-26 13:31:33:520
230.8,63.603,63015,2019-03-26 13:31:34:020
230.9,62.178,63514,2019-03-26 13:31:34:519
230.9,62.219,64015,2019-03-26 13:31:35:020
230.9,61.42,64515,2019-03-26 13:31:35:520
230.9,60.458,65014,2019-03-26 13:31:36:019
227.4,61.621,65514,2019-03-26 13:31:36:519
227.6,66.769,66014,2019-03-26 13:31:37:019
229.6,66.947,66515,2019-03-26 13:31:37:520
229.6,65.59,67015,2019-03-26 13:31:38:020
230.1,66.521,67514,2019-03-26 13:31:38:519
230,65.365,68014,2019-03-26 13:31:39:019
230.6,65.806,68514,2019-03-26 13:31:39:519
231.1,65.627,69014,2019-03-26 13:31:40:019
231.2,65.347,69514,2019-03-26 13:31:40:519
231.2,64.556,70015,2019-03-26 13:31:41:020
231.2,65.429,70514,2019-03-26 13:31:41:519
231.2,65.888,71014,2019-03-26 13:31:42:019
231.4,65.835,71514,2019-03-26 13:31:42:519
231.6,64.915,72015,2019-03-26 13:31:43:020
230.9,64.373,72514,2019-03-26 13:31:43:519
230.9,65.249,73015,2019-03-26 13:31:44:020
230.9,65.749,73515,2019-03-26 13:31:44:520
230.9,65.196,74014,2019-03-26 13:31:45:019
230.9,65.283,74515,2019-03-26 13:31:45:520
230.9,64.951,75014,2019-03-26 13:31:46:019
230.9,65.035,75514,2019-03-26 13:31:46:519
230.9,66.455,76014,2019-03-26 13:31:47:019
230.9,65.26,76514,2019-03-26 13:31:47:519
230.9,64.677,77014,2019-03-26 13:31:48:019
230.9,65.956,77514,2019-03-26 13:31:48:519
230.7,64.982,78014,2019-03-26 13:31:49:019
230.9,65.233,78515,2019-03-26 13:31:49:520
231.2,65.4,79014,2019-03-26 13:31:50:019
230.7,65.982,79515,2019-03-26 13:31:50:520
227.5,66.64,80014,2019-03-26 13:31:51:019
227.2,66.071,80514,2019-03-26 13:31:51:519
228.1,66.466,81015,2019-03-26 13:31:52:020
230.4,66.464,81514,2019-03-26 13:31:52:519
230.7,65.602,82017,2019-03-26 13:31:53:022
230.6,66.368,82514,2019-03-26 13:31:53:519
231,66.284,83015,2019-03-26 13:31:54:020
230.3,66.588,83515,2019-03-26 13:31:54:520
230.7,65.093,84015,2019-03-26 13:31:55:020
228.3,64.804,84514,2019-03-26 13:31:55:519
226.9,65.632,85015,2019-03-26 13:31:56:020
227.5,65.99,85514,2019-03-26 13:31:56:519
227.5,66.25,86015,2019-03-26 13:31:57:020
227.5,66.312,86514,2019-03-26 13:31:57:519
226.9,66.598,87014,2019-03-26 13:31:58:019
227.2,65.226,87515,2019-03-26 13:31:58:520
227.5,65.777,88014,2019-03-26 13:31:59:019
227.5,65.796,88514,2019-03-26 13:31:59:519
230.6,66.071,89015,2019-03-26 13:32:00:020
231,66.073,89515,2019-03-26 13:32:00:520
227.9,66.152,90014,2019-03-26 13:32:01:019
227.5,66.537,90515,2019-03-26 13:32:01:520
227.5,67.037,91015,2019-03-26 13:32:02:020
229.8,65.942,91514,2019-03-26 13:32:02:519
230.6,65.538,92015,2019-03-26 13:32:03:020
229.6,65.381,92514,2019-03-26 13:32:03:519
229.7,65.604,93014,2019-03-26 13:32:04:019
229.4,66.212,93515,2019-03-26 13:32:04:520
230.1,65.928,94014,2019-03-26 13:32:05:019
229.8,66.265,94515,2019-03-26 13:32:05:520
230.3,65.514,95014,2019-03-26 13:32:06:019
230.7,65.384,95515,2019-03-26 13:32:06:520
230.3,65.328,96014,2019-03-26 13:32:07:019
230.6,65.784,96515,2019-03-26 13:32:07:520
230.6,66.745,97015,2019-03-26 13:32:08:020
230,66.209,97514,2019-03-26 13:32:08:519
230.7,66.851,98015,2019-03-26 13:32:09:020
230.7,67.282,98515,2019-03-26 13:32:09:520
230.9,67.04,99015,2019-03-26 13:32:10:020
230.9,66.257,99514,2019-03-26 13:32:10:519
230.9,66.091,100014,2019-03-26 13:32:11:019
230.9,66.488,100514,2019-03-26 13:32:11:519
230.9,66.456,101015,2019-03-26 13:32:12:020
230.5,66.155,101514,2019-03-26 13:32:12:519
230.2,66.107,102015,2019-03-26 13:32:13:020
230.6,65.998,102514,2019-03-26 13:32:13:519
230.7,66.542,103014,2019-03-26 13:32:14:019
230,66.606,103514,2019-03-26 13:32:14:519
230,66.932,104015,2019-03-26 13:32:15:020
229.4,64.854,104514,2019-03-26 13:32:15:519
229.7,65.075,105014,2019-03-26 13:32:16:019
230.1,65.996,105515,2019-03-26 13:32:16:520
230,64.188,106015,2019-03-26 13:32:17:020
230.1,63.741,106514,2019-03-26 13:32:17:519
230.3,63.797,107015,2019-03-26 13:32:18:020
230.9,64.327,107515,2019-03-26 13:32:18:520
230.9,64.619,108014,2019-03-26 13:32:19:019
230.9,64.456,108514,2019-03-26 13:32:19:519
230.9,63.92,109015,2019-03-26 13:32:20:020
230.9,64.979,109514,2019-03-26 13:32:20:519
231.2,64.763,110014,2019-03-26 13:32:21:019
230.9,63.97,110514,2019-03-26 13:32:21:519
230.9,65.267,111014,2019-03-26 13:32:22:019
230.9,66.32,111514,2019-03-26 13:32:22:519
230.9,67.276,112014,2019-03-26 13:32:23:019
230.9,66.819,112515,2019-03-26 13:32:23:520
230.9,66.878,113014,2019-03-26 13:32:24:019
230.9,67.136,113514,2019-03-26 13:32:24:519
231.1,65.941,114015,2019-03-26 13:32:25:020
230.9,67.038,114514,2019-03-26 13:32:25:519
231.2,65.864,115014,2019-03-26 13:32:26:019
230.9,65.933,115515,2019-03-26 13:32:26:520
230.9,65.903,116014,2019-03-26 13:32:27:019
230.9,66.676,116515,2019-03-26 13:32:27:520
230.6,67.244,117015,2019-03-26 13:32:28:020
230.9,66.26,117514,2019-03-26 13:32:28:519
230.9,65.484,118014,2019-03-26 13:32:29:019
230.9,64.587,118514,2019-03-26 13:32:29:519
230.9,64.648,119014,2019-03-26 13:32:30:019
230.5,65.096,119514,2019-03-26 13:32:30:519
230.9,64.961,120015,2019-03-26 13:32:31:020
230.6,64.974,120515,2019-03-26 13:32:31:520
230.6,65.451,121014,2019-03-26 13:32:32:019
230.4,65.333,121514,2019-03-26 13:32:32:519
230.3,66.265,122015,2019-03-26 13:32:33:020
230.6,66.166,122514,2019-03-26 13:32:33:519
230.9,65.889,123015,2019-03-26 13:32:34:020
230.7,66.222,123514,2019-03-26 13:32:34:519
230.6,65.908,124014,2019-03-26 13:32:35:019
230.7,65.54,124515,2019-03-26 13:32:35:520
230.9,65.352,125014,2019-03-26 13:32:36:019
230.6,66.428,125514,2019-03-26 13:32:36:519
230.6,65.759,126014,2019-03-26 13:32:37:019
230.6,66.435,126514,2019-03-26 13:32:37:519
230.6,66.563,127015,2019-03-26 13:32:38:020
230.9,65.388,127515,2019-03-26 13:32:38:520
230.9,66.871,128015,2019-03-26 13:32:39:020
230.5,66.087,128514,2019-03-26 13:32:39:519
230.9,65.81,129014,2019-03-26 13:32:40:019
230.9,66.431,129515,2019-03-26 13:32:40:520
230.9,67.073,130014,2019-03-26 13:32:41:019
231.1,66.491,130514,2019-03-26 13:32:41:519
230.5,66.249,131014,2019-03-26 13:32:42:019
230.9,65.824,131515,2019-03-26 13:32:42:520
231.2,66.176,132015,2019-03-26 13:32:43:020
231.2,66.244,132514,2019-03-26 13:32:43:519
231.2,66.381,133015,2019-03-26 13:32:44:020
230.5,66.253,133515,2019-03-26 13:32:44:520
230.8,65.154,134015,2019-03-26 13:32:45:020
230.6,64.652,134514,2019-03-26 13:32:45:519
230.7,65.382,135015,2019-03-26 13:32:46:020
230.8,65.518,135514,2019-03-26 13:32:46:519
231.2,65.305,136015,2019-03-26 13:32:47:020
230.8,65.817,136515,2019-03-26 13:32:47:520
231.1,65.869,137015,2019-03-26 13:32:48:020
231.2,66.247,137515,2019-03-26 13:32:48:520
230.8,67.413,138015,2019-03-26 13:32:49:020
231.2,66.309,138514,2019-03-26 13:32:49:519
231.1,66.572,139014,2019-03-26 13:32:50:019
231.2,66.218,139515,2019-03-26 13:32:50:520
231.2,66.036,140015,2019-03-26 13:32:51:020
230.8,65.893,140515,2019-03-26 13:32:51:520
231.4,66.436,141015,2019-03-26 13:32:52:020
230.8,65.461,141514,2019-03-26 13:32:52:519
230.6,66.024,142014,2019-03-26 13:32:53:019
231.1,67.064,142515,2019-03-26 13:32:53:520
231.2,67.056,143014,2019-03-26 13:32:54:019
229.9,65.427,143514,2019-03-26 13:32:54:519
231.1,65.508,144015,2019-03-26 13:32:55:020
231.2,65.135,144515,2019-03-26 13:32:55:520
230.7,65.336,145014,2019-03-26 13:32:56:019
230.6,65.402,145514,2019-03-26 13:32:56:519
230.8,67.213,146015,2019-03-26 13:32:57:020
230.8,67.384,146515,2019-03-26 13:32:57:520
230.8,66.686,147014,2019-03-26 13:32:58:019
231.2,65.943,147515,2019-03-26 13:32:58:520
231.2,65.575,148015,2019-03-26 13:32:59:020
230.9,66.111,148514,2019-03-26 13:32:59:519
231.2,66.689,149014,2019-03-26 13:33:00:019
231.2,66.559,149515,2019-03-26 13:33:00:520
231.2,66.946,150014,2019-03-26 13:33:01:019
231.2,66.632,150515,2019-03-26 13:33:01:520
231.2,65.661,151014,2019-03-26 13:33:02:019
231.4,66.055,151514,2019-03-26 13:33:02:519
231.4,66.348,152014,2019-03-26 13:33:03:019
230.8,65.418,152514,2019-03-26 13:33:03:519
231.1,65.591,153015,2019-03-26 13:33:04:020
230.8,64.18,153514,2019-03-26 13:33:04:519
230.8,65.537,154015,2019-03-26 13:33:05:020
230.8,65.804,154514,2019-03-26 13:33:05:519
230.8,64.79,155015,2019-03-26 13:33:06:020
231.1,65.342,155514,2019-03-26 13:33:06:519
230.8,64.814,156014,2019-03-26 13:33:07:019
230.8,64.615,156515,2019-03-26 13:33:07:520
231.2,64.335,157014,2019-03-26 13:33:08:019
230.6,64.329,157514,2019-03-26 13:33:08:519
230.6,63.736,158015,2019-03-26 13:33:09:020
231.2,64.483,158515,2019-03-26 13:33:09:520
230.9,64.377,159014,2019-03-26 13:33:10:019
231,63.752,159515,2019-03-26 13:33:10:520
230.9,65.049,160014,2019-03-26 13:33:11:019
230.5,66.002,160515,2019-03-26 13:33:11:520
230.9,65.356,161015,2019-03-26 13:33:12:020
230.9,64.869,161514,2019-03-26 13:33:12:519
231.2,63.164,162014,2019-03-26 13:33:13:019
230.8,64.225,162515,2019-03-26 13:33:13:520
231.2,64.217,163014,2019-03-26 13:33:14:019
230.9,65.54,163515,2019-03-26 13:33:14:520
230.8,65.424,164015,2019-03-26 13:33:15:020
230.8,66.043,164514,2019-03-26 13:33:15:519
230.9,66.071,165015,2019-03-26 13:33:16:020
230.8,66.112,165514,2019-03-26 13:33:16:519
230.6,65.971,166014,2019-03-26 13:33:17:019
230.5,65.504,166515,2019-03-26 13:33:17:520
230.9,65.071,167014,2019-03-26 13:33:18:019
230.9,66.103,167515,2019-03-26 13:33:18:520
230.9,66.501,168014,2019-03-26 13:33:19:019
230.9,64.807,168514,2019-03-26 13:33:19:519
230.9,65.958,169014,2019-03-26 13:33:20:019
230.7,65.198,169514,2019-03-26 13:33:20:519
230.9,65.987,170014,2019-03-26 13:33:21:019
230.9,65.318,170515,2019-03-26 13:33:21:520
230.9,65.589,171014,2019-03-26 13:33:22:019
230.9,64.176,171515,2019-03-26 13:33:22:520
230.9,65.397,172015,2019-03-26 13:33:23:020
230.9,65.462,172514,2019-03-26 13:33:23:519
230.9,66.3,173014,2019-03-26 13:33:24:019
230.9,65.764,173515,2019-03-26 13:33:24:520
231.2,66.489,174014,2019-03-26 13:33:25:019
231,67.412,174514,2019-03-26 13:33:25:519
231.2,64.969,175014,2019-03-26 13:33:26:019
231.1,65.029,175514,2019-03-26 13:33:26:519
230.9,65.475,176015,2019-03-26 13:33:27:020
230.9,66.717,176515,2019-03-26 13:33:27:520
231.2,66.48,177014,2019-03-26 13:33:28:019
230.9,65.165,177514,2019-03-26 13:33:28:519
230.3,65.334,178014,2019-03-26 13:33:29:019
230.9,65.35,178514,2019-03-26 13:33:29:519
230.6,65.315,179015,2019-03-26 13:33:30:020
230.4,64.856,179515,2019-03-26 13:33:30:520
230.6,65.77,180015,2019-03-26 13:33:31:020
230.2,66.147,180514,2019-03-26 13:33:31:519
230.6,66.039,181014,2019-03-26 13:33:32:019
230.6,65.299,181514,2019-03-26 13:33:32:519
230.2,64.633,182015,2019-03-26 13:33:33:020
230.6,63.865,182514,2019-03-26 13:33:33:519
230.2,65.331,183015,2019-03-26 13:33:34:020
231,66.358,183514,2019-03-26 13:33:34:519
230.2,65.321,184015,2019-03-26 13:33:35:020
230.6,65.508,184515,2019-03-26 13:33:35:520
230.6,66.547,185015,2019-03-26 13:33:36:020
230.6,66.169,185514,2019-03-26 13:33:36:519
230,67.257,186015,2019-03-26 13:33:37:020
230.4,68.641,186514,2019-03-26 13:33:37:519
230.3,71.243,187014,2019-03-26 13:33:38:019
230.6,70.749,187515,2019-03-26 13:33:38:520
231,63.096,188015,2019-03-26 13:33:39:020
231,64.304,188514,2019-03-26 13:33:39:519
230.3,65.941,189015,2019-03-26 13:33:40:020
230.3,65.487,189515,2019-03-26 13:33:40:520
230,65.68,190015,2019-03-26 13:33:41:020
230.6,65.37,190514,2019-03-26 13:33:41:519
230.2,64.481,191014,2019-03-26 13:33:42:019
230.2,62.59,191514,2019-03-26 13:33:42:519
230.6,62.823,192014,2019-03-26 13:33:43:019
230.5,64.913,192515,2019-03-26 13:33:43:520
230.7,65.308,193019,2019-03-26 13:33:44:024
230.3,67.144,193514,2019-03-26 13:33:44:519
230.3,69.745,194014,2019-03-26 13:33:45:019
230.6,71.733,194515,2019-03-26 13:33:45:520
230.2,70.486,195014,2019-03-26 13:33:46:019
230.2,66.241,195514,2019-03-26 13:33:46:519
231,65.937,196014,2019-03-26 13:33:47:019
231,64.465,196515,2019-03-26 13:33:47:520
230.2,63.214,197015,2019-03-26 13:33:48:020
230.2,63.194,197515,2019-03-26 13:33:48:520
230.6,63.905,198014,2019-03-26 13:33:49:019
230.6,64.446,198514,2019-03-26 13:33:49:519
230.4,65.854,199015,2019-03-26 13:33:50:020
230.7,66.473,199514,2019-03-26 13:33:50:519
230.3,66.441,200014,2019-03-26 13:33:51:019
230.7,66.619,200515,2019-03-26 13:33:51:520
230.6,65.724,201015,2019-03-26 13:33:52:020
230.6,65.772,201515,2019-03-26 13:33:52:520
230.6,65.476,202015,2019-03-26 13:33:53:020
230.9,65.051,202514,2019-03-26 13:33:53:519
230.6,64.956,203015,2019-03-26 13:33:54:020
230.2,64.585,203516,2019-03-26 13:33:54:521
230.2,64.462,204014,2019-03-26 13:33:55:019
231.2,63.988,204515,2019-03-26 13:33:55:520
230.6,63.961,205014,2019-03-26 13:33:56:019
230.9,64.953,205515,2019-03-26 13:33:56:520
230.5,64.959,206014,2019-03-26 13:33:57:019
230.2,65.401,206515,2019-03-26 13:33:57:520
230.6,65.595,207015,2019-03-26 13:33:58:020
230.6,65.514,207515,2019-03-26 13:33:58:520
231,65.063,208015,2019-03-26 13:33:59:020
230.6,64.67,208514,2019-03-26 13:33:59:519
231,64.764,209015,2019-03-26 13:34:00:020
230.3,64.919,209515,2019-03-26 13:34:00:520
230.9,64.732,210014,2019-03-26 13:34:01:019
230.4,65.86,210514,2019-03-26 13:34:01:519
231,66.15,211015,2019-03-26 13:34:02:020
230.7,66.309,211514,2019-03-26 13:34:02:519
230.8,66.961,212014,2019-03-26 13:34:03:019
231,66.024,212514,2019-03-26 13:34:03:519
228.8,65.888,213015,2019-03-26 13:34:04:020
228.1,64.278,213514,2019-03-26 13:34:04:519
227.8,65.785,214015,2019-03-26 13:34:05:020
230,63.462,214514,2019-03-26 13:34:05:519
230.5,63.243,215014,2019-03-26 13:34:06:019
231.2,64.32,215514,2019-03-26 13:34:06:519
230.9,66.536,216015,2019-03-26 13:34:07:020
230.9,66.815,216515,2019-03-26 13:34:07:520
231,66.316,217014,2019-03-26 13:34:08:019
230.8,65.61,217516,2019-03-26 13:34:08:521
231,65.368,218015,2019-03-26 13:34:09:020
230.9,64.804,218514,2019-03-26 13:34:09:519
230.2,64.25,219015,2019-03-26 13:34:10:020
230.9,65.971,219514,2019-03-26 13:34:10:519
230.6,64.339,220014,2019-03-26 13:34:11:019
230.9,66.295,220515,2019-03-26 13:34:11:520
230.2,65.825,221014,2019-03-26 13:34:12:019
230.6,65.249,221515,2019-03-26 13:34:12:520
230.5,65.574,222015,2019-03-26 13:34:13:020
230.6,66.281,222515,2019-03-26 13:34:13:520
230.7,66.539,223015,2019-03-26 13:34:14:020
230.9,66.62,223514,2019-03-26 13:34:14:519
230.6,65.536,224014,2019-03-26 13:34:15:019
230.9,65.691,224515,2019-03-26 13:34:15:520
230.9,66.578,225014,2019-03-26 13:34:16:019
230.5,65.829,225514,2019-03-26 13:34:16:519
230.6,66.242,226015,2019-03-26 13:34:17:020
230.9,66.432,226514,2019-03-26 13:34:17:519
231,66.028,227014,2019-03-26 13:34:18:019
231.2,66.274,227514,2019-03-26 13:34:18:519
231,66.425,228014,2019-03-26 13:34:19:019
230.6,66.367,228515,2019-03-26 13:34:19:520
230.5,66.092,229014,2019-03-26 13:34:20:019
230.7,65.731,229515,2019-03-26 13:34:20:520
231,66.709,230015,2019-03-26 13:34:21:020
230.9,65.355,230514,2019-03-26 13:34:21:519
230.6,65.971,231014,2019-03-26 13:34:22:019
230.9,66.981,231514,2019-03-26 13:34:22:519
230.9,67.49,232014,2019-03-26 13:34:23:019
230.9,67.636,232514,2019-03-26 13:34:23:519
230.7,66.909,233014,2019-03-26 13:34:24:019
230.9,66.984,233515,2019-03-26 13:34:24:520
230.9,67.284,234015,2019-03-26 13:34:25:020
230.6,67.895,234514,2019-03-26 13:34:25:519
230.9,67.907,235015,2019-03-26 13:34:26:020
230.9,65.944,235515,2019-03-26 13:34:26:520
230.9,66.313,236014,2019-03-26 13:34:27:019
230.9,66.631,236514,2019-03-26 13:34:27:519
230.2,67.536,237014,2019-03-26 13:34:28:019
230.9,67.262,237515,2019-03-26 13:34:28:520
230.9,66.246,238015,2019-03-26 13:34:29:020
230.9,67.138,238514,2019-03-26 13:34:29:519
230.9,67.33,239014,2019-03-26 13:34:30:019
230.5,67.452,239514,2019-03-26 13:34:30:519
230.6,67.146,240014,2019-03-26 13:34:31:019
230.5,65.768,240515,2019-03-26 13:34:31:520
230.9,65.965,241014,2019-03-26 13:34:32:019
230.7,66.061,241514,2019-03-26 13:34:32:519
230.9,66.691,242015,2019-03-26 13:34:33:020
230.9,67.601,242514,2019-03-26 13:34:33:519
230.6,66.455,243015,2019-03-26 13:34:34:020
230,66.738,243514,2019-03-26 13:34:34:519
230.7,67.274,244014,2019-03-26 13:34:35:019
230.7,65.806,244514,2019-03-26 13:34:35:519
230.7,66.052,245015,2019-03-26 13:34:36:020
230.6,66.768,245514,2019-03-26 13:34:36:519
230.6,66.319,246014,2019-03-26 13:34:37:019
230.6,65.825,246515,2019-03-26 13:34:37:520
230.2,65.327,247014,2019-03-26 13:34:38:019
230.6,65.029,247514,2019-03-26 13:34:38:519
230.6,65.498,248015,2019-03-26 13:34:39:020
230.6,67.37,248514,2019-03-26 13:34:39:519
230.6,67.012,249014,2019-03-26 13:34:40:019
230.6,66.439,249515,2019-03-26 13:34:40:520
230.9,66.986,250014,2019-03-26 13:34:41:019
230.6,67.1,250514,2019-03-26 13:34:41:519
230.9,65.268,251014,2019-03-26 13:34:42:019
230.9,66.123,251515,2019-03-26 13:34:42:520
230.9,66.257,252015,2019-03-26 13:34:43:020
230.7,65.729,252514,2019-03-26 13:34:43:519
230.9,65.576,253014,2019-03-26 13:34:44:019
230.9,64.89,253514,2019-03-26 13:34:44:519
231.3,66.047,254014,2019-03-26 13:34:45:019
230.9,65.997,254514,2019-03-26 13:34:45:519
230.9,65.802,255015,2019-03-26 13:34:46:020
230.7,65.075,255514,2019-03-26 13:34:46:519
230.9,65.371,256014,2019-03-26 13:34:47:019
230.9,65.132,256515,2019-03-26 13:34:47:520
231.2,65.413,257014,2019-03-26 13:34:48:019
230.9,64.501,257515,2019-03-26 13:34:48:520
230.6,65.662,258014,2019-03-26 13:34:49:019
231.2,65.765,258515,2019-03-26 13:34:49:520
230.6,66.278,259015,2019-03-26 13:34:50:020
230.6,67.233,259514,2019-03-26 13:34:50:519
230.6,66.265,260014,2019-03-26 13:34:51:019
230.2,66.205,260514,2019-03-26 13:34:51:519
230.6,67.072,261014,2019-03-26 13:34:52:019
231,66.404,261515,2019-03-26 13:34:52:520
230,66.229,262014,2019-03-26 13:34:53:019
230.7,65.289,262514,2019-03-26 13:34:53:519
230.9,65.329,263014,2019-03-26 13:34:54:019
230.9,64.752,263514,2019-03-26 13:34:54:519
230.6,65.565,264015,2019-03-26 13:34:55:020
230.6,65.783,264514,2019-03-26 13:34:55:519
230.6,66.429,265015,2019-03-26 13:34:56:020
230.7,66.846,265514,2019-03-26 13:34:56:519
230.6,66.518,266015,2019-03-26 13:34:57:020
230.6,66.407,266514,2019-03-26 13:34:57:519
231,64.686,267014,2019-03-26 13:34:58:019
230.6,66.376,267515,2019-03-26 13:34:58:520
230.6,65.79,268014,2019-03-26 13:34:59:019
