LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
227.5,65.837,1033014,2019-03-26 13:47:44:019
228.7,64.884,1033515,2019-03-26 13:47:44:520
228.6,64.363,1034015,2019-03-26 13:47:45:020
228.9,65.508,1034515,2019-03-26 13:47:45:520
227.2,65.769,1035015,2019-03-26 13:47:46:020
228,65.01,1035514,2019-03-26 13:47:46:519
228,64.14,1036014,2019-03-26 13:47:47:019
228.4,65.828,1036514,2019-03-26 13:47:47:519
226.3,65.456,1037015,2019-03-26 13:47:48:020
230,66.34,1037514,2019-03-26 13:47:48:519
230,65.72,1038015,2019-03-26 13:47:49:020
230.3,65.101,1038514,2019-03-26 13:47:49:519
230,64.601,1039014,2019-03-26 13:47:50:019
230.3,64.703,1039515,2019-03-26 13:47:50:520
230,66.175,1040015,2019-03-26 13:47:51:020
230.3,65.289,1040514,2019-03-26 13:47:51:519
230.4,64.168,1041014,2019-03-26 13:47:52:019
230,64.993,1041515,2019-03-26 13:47:52:520
230,65.991,1042015,2019-03-26 13:47:53:020
230.1,65.757,1042515,2019-03-26 13:47:53:520
230.1,65.824,1043014,2019-03-26 13:47:54:019
230.2,65.229,1043514,2019-03-26 13:47:54:519
230,66.114,1044015,2019-03-26 13:47:55:020
230.6,65.317,1044516,2019-03-26 13:47:55:521
230,65.744,1045014,2019-03-26 13:47:56:019
230,65.736,1045514,2019-03-26 13:47:56:519
230.2,65.424,1046015,2019-03-26 13:47:57:020
230.2,65.446,1046515,2019-03-26 13:47:57:520
230,66.005,1047015,2019-03-26 13:47:58:020
230.2,66.058,1047514,2019-03-26 13:47:58:519
230.2,66.016,1048014,2019-03-26 13:47:59:019
230,66.334,1048514,2019-03-26 13:47:59:519
230.3,65.752,1049015,2019-03-26 13:48:00:020
229.7,66.266,1049515,2019-03-26 13:48:00:520
230,65.901,1050015,2019-03-26 13:48:01:020
230,65.376,1050515,2019-03-26 13:48:01:520
229.7,65.276,1051015,2019-03-26 13:48:02:020
230,65.687,1051514,2019-03-26 13:48:02:519
230,65.232,1052014,2019-03-26 13:48:03:019
230.1,65.101,1052515,2019-03-26 13:48:03:520
229.7,66.513,1053014,2019-03-26 13:48:04:019
230.1,66.488,1053515,2019-03-26 13:48:04:520
230,66.846,1054015,2019-03-26 13:48:05:020
230,66.75,1054514,2019-03-26 13:48:05:519
230.1,65.761,1055015,2019-03-26 13:48:06:020
230,66.08,1055514,2019-03-26 13:48:06:519
229.7,65.563,1056015,2019-03-26 13:48:07:020
230,65.289,1056514,2019-03-26 13:48:07:519
230,65.812,1057015,2019-03-26 13:48:08:020
230,65.104,1057514,2019-03-26 13:48:08:519
230.1,63.99,1058014,2019-03-26 13:48:09:019
230.1,64.114,1058515,2019-03-26 13:48:09:520
230,65.106,1059015,2019-03-26 13:48:10:020
229.3,64.479,1059514,2019-03-26 13:48:10:519
229.7,65.366,1060014,2019-03-26 13:48:11:019
230,65.245,1060515,2019-03-26 13:48:11:520
230,64.421,1061015,2019-03-26 13:48:12:020
230,66.654,1061514,2019-03-26 13:48:12:519
230,65.752,1062015,2019-03-26 13:48:13:020
230.6,64.22,1062514,2019-03-26 13:48:13:519
230.1,64.978,1063014,2019-03-26 13:48:14:019
230.3,65.585,1063515,2019-03-26 13:48:14:520
229.7,65.84,1064015,2019-03-26 13:48:15:020
229.4,65.697,1064514,2019-03-26 13:48:15:519
229.7,66.298,1065015,2019-03-26 13:48:16:020
229.5,66.626,1065515,2019-03-26 13:48:16:520
229.4,66.707,1066014,2019-03-26 13:48:17:019
229.5,66.014,1066515,2019-03-26 13:48:17:520
229.9,67.333,1067014,2019-03-26 13:48:18:019
229.5,66.439,1067514,2019-03-26 13:48:18:519
229.7,65.434,1068014,2019-03-26 13:48:19:019
229.1,64.905,1068515,2019-03-26 13:48:19:520
229.7,64.666,1069014,2019-03-26 13:48:20:019
229.5,65.129,1069514,2019-03-26 13:48:20:519
229.1,65.737,1070015,2019-03-26 13:48:21:020
229.5,66.237,1070515,2019-03-26 13:48:21:520
229.1,65.894,1071014,2019-03-26 13:48:22:019
229.4,65.648,1071514,2019-03-26 13:48:22:519
230,65.031,1072015,2019-03-26 13:48:23:020
230.1,65.211,1072514,2019-03-26 13:48:23:519
229.7,65.675,1073015,2019-03-26 13:48:24:020
229.7,66.73,1073514,2019-03-26 13:48:24:519
230,65.681,1074015,2019-03-26 13:48:25:020
229.7,65.975,1074515,2019-03-26 13:48:25:520
229.7,65.754,1075014,2019-03-26 13:48:26:019
229.8,64.241,1075515,2019-03-26 13:48:26:520
229.8,64.868,1076015,2019-03-26 13:48:27:020
229.6,65.583,1076515,2019-03-26 13:48:27:520
229.4,64.36,1077014,2019-03-26 13:48:28:019
229.6,64.944,1077515,2019-03-26 13:48:28:520
229.7,65.219,1078014,2019-03-26 13:48:29:019
230.3,65.646,1078515,2019-03-26 13:48:29:520
230.3,65.523,1079014,2019-03-26 13:48:30:019
230.1,65.725,1079514,2019-03-26 13:48:30:519
230.3,65.889,1080014,2019-03-26 13:48:31:019
230.4,65.643,1080514,2019-03-26 13:48:31:519
230.3,65.509,1081014,2019-03-26 13:48:32:019
230.3,66.238,1081515,2019-03-26 13:48:32:520
229.2,65.944,1082014,2019-03-26 13:48:33:019
230.1,66.609,1082514,2019-03-26 13:48:33:519
230,67.011,1083015,2019-03-26 13:48:34:020
230.6,66.733,1083515,2019-03-26 13:48:34:520
230.6,66.246,1084014,2019-03-26 13:48:35:019
230.5,66.848,1084514,2019-03-26 13:48:35:519
230.2,66.75,1085015,2019-03-26 13:48:36:020
231,65.559,1085515,2019-03-26 13:48:36:520
230.9,64.984,1086015,2019-03-26 13:48:37:020
230.7,66.411,1086514,2019-03-26 13:48:37:519
230.7,66.4,1087014,2019-03-26 13:48:38:019
230,65.728,1087515,2019-03-26 13:48:38:520
230.3,65.571,1088014,2019-03-26 13:48:39:019
230.7,65.357,1088514,2019-03-26 13:48:39:519
230,66.699,1089015,2019-03-26 13:48:40:020
230.7,65.702,1089514,2019-03-26 13:48:40:519
230.3,66.144,1090015,2019-03-26 13:48:41:020
230.3,67.305,1090515,2019-03-26 13:48:41:520
230.3,66.469,1091015,2019-03-26 13:48:42:020
230.3,66.091,1091515,2019-03-26 13:48:42:520
230.1,66.05,1092015,2019-03-26 13:48:43:020
230.6,66.296,1092514,2019-03-26 13:48:43:519
230.1,66.38,1093015,2019-03-26 13:48:44:020
230.3,67.061,1093514,2019-03-26 13:48:44:519
230.3,66.246,1094014,2019-03-26 13:48:45:019
230.3,66.058,1094514,2019-03-26 13:48:45:519
230.3,66.514,1095015,2019-03-26 13:48:46:020
230.3,66.801,1095514,2019-03-26 13:48:46:519
230.3,66.961,1096014,2019-03-26 13:48:47:019
230,66.511,1096515,2019-03-26 13:48:47:520
230.6,66.355,1097014,2019-03-26 13:48:48:019
230.3,65.858,1097514,2019-03-26 13:48:48:519
230.7,66.195,1098014,2019-03-26 13:48:49:019
230.3,65.646,1098514,2019-03-26 13:48:49:519
230.4,65.431,1099014,2019-03-26 13:48:50:019
230.3,66.723,1099514,2019-03-26 13:48:50:519
230.3,66.835,1100015,2019-03-26 13:48:51:020
230.3,67.149,1100514,2019-03-26 13:48:51:519
230.3,66.338,1101014,2019-03-26 13:48:52:019
230.7,65.938,1101515,2019-03-26 13:48:52:520
230.6,66.399,1102014,2019-03-26 13:48:53:019
230.3,66.645,1102515,2019-03-26 13:48:53:520
230.3,66.581,1103014,2019-03-26 13:48:54:019
230.3,66.834,1103515,2019-03-26 13:48:54:520
230.3,67.567,1104014,2019-03-26 13:48:55:019
230.3,67.236,1104514,2019-03-26 13:48:55:519
230.1,67.319,1105015,2019-03-26 13:48:56:020
230.1,67.565,1105514,2019-03-26 13:48:56:519
230.3,66.553,1106015,2019-03-26 13:48:57:020
230.3,67.086,1106514,2019-03-26 13:48:57:519
230.3,67.555,1107015,2019-03-26 13:48:58:020
230,67.192,1107514,2019-03-26 13:48:58:519
230.3,66.989,1108014,2019-03-26 13:48:59:019
230.3,67.402,1108515,2019-03-26 13:48:59:520
230.3,67.113,1109014,2019-03-26 13:49:00:019
230.3,66.956,1109514,2019-03-26 13:49:00:519
230.3,66.827,1110015,2019-03-26 13:49:01:020
230.3,65.863,1110514,2019-03-26 13:49:01:519
230.3,66.391,1111014,2019-03-26 13:49:02:019
230.6,66.559,1111515,2019-03-26 13:49:02:520
230.7,66.315,1112014,2019-03-26 13:49:03:019
230.6,66.342,1112514,2019-03-26 13:49:03:519
230.3,66.766,1113015,2019-03-26 13:49:04:020
230,66.339,1113514,2019-03-26 13:49:04:519
230.3,66.372,1114014,2019-03-26 13:49:05:019
230.3,65.979,1114515,2019-03-26 13:49:05:520
230.3,66.134,1115015,2019-03-26 13:49:06:020
230.3,65.833,1115514,2019-03-26 13:49:06:519
230.3,65.674,1116014,2019-03-26 13:49:07:019
229.6,65.965,1116515,2019-03-26 13:49:07:520
229.4,66.506,1117014,2019-03-26 13:49:08:019
230,66.608,1117515,2019-03-26 13:49:08:520
229.4,66.122,1118014,2019-03-26 13:49:09:019
229.4,66.802,1118514,2019-03-26 13:49:09:519
229.4,66.182,1119014,2019-03-26 13:49:10:019
230,65.87,1119514,2019-03-26 13:49:10:519
229.8,65.722,1120015,2019-03-26 13:49:11:020
229.7,66.462,1120514,2019-03-26 13:49:11:519
229.5,66.642,1121014,2019-03-26 13:49:12:019
229.7,66.353,1121514,2019-03-26 13:49:12:519
229.7,65.852,1122014,2019-03-26 13:49:13:019
229.7,65.28,1122514,2019-03-26 13:49:13:519
229.4,66.021,1123014,2019-03-26 13:49:14:019
229.7,65.783,1123515,2019-03-26 13:49:14:520
230.2,66.072,1124014,2019-03-26 13:49:15:019
229.7,65.866,1124515,2019-03-26 13:49:15:520
229.7,66.418,1125014,2019-03-26 13:49:16:019
229.7,65.219,1125515,2019-03-26 13:49:16:520
230.1,66.256,1126014,2019-03-26 13:49:17:019
229.7,65.962,1126514,2019-03-26 13:49:17:519
229.7,66.167,1127015,2019-03-26 13:49:18:020
229.7,64.988,1127514,2019-03-26 13:49:18:519
229.7,65.707,1128014,2019-03-26 13:49:19:019
229.5,66.092,1128515,2019-03-26 13:49:19:520
229.5,66.363,1129014,2019-03-26 13:49:20:019
229.5,66.119,1129514,2019-03-26 13:49:20:519
229.5,66.316,1130014,2019-03-26 13:49:21:019
229.7,66.1,1130515,2019-03-26 13:49:21:520
229.5,65.813,1131015,2019-03-26 13:49:22:020
229.1,65.647,1131514,2019-03-26 13:49:22:519
230.1,65.901,1132014,2019-03-26 13:49:23:019
230.1,65.769,1132514,2019-03-26 13:49:23:519
230.3,65.236,1133015,2019-03-26 13:49:24:020
230.3,66.064,1133515,2019-03-26 13:49:24:520
230.1,66.388,1134014,2019-03-26 13:49:25:019
230.1,66.623,1134515,2019-03-26 13:49:25:520
230.1,66.674,1135015,2019-03-26 13:49:26:020
230.3,66.549,1135514,2019-03-26 13:49:26:519
230.3,65.93,1136014,2019-03-26 13:49:27:019
230.1,66.436,1136515,2019-03-26 13:49:27:520
230.3,66.711,1137014,2019-03-26 13:49:28:019
230.1,66.637,1137515,2019-03-26 13:49:28:520
229.8,66.142,1138014,2019-03-26 13:49:29:019
230,66.353,1138514,2019-03-26 13:49:29:519
230.1,66.665,1139014,2019-03-26 13:49:30:019
230.1,67.047,1139515,2019-03-26 13:49:30:520
229.8,66.196,1140014,2019-03-26 13:49:31:019
229.1,67.326,1140514,2019-03-26 13:49:31:519
229.5,66.448,1141014,2019-03-26 13:49:32:019
229.5,66.637,1141514,2019-03-26 13:49:32:519
229.5,66.663,1142014,2019-03-26 13:49:33:019
229.5,65.379,1142514,2019-03-26 13:49:33:519
229.5,65.979,1143014,2019-03-26 13:49:34:019
229.5,65.757,1143514,2019-03-26 13:49:34:519
229.5,66.508,1144015,2019-03-26 13:49:35:020
229.2,66.294,1144514,2019-03-26 13:49:35:519
229.5,64.256,1145014,2019-03-26 13:49:36:019
229.5,64.914,1145515,2019-03-26 13:49:36:520
229.7,64.865,1146014,2019-03-26 13:49:37:019
229.5,65.906,1146514,2019-03-26 13:49:37:519
229.5,66.138,1147014,2019-03-26 13:49:38:019
229.7,66.352,1147514,2019-03-26 13:49:38:519
229.5,66.276,1148015,2019-03-26 13:49:39:020
229.2,67.056,1148514,2019-03-26 13:49:39:519
229.5,65.737,1149015,2019-03-26 13:49:40:020
229.5,65.402,1149514,2019-03-26 13:49:40:519
229.5,65.659,1150014,2019-03-26 13:49:41:019
229.5,66.803,1150514,2019-03-26 13:49:41:519
229.5,67.188,1151014,2019-03-26 13:49:42:019
229.5,66.888,1151514,2019-03-26 13:49:42:519
229.5,66.329,1152014,2019-03-26 13:49:43:019
229.5,67.27,1152515,2019-03-26 13:49:43:520
229.8,67.662,1153015,2019-03-26 13:49:44:020
229.8,67.055,1153514,2019-03-26 13:49:44:519
229.8,67.226,1154014,2019-03-26 13:49:45:019
230,66.961,1154514,2019-03-26 13:49:45:519
230,66.605,1155014,2019-03-26 13:49:46:019
229.7,66.044,1155514,2019-03-26 13:49:46:519
229.8,65.453,1156014,2019-03-26 13:49:47:019
229.7,65.376,1156515,2019-03-26 13:49:47:520
230,65.825,1157014,2019-03-26 13:49:48:019
229.8,65.439,1157516,2019-03-26 13:49:48:521
229.7,65.752,1158015,2019-03-26 13:49:49:020
229.7,65.507,1158515,2019-03-26 13:49:49:520
229.5,65.587,1159015,2019-03-26 13:49:50:020
229.7,66.671,1159514,2019-03-26 13:49:50:519
230.1,65.624,1160015,2019-03-26 13:49:51:020
229.7,65.143,1160515,2019-03-26 13:49:51:520
229.7,65.371,1161014,2019-03-26 13:49:52:019
229.7,65.5,1161515,2019-03-26 13:49:52:520
229.7,64.377,1162015,2019-03-26 13:49:53:020
229.7,65.737,1162514,2019-03-26 13:49:53:519
229.4,66.069,1163015,2019-03-26 13:49:54:020
229.5,65.724,1163514,2019-03-26 13:49:54:519
229.5,65.465,1164014,2019-03-26 13:49:55:019
229.6,66.231,1164514,2019-03-26 13:49:55:519
229.8,66.73,1165014,2019-03-26 13:49:56:019
229.7,66.366,1165514,2019-03-26 13:49:56:519
230.2,65.697,1166014,2019-03-26 13:49:57:019
229.4,66.09,1166514,2019-03-26 13:49:57:519
230.4,66.191,1167015,2019-03-26 13:49:58:020
230.1,65.714,1167515,2019-03-26 13:49:58:520
229.7,65.499,1168014,2019-03-26 13:49:59:019
229.5,64.26,1168515,2019-03-26 13:49:59:520
229.5,64.183,1169015,2019-03-26 13:50:00:020
229.8,65.098,1169514,2019-03-26 13:50:00:519
229.7,64.828,1170016,2019-03-26 13:50:01:021
229.5,65.428,1170514,2019-03-26 13:50:01:519
229.5,64.867,1171014,2019-03-26 13:50:02:019
229.5,65.697,1171514,2019-03-26 13:50:02:519
229.7,66.402,1172014,2019-03-26 13:50:03:019
229.5,66.769,1172514,2019-03-26 13:50:03:519
229.7,65.435,1173014,2019-03-26 13:50:04:019
229.5,64.901,1173514,2019-03-26 13:50:04:519
229.7,65.943,1174015,2019-03-26 13:50:05:020
229.5,65.752,1174514,2019-03-26 13:50:05:519
229.5,65.283,1175015,2019-03-26 13:50:06:020
229.5,64.043,1175515,2019-03-26 13:50:06:520
229.5,64.993,1176014,2019-03-26 13:50:07:019
229.7,65.533,1176514,2019-03-26 13:50:07:519
229.5,64.173,1177017,2019-03-26 13:50:08:022
229.5,62.861,1177514,2019-03-26 13:50:08:519
229.5,63.459,1178015,2019-03-26 13:50:09:020
229.7,64.631,1178515,2019-03-26 13:50:09:520
229.5,64.318,1179014,2019-03-26 13:50:10:019
229.7,63.869,1179515,2019-03-26 13:50:10:520
229.5,64.392,1180014,2019-03-26 13:50:11:019
229.7,64.711,1180514,2019-03-26 13:50:11:519
229.7,65.74,1181015,2019-03-26 13:50:12:020
229.7,64.865,1181514,2019-03-26 13:50:12:519
230.1,64.237,1182014,2019-03-26 13:50:13:019
230.1,64.62,1182514,2019-03-26 13:50:13:519
230.4,66.173,1183015,2019-03-26 13:50:14:020
230.1,65.805,1183514,2019-03-26 13:50:14:519
230.1,64.762,1184014,2019-03-26 13:50:15:019
230.3,65.093,1184515,2019-03-26 13:50:15:520
230.3,65.359,1185015,2019-03-26 13:50:16:020
230.3,65.042,1185514,2019-03-26 13:50:16:519
230.7,65.855,1186014,2019-03-26 13:50:17:019
230.3,65.77,1186514,2019-03-26 13:50:17:519
230.1,64.922,1187017,2019-03-26 13:50:18:022
230.3,64.843,1187515,2019-03-26 13:50:18:520
230.3,66.195,1188014,2019-03-26 13:50:19:019
230.7,66.444,1188514,2019-03-26 13:50:19:519
230.1,65.62,1189014,2019-03-26 13:50:20:019
230.3,64.164,1189514,2019-03-26 13:50:20:519
230.3,64.956,1190014,2019-03-26 13:50:21:019
230.4,65.226,1190515,2019-03-26 13:50:21:520
230.1,65.696,1191015,2019-03-26 13:50:22:020
230.3,66.031,1191514,2019-03-26 13:50:22:519
230.7,66.264,1192014,2019-03-26 13:50:23:019
230.1,66.424,1192514,2019-03-26 13:50:23:519
230.3,66.661,1193014,2019-03-26 13:50:24:019
230.3,65.594,1193514,2019-03-26 13:50:24:519
230.1,64.151,1194014,2019-03-26 13:50:25:019
230.3,65.72,1194514,2019-03-26 13:50:25:519
230.1,66.016,1195014,2019-03-26 13:50:26:019
230.3,66.199,1195514,2019-03-26 13:50:26:519
230.3,64.506,1196014,2019-03-26 13:50:27:019
230.1,64.552,1196514,2019-03-26 13:50:27:519
230.3,64.638,1197014,2019-03-26 13:50:28:019
230.3,65.457,1197514,2019-03-26 13:50:28:519
230.1,65.809,1198014,2019-03-26 13:50:29:019
230.3,66.003,1198514,2019-03-26 13:50:29:519
230.3,65.816,1199015,2019-03-26 13:50:30:020
230.3,65.386,1199514,2019-03-26 13:50:30:519
230.3,66.31,1200015,2019-03-26 13:50:31:020
230.1,66.469,1200514,2019-03-26 13:50:31:519
230.1,65.386,1201014,2019-03-26 13:50:32:019
230.1,65.638,1201514,2019-03-26 13:50:32:519
230.1,66.095,1202014,2019-03-26 13:50:33:019
230.1,66.776,1202515,2019-03-26 13:50:33:520
230.1,66.636,1203014,2019-03-26 13:50:34:019
230.1,66.051,1203515,2019-03-26 13:50:34:520
230.1,66.129,1204014,2019-03-26 13:50:35:019
230.1,66.408,1204515,2019-03-26 13:50:35:520
229.8,66.121,1205015,2019-03-26 13:50:36:020
230.1,65.691,1205514,2019-03-26 13:50:36:519
229.5,65.598,1206014,2019-03-26 13:50:37:019
229.5,65.934,1206515,2019-03-26 13:50:37:520
229.7,65.337,1207015,2019-03-26 13:50:38:020
229.5,64.991,1207515,2019-03-26 13:50:38:520
230.1,65.166,1208014,2019-03-26 13:50:39:019
230,65.782,1208514,2019-03-26 13:50:39:519
229.4,65.729,1209014,2019-03-26 13:50:40:019
229.5,66.31,1209514,2019-03-26 13:50:40:519
229.1,65.32,1210014,2019-03-26 13:50:41:019
229.8,65.471,1210514,2019-03-26 13:50:41:519
230.4,65.681,1211014,2019-03-26 13:50:42:019
230.1,65.508,1211515,2019-03-26 13:50:42:520
230.1,63.668,1212015,2019-03-26 13:50:43:020
230.7,63.516,1212516,2019-03-26 13:50:43:521
231,65.956,1213015,2019-03-26 13:50:44:020
230.7,65.754,1213514,2019-03-26 13:50:44:519
230.3,65.44,1214014,2019-03-26 13:50:45:019
230.3,65.403,1214515,2019-03-26 13:50:45:520
230.1,64.725,1215014,2019-03-26 13:50:46:019
230.3,64.931,1215515,2019-03-26 13:50:46:520
230.3,65.951,1216015,2019-03-26 13:50:47:020
230.6,66.028,1216515,2019-03-26 13:50:47:520
230.3,66.41,1217015,2019-03-26 13:50:48:020
230.3,64.116,1217514,2019-03-26 13:50:48:519
230.3,64.67,1218014,2019-03-26 13:50:49:019
230.3,65.385,1218515,2019-03-26 13:50:49:520
230.3,65.606,1219015,2019-03-26 13:50:50:020
230.1,65.201,1219515,2019-03-26 13:50:50:520
230.1,66.002,1220015,2019-03-26 13:50:51:020
230.3,66.977,1220515,2019-03-26 13:50:51:520
230.1,66.587,1221015,2019-03-26 13:50:52:020
230.3,66.16,1221514,2019-03-26 13:50:52:519
230.6,65.655,1222014,2019-03-26 13:50:53:019
230.3,65.307,1222515,2019-03-26 13:50:53:520
230.3,66.099,1223016,2019-03-26 13:50:54:021
230.1,65.987,1223515,2019-03-26 13:50:54:520
230.3,64.582,1224015,2019-03-26 13:50:55:020
230.3,64.972,1224514,2019-03-26 13:50:55:519
230.3,65.57,1225014,2019-03-26 13:50:56:019
230,65.468,1225514,2019-03-26 13:50:56:519
230.7,65.575,1226014,2019-03-26 13:50:57:019
230.1,65.132,1226514,2019-03-26 13:50:57:519
230.3,66.215,1227014,2019-03-26 13:50:58:019
230.3,66.332,1227514,2019-03-26 13:50:58:519
230.3,66.092,1228014,2019-03-26 13:50:59:019
230.3,66.507,1228515,2019-03-26 13:50:59:520
230.4,66.098,1229014,2019-03-26 13:51:00:019
230,65.798,1229514,2019-03-26 13:51:00:519
230.1,65.446,1230014,2019-03-26 13:51:01:019
230.1,65.884,1230514,2019-03-26 13:51:01:519
230.5,65.816,1231014,2019-03-26 13:51:02:019
230.3,64.938,1231515,2019-03-26 13:51:02:520
230.1,65.025,1232014,2019-03-26 13:51:03:019
230.3,66.043,1232515,2019-03-26 13:51:03:520
230.1,65.814,1233015,2019-03-26 13:51:04:020
230.3,63.976,1233514,2019-03-26 13:51:04:519
230.7,64.222,1234015,2019-03-26 13:51:05:020
230.1,65.565,1234515,2019-03-26 13:51:05:520
230.1,64.895,1235015,2019-03-26 13:51:06:020
230.1,64.454,1235515,2019-03-26 13:51:06:520
230.1,65.508,1236014,2019-03-26 13:51:07:019
230.1,64.543,1236515,2019-03-26 13:51:07:520
230.3,64.534,1237015,2019-03-26 13:51:08:020
230.1,64.073,1237514,2019-03-26 13:51:08:519
230.4,62.722,1238014,2019-03-26 13:51:09:019
230.1,64.752,1238515,2019-03-26 13:51:09:520
230.1,65.853,1239014,2019-03-26 13:51:10:019
230.1,66.335,1239514,2019-03-26 13:51:10:519
230.1,66.236,1240014,2019-03-26 13:51:11:019
230.1,65.938,1240514,2019-03-26 13:51:11:519
230.4,65.793,1241014,2019-03-26 13:51:12:019
230.1,66.06,1241515,2019-03-26 13:51:12:520
230.3,65.531,1242015,2019-03-26 13:51:13:020
230.3,66.556,1242514,2019-03-26 13:51:13:519
230.3,66.563,1243015,2019-03-26 13:51:14:020
230.1,66.7,1243515,2019-03-26 13:51:14:520
230.4,66.251,1244014,2019-03-26 13:51:15:019
230.7,66.663,1244515,2019-03-26 13:51:15:520
230,66.135,1245014,2019-03-26 13:51:16:019
230.1,65.664,1245514,2019-03-26 13:51:16:519
230,65.599,1246014,2019-03-26 13:51:17:019
230.1,65.399,1246514,2019-03-26 13:51:17:519
230.4,64.861,1247015,2019-03-26 13:51:18:020
230.1,65.154,1247515,2019-03-26 13:51:18:520
230.1,65.513,1248015,2019-03-26 13:51:19:020
230.1,66.449,1248514,2019-03-26 13:51:19:519
230.1,65.611,1249014,2019-03-26 13:51:20:019
229.9,65.844,1249514,2019-03-26 13:51:20:519
230.3,65.308,1250015,2019-03-26 13:51:21:020
230.1,66.065,1250514,2019-03-26 13:51:21:519
230.3,65.661,1251014,2019-03-26 13:51:22:019
230.6,65.18,1251514,2019-03-26 13:51:22:519
230.3,66.035,1252015,2019-03-26 13:51:23:020
230.1,66.039,1252514,2019-03-26 13:51:23:519
230.3,65.778,1253014,2019-03-26 13:51:24:019
230.7,66.087,1253514,2019-03-26 13:51:24:519
230.3,65.48,1254014,2019-03-26 13:51:25:019
230.3,66.381,1254514,2019-03-26 13:51:25:519
230.3,66.127,1255014,2019-03-26 13:51:26:019
230.3,66.628,1255515,2019-03-26 13:51:26:520
230.1,66.319,1256015,2019-03-26 13:51:27:020
230.1,65.742,1256514,2019-03-26 13:51:27:519
230.1,66.038,1257014,2019-03-26 13:51:28:019
230.1,65.491,1257515,2019-03-26 13:51:28:520
230.3,65.05,1258014,2019-03-26 13:51:29:019
230.3,65.19,1258514,2019-03-26 13:51:29:519
230.4,65.572,1259014,2019-03-26 13:51:30:019
230.3,66.487,1259514,2019-03-26 13:51:30:519
230.3,66.777,1260014,2019-03-26 13:51:31:019
230.1,65.81,1260515,2019-03-26 13:51:31:520
230.1,65.875,1261015,2019-03-26 13:51:32:020
230.1,66.572,1261515,2019-03-26 13:51:32:520
230.3,65.716,1262014,2019-03-26 13:51:33:019
230.3,66.189,1262515,2019-03-26 13:51:33:520
230.7,66.185,1263015,2019-03-26 13:51:34:020
230.4,66.142,1263514,2019-03-26 13:51:34:519
230.4,65.843,1264014,2019-03-26 13:51:35:019
230.1,65.744,1264514,2019-03-26 13:51:35:519
229.8,64.772,1265014,2019-03-26 13:51:36:019
230.1,65.622,1265515,2019-03-26 13:51:36:520
230.4,66.075,1266014,2019-03-26 13:51:37:019
230.4,66.048,1266514,2019-03-26 13:51:37:519
230.1,66.859,1267014,2019-03-26 13:51:38:019
230.1,66.529,1267515,2019-03-26 13:51:38:520
230.4,66.353,1268014,2019-03-26 13:51:39:019
230.4,66.47,1268514,2019-03-26 13:51:39:519
230.1,66.33,1269015,2019-03-26 13:51:40:020
230.1,65.566,1269514,2019-03-26 13:51:40:519
230.2,65.266,1270014,2019-03-26 13:51:41:019
227,64.961,1270515,2019-03-26 13:51:41:520
230.2,64.998,1271015,2019-03-26 13:51:42:020
230.2,65.413,1271514,2019-03-26 13:51:42:519
229.8,65.747,1272014,2019-03-26 13:51:43:019
230.2,66.133,1272515,2019-03-26 13:51:43:520
230.4,66.059,1273014,2019-03-26 13:51:44:019
229.8,65.829,1273515,2019-03-26 13:51:44:520
230.1,65.432,1274015,2019-03-26 13:51:45:020
229.8,65.165,1274515,2019-03-26 13:51:45:520
230.2,64.393,1275014,2019-03-26 13:51:46:019
230.1,64.07,1275514,2019-03-26 13:51:46:519
229.8,64.761,1276014,2019-03-26 13:51:47:019
230.4,64.842,1276515,2019-03-26 13:51:47:520
230.2,65.072,1277015,2019-03-26 13:51:48:020
230.1,65.808,1277514,2019-03-26 13:51:48:519
230.1,65.805,1278014,2019-03-26 13:51:49:019
230.2,65.213,1278515,2019-03-26 13:51:49:520
229.9,65.225,1279015,2019-03-26 13:51:50:020
229.5,66.285,1279515,2019-03-26 13:51:50:520
229.9,66.145,1280014,2019-03-26 13:51:51:019
229.7,65.739,1280514,2019-03-26 13:51:51:519
229.7,65.01,1281015,2019-03-26 13:51:52:020
230,65.148,1281514,2019-03-26 13:51:52:519
230.2,64.726,1282015,2019-03-26 13:51:53:020
230.1,64.668,1282514,2019-03-26 13:51:53:519
229.5,64.98,1283014,2019-03-26 13:51:54:019
230.2,64.819,1283514,2019-03-26 13:51:54:519
229.9,65.294,1284014,2019-03-26 13:51:55:019
229.7,65.55,1284514,2019-03-26 13:51:55:519
229.9,66.112,1285014,2019-03-26 13:51:56:019
229.9,65.623,1285515,2019-03-26 13:51:56:520
229.7,65.57,1286015,2019-03-26 13:51:57:020
229.9,65.452,1286515,2019-03-26 13:51:57:520
230.1,65.79,1287014,2019-03-26 13:51:58:019
230.1,65.443,1287514,2019-03-26 13:51:58:519
230.4,65.973,1288014,2019-03-26 13:51:59:019
230.2,65.639,1288514,2019-03-26 13:51:59:519
230.4,65.057,1289015,2019-03-26 13:52:00:020
230.4,66.262,1289515,2019-03-26 13:52:00:520
230.1,66.651,1290014,2019-03-26 13:52:01:019
229.5,67.113,1290514,2019-03-26 13:52:01:519
230.4,66.108,1291015,2019-03-26 13:52:02:020
230.2,65.508,1291515,2019-03-26 13:52:02:520
230.4,64.62,1292014,2019-03-26 13:52:03:019
230.1,65.182,1292515,2019-03-26 13:52:03:520
