sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
234.0;54.074;753526;2019-04-02 13:47:00:777
234.0;53.925;754025;2019-04-02 13:47:01:276
234.0;51.452;754524;2019-04-02 13:47:01:775
234.0;52.107;755026;2019-04-02 13:47:02:277
234.0;49.158;755525;2019-04-02 13:47:02:776
234.0;43.918;756025;2019-04-02 13:47:03:276
234.0;31.158;756525;2019-04-02 13:47:03:776
234.0;36.176;757025;2019-04-02 13:47:04:276
234.0;33.119;757525;2019-04-02 13:47:04:776
234.0;33.306;758024;2019-04-02 13:47:05:275
234.0;34.73;758525;2019-04-02 13:47:05:776
234.0;35.924;759025;2019-04-02 13:47:06:276
234.0;33.509;759526;2019-04-02 13:47:06:777
234.0;49.193;760025;2019-04-02 13:47:07:276
234.0;56.105;760526;2019-04-02 13:47:07:777
234.0;39.307;761025;2019-04-02 13:47:08:276
234.0;31.901;761526;2019-04-02 13:47:08:777
234.0;32.31;762025;2019-04-02 13:47:09:276
234.0;40.152;762525;2019-04-02 13:47:09:776
234.0;41.371;763025;2019-04-02 13:47:10:276
234.0;43.917;763525;2019-04-02 13:47:10:776
234.0;49.279;764025;2019-04-02 13:47:11:276
234.0;52.206;764525;2019-04-02 13:47:11:776
234.0;46.883;765024;2019-04-02 13:47:12:275
234.0;50.475;765526;2019-04-02 13:47:12:777
234.0;50.838;766026;2019-04-02 13:47:13:277
234.0;45.283;766526;2019-04-02 13:47:13:777
234.0;43.252;767025;2019-04-02 13:47:14:276
234.0;49.334;767525;2019-04-02 13:47:14:776
234.0;53.862;768025;2019-04-02 13:47:15:276
234.0;53.226;768525;2019-04-02 13:47:15:776
234.0;49.677;769025;2019-04-02 13:47:16:276
234.0;50.843;769524;2019-04-02 13:47:16:775
234.0;49.82;770026;2019-04-02 13:47:17:277
234.0;44.908;770525;2019-04-02 13:47:17:776
234.0;44.276;771025;2019-04-02 13:47:18:276
234.0;44.097;771526;2019-04-02 13:47:18:777
234.0;51.866;772025;2019-04-02 13:47:19:276
234.0;58.858;772526;2019-04-02 13:47:19:777
234.0;57.368;773025;2019-04-02 13:47:20:276
234.0;42.379;773526;2019-04-02 13:47:20:777
234.0;60.655;774025;2019-04-02 13:47:21:276
234.0;58.813;774525;2019-04-02 13:47:21:776
234.0;54.347;775025;2019-04-02 13:47:22:276
234.0;49.619;775525;2019-04-02 13:47:22:776
234.0;50.564;776027;2019-04-02 13:47:23:278
234.0;53.067;776525;2019-04-02 13:47:23:776
234.0;45.027;777025;2019-04-02 13:47:24:276
234.0;54.451;777525;2019-04-02 13:47:24:776
234.0;52.303;778025;2019-04-02 13:47:25:276
234.0;41.432;778526;2019-04-02 13:47:25:777
234.0;31.624;779025;2019-04-02 13:47:26:276
234.0;45.296;779525;2019-04-02 13:47:26:776
234.0;57.967;780025;2019-04-02 13:47:27:276
234.0;52.723;780525;2019-04-02 13:47:27:776
234.0;50.99;781025;2019-04-02 13:47:28:276
234.0;54.663;781526;2019-04-02 13:47:28:777
234.0;54.141;782025;2019-04-02 13:47:29:276
234.0;55.222;782525;2019-04-02 13:47:29:776
234.0;51.711;783025;2019-04-02 13:47:30:276
234.0;52.651;783525;2019-04-02 13:47:30:776
234.0;46.454;784025;2019-04-02 13:47:31:276
234.0;46.703;784525;2019-04-02 13:47:31:776
234.0;34.158;785031;2019-04-02 13:47:32:282
234.0;33.618;785525;2019-04-02 13:47:32:776
234.0;56.755;786026;2019-04-02 13:47:33:277
234.0;52.968;786528;2019-04-02 13:47:33:779
234.0;33.464;787025;2019-04-02 13:47:34:276
234.0;48.981;787526;2019-04-02 13:47:34:777
234.0;36.895;788026;2019-04-02 13:47:35:277
234.0;30.262;788525;2019-04-02 13:47:35:776
234.0;56.767;789026;2019-04-02 13:47:36:277
234.0;55.749;789526;2019-04-02 13:47:36:777
234.0;49.042;790025;2019-04-02 13:47:37:276
234.0;51.349;790526;2019-04-02 13:47:37:777
234.0;41.373;791025;2019-04-02 13:47:38:276
234.0;49.021;791525;2019-04-02 13:47:38:776
234.0;40.689;792025;2019-04-02 13:47:39:276
234.0;30.431;792525;2019-04-02 13:47:39:776
234.0;49.934;793027;2019-04-02 13:47:40:278
234.0;56.878;793526;2019-04-02 13:47:40:777
234.0;52.599;794026;2019-04-02 13:47:41:277
234.0;51.453;794525;2019-04-02 13:47:41:776
234.0;50.843;795025;2019-04-02 13:47:42:276
234.0;46.419;795526;2019-04-02 13:47:42:777
234.0;52.508;796025;2019-04-02 13:47:43:276
234.0;53.597;796526;2019-04-02 13:47:43:777
234.0;50.645;797026;2019-04-02 13:47:44:277
234.0;53.447;797525;2019-04-02 13:47:44:776
234.0;45.536;798025;2019-04-02 13:47:45:276
234.0;45.676;798525;2019-04-02 13:47:45:776
234.0;53.351;799024;2019-04-02 13:47:46:275
234.0;49.899;799526;2019-04-02 13:47:46:777
234.0;37.2;800025;2019-04-02 13:47:47:276
234.0;33.91;800525;2019-04-02 13:47:47:776
234.0;54.64;801025;2019-04-02 13:47:48:276
234.0;51.12;801525;2019-04-02 13:47:48:776
234.0;55.4;802026;2019-04-02 13:47:49:277
234.0;49.891;802526;2019-04-02 13:47:49:777
234.0;50.814;803025;2019-04-02 13:47:50:276
234.0;48.108;803525;2019-04-02 13:47:50:776
234.0;36.345;804026;2019-04-02 13:47:51:277
234.0;49.028;804525;2019-04-02 13:47:51:776
234.0;55.721;805026;2019-04-02 13:47:52:277
234.0;56.472;805526;2019-04-02 13:47:52:777
234.0;58.15;806024;2019-04-02 13:47:53:275
234.0;54.191;806525;2019-04-02 13:47:53:776
234.0;51.659;807025;2019-04-02 13:47:54:276
234.0;52.098;807525;2019-04-02 13:47:54:776
234.0;56.086;808025;2019-04-02 13:47:55:276
234.0;54.507;808525;2019-04-02 13:47:55:776
234.0;54.829;809026;2019-04-02 13:47:56:277
234.0;53.727;809525;2019-04-02 13:47:56:776
234.0;31.732;810025;2019-04-02 13:47:57:276
234.0;33.699;810525;2019-04-02 13:47:57:776
234.0;51.91;811025;2019-04-02 13:47:58:276
234.0;58.603;811525;2019-04-02 13:47:58:776
234.0;46.001;812026;2019-04-02 13:47:59:277
234.0;34.129;812526;2019-04-02 13:47:59:777
229.0;53.029;813025;2019-04-02 13:48:00:276
234.0;50.996;813526;2019-04-02 13:48:00:777
234.0;50.986;814026;2019-04-02 13:48:01:277
234.0;53.413;814525;2019-04-02 13:48:01:776
234.0;50.448;815025;2019-04-02 13:48:02:276
234.0;51.197;815525;2019-04-02 13:48:02:776
234.0;37.761;816025;2019-04-02 13:48:03:276
234.0;52.814;816525;2019-04-02 13:48:03:776
234.0;57.209;817025;2019-04-02 13:48:04:276
234.0;50.395;817525;2019-04-02 13:48:04:776
234.0;45.194;818027;2019-04-02 13:48:05:278
234.0;42.065;818525;2019-04-02 13:48:05:776
234.0;52.245;819025;2019-04-02 13:48:06:276
234.0;52.599;819525;2019-04-02 13:48:06:776
234.0;54.704;820026;2019-04-02 13:48:07:277
234.0;53.742;820525;2019-04-02 13:48:07:776
234.0;57.42;821025;2019-04-02 13:48:08:276
234.0;52.538;821525;2019-04-02 13:48:08:776
234.0;36.414;822025;2019-04-02 13:48:09:276
234.0;42.9;822525;2019-04-02 13:48:09:776
234.0;34.725;823025;2019-04-02 13:48:10:276
234.0;57.223;823525;2019-04-02 13:48:10:776
234.0;55.853;824028;2019-04-02 13:48:11:279
234.0;58.409;824525;2019-04-02 13:48:11:776
234.0;53.058;825025;2019-04-02 13:48:12:276
234.0;51.181;825525;2019-04-02 13:48:12:776
234.0;52.64;826025;2019-04-02 13:48:13:276
234.0;45.142;826525;2019-04-02 13:48:13:776
234.0;34.965;827027;2019-04-02 13:48:14:278
234.0;48.798;827525;2019-04-02 13:48:14:776
234.0;59.978;828025;2019-04-02 13:48:15:276
234.0;53.223;828526;2019-04-02 13:48:15:777
234.0;60.329;829025;2019-04-02 13:48:16:276
234.0;59.113;829524;2019-04-02 13:48:16:775
234.0;41.568;830026;2019-04-02 13:48:17:277
234.0;52.036;830525;2019-04-02 13:48:17:776
234.0;56.159;831025;2019-04-02 13:48:18:276
234.0;59.54;831525;2019-04-02 13:48:18:776
234.0;54.831;832025;2019-04-02 13:48:19:276
234.0;52.505;832525;2019-04-02 13:48:19:776
234.0;56.529;833026;2019-04-02 13:48:20:277
234.0;54.406;833527;2019-04-02 13:48:20:778
234.0;52.265;834026;2019-04-02 13:48:21:277
234.0;51.587;834525;2019-04-02 13:48:21:776
234.0;40.77;835025;2019-04-02 13:48:22:276
234.0;55.545;835525;2019-04-02 13:48:22:776
234.0;55.584;836026;2019-04-02 13:48:23:277
234.0;34.339;836525;2019-04-02 13:48:23:776
234.0;51.765;837025;2019-04-02 13:48:24:276
234.0;53.36;837526;2019-04-02 13:48:24:777
234.0;57.278;838026;2019-04-02 13:48:25:277
234.0;53.02;838525;2019-04-02 13:48:25:776
234.0;32.87;839025;2019-04-02 13:48:26:276
234.0;34.859;839525;2019-04-02 13:48:26:776
234.0;56.585;840026;2019-04-02 13:48:27:277
234.0;56.231;840526;2019-04-02 13:48:27:777
234.0;38.465;841025;2019-04-02 13:48:28:276
234.0;33.942;841525;2019-04-02 13:48:28:776
234.0;55.027;842026;2019-04-02 13:48:29:277
234.0;46.134;842525;2019-04-02 13:48:29:776
234.0;60.258;843026;2019-04-02 13:48:30:277
234.0;59.732;843525;2019-04-02 13:48:30:776
234.0;53.962;844025;2019-04-02 13:48:31:276
234.0;38.38;844526;2019-04-02 13:48:31:777
234.0;51.803;845026;2019-04-02 13:48:32:277
234.0;48.227;845526;2019-04-02 13:48:32:777
234.0;50.64;846025;2019-04-02 13:48:33:276
234.0;31.953;846525;2019-04-02 13:48:33:776
234.0;47.148;847025;2019-04-02 13:48:34:276
234.0;51.695;847525;2019-04-02 13:48:34:776
234.0;52.816;848026;2019-04-02 13:48:35:277
234.0;52.556;848525;2019-04-02 13:48:35:776
234.0;48.655;849025;2019-04-02 13:48:36:276
234.0;47.004;849526;2019-04-02 13:48:36:777
234.0;49.464;850025;2019-04-02 13:48:37:276
234.0;48.564;850526;2019-04-02 13:48:37:777
234.0;55.581;851025;2019-04-02 13:48:38:276
234.0;52.793;851525;2019-04-02 13:48:38:776
234.0;53.241;852025;2019-04-02 13:48:39:276
234.0;51.904;852526;2019-04-02 13:48:39:777
234.0;49.206;853027;2019-04-02 13:48:40:278
234.0;54.07;853525;2019-04-02 13:48:40:776
234.0;60.11;854026;2019-04-02 13:48:41:277
232.0;53.082;854525;2019-04-02 13:48:41:776
234.0;56.476;855025;2019-04-02 13:48:42:276
234.0;53.272;855525;2019-04-02 13:48:42:776
234.0;53.507;856025;2019-04-02 13:48:43:276
234.0;48.157;856525;2019-04-02 13:48:43:776
234.0;36.641;857027;2019-04-02 13:48:44:278
234.0;38.783;857524;2019-04-02 13:48:44:775
234.0;36.116;858025;2019-04-02 13:48:45:276
234.0;49.713;858525;2019-04-02 13:48:45:776
234.0;55.463;859025;2019-04-02 13:48:46:276
234.0;43.816;859525;2019-04-02 13:48:46:776
234.0;54.716;860025;2019-04-02 13:48:47:276
234.0;38.185;860525;2019-04-02 13:48:47:776
234.0;50.108;861025;2019-04-02 13:48:48:276
234.0;57.084;861526;2019-04-02 13:48:48:777
234.0;52.464;862025;2019-04-02 13:48:49:276
234.0;54.091;862525;2019-04-02 13:48:49:776
234.0;38.645;863025;2019-04-02 13:48:50:276
234.0;34.236;863526;2019-04-02 13:48:50:777
234.0;49.725;864025;2019-04-02 13:48:51:276
234.0;51.683;864525;2019-04-02 13:48:51:776
234.0;45.549;865026;2019-04-02 13:48:52:277
234.0;37.154;865525;2019-04-02 13:48:52:776
234.0;29.94;866026;2019-04-02 13:48:53:277
234.0;55.8;866526;2019-04-02 13:48:53:777
234.0;58.489;867025;2019-04-02 13:48:54:276
234.0;55.677;867525;2019-04-02 13:48:54:776
234.0;54.381;868025;2019-04-02 13:48:55:276
234.0;36.316;868526;2019-04-02 13:48:55:777
234.0;59.241;869025;2019-04-02 13:48:56:276
234.0;54.807;869525;2019-04-02 13:48:56:776
234.0;44.064;870026;2019-04-02 13:48:57:277
234.0;47.459;870526;2019-04-02 13:48:57:777
234.0;50.439;871025;2019-04-02 13:48:58:276
234.0;59.151;871525;2019-04-02 13:48:58:776
232.0;56.554;872024;2019-04-02 13:48:59:275
234.0;60.688;872526;2019-04-02 13:48:59:777
234.0;48.898;873025;2019-04-02 13:49:00:276
234.0;52.517;873526;2019-04-02 13:49:00:777
234.0;51.737;874026;2019-04-02 13:49:01:277
234.0;49.779;874524;2019-04-02 13:49:01:775
234.0;56.794;875025;2019-04-02 13:49:02:276
234.0;54.389;875526;2019-04-02 13:49:02:777
234.0;46.462;876026;2019-04-02 13:49:03:277
234.0;56.134;876526;2019-04-02 13:49:03:777
234.0;54.825;877025;2019-04-02 13:49:04:276
234.0;33.388;877527;2019-04-02 13:49:04:778
234.0;53.062;878025;2019-04-02 13:49:05:276
234.0;58.689;878526;2019-04-02 13:49:05:777
234.0;48.8;879025;2019-04-02 13:49:06:276
234.0;50.385;879525;2019-04-02 13:49:06:776
234.0;47.772;880025;2019-04-02 13:49:07:276
234.0;53.399;880526;2019-04-02 13:49:07:777
234.0;57.727;881025;2019-04-02 13:49:08:276
234.0;53.353;881525;2019-04-02 13:49:08:776
234.0;51.029;882025;2019-04-02 13:49:09:276
234.0;34.574;882525;2019-04-02 13:49:09:776
234.0;45.571;883025;2019-04-02 13:49:10:276
234.0;56.18;883525;2019-04-02 13:49:10:776
234.0;54.443;884026;2019-04-02 13:49:11:277
234.0;32.418;884526;2019-04-02 13:49:11:777
234.0;32.283;885025;2019-04-02 13:49:12:276
234.0;59.979;885525;2019-04-02 13:49:12:776
234.0;57.272;886025;2019-04-02 13:49:13:276
234.0;45.208;886526;2019-04-02 13:49:13:777
234.0;52.337;887025;2019-04-02 13:49:14:276
232.0;37.507;887528;2019-04-02 13:49:14:779
232.0;45.892;888025;2019-04-02 13:49:15:276
234.0;41.542;888525;2019-04-02 13:49:15:776
234.0;54.212;889025;2019-04-02 13:49:16:276
234.0;47.85;889525;2019-04-02 13:49:16:776
234.0;45.915;890027;2019-04-02 13:49:17:278
232.0;40.357;890525;2019-04-02 13:49:17:776
232.0;57.591;891025;2019-04-02 13:49:18:276
234.0;55.177;891526;2019-04-02 13:49:18:777
234.0;53.943;892025;2019-04-02 13:49:19:276
232.0;51.359;892525;2019-04-02 13:49:19:776
232.0;57.067;893025;2019-04-02 13:49:20:276
233.0;54.0;893525;2019-04-02 13:49:20:776
233.0;51.893;894027;2019-04-02 13:49:21:278
232.0;50.597;894525;2019-04-02 13:49:21:776
233.0;44.973;895027;2019-04-02 13:49:22:278
232.0;51.722;895525;2019-04-02 13:49:22:776
233.0;54.558;896025;2019-04-02 13:49:23:276
233.0;49.619;896526;2019-04-02 13:49:23:777
233.0;41.677;897025;2019-04-02 13:49:24:276
233.0;46.214;897526;2019-04-02 13:49:24:777
233.0;42.044;898027;2019-04-02 13:49:25:278
233.0;60.452;898525;2019-04-02 13:49:25:776
233.0;59.3;899026;2019-04-02 13:49:26:277
233.0;45.19;899525;2019-04-02 13:49:26:776
233.0;34.22;900025;2019-04-02 13:49:27:276
233.0;54.689;900524;2019-04-02 13:49:27:775
233.0;59.746;901025;2019-04-02 13:49:28:276
233.0;33.911;901525;2019-04-02 13:49:28:776
233.0;58.123;902025;2019-04-02 13:49:29:276
233.0;57.992;902525;2019-04-02 13:49:29:776
233.0;57.607;903027;2019-04-02 13:49:30:278
233.0;57.045;903525;2019-04-02 13:49:30:776
233.0;47.527;904025;2019-04-02 13:49:31:276
233.0;57.494;904525;2019-04-02 13:49:31:776
233.0;51.228;905026;2019-04-02 13:49:32:277
233.0;57.14;905525;2019-04-02 13:49:32:776
233.0;55.165;906025;2019-04-02 13:49:33:276
233.0;46.675;906525;2019-04-02 13:49:33:776
233.0;46.918;907027;2019-04-02 13:49:34:278
233.0;52.737;907525;2019-04-02 13:49:34:776
233.0;52.237;908025;2019-04-02 13:49:35:276
233.0;56.859;908525;2019-04-02 13:49:35:776
233.0;49.947;909025;2019-04-02 13:49:36:276
233.0;32.31;909525;2019-04-02 13:49:36:776
233.0;31.027;910025;2019-04-02 13:49:37:276
233.0;47.154;910525;2019-04-02 13:49:37:776
233.0;51.348;911025;2019-04-02 13:49:38:276
233.0;52.99;911525;2019-04-02 13:49:38:776
233.0;51.627;912025;2019-04-02 13:49:39:276
233.0;50.642;912525;2019-04-02 13:49:39:776
233.0;55.801;913025;2019-04-02 13:49:40:276
233.0;51.285;913525;2019-04-02 13:49:40:776
233.0;55.004;914024;2019-04-02 13:49:41:275
233.0;47.956;914525;2019-04-02 13:49:41:776
233.0;47.115;915025;2019-04-02 13:49:42:276
233.0;54.227;915525;2019-04-02 13:49:42:776
233.0;58.531;916025;2019-04-02 13:49:43:276
233.0;45.114;916525;2019-04-02 13:49:43:776
233.0;51.398;917025;2019-04-02 13:49:44:276
233.0;49.999;917528;2019-04-02 13:49:44:779
233.0;45.798;918026;2019-04-02 13:49:45:277
233.0;39.028;918525;2019-04-02 13:49:45:776
233.0;57.685;919025;2019-04-02 13:49:46:276
233.0;59.017;919525;2019-04-02 13:49:46:776
233.0;55.018;920026;2019-04-02 13:49:47:277
233.0;57.334;920525;2019-04-02 13:49:47:776
233.0;37.759;921026;2019-04-02 13:49:48:277
233.0;55.946;921525;2019-04-02 13:49:48:776
233.0;55.156;922025;2019-04-02 13:49:49:276
233.0;49.093;922526;2019-04-02 13:49:49:777
233.0;49.601;923025;2019-04-02 13:49:50:276
233.0;43.841;923525;2019-04-02 13:49:50:776
233.0;47.601;924025;2019-04-02 13:49:51:276
233.0;32.405;924525;2019-04-02 13:49:51:776
233.0;35.575;925025;2019-04-02 13:49:52:276
233.0;32.299;925525;2019-04-02 13:49:52:776
233.0;31.386;926026;2019-04-02 13:49:53:277
233.0;32.194;926525;2019-04-02 13:49:53:776
233.0;37.068;927025;2019-04-02 13:49:54:276
233.0;57.635;927525;2019-04-02 13:49:54:776
233.0;52.942;928025;2019-04-02 13:49:55:276
233.0;47.869;928525;2019-04-02 13:49:55:776
233.0;30.69;929025;2019-04-02 13:49:56:276
233.0;30.173;929528;2019-04-02 13:49:56:779
233.0;51.004;930025;2019-04-02 13:49:57:276
233.0;59.491;930525;2019-04-02 13:49:57:776
233.0;55.807;931026;2019-04-02 13:49:58:277
233.0;56.803;931525;2019-04-02 13:49:58:776
233.0;55.522;932025;2019-04-02 13:49:59:276
233.0;56.181;932525;2019-04-02 13:49:59:776
233.0;33.622;933025;2019-04-02 13:50:00:276
233.0;44.964;933526;2019-04-02 13:50:00:777
233.0;51.265;934025;2019-04-02 13:50:01:276
233.0;53.258;934525;2019-04-02 13:50:01:776
233.0;50.506;935025;2019-04-02 13:50:02:276
233.0;33.681;935525;2019-04-02 13:50:02:776
233.0;31.199;936025;2019-04-02 13:50:03:276
233.0;33.853;936526;2019-04-02 13:50:03:777
233.0;32.821;937025;2019-04-02 13:50:04:276
233.0;38.445;937525;2019-04-02 13:50:04:776
233.0;44.205;938025;2019-04-02 13:50:05:276
233.0;39.603;938525;2019-04-02 13:50:05:776
233.0;32.38;939025;2019-04-02 13:50:06:276
233.0;43.268;939525;2019-04-02 13:50:06:776
233.0;45.185;940025;2019-04-02 13:50:07:276
233.0;40.892;940525;2019-04-02 13:50:07:776
233.0;48.919;941025;2019-04-02 13:50:08:276
233.0;39.084;941524;2019-04-02 13:50:08:775
233.0;49.642;942025;2019-04-02 13:50:09:276
233.0;57.727;942525;2019-04-02 13:50:09:776
233.0;53.779;943026;2019-04-02 13:50:10:277
233.0;55.826;943525;2019-04-02 13:50:10:776
233.0;56.425;944026;2019-04-02 13:50:11:277
233.0;53.242;944526;2019-04-02 13:50:11:777
233.0;55.195;945026;2019-04-02 13:50:12:277
233.0;55.19;945526;2019-04-02 13:50:12:777
233.0;52.655;946025;2019-04-02 13:50:13:276
233.0;39.53;946527;2019-04-02 13:50:13:778
233.0;54.428;947025;2019-04-02 13:50:14:276
233.0;55.615;947525;2019-04-02 13:50:14:776
233.0;60.392;948029;2019-04-02 13:50:15:280
233.0;54.721;948525;2019-04-02 13:50:15:776
233.0;57.511;949025;2019-04-02 13:50:16:276
233.0;56.335;949526;2019-04-02 13:50:16:777
233.0;60.74;950025;2019-04-02 13:50:17:276
233.0;58.683;950526;2019-04-02 13:50:17:777
233.0;57.624;951025;2019-04-02 13:50:18:276
233.0;52.929;951525;2019-04-02 13:50:18:776
233.0;38.332;952025;2019-04-02 13:50:19:276
233.0;54.104;952526;2019-04-02 13:50:19:777
233.0;63.222;953025;2019-04-02 13:50:20:276
235.0;58.208;953525;2019-04-02 13:50:20:776
233.0;54.253;954025;2019-04-02 13:50:21:276
233.0;54.136;954525;2019-04-02 13:50:21:776
235.0;57.479;955025;2019-04-02 13:50:22:276
233.0;56.937;955526;2019-04-02 13:50:22:777
233.0;53.172;956025;2019-04-02 13:50:23:276
233.0;55.353;956525;2019-04-02 13:50:23:776
233.0;48.732;957025;2019-04-02 13:50:24:276
233.0;54.118;957526;2019-04-02 13:50:24:777
235.0;38.029;958025;2019-04-02 13:50:25:276
233.0;40.151;958525;2019-04-02 13:50:25:776
233.0;35.521;959025;2019-04-02 13:50:26:276
235.0;46.852;959525;2019-04-02 13:50:26:776
233.0;57.366;960025;2019-04-02 13:50:27:276
233.0;58.256;960525;2019-04-02 13:50:27:776
235.0;37.507;961026;2019-04-02 13:50:28:277
233.0;56.354;961525;2019-04-02 13:50:28:776
235.0;54.38;962025;2019-04-02 13:50:29:276
233.0;53.749;962525;2019-04-02 13:50:29:776
233.0;54.884;963025;2019-04-02 13:50:30:276
233.0;51.473;963525;2019-04-02 13:50:30:776
233.0;53.457;964025;2019-04-02 13:50:31:276
233.0;55.858;964526;2019-04-02 13:50:31:777
233.0;51.709;965025;2019-04-02 13:50:32:276
235.0;31.184;965525;2019-04-02 13:50:32:776
235.0;33.514;966025;2019-04-02 13:50:33:276
233.0;35.809;966525;2019-04-02 13:50:33:776
233.0;33.325;967025;2019-04-02 13:50:34:276
233.0;37.695;967525;2019-04-02 13:50:34:776
235.0;32.172;968025;2019-04-02 13:50:35:276
233.0;60.208;968526;2019-04-02 13:50:35:777
233.0;59.052;969025;2019-04-02 13:50:36:276
235.0;52.384;969525;2019-04-02 13:50:36:776
233.0;50.163;970025;2019-04-02 13:50:37:276
235.0;56.697;970525;2019-04-02 13:50:37:776
233.0;58.494;971025;2019-04-02 13:50:38:276
233.0;47.577;971525;2019-04-02 13:50:38:776
233.0;55.143;972025;2019-04-02 13:50:39:276
233.0;44.822;972525;2019-04-02 13:50:39:776
233.0;51.21;973025;2019-04-02 13:50:40:276
233.0;53.672;973525;2019-04-02 13:50:40:776
233.0;52.6;974025;2019-04-02 13:50:41:276
233.0;54.164;974525;2019-04-02 13:50:41:776
233.0;35.354;975026;2019-04-02 13:50:42:277
233.0;57.774;975526;2019-04-02 13:50:42:777
233.0;53.809;976025;2019-04-02 13:50:43:276
233.0;57.881;976525;2019-04-02 13:50:43:776
233.0;53.187;977026;2019-04-02 13:50:44:277
235.0;59.242;977526;2019-04-02 13:50:44:777
233.0;56.476;978024;2019-04-02 13:50:45:275
235.0;55.517;978526;2019-04-02 13:50:45:777
233.0;52.36;979026;2019-04-02 13:50:46:277
233.0;56.817;979526;2019-04-02 13:50:46:777
233.0;36.572;980025;2019-04-02 13:50:47:276
233.0;53.736;980525;2019-04-02 13:50:47:776
235.0;58.516;981025;2019-04-02 13:50:48:276
235.0;54.976;981526;2019-04-02 13:50:48:777
233.0;56.851;982025;2019-04-02 13:50:49:276
233.0;54.702;982527;2019-04-02 13:50:49:778
235.0;55.168;983025;2019-04-02 13:50:50:276
233.0;43.387;983525;2019-04-02 13:50:50:776
233.0;52.846;984025;2019-04-02 13:50:51:276
235.0;59.777;984526;2019-04-02 13:50:51:777
233.0;48.215;985025;2019-04-02 13:50:52:276
233.0;54.207;985525;2019-04-02 13:50:52:776
233.0;56.333;986025;2019-04-02 13:50:53:276
233.0;57.233;986526;2019-04-02 13:50:53:777
233.0;54.125;987025;2019-04-02 13:50:54:276
233.0;55.607;987525;2019-04-02 13:50:54:776
235.0;53.658;988025;2019-04-02 13:50:55:276
233.0;30.855;988525;2019-04-02 13:50:55:776
235.0;31.91;989026;2019-04-02 13:50:56:277
233.0;56.618;989525;2019-04-02 13:50:56:776
233.0;55.686;990025;2019-04-02 13:50:57:276
233.0;55.682;990525;2019-04-02 13:50:57:776
233.0;55.11;991025;2019-04-02 13:50:58:276
235.0;35.671;991526;2019-04-02 13:50:58:777
233.0;56.216;992025;2019-04-02 13:50:59:276
233.0;52.471;992525;2019-04-02 13:50:59:776
233.0;54.442;993025;2019-04-02 13:51:00:276
235.0;39.568;993525;2019-04-02 13:51:00:776
233.0;31.996;994025;2019-04-02 13:51:01:276
233.0;33.454;994526;2019-04-02 13:51:01:777
233.0;34.868;995025;2019-04-02 13:51:02:276
233.0;32.742;995525;2019-04-02 13:51:02:776
233.0;63.779;996025;2019-04-02 13:51:03:276
233.0;59.007;996525;2019-04-02 13:51:03:776
233.0;56.354;997025;2019-04-02 13:51:04:276
235.0;60.33;997524;2019-04-02 13:51:04:775
233.0;55.182;998025;2019-04-02 13:51:05:276
233.0;58.536;998526;2019-04-02 13:51:05:777
233.0;34.412;999026;2019-04-02 13:51:06:277
233.0;51.715;999525;2019-04-02 13:51:06:776
233.0;53.367;1000025;2019-04-02 13:51:07:276
233.0;55.762;1000525;2019-04-02 13:51:07:776
233.0;55.636;1001025;2019-04-02 13:51:08:276
233.0;57.554;1001526;2019-04-02 13:51:08:777
233.0;55.795;1002026;2019-04-02 13:51:09:277
233.0;53.763;1002526;2019-04-02 13:51:09:777
233.0;57.545;1003025;2019-04-02 13:51:10:276
233.0;51.181;1003526;2019-04-02 13:51:10:777
233.0;49.911;1004025;2019-04-02 13:51:11:276
233.0;52.386;1004525;2019-04-02 13:51:11:776
233.0;52.631;1005025;2019-04-02 13:51:12:276
233.0;31.828;1005526;2019-04-02 13:51:12:777
233.0;49.434;1006026;2019-04-02 13:51:13:277
233.0;48.545;1006526;2019-04-02 13:51:13:777
233.0;45.143;1007025;2019-04-02 13:51:14:276
233.0;48.659;1007526;2019-04-02 13:51:14:777
233.0;30.398;1008026;2019-04-02 13:51:15:277
233.0;31.463;1008525;2019-04-02 13:51:15:776
233.0;45.525;1009025;2019-04-02 13:51:16:276
233.0;47.702;1009525;2019-04-02 13:51:16:776
233.0;54.989;1010025;2019-04-02 13:51:17:276
233.0;42.809;1010526;2019-04-02 13:51:17:777
233.0;54.566;1011025;2019-04-02 13:51:18:276
233.0;55.635;1011526;2019-04-02 13:51:18:777
233.0;55.052;1012025;2019-04-02 13:51:19:276
233.0;57.602;1012526;2019-04-02 13:51:19:777
233.0;34.056;1013026;2019-04-02 13:51:20:277
233.0;58.302;1013525;2019-04-02 13:51:20:776
233.0;57.131;1014025;2019-04-02 13:51:21:276
233.0;53.069;1014525;2019-04-02 13:51:21:776
235.0;51.281;1015025;2019-04-02 13:51:22:276
233.0;44.115;1015525;2019-04-02 13:51:22:776
233.0;39.998;1016025;2019-04-02 13:51:23:276
233.0;57.254;1016526;2019-04-02 13:51:23:777
233.0;56.162;1017025;2019-04-02 13:51:24:276
233.0;48.067;1017525;2019-04-02 13:51:24:776
233.0;54.477;1018025;2019-04-02 13:51:25:276
233.0;50.342;1018525;2019-04-02 13:51:25:776
233.0;39.468;1019025;2019-04-02 13:51:26:276
233.0;53.55;1019525;2019-04-02 13:51:26:776
233.0;36.549;1020025;2019-04-02 13:51:27:276
