sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
58.0;42.496;26;2019-03-27 15:13:28:078
65.0;41.535;525;2019-03-27 15:13:28:577
66.0;40.676;1024;2019-03-27 15:13:29:076
78.0;51.544;1525;2019-03-27 15:13:29:577
74.0;54.81;2027;2019-03-27 15:13:30:079
81.0;61.422;2525;2019-03-27 15:13:30:577
57.0;46.734;3025;2019-03-27 15:13:31:077
60.0;42.134;3525;2019-03-27 15:13:31:577
47.0;53.438;4025;2019-03-27 15:13:32:077
17.0;54.795;4525;2019-03-27 15:13:32:577
0.0;48.712;5030;2019-03-27 15:13:33:082
0.0;49.727;5525;2019-03-27 15:13:33:577
0.0;43.116;6025;2019-03-27 15:13:34:077
0.0;55.84;6526;2019-03-27 15:13:34:578
0.0;45.913;7026;2019-03-27 15:13:35:078
1.0;47.348;7525;2019-03-27 15:13:35:577
33.0;40.965;8025;2019-03-27 15:13:36:077
75.0;41.971;8525;2019-03-27 15:13:36:577
73.0;50.096;9025;2019-03-27 15:13:37:077
73.0;58.865;9525;2019-03-27 15:13:37:577
73.0;51.878;10025;2019-03-27 15:13:38:077
73.0;53.35;10525;2019-03-27 15:13:38:577
73.0;51.076;11025;2019-03-27 15:13:39:077
75.0;43.269;11525;2019-03-27 15:13:39:577
73.0;45.154;12025;2019-03-27 15:13:40:077
73.0;40.55;12524;2019-03-27 15:13:40:576
73.0;49.041;13024;2019-03-27 15:13:41:076
73.0;60.273;13526;2019-03-27 15:13:41:578
73.0;52.449;14025;2019-03-27 15:13:42:077
73.0;50.198;14525;2019-03-27 15:13:42:577
73.0;54.193;15026;2019-03-27 15:13:43:078
73.0;53.501;15525;2019-03-27 15:13:43:577
75.0;52.716;16025;2019-03-27 15:13:44:077
73.0;39.137;16526;2019-03-27 15:13:44:578
73.0;40.781;17025;2019-03-27 15:13:45:077
75.0;54.951;17525;2019-03-27 15:13:45:577
73.0;53.405;18027;2019-03-27 15:13:46:079
73.0;44.956;18525;2019-03-27 15:13:46:577
73.0;38.808;19025;2019-03-27 15:13:47:077
73.0;52.279;19525;2019-03-27 15:13:47:577
73.0;52.483;20026;2019-03-27 15:13:48:078
73.0;54.182;20525;2019-03-27 15:13:48:577
73.0;57.085;21025;2019-03-27 15:13:49:077
73.0;52.705;21525;2019-03-27 15:13:49:577
75.0;47.517;22025;2019-03-27 15:13:50:077
73.0;37.906;22526;2019-03-27 15:13:50:578
73.0;54.485;23025;2019-03-27 15:13:51:077
75.0;53.483;23526;2019-03-27 15:13:51:578
75.0;40.72;24025;2019-03-27 15:13:52:077
73.0;52.23;24526;2019-03-27 15:13:52:578
73.0;43.649;25025;2019-03-27 15:13:53:077
73.0;52.132;25526;2019-03-27 15:13:53:578
73.0;48.826;26027;2019-03-27 15:13:54:079
75.0;52.289;26525;2019-03-27 15:13:54:577
75.0;53.243;27028;2019-03-27 15:13:55:080
73.0;47.602;27526;2019-03-27 15:13:55:578
75.0;53.265;28026;2019-03-27 15:13:56:078
75.0;41.275;28525;2019-03-27 15:13:56:577
73.0;49.924;29025;2019-03-27 15:13:57:077
75.0;44.849;29526;2019-03-27 15:13:57:578
73.0;43.935;30025;2019-03-27 15:13:58:077
73.0;48.51;30525;2019-03-27 15:13:58:577
73.0;40.327;31026;2019-03-27 15:13:59:078
73.0;54.426;31525;2019-03-27 15:13:59:577
73.0;53.806;32026;2019-03-27 15:14:00:078
55.0;56.217;32525;2019-03-27 15:14:00:577
53.0;53.226;33025;2019-03-27 15:14:01:077
53.0;54.628;33525;2019-03-27 15:14:01:577
73.0;53.815;34025;2019-03-27 15:14:02:077
53.0;48.752;34525;2019-03-27 15:14:02:577
73.0;37.652;35026;2019-03-27 15:14:03:078
73.0;41.46;35525;2019-03-27 15:14:03:577
73.0;38.556;36026;2019-03-27 15:14:04:078
73.0;38.875;36525;2019-03-27 15:14:04:577
73.0;37.699;37026;2019-03-27 15:14:05:078
73.0;42.258;37525;2019-03-27 15:14:05:577
73.0;38.871;38025;2019-03-27 15:14:06:077
73.0;52.877;38525;2019-03-27 15:14:06:577
73.0;54.747;39026;2019-03-27 15:14:07:078
73.0;52.515;39526;2019-03-27 15:14:07:578
73.0;52.436;40026;2019-03-27 15:14:08:078
73.0;55.652;40525;2019-03-27 15:14:08:577
73.0;38.149;41029;2019-03-27 15:14:09:081
75.0;54.623;41525;2019-03-27 15:14:09:577
73.0;52.113;42025;2019-03-27 15:14:10:077
73.0;39.569;42525;2019-03-27 15:14:10:577
75.0;42.088;43026;2019-03-27 15:14:11:078
73.0;51.763;43526;2019-03-27 15:14:11:578
73.0;55.411;44027;2019-03-27 15:14:12:079
75.0;54.003;44525;2019-03-27 15:14:12:577
73.0;37.464;45026;2019-03-27 15:14:13:078
73.0;39.423;45526;2019-03-27 15:14:13:578
75.0;54.981;46026;2019-03-27 15:14:14:078
73.0;52.278;46525;2019-03-27 15:14:14:577
75.0;52.94;47026;2019-03-27 15:14:15:078
75.0;54.201;47526;2019-03-27 15:14:15:578
75.0;50.734;48025;2019-03-27 15:14:16:077
73.0;45.88;48526;2019-03-27 15:14:16:578
73.0;53.121;49027;2019-03-27 15:14:17:079
73.0;55.073;49526;2019-03-27 15:14:17:578
75.0;56.17;50025;2019-03-27 15:14:18:077
73.0;52.045;50525;2019-03-27 15:14:18:577
73.0;55.098;51025;2019-03-27 15:14:19:077
73.0;53.08;51525;2019-03-27 15:14:19:577
73.0;52.857;52026;2019-03-27 15:14:20:078
73.0;42.939;52525;2019-03-27 15:14:20:577
73.0;51.193;53025;2019-03-27 15:14:21:077
73.0;53.518;53526;2019-03-27 15:14:21:578
73.0;54.319;54026;2019-03-27 15:14:22:078
73.0;43.912;54525;2019-03-27 15:14:22:577
73.0;39.182;55026;2019-03-27 15:14:23:078
75.0;38.667;55525;2019-03-27 15:14:23:577
73.0;37.459;56025;2019-03-27 15:14:24:077
73.0;43.225;56525;2019-03-27 15:14:24:577
75.0;50.732;57025;2019-03-27 15:14:25:077
73.0;39.22;57527;2019-03-27 15:14:25:579
73.0;37.317;58025;2019-03-27 15:14:26:077
73.0;36.236;58525;2019-03-27 15:14:26:577
73.0;54.498;59026;2019-03-27 15:14:27:078
73.0;53.01;59525;2019-03-27 15:14:27:577
75.0;54.128;60025;2019-03-27 15:14:28:077
75.0;53.649;60525;2019-03-27 15:14:28:577
73.0;48.106;61026;2019-03-27 15:14:29:078
75.0;55.538;61527;2019-03-27 15:14:29:579
73.0;55.875;62026;2019-03-27 15:14:30:078
73.0;54.936;62527;2019-03-27 15:14:30:579
73.0;53.062;63025;2019-03-27 15:14:31:077
73.0;52.861;63525;2019-03-27 15:14:31:577
75.0;37.758;64026;2019-03-27 15:14:32:078
73.0;56.289;64525;2019-03-27 15:14:32:577
75.0;53.123;65025;2019-03-27 15:14:33:077
75.0;54.549;65525;2019-03-27 15:14:33:577
73.0;55.455;66026;2019-03-27 15:14:34:078
75.0;37.769;66525;2019-03-27 15:14:34:577
73.0;48.392;67025;2019-03-27 15:14:35:077
73.0;54.656;67525;2019-03-27 15:14:35:577
73.0;56.693;68026;2019-03-27 15:14:36:078
73.0;54.618;68525;2019-03-27 15:14:36:577
73.0;55.365;69025;2019-03-27 15:14:37:077
73.0;56.695;69525;2019-03-27 15:14:37:577
73.0;53.349;70025;2019-03-27 15:14:38:077
75.0;54.322;70525;2019-03-27 15:14:38:577
75.0;53.751;71027;2019-03-27 15:14:39:079
73.0;55.69;71525;2019-03-27 15:14:39:577
73.0;40.185;72025;2019-03-27 15:14:40:077
73.0;48.823;72525;2019-03-27 15:14:40:577
73.0;52.16;73025;2019-03-27 15:14:41:077
73.0;52.915;73525;2019-03-27 15:14:41:577
73.0;53.27;74025;2019-03-27 15:14:42:077
75.0;53.932;74528;2019-03-27 15:14:42:580
75.0;52.789;75025;2019-03-27 15:14:43:077
73.0;48.189;75526;2019-03-27 15:14:43:578
73.0;39.885;76026;2019-03-27 15:14:44:078
73.0;50.93;76527;2019-03-27 15:14:44:579
73.0;46.86;77025;2019-03-27 15:14:45:077
73.0;47.456;77525;2019-03-27 15:14:45:577
75.0;50.316;78025;2019-03-27 15:14:46:077
73.0;50.975;78527;2019-03-27 15:14:46:579
73.0;46.093;79025;2019-03-27 15:14:47:077
73.0;51.107;79526;2019-03-27 15:14:47:578
73.0;46.159;80025;2019-03-27 15:14:48:077
73.0;45.934;80526;2019-03-27 15:14:48:578
73.0;35.161;81026;2019-03-27 15:14:49:078
73.0;48.917;81525;2019-03-27 15:14:49:577
75.0;38.432;82025;2019-03-27 15:14:50:077
73.0;42.076;82525;2019-03-27 15:14:50:577
73.0;46.809;83025;2019-03-27 15:14:51:077
73.0;38.432;83527;2019-03-27 15:14:51:579
73.0;39.72;84025;2019-03-27 15:14:52:077
73.0;47.412;84525;2019-03-27 15:14:52:577
75.0;50.575;85026;2019-03-27 15:14:53:078
73.0;51.488;85525;2019-03-27 15:14:53:577
73.0;56.918;86025;2019-03-27 15:14:54:077
75.0;52.071;86527;2019-03-27 15:14:54:579
73.0;43.141;87026;2019-03-27 15:14:55:078
73.0;39.667;87525;2019-03-27 15:14:55:577
75.0;37.696;88025;2019-03-27 15:14:56:077
73.0;50.884;88528;2019-03-27 15:14:56:580
73.0;37.154;89025;2019-03-27 15:14:57:077
75.0;47.827;89525;2019-03-27 15:14:57:577
75.0;52.593;90025;2019-03-27 15:14:58:077
73.0;49.596;90525;2019-03-27 15:14:58:577
73.0;50.055;91025;2019-03-27 15:14:59:077
73.0;50.496;91528;2019-03-27 15:14:59:580
73.0;49.722;92025;2019-03-27 15:15:00:077
73.0;49.524;92526;2019-03-27 15:15:00:578
73.0;48.793;93025;2019-03-27 15:15:01:077
73.0;41.613;93526;2019-03-27 15:15:01:578
75.0;49.475;94025;2019-03-27 15:15:02:077
73.0;48.779;94525;2019-03-27 15:15:02:577
73.0;52.256;95025;2019-03-27 15:15:03:077
75.0;50.545;95525;2019-03-27 15:15:03:577
73.0;46.195;96027;2019-03-27 15:15:04:079
73.0;47.628;96526;2019-03-27 15:15:04:578
73.0;49.017;97025;2019-03-27 15:15:05:077
73.0;50.487;97526;2019-03-27 15:15:05:578
73.0;48.489;98025;2019-03-27 15:15:06:077
73.0;46.434;98525;2019-03-27 15:15:06:577
73.0;54.15;99025;2019-03-27 15:15:07:077
73.0;54.251;99526;2019-03-27 15:15:07:578
73.0;55.033;100025;2019-03-27 15:15:08:077
73.0;56.576;100525;2019-03-27 15:15:08:577
73.0;46.927;101025;2019-03-27 15:15:09:077
73.0;45.375;101526;2019-03-27 15:15:09:578
73.0;53.635;102025;2019-03-27 15:15:10:077
73.0;55.583;102526;2019-03-27 15:15:10:578
73.0;49.811;103026;2019-03-27 15:15:11:078
73.0;55.183;103525;2019-03-27 15:15:11:577
73.0;54.048;104025;2019-03-27 15:15:12:077
73.0;49.666;104526;2019-03-27 15:15:12:578
73.0;40.996;105026;2019-03-27 15:15:13:078
73.0;49.54;105525;2019-03-27 15:15:13:577
73.0;56.321;106025;2019-03-27 15:15:14:077
73.0;55.731;106526;2019-03-27 15:15:14:578
73.0;55.514;107026;2019-03-27 15:15:15:078
72.0;52.956;107525;2019-03-27 15:15:15:577
73.0;55.647;108026;2019-03-27 15:15:16:078
73.0;43.794;108526;2019-03-27 15:15:16:578
73.0;43.11;109025;2019-03-27 15:15:17:077
73.0;56.505;109525;2019-03-27 15:15:17:577
73.0;47.2;110025;2019-03-27 15:15:18:077
73.0;38.33;110526;2019-03-27 15:15:18:578
73.0;52.051;111030;2019-03-27 15:15:19:082
72.0;52.998;111525;2019-03-27 15:15:19:577
71.0;39.468;112025;2019-03-27 15:15:20:077
73.0;52.5;112525;2019-03-27 15:15:20:577
73.0;54.566;113025;2019-03-27 15:15:21:077
72.0;40.558;113526;2019-03-27 15:15:21:578
73.0;35.276;114027;2019-03-27 15:15:22:079
73.0;49.979;114525;2019-03-27 15:15:22:577
72.0;50.491;115026;2019-03-27 15:15:23:078
73.0;38.053;115525;2019-03-27 15:15:23:577
73.0;54.918;116025;2019-03-27 15:15:24:077
73.0;52.868;116526;2019-03-27 15:15:24:578
73.0;35.767;117026;2019-03-27 15:15:25:078
73.0;38.554;117525;2019-03-27 15:15:25:577
73.0;40.968;118025;2019-03-27 15:15:26:077
73.0;54.061;118526;2019-03-27 15:15:26:578
73.0;53.596;119027;2019-03-27 15:15:27:079
73.0;53.451;119525;2019-03-27 15:15:27:577
73.0;45.615;120025;2019-03-27 15:15:28:077
73.0;47.241;120526;2019-03-27 15:15:28:578
73.0;56.225;121025;2019-03-27 15:15:29:077
73.0;53.599;121525;2019-03-27 15:15:29:577
72.0;52.375;122026;2019-03-27 15:15:30:078
72.0;39.402;122525;2019-03-27 15:15:30:577
73.0;38.895;123029;2019-03-27 15:15:31:081
73.0;41.139;123526;2019-03-27 15:15:31:578
73.0;38.753;124026;2019-03-27 15:15:32:078
75.0;37.071;124526;2019-03-27 15:15:32:578
73.0;35.808;125025;2019-03-27 15:15:33:077
73.0;35.917;125525;2019-03-27 15:15:33:577
73.0;40.754;126025;2019-03-27 15:15:34:077
73.0;43.243;126526;2019-03-27 15:15:34:578
75.0;40.077;127027;2019-03-27 15:15:35:079
73.0;39.67;127525;2019-03-27 15:15:35:577
75.0;39.517;128028;2019-03-27 15:15:36:080
75.0;39.562;128526;2019-03-27 15:15:36:578
73.0;39.178;129025;2019-03-27 15:15:37:077
73.0;39.139;129526;2019-03-27 15:15:37:578
75.0;36.719;130027;2019-03-27 15:15:38:079
73.0;39.518;130525;2019-03-27 15:15:38:577
75.0;49.94;131025;2019-03-27 15:15:39:077
75.0;50.344;131526;2019-03-27 15:15:39:578
73.0;47.183;132026;2019-03-27 15:15:40:078
73.0;36.033;132525;2019-03-27 15:15:40:577
73.0;35.955;133025;2019-03-27 15:15:41:077
73.0;37.779;133527;2019-03-27 15:15:41:579
73.0;37.513;134026;2019-03-27 15:15:42:078
75.0;44.136;134526;2019-03-27 15:15:42:578
72.0;39.228;135025;2019-03-27 15:15:43:077
73.0;34.826;135525;2019-03-27 15:15:43:577
73.0;51.861;136026;2019-03-27 15:15:44:078
73.0;37.728;136526;2019-03-27 15:15:44:578
73.0;38.559;137025;2019-03-27 15:15:45:077
73.0;56.401;137525;2019-03-27 15:15:45:577
73.0;56.067;138025;2019-03-27 15:15:46:077
73.0;53.422;138525;2019-03-27 15:15:46:577
75.0;53.513;139025;2019-03-27 15:15:47:077
73.0;50.505;139525;2019-03-27 15:15:47:577
73.0;54.471;140025;2019-03-27 15:15:48:077
73.0;56.142;140525;2019-03-27 15:15:48:577
75.0;41.842;141026;2019-03-27 15:15:49:078
73.0;57.642;141526;2019-03-27 15:15:49:578
73.0;42.913;142029;2019-03-27 15:15:50:081
73.0;54.22;142525;2019-03-27 15:15:50:577
73.0;56.728;143025;2019-03-27 15:15:51:077
73.0;54.707;143525;2019-03-27 15:15:51:577
73.0;55.622;144025;2019-03-27 15:15:52:077
73.0;55.106;144525;2019-03-27 15:15:52:577
75.0;53.761;145026;2019-03-27 15:15:53:078
75.0;54.619;145525;2019-03-27 15:15:53:577
73.0;56.888;146027;2019-03-27 15:15:54:079
73.0;52.402;146525;2019-03-27 15:15:54:577
73.0;48.902;147025;2019-03-27 15:15:55:077
73.0;41.843;147525;2019-03-27 15:15:55:577
73.0;40.733;148025;2019-03-27 15:15:56:077
73.0;54.006;148526;2019-03-27 15:15:56:578
73.0;54.454;149028;2019-03-27 15:15:57:080
73.0;43.53;149526;2019-03-27 15:15:57:578
73.0;54.986;150027;2019-03-27 15:15:58:079
73.0;53.886;150525;2019-03-27 15:15:58:577
75.0;50.892;151026;2019-03-27 15:15:59:078
73.0;52.266;151525;2019-03-27 15:15:59:577
73.0;37.04;152025;2019-03-27 15:16:00:077
72.0;42.551;152526;2019-03-27 15:16:00:578
73.0;51.217;153027;2019-03-27 15:16:01:079
73.0;54.047;153525;2019-03-27 15:16:01:577
73.0;49.29;154027;2019-03-27 15:16:02:079
73.0;52.726;154525;2019-03-27 15:16:02:577
73.0;51.01;155026;2019-03-27 15:16:03:078
73.0;54.658;155525;2019-03-27 15:16:03:577
73.0;53.663;156025;2019-03-27 15:16:04:077
73.0;51.288;156525;2019-03-27 15:16:04:577
73.0;50.025;157025;2019-03-27 15:16:05:077
73.0;50.648;157526;2019-03-27 15:16:05:578
73.0;50.855;158025;2019-03-27 15:16:06:077
73.0;53.934;158525;2019-03-27 15:16:06:577
72.0;50.701;159026;2019-03-27 15:16:07:078
73.0;52.031;159525;2019-03-27 15:16:07:577
73.0;49.62;160025;2019-03-27 15:16:08:077
73.0;45.954;160525;2019-03-27 15:16:08:577
73.0;50.486;161025;2019-03-27 15:16:09:077
73.0;51.999;161525;2019-03-27 15:16:09:577
73.0;54.796;162025;2019-03-27 15:16:10:077
73.0;53.366;162527;2019-03-27 15:16:10:579
75.0;37.538;163025;2019-03-27 15:16:11:077
73.0;38.726;163526;2019-03-27 15:16:11:578
73.0;40.415;164026;2019-03-27 15:16:12:078
75.0;38.308;164525;2019-03-27 15:16:12:577
75.0;54.133;165025;2019-03-27 15:16:13:077
73.0;55.423;165525;2019-03-27 15:16:13:577
73.0;54.521;166026;2019-03-27 15:16:14:078
73.0;51.681;166526;2019-03-27 15:16:14:578
73.0;37.993;167026;2019-03-27 15:16:15:078
73.0;50.167;167526;2019-03-27 15:16:15:578
73.0;55.141;168025;2019-03-27 15:16:16:077
73.0;55.434;168525;2019-03-27 15:16:16:577
73.0;48.575;169025;2019-03-27 15:16:17:077
73.0;54.648;169525;2019-03-27 15:16:17:577
73.0;53.199;170025;2019-03-27 15:16:18:077
73.0;49.419;170526;2019-03-27 15:16:18:578
73.0;52.699;171025;2019-03-27 15:16:19:077
73.0;38.404;171525;2019-03-27 15:16:19:577
73.0;41.292;172025;2019-03-27 15:16:20:077
73.0;54.492;172525;2019-03-27 15:16:20:577
73.0;53.72;173025;2019-03-27 15:16:21:077
73.0;53.429;173525;2019-03-27 15:16:21:577
73.0;48.084;174025;2019-03-27 15:16:22:077
73.0;43.3;174525;2019-03-27 15:16:22:577
73.0;39.358;175027;2019-03-27 15:16:23:079
73.0;53.038;175525;2019-03-27 15:16:23:577
73.0;57.0;176026;2019-03-27 15:16:24:078
73.0;55.515;176526;2019-03-27 15:16:24:578
73.0;48.815;177025;2019-03-27 15:16:25:077
73.0;39.114;177525;2019-03-27 15:16:25:577
73.0;51.108;178025;2019-03-27 15:16:26:077
75.0;42.81;178526;2019-03-27 15:16:26:578
73.0;37.242;179025;2019-03-27 15:16:27:077
75.0;49.809;179525;2019-03-27 15:16:27:577
73.0;54.151;180025;2019-03-27 15:16:28:077
73.0;54.812;180526;2019-03-27 15:16:28:578
75.0;57.721;181025;2019-03-27 15:16:29:077
73.0;56.241;181525;2019-03-27 15:16:29:577
73.0;50.385;182025;2019-03-27 15:16:30:077
75.0;52.809;182526;2019-03-27 15:16:30:578
73.0;51.892;183026;2019-03-27 15:16:31:078
73.0;52.337;183525;2019-03-27 15:16:31:577
73.0;53.75;184025;2019-03-27 15:16:32:077
75.0;56.127;184526;2019-03-27 15:16:32:578
75.0;55.93;185025;2019-03-27 15:16:33:077
73.0;50.159;185525;2019-03-27 15:16:33:577
73.0;52.713;186025;2019-03-27 15:16:34:077
73.0;54.827;186525;2019-03-27 15:16:34:577
75.0;52.697;187026;2019-03-27 15:16:35:078
73.0;53.412;187525;2019-03-27 15:16:35:577
75.0;40.98;188025;2019-03-27 15:16:36:077
75.0;55.431;188527;2019-03-27 15:16:36:579
73.0;55.893;189025;2019-03-27 15:16:37:077
73.0;55.012;189526;2019-03-27 15:16:37:578
73.0;58.619;190025;2019-03-27 15:16:38:077
75.0;59.22;190527;2019-03-27 15:16:38:579
73.0;61.145;191025;2019-03-27 15:16:39:077
73.0;57.345;191525;2019-03-27 15:16:39:577
73.0;53.469;192025;2019-03-27 15:16:40:077
73.0;54.88;192525;2019-03-27 15:16:40:577
73.0;56.088;193025;2019-03-27 15:16:41:077
73.0;53.902;193526;2019-03-27 15:16:41:578
73.0;47.117;194025;2019-03-27 15:16:42:077
73.0;46.753;194526;2019-03-27 15:16:42:578
73.0;45.775;195026;2019-03-27 15:16:43:078
73.0;37.87;195525;2019-03-27 15:16:43:577
73.0;47.676;196025;2019-03-27 15:16:44:077
73.0;50.284;196525;2019-03-27 15:16:44:577
73.0;40.48;197026;2019-03-27 15:16:45:078
73.0;38.558;197526;2019-03-27 15:16:45:578
75.0;48.634;198025;2019-03-27 15:16:46:077
75.0;54.281;198526;2019-03-27 15:16:46:578
73.0;50.85;199025;2019-03-27 15:16:47:077
75.0;48.473;199525;2019-03-27 15:16:47:577
73.0;49.253;200025;2019-03-27 15:16:48:077
73.0;47.391;200526;2019-03-27 15:16:48:578
73.0;44.517;201025;2019-03-27 15:16:49:077
73.0;54.914;201525;2019-03-27 15:16:49:577
75.0;57.5;202025;2019-03-27 15:16:50:077
73.0;47.263;202526;2019-03-27 15:16:50:578
73.0;49.88;203026;2019-03-27 15:16:51:078
75.0;53.003;203528;2019-03-27 15:16:51:580
73.0;56.678;204025;2019-03-27 15:16:52:077
75.0;51.976;204525;2019-03-27 15:16:52:577
73.0;56.326;205025;2019-03-27 15:16:53:077
73.0;50.852;205525;2019-03-27 15:16:53:577
73.0;50.499;206025;2019-03-27 15:16:54:077
73.0;40.775;206525;2019-03-27 15:16:54:577
73.0;36.318;207026;2019-03-27 15:16:55:078
73.0;46.934;207527;2019-03-27 15:16:55:579
73.0;49.822;208026;2019-03-27 15:16:56:078
75.0;53.705;208526;2019-03-27 15:16:56:578
73.0;55.653;209025;2019-03-27 15:16:57:077
75.0;53.743;209526;2019-03-27 15:16:57:578
75.0;51.348;210025;2019-03-27 15:16:58:077
73.0;52.098;210526;2019-03-27 15:16:58:578
73.0;52.199;211025;2019-03-27 15:16:59:077
73.0;54.679;211527;2019-03-27 15:16:59:579
73.0;55.34;212026;2019-03-27 15:17:00:078
73.0;52.821;212525;2019-03-27 15:17:00:577
75.0;50.554;213025;2019-03-27 15:17:01:077
73.0;50.007;213525;2019-03-27 15:17:01:577
73.0;47.76;214027;2019-03-27 15:17:02:079
73.0;49.433;214525;2019-03-27 15:17:02:577
73.0;52.18;215025;2019-03-27 15:17:03:077
73.0;38.068;215525;2019-03-27 15:17:03:577
73.0;51.881;216026;2019-03-27 15:17:04:078
75.0;42.209;216525;2019-03-27 15:17:04:577
73.0;38.033;217025;2019-03-27 15:17:05:077
75.0;52.926;217525;2019-03-27 15:17:05:577
73.0;54.512;218025;2019-03-27 15:17:06:077
73.0;56.691;218526;2019-03-27 15:17:06:578
73.0;42.648;219025;2019-03-27 15:17:07:077
73.0;41.441;219526;2019-03-27 15:17:07:578
73.0;53.727;220025;2019-03-27 15:17:08:077
73.0;56.039;220525;2019-03-27 15:17:08:577
73.0;40.605;221025;2019-03-27 15:17:09:077
75.0;43.231;221526;2019-03-27 15:17:09:578
73.0;51.186;222026;2019-03-27 15:17:10:078
75.0;53.83;222525;2019-03-27 15:17:10:577
73.0;53.204;223026;2019-03-27 15:17:11:078
73.0;43.107;223526;2019-03-27 15:17:11:578
73.0;38.024;224026;2019-03-27 15:17:12:078
75.0;52.294;224525;2019-03-27 15:17:12:577
73.0;55.722;225026;2019-03-27 15:17:13:078
73.0;50.394;225525;2019-03-27 15:17:13:577
73.0;51.177;226025;2019-03-27 15:17:14:077
73.0;53.36;226525;2019-03-27 15:17:14:577
73.0;46.711;227025;2019-03-27 15:17:15:077
73.0;57.085;227526;2019-03-27 15:17:15:578
75.0;54.675;228025;2019-03-27 15:17:16:077
75.0;55.086;228525;2019-03-27 15:17:16:577
73.0;49.777;229026;2019-03-27 15:17:17:078
73.0;53.074;229526;2019-03-27 15:17:17:578
73.0;54.049;230025;2019-03-27 15:17:18:077
73.0;51.939;230525;2019-03-27 15:17:18:577
73.0;49.656;231026;2019-03-27 15:17:19:078
73.0;56.674;231526;2019-03-27 15:17:19:578
73.0;52.851;232026;2019-03-27 15:17:20:078
75.0;53.968;232525;2019-03-27 15:17:20:577
75.0;51.255;233025;2019-03-27 15:17:21:077
73.0;39.069;233526;2019-03-27 15:17:21:578
73.0;40.39;234026;2019-03-27 15:17:22:078
75.0;45.262;234525;2019-03-27 15:17:22:577
73.0;40.439;235025;2019-03-27 15:17:23:077
73.0;47.763;235525;2019-03-27 15:17:23:577
75.0;56.209;236025;2019-03-27 15:17:24:077
73.0;55.983;236525;2019-03-27 15:17:24:577
73.0;54.553;237027;2019-03-27 15:17:25:079
73.0;54.307;237526;2019-03-27 15:17:25:578
73.0;55.22;238026;2019-03-27 15:17:26:078
73.0;55.191;238525;2019-03-27 15:17:26:577
73.0;49.458;239027;2019-03-27 15:17:27:079
72.0;55.296;239525;2019-03-27 15:17:27:577
75.0;55.963;240026;2019-03-27 15:17:28:078
75.0;46.949;240525;2019-03-27 15:17:28:577
73.0;55.45;241026;2019-03-27 15:17:29:078
75.0;42.173;241528;2019-03-27 15:17:29:580
73.0;35.359;242025;2019-03-27 15:17:30:077
75.0;35.466;242525;2019-03-27 15:17:30:577
75.0;41.528;243028;2019-03-27 15:17:31:080
75.0;53.306;243526;2019-03-27 15:17:31:578
73.0;54.451;244025;2019-03-27 15:17:32:077
73.0;53.651;244525;2019-03-27 15:17:32:577
75.0;42.643;245025;2019-03-27 15:17:33:077
73.0;48.047;245526;2019-03-27 15:17:33:578
75.0;53.302;246028;2019-03-27 15:17:34:080
73.0;55.223;246525;2019-03-27 15:17:34:577
73.0;54.551;247025;2019-03-27 15:17:35:077
73.0;55.004;247525;2019-03-27 15:17:35:577
73.0;42.212;248026;2019-03-27 15:17:36:078
75.0;51.856;248525;2019-03-27 15:17:36:577
73.0;54.47;249026;2019-03-27 15:17:37:078
75.0;51.182;249525;2019-03-27 15:17:37:577
75.0;40.173;250025;2019-03-27 15:17:38:077
73.0;52.954;250526;2019-03-27 15:17:38:578
75.0;53.342;251026;2019-03-27 15:17:39:078
75.0;54.534;251526;2019-03-27 15:17:39:578
73.0;52.38;252026;2019-03-27 15:17:40:078
73.0;55.722;252527;2019-03-27 15:17:40:579
71.0;57.573;253026;2019-03-27 15:17:41:078
73.0;52.754;253526;2019-03-27 15:17:41:578
73.0;56.761;254025;2019-03-27 15:17:42:077
73.0;54.44;254525;2019-03-27 15:17:42:577
73.0;50.62;255027;2019-03-27 15:17:43:079
73.0;50.353;255525;2019-03-27 15:17:43:577
73.0;39.328;256025;2019-03-27 15:17:44:077
73.0;48.049;256526;2019-03-27 15:17:44:578
73.0;45.056;257026;2019-03-27 15:17:45:078
73.0;39.403;257525;2019-03-27 15:17:45:577
75.0;45.692;258026;2019-03-27 15:17:46:078
75.0;56.797;258525;2019-03-27 15:17:46:577
73.0;52.28;259028;2019-03-27 15:17:47:080
73.0;51.908;259526;2019-03-27 15:17:47:578
75.0;43.004;260027;2019-03-27 15:17:48:079
73.0;47.192;260525;2019-03-27 15:17:48:577
73.0;42.969;261025;2019-03-27 15:17:49:077
73.0;47.331;261525;2019-03-27 15:17:49:577
73.0;43.261;262026;2019-03-27 15:17:50:078
73.0;42.075;262525;2019-03-27 15:17:50:577
73.0;40.455;263026;2019-03-27 15:17:51:078
73.0;52.454;263526;2019-03-27 15:17:51:578
73.0;54.422;264026;2019-03-27 15:17:52:078
72.0;54.062;264525;2019-03-27 15:17:52:577
75.0;51.934;265026;2019-03-27 15:17:53:078
73.0;53.749;265525;2019-03-27 15:17:53:577
73.0;50.21;266025;2019-03-27 15:17:54:077
73.0;41.577;266526;2019-03-27 15:17:54:578
73.0;43.022;267025;2019-03-27 15:17:55:077
73.0;42.836;267525;2019-03-27 15:17:55:577
