sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
279.6;62.318;1015020;2019-04-02 13:50:51:468
279.1;62.048;1015521;2019-04-02 13:50:51:969
279.5;62.44;1016021;2019-04-02 13:50:52:469
279.1;62.146;1016520;2019-04-02 13:50:52:968
278.9;62.565;1017021;2019-04-02 13:50:53:469
278.9;63.094;1017520;2019-04-02 13:50:53:968
278.9;64.002;1018020;2019-04-02 13:50:54:468
279.9;64.053;1018521;2019-04-02 13:50:54:969
279.1;64.756;1019021;2019-04-02 13:50:55:469
279.2;65.14;1019521;2019-04-02 13:50:55:969
279.5;63.05;1020020;2019-04-02 13:50:56:468
279.1;63.453;1020520;2019-04-02 13:50:56:968
279.2;62.736;1021021;2019-04-02 13:50:57:469
279.1;62.607;1021521;2019-04-02 13:50:57:969
279.5;63.827;1022021;2019-04-02 13:50:58:469
279.5;64.3;1022520;2019-04-02 13:50:58:968
279.5;64.04;1023020;2019-04-02 13:50:59:468
279.1;62.428;1023521;2019-04-02 13:50:59:969
279.5;63.686;1024021;2019-04-02 13:51:00:469
279.5;63.431;1024520;2019-04-02 13:51:00:968
279.1;62.591;1025020;2019-04-02 13:51:01:468
279.2;61.86;1025520;2019-04-02 13:51:01:968
278.6;61.061;1026020;2019-04-02 13:51:02:468
279.2;58.751;1026521;2019-04-02 13:51:02:969
279.1;58.239;1027020;2019-04-02 13:51:03:468
279.1;58.71;1027520;2019-04-02 13:51:03:968
278.9;60.968;1028020;2019-04-02 13:51:04:468
279.9;63.14;1028520;2019-04-02 13:51:04:968
279.1;63.429;1029020;2019-04-02 13:51:05:468
279.3;64.226;1029521;2019-04-02 13:51:05:969
279.1;63.905;1030021;2019-04-02 13:51:06:469
279.1;62.19;1030521;2019-04-02 13:51:06:969
279.5;63.718;1031020;2019-04-02 13:51:07:468
279.4;63.839;1031521;2019-04-02 13:51:07:969
279.5;62.254;1032020;2019-04-02 13:51:08:468
279.0;61.851;1032520;2019-04-02 13:51:08:968
278.6;62.031;1033021;2019-04-02 13:51:09:469
278.9;63.181;1033521;2019-04-02 13:51:09:969
279.2;63.055;1034020;2019-04-02 13:51:10:468
279.2;64.012;1034520;2019-04-02 13:51:10:968
279.2;62.99;1035021;2019-04-02 13:51:11:469
279.1;62.13;1035521;2019-04-02 13:51:11:969
278.9;62.973;1036020;2019-04-02 13:51:12:468
278.9;62.076;1036520;2019-04-02 13:51:12:968
279.1;60.135;1037020;2019-04-02 13:51:13:468
279.5;57.39;1037521;2019-04-02 13:51:13:969
279.5;58.694;1038020;2019-04-02 13:51:14:468
279.5;61.177;1038520;2019-04-02 13:51:14:968
278.8;60.32;1039020;2019-04-02 13:51:15:468
279.0;60.642;1039521;2019-04-02 13:51:15:969
279.6;61.472;1040020;2019-04-02 13:51:16:468
279.2;62.61;1040521;2019-04-02 13:51:16:969
279.2;63.271;1041020;2019-04-02 13:51:17:468
279.2;59.401;1041521;2019-04-02 13:51:17:969
279.2;58.369;1042021;2019-04-02 13:51:18:469
279.2;60.878;1042520;2019-04-02 13:51:18:968
279.6;62.24;1043021;2019-04-02 13:51:19:469
278.8;62.916;1043520;2019-04-02 13:51:19:968
278.6;62.215;1044020;2019-04-02 13:51:20:468
279.3;61.558;1044520;2019-04-02 13:51:20:968
279.2;60.805;1045020;2019-04-02 13:51:21:468
279.2;60.767;1045520;2019-04-02 13:51:21:968
279.2;58.499;1046020;2019-04-02 13:51:22:468
279.0;58.525;1046521;2019-04-02 13:51:22:969
278.6;60.243;1047021;2019-04-02 13:51:23:469
278.7;59.204;1047521;2019-04-02 13:51:23:969
279.2;59.068;1048020;2019-04-02 13:51:24:468
278.8;61.038;1048520;2019-04-02 13:51:24:968
279.2;61.778;1049020;2019-04-02 13:51:25:468
279.5;61.884;1049521;2019-04-02 13:51:25:969
279.0;64.054;1050021;2019-04-02 13:51:26:469
278.8;63.98;1050521;2019-04-02 13:51:26:969
279.6;63.477;1051020;2019-04-02 13:51:27:468
279.0;63.333;1051520;2019-04-02 13:51:27:968
279.2;62.096;1052021;2019-04-02 13:51:28:469
279.2;63.538;1052520;2019-04-02 13:51:28:968
279.2;63.044;1053021;2019-04-02 13:51:29:469
278.9;61.665;1053520;2019-04-02 13:51:29:968
279.1;62.575;1054020;2019-04-02 13:51:30:468
278.9;60.831;1054521;2019-04-02 13:51:30:969
279.7;61.198;1055020;2019-04-02 13:51:31:468
279.5;62.796;1055521;2019-04-02 13:51:31:969
279.5;61.416;1056021;2019-04-02 13:51:32:469
279.1;60.849;1056520;2019-04-02 13:51:32:968
279.2;62.23;1057020;2019-04-02 13:51:33:468
279.3;63.073;1057521;2019-04-02 13:51:33:969
279.2;61.727;1058020;2019-04-02 13:51:34:468
279.3;63.077;1058520;2019-04-02 13:51:34:968
279.2;62.157;1059021;2019-04-02 13:51:35:469
278.8;62.917;1059521;2019-04-02 13:51:35:969
279.0;63.048;1060020;2019-04-02 13:51:36:468
279.5;61.769;1060520;2019-04-02 13:51:36:968
279.5;61.428;1061021;2019-04-02 13:51:37:469
279.5;60.767;1061520;2019-04-02 13:51:37:968
279.2;62.164;1062020;2019-04-02 13:51:38:468
279.2;61.393;1062521;2019-04-02 13:51:38:969
279.2;62.806;1063020;2019-04-02 13:51:39:468
279.2;65.067;1063520;2019-04-02 13:51:39:968
279.2;64.251;1064020;2019-04-02 13:51:40:468
279.3;65.745;1064521;2019-04-02 13:51:40:969
279.2;64.481;1065021;2019-04-02 13:51:41:469
278.8;62.924;1065520;2019-04-02 13:51:41:968
279.0;62.145;1066021;2019-04-02 13:51:42:469
279.2;63.1;1066521;2019-04-02 13:51:42:969
279.2;63.025;1067021;2019-04-02 13:51:43:469
279.2;62.812;1067520;2019-04-02 13:51:43:968
279.2;62.297;1068020;2019-04-02 13:51:44:468
279.2;63.923;1068520;2019-04-02 13:51:44:968
279.2;64.34;1069021;2019-04-02 13:51:45:469
279.5;64.311;1069520;2019-04-02 13:51:45:968
279.2;63.391;1070020;2019-04-02 13:51:46:468
279.5;63.852;1070521;2019-04-02 13:51:46:969
279.2;65.026;1071020;2019-04-02 13:51:47:468
279.2;65.527;1071520;2019-04-02 13:51:47:968
279.5;64.711;1072020;2019-04-02 13:51:48:468
279.2;64.78;1072521;2019-04-02 13:51:48:969
279.5;64.458;1073021;2019-04-02 13:51:49:469
279.5;64.684;1073520;2019-04-02 13:51:49:968
279.5;66.316;1074020;2019-04-02 13:51:50:468
279.2;66.403;1074520;2019-04-02 13:51:50:968
279.2;66.183;1075020;2019-04-02 13:51:51:468
279.2;66.387;1075520;2019-04-02 13:51:51:968
279.5;65.992;1076021;2019-04-02 13:51:52:469
279.5;64.163;1076520;2019-04-02 13:51:52:968
279.5;62.385;1077020;2019-04-02 13:51:53:468
279.2;62.19;1077520;2019-04-02 13:51:53:968
279.1;63.146;1078020;2019-04-02 13:51:54:468
279.5;59.5;1078520;2019-04-02 13:51:54:968
279.5;58.947;1079021;2019-04-02 13:51:55:469
279.2;59.465;1079521;2019-04-02 13:51:55:969
279.2;60.022;1080020;2019-04-02 13:51:56:468
279.2;63.243;1080521;2019-04-02 13:51:56:969
279.6;63.966;1081020;2019-04-02 13:51:57:468
279.2;63.699;1081521;2019-04-02 13:51:57:969
278.9;63.683;1082021;2019-04-02 13:51:58:469
279.2;64.223;1082520;2019-04-02 13:51:58:968
279.5;64.4;1083020;2019-04-02 13:51:59:468
279.2;64.132;1083521;2019-04-02 13:51:59:969
279.6;63.669;1084020;2019-04-02 13:52:00:468
279.8;63.427;1084520;2019-04-02 13:52:00:968
279.7;64.078;1085021;2019-04-02 13:52:01:469
279.5;64.218;1085520;2019-04-02 13:52:01:968
279.2;63.791;1086020;2019-04-02 13:52:02:468
279.5;63.853;1086520;2019-04-02 13:52:02:968
279.2;64.414;1087020;2019-04-02 13:52:03:468
278.8;64.461;1087520;2019-04-02 13:52:03:968
279.2;63.172;1088020;2019-04-02 13:52:04:468
279.6;63.827;1088520;2019-04-02 13:52:04:968
279.2;63.836;1089021;2019-04-02 13:52:05:469
279.2;63.351;1089520;2019-04-02 13:52:05:968
279.2;63.893;1090020;2019-04-02 13:52:06:468
279.0;62.262;1090520;2019-04-02 13:52:06:968
279.2;62.442;1091021;2019-04-02 13:52:07:469
279.5;62.426;1091520;2019-04-02 13:52:07:968
279.2;62.875;1092021;2019-04-02 13:52:08:469
279.2;64.615;1092520;2019-04-02 13:52:08:968
279.2;65.215;1093021;2019-04-02 13:52:09:469
279.2;63.768;1093521;2019-04-02 13:52:09:969
279.2;64.459;1094020;2019-04-02 13:52:10:468
279.2;64.902;1094521;2019-04-02 13:52:10:969
279.2;64.89;1095020;2019-04-02 13:52:11:468
278.8;64.928;1095520;2019-04-02 13:52:11:968
279.2;64.523;1096021;2019-04-02 13:52:12:469
279.2;63.686;1096520;2019-04-02 13:52:12:968
279.2;64.148;1097020;2019-04-02 13:52:13:468
279.0;63.757;1097520;2019-04-02 13:52:13:968
279.0;64.577;1098021;2019-04-02 13:52:14:469
279.2;64.296;1098521;2019-04-02 13:52:14:969
279.0;64.134;1099020;2019-04-02 13:52:15:468
279.0;63.924;1099520;2019-04-02 13:52:15:968
279.0;62.479;1100021;2019-04-02 13:52:16:469
279.2;62.884;1100520;2019-04-02 13:52:16:968
279.0;63.575;1101020;2019-04-02 13:52:17:468
279.2;63.08;1101520;2019-04-02 13:52:17:968
279.0;63.889;1102020;2019-04-02 13:52:18:468
279.6;63.216;1102520;2019-04-02 13:52:18:968
278.6;63.111;1103021;2019-04-02 13:52:19:469
278.8;63.637;1103520;2019-04-02 13:52:19:968
279.2;64.539;1104020;2019-04-02 13:52:20:468
279.5;63.431;1104520;2019-04-02 13:52:20:968
279.5;64.994;1105020;2019-04-02 13:52:21:468
279.2;65.436;1105520;2019-04-02 13:52:21:968
279.1;66.504;1106021;2019-04-02 13:52:22:469
279.1;63.938;1106520;2019-04-02 13:52:22:968
279.2;63.371;1107020;2019-04-02 13:52:23:468
279.5;63.172;1107520;2019-04-02 13:52:23:968
279.2;62.654;1108021;2019-04-02 13:52:24:469
279.2;62.808;1108521;2019-04-02 13:52:24:969
279.2;61.623;1109020;2019-04-02 13:52:25:468
278.9;60.603;1109520;2019-04-02 13:52:25:968
279.3;62.307;1110021;2019-04-02 13:52:26:469
279.1;64.253;1110521;2019-04-02 13:52:26:969
279.5;64.695;1111020;2019-04-02 13:52:27:468
279.5;63.759;1111520;2019-04-02 13:52:27:968
279.2;64.901;1112021;2019-04-02 13:52:28:469
278.9;65.271;1112520;2019-04-02 13:52:28:968
279.5;63.439;1113020;2019-04-02 13:52:29:468
279.1;62.803;1113520;2019-04-02 13:52:29:968
279.5;61.587;1114021;2019-04-02 13:52:30:469
279.1;63.117;1114520;2019-04-02 13:52:30:968
279.1;63.04;1115020;2019-04-02 13:52:31:468
279.2;62.435;1115521;2019-04-02 13:52:31:969
279.2;59.015;1116021;2019-04-02 13:52:32:469
279.1;59.18;1116521;2019-04-02 13:52:32:969
279.2;61.8;1117021;2019-04-02 13:52:33:469
279.1;62.754;1117520;2019-04-02 13:52:33:968
279.5;63.172;1118021;2019-04-02 13:52:34:469
279.1;61.564;1118521;2019-04-02 13:52:34:969
279.5;60.142;1119020;2019-04-02 13:52:35:468
279.1;61.504;1119520;2019-04-02 13:52:35:968
279.1;61.307;1120021;2019-04-02 13:52:36:469
279.2;62.83;1120520;2019-04-02 13:52:36:968
279.2;63.052;1121021;2019-04-02 13:52:37:469
279.2;62.471;1121521;2019-04-02 13:52:37:969
279.2;63.562;1122020;2019-04-02 13:52:38:468
279.2;62.515;1122520;2019-04-02 13:52:38:968
279.2;62.119;1123021;2019-04-02 13:52:39:469
279.2;62.418;1123521;2019-04-02 13:52:39:969
279.2;62.87;1124020;2019-04-02 13:52:40:468
279.2;63.191;1124520;2019-04-02 13:52:40:968
279.2;62.664;1125020;2019-04-02 13:52:41:468
279.1;60.605;1125521;2019-04-02 13:52:41:969
279.2;58.103;1126021;2019-04-02 13:52:42:469
279.2;59.76;1126521;2019-04-02 13:52:42:969
279.5;61.535;1127020;2019-04-02 13:52:43:468
279.5;61.801;1127521;2019-04-02 13:52:43:969
279.5;61.482;1128020;2019-04-02 13:52:44:468
278.9;62.036;1128520;2019-04-02 13:52:44:968
279.2;64.149;1129021;2019-04-02 13:52:45:469
278.9;61.675;1129520;2019-04-02 13:52:45:968
279.2;62.143;1130021;2019-04-02 13:52:46:469
279.2;63.746;1130520;2019-04-02 13:52:46:968
278.8;63.612;1131020;2019-04-02 13:52:47:468
279.2;63.579;1131520;2019-04-02 13:52:47:968
279.2;63.931;1132020;2019-04-02 13:52:48:468
278.9;62.646;1132521;2019-04-02 13:52:48:969
278.6;62.097;1133020;2019-04-02 13:52:49:468
279.1;62.16;1133520;2019-04-02 13:52:49:968
279.2;63.869;1134021;2019-04-02 13:52:50:469
279.0;64.19;1134520;2019-04-02 13:52:50:968
279.0;64.08;1135020;2019-04-02 13:52:51:468
279.0;63.187;1135521;2019-04-02 13:52:51:969
279.2;64.688;1136020;2019-04-02 13:52:52:468
278.8;64.97;1136520;2019-04-02 13:52:52:968
279.0;63.866;1137021;2019-04-02 13:52:53:469
279.2;64.842;1137520;2019-04-02 13:52:53:968
278.9;63.958;1138020;2019-04-02 13:52:54:468
279.2;64.489;1138520;2019-04-02 13:52:54:968
279.5;65.109;1139020;2019-04-02 13:52:55:468
279.5;65.375;1139521;2019-04-02 13:52:55:969
279.2;65.374;1140020;2019-04-02 13:52:56:468
279.2;65.624;1140520;2019-04-02 13:52:56:968
278.8;64.943;1141021;2019-04-02 13:52:57:469
279.2;64.452;1141520;2019-04-02 13:52:57:968
278.8;64.755;1142020;2019-04-02 13:52:58:468
278.6;64.521;1142521;2019-04-02 13:52:58:969
278.8;65.577;1143020;2019-04-02 13:52:59:468
278.8;66.064;1143520;2019-04-02 13:52:59:968
279.4;66.038;1144020;2019-04-02 13:53:00:468
279.5;65.466;1144520;2019-04-02 13:53:00:968
279.1;66.016;1145021;2019-04-02 13:53:01:469
279.5;65.543;1145520;2019-04-02 13:53:01:968
279.2;65.362;1146021;2019-04-02 13:53:02:469
279.5;65.362;1146520;2019-04-02 13:53:02:968
279.5;64.802;1147020;2019-04-02 13:53:03:468
279.2;63.994;1147520;2019-04-02 13:53:03:968
279.2;63.122;1148021;2019-04-02 13:53:04:469
279.2;62.375;1148520;2019-04-02 13:53:04:968
279.2;64.066;1149021;2019-04-02 13:53:05:469
278.9;64.646;1149520;2019-04-02 13:53:05:968
279.1;65.442;1150021;2019-04-02 13:53:06:469
279.5;64.817;1150520;2019-04-02 13:53:06:968
279.5;64.691;1151021;2019-04-02 13:53:07:469
279.1;64.496;1151520;2019-04-02 13:53:07:968
279.1;64.667;1152020;2019-04-02 13:53:08:468
279.5;65.131;1152521;2019-04-02 13:53:08:969
279.2;64.127;1153020;2019-04-02 13:53:09:468
278.8;62.817;1153521;2019-04-02 13:53:09:969
278.8;62.847;1154021;2019-04-02 13:53:10:469
278.6;63.437;1154520;2019-04-02 13:53:10:968
278.8;63.499;1155021;2019-04-02 13:53:11:469
278.8;63.789;1155520;2019-04-02 13:53:11:968
278.5;62.139;1156020;2019-04-02 13:53:12:468
278.6;62.865;1156520;2019-04-02 13:53:12:968
278.8;63.333;1157020;2019-04-02 13:53:13:468
278.6;61.766;1157520;2019-04-02 13:53:13:968
278.5;61.735;1158021;2019-04-02 13:53:14:469
279.0;59.697;1158520;2019-04-02 13:53:14:968
279.2;59.408;1159020;2019-04-02 13:53:15:468
279.2;58.079;1159521;2019-04-02 13:53:15:969
279.5;61.379;1160021;2019-04-02 13:53:16:469
278.9;62.428;1160521;2019-04-02 13:53:16:969
278.9;63.721;1161020;2019-04-02 13:53:17:468
278.5;62.194;1161521;2019-04-02 13:53:17:969
278.9;63.514;1162021;2019-04-02 13:53:18:469
278.3;63.712;1162520;2019-04-02 13:53:18:968
278.3;64.753;1163020;2019-04-02 13:53:19:468
278.5;65.288;1163520;2019-04-02 13:53:19:968
278.5;62.528;1164021;2019-04-02 13:53:20:469
278.5;63.156;1164521;2019-04-02 13:53:20:969
278.8;62.502;1165021;2019-04-02 13:53:21:469
278.5;62.188;1165521;2019-04-02 13:53:21:969
278.8;62.529;1166020;2019-04-02 13:53:22:468
279.5;61.55;1166521;2019-04-02 13:53:22:969
278.9;63.339;1167020;2019-04-02 13:53:23:468
278.9;64.329;1167520;2019-04-02 13:53:23:968
279.2;64.534;1168020;2019-04-02 13:53:24:468
279.2;64.117;1168520;2019-04-02 13:53:24:968
279.5;64.16;1169020;2019-04-02 13:53:25:468
278.9;64.112;1169521;2019-04-02 13:53:25:969
279.2;63.648;1170020;2019-04-02 13:53:26:468
278.8;65.158;1170520;2019-04-02 13:53:26:968
278.8;63.857;1171021;2019-04-02 13:53:27:469
279.2;65.15;1171520;2019-04-02 13:53:27:968
279.2;64.935;1172021;2019-04-02 13:53:28:469
279.2;66.117;1172520;2019-04-02 13:53:28:968
279.2;65.577;1173020;2019-04-02 13:53:29:468
278.9;66.349;1173521;2019-04-02 13:53:29:969
279.2;66.35;1174021;2019-04-02 13:53:30:469
278.9;65.909;1174520;2019-04-02 13:53:30:968
279.2;65.298;1175021;2019-04-02 13:53:31:469
279.0;65.899;1175521;2019-04-02 13:53:31:969
279.2;65.766;1176020;2019-04-02 13:53:32:468
279.5;64.653;1176520;2019-04-02 13:53:32:968
279.2;63.858;1177021;2019-04-02 13:53:33:469
278.9;64.764;1177520;2019-04-02 13:53:33:968
279.5;65.18;1178020;2019-04-02 13:53:34:468
279.5;64.56;1178521;2019-04-02 13:53:34:969
279.2;65.788;1179021;2019-04-02 13:53:35:469
279.2;65.935;1179520;2019-04-02 13:53:35:968
279.2;66.491;1180020;2019-04-02 13:53:36:468
279.2;66.285;1180521;2019-04-02 13:53:36:969
278.8;66.055;1181020;2019-04-02 13:53:37:468
279.2;65.887;1181521;2019-04-02 13:53:37:969
279.4;65.542;1182020;2019-04-02 13:53:38:468
279.2;66.161;1182520;2019-04-02 13:53:38:968
279.2;65.851;1183021;2019-04-02 13:53:39:469
279.2;65.156;1183523;2019-04-02 13:53:39:971
279.2;64.709;1184020;2019-04-02 13:53:40:468
279.2;64.893;1184521;2019-04-02 13:53:40:969
279.2;65.362;1185020;2019-04-02 13:53:41:468
279.2;65.639;1185521;2019-04-02 13:53:41:969
279.2;65.826;1186020;2019-04-02 13:53:42:468
279.0;65.409;1186521;2019-04-02 13:53:42:969
279.0;65.323;1187020;2019-04-02 13:53:43:468
279.2;63.825;1187520;2019-04-02 13:53:43:968
279.2;64.462;1188021;2019-04-02 13:53:44:469
279.2;64.661;1188520;2019-04-02 13:53:44:968
279.2;65.017;1189020;2019-04-02 13:53:45:468
279.2;63.561;1189520;2019-04-02 13:53:45:968
279.5;63.095;1190021;2019-04-02 13:53:46:469
279.2;63.231;1190521;2019-04-02 13:53:46:969
279.5;65.386;1191021;2019-04-02 13:53:47:469
279.2;66.585;1191521;2019-04-02 13:53:47:969
279.2;65.735;1192020;2019-04-02 13:53:48:468
279.2;66.102;1192521;2019-04-02 13:53:48:969
279.2;65.114;1193021;2019-04-02 13:53:49:469
279.2;64.897;1193520;2019-04-02 13:53:49:968
279.5;64.816;1194020;2019-04-02 13:53:50:468
278.7;65.561;1194520;2019-04-02 13:53:50:968
279.2;64.642;1195021;2019-04-02 13:53:51:469
279.2;65.518;1195520;2019-04-02 13:53:51:968
279.0;65.764;1196020;2019-04-02 13:53:52:468
279.2;66.375;1196521;2019-04-02 13:53:52:969
279.2;66.028;1197021;2019-04-02 13:53:53:469
279.0;66.173;1197520;2019-04-02 13:53:53:968
278.9;65.649;1198021;2019-04-02 13:53:54:469
278.3;65.735;1198520;2019-04-02 13:53:54:968
278.9;65.727;1199020;2019-04-02 13:53:55:468
279.0;64.084;1199521;2019-04-02 13:53:55:969
279.0;63.899;1200021;2019-04-02 13:53:56:469
278.9;63.808;1200521;2019-04-02 13:53:56:969
279.0;61.082;1201020;2019-04-02 13:53:57:468
279.2;60.909;1201520;2019-04-02 13:53:57:968
279.2;62.92;1202021;2019-04-02 13:53:58:469
279.0;65.731;1202521;2019-04-02 13:53:58:969
279.2;66.28;1203021;2019-04-02 13:53:59:469
279.2;66.405;1203520;2019-04-02 13:53:59:968
278.5;66.032;1204020;2019-04-02 13:54:00:468
278.7;64.847;1204521;2019-04-02 13:54:00:969
278.7;64.235;1205021;2019-04-02 13:54:01:469
278.9;63.595;1205520;2019-04-02 13:54:01:968
278.9;64.405;1206021;2019-04-02 13:54:02:469
279.2;63.694;1206520;2019-04-02 13:54:02:968
279.2;61.477;1207020;2019-04-02 13:54:03:468
279.2;62.256;1207521;2019-04-02 13:54:03:969
279.2;62.887;1208021;2019-04-02 13:54:04:469
279.5;62.756;1208520;2019-04-02 13:54:04:968
279.2;63.335;1209021;2019-04-02 13:54:05:469
279.2;62.381;1209520;2019-04-02 13:54:05:968
278.2;64.602;1210021;2019-04-02 13:54:06:469
279.0;65.515;1210520;2019-04-02 13:54:06:968
279.0;64.973;1211020;2019-04-02 13:54:07:468
278.8;65.454;1211521;2019-04-02 13:54:07:969
279.1;65.927;1212020;2019-04-02 13:54:08:468
278.8;65.921;1212520;2019-04-02 13:54:08:968
279.0;66.291;1213020;2019-04-02 13:54:09:468
279.2;65.352;1213520;2019-04-02 13:54:09:968
279.0;63.918;1214020;2019-04-02 13:54:10:468
278.8;65.278;1214521;2019-04-02 13:54:10:969
278.8;65.717;1215021;2019-04-02 13:54:11:469
279.2;65.668;1215520;2019-04-02 13:54:11:968
279.3;65.482;1216021;2019-04-02 13:54:12:469
278.6;65.68;1216520;2019-04-02 13:54:12:968
278.3;65.777;1217020;2019-04-02 13:54:13:468
278.3;65.618;1217521;2019-04-02 13:54:13:969
278.5;64.506;1218020;2019-04-02 13:54:14:468
278.6;64.651;1218521;2019-04-02 13:54:14:969
278.9;64.189;1219021;2019-04-02 13:54:15:469
278.3;63.758;1219520;2019-04-02 13:54:15:968
278.7;63.631;1220021;2019-04-02 13:54:16:469
278.6;63.285;1220520;2019-04-02 13:54:16:968
278.9;64.403;1221021;2019-04-02 13:54:17:469
278.6;66.055;1221520;2019-04-02 13:54:17:968
278.9;66.458;1222021;2019-04-02 13:54:18:469
278.6;66.775;1222520;2019-04-02 13:54:18:968
278.6;66.401;1223021;2019-04-02 13:54:19:469
278.6;65.768;1223520;2019-04-02 13:54:19:968
278.9;65.893;1224020;2019-04-02 13:54:20:468
278.9;65.63;1224520;2019-04-02 13:54:20:968
278.6;65.509;1225020;2019-04-02 13:54:21:468
279.3;63.021;1225520;2019-04-02 13:54:21:968
278.3;61.707;1226020;2019-04-02 13:54:22:468
278.9;62.357;1226521;2019-04-02 13:54:22:969
278.9;62.104;1227021;2019-04-02 13:54:23:469
278.9;63.866;1227521;2019-04-02 13:54:23:969
278.5;63.351;1228021;2019-04-02 13:54:24:469
278.5;63.798;1228520;2019-04-02 13:54:24:968
278.6;63.968;1229020;2019-04-02 13:54:25:468
278.6;63.346;1229520;2019-04-02 13:54:25:968
278.6;62.48;1230020;2019-04-02 13:54:26:468
278.6;63.052;1230521;2019-04-02 13:54:26:969
278.6;64.779;1231020;2019-04-02 13:54:27:468
278.4;66.155;1231521;2019-04-02 13:54:27:969
278.4;64.368;1232020;2019-04-02 13:54:28:468
278.6;63.156;1232521;2019-04-02 13:54:28:969
278.6;64.936;1233020;2019-04-02 13:54:29:468
278.4;65.468;1233521;2019-04-02 13:54:29:969
278.6;63.316;1234021;2019-04-02 13:54:30:469
278.4;64.716;1234520;2019-04-02 13:54:30:968
278.4;65.013;1235020;2019-04-02 13:54:31:468
278.6;64.066;1235521;2019-04-02 13:54:31:969
278.6;63.43;1236021;2019-04-02 13:54:32:469
278.6;63.401;1236520;2019-04-02 13:54:32:968
278.4;63.351;1237021;2019-04-02 13:54:33:469
278.6;64.3;1237520;2019-04-02 13:54:33:968
278.4;65.302;1238020;2019-04-02 13:54:34:468
278.4;65.376;1238521;2019-04-02 13:54:34:969
278.6;64.209;1239020;2019-04-02 13:54:35:468
278.6;63.209;1239521;2019-04-02 13:54:35:969
278.4;65.328;1240021;2019-04-02 13:54:36:469
278.6;63.915;1240520;2019-04-02 13:54:36:968
278.4;62.57;1241021;2019-04-02 13:54:37:469
278.2;62.06;1241521;2019-04-02 13:54:37:969
279.0;62.752;1242021;2019-04-02 13:54:38:469
278.6;64.391;1242520;2019-04-02 13:54:38:968
278.6;63.405;1243020;2019-04-02 13:54:39:468
278.6;64.44;1243520;2019-04-02 13:54:39:968
278.6;65.884;1244021;2019-04-02 13:54:40:469
278.4;66.59;1244523;2019-04-02 13:54:40:971
278.9;66.277;1245021;2019-04-02 13:54:41:469
278.6;66.15;1245521;2019-04-02 13:54:41:969
278.6;65.58;1246021;2019-04-02 13:54:42:469
278.6;64.533;1246521;2019-04-02 13:54:42:969
278.9;65.441;1247021;2019-04-02 13:54:43:469
278.9;64.282;1247520;2019-04-02 13:54:43:968
278.9;63.795;1248021;2019-04-02 13:54:44:469
278.9;64.227;1248520;2019-04-02 13:54:44:968
279.1;65.84;1249021;2019-04-02 13:54:45:469
279.2;65.625;1249520;2019-04-02 13:54:45:968
278.9;65.652;1250021;2019-04-02 13:54:46:469
278.5;63.661;1250520;2019-04-02 13:54:46:968
279.6;64.203;1251021;2019-04-02 13:54:47:469
278.8;63.515;1251520;2019-04-02 13:54:47:968
279.2;65.101;1252020;2019-04-02 13:54:48:468
279.2;64.531;1252520;2019-04-02 13:54:48:968
279.0;63.314;1253021;2019-04-02 13:54:49:469
279.0;64.223;1253520;2019-04-02 13:54:49:968
278.5;64.151;1254020;2019-04-02 13:54:50:468
278.5;64.831;1254520;2019-04-02 13:54:50:968
278.9;63.0;1255021;2019-04-02 13:54:51:469
278.8;64.745;1255520;2019-04-02 13:54:51:968
278.5;63.772;1256020;2019-04-02 13:54:52:468
279.0;63.816;1256520;2019-04-02 13:54:52:968
279.0;63.072;1257020;2019-04-02 13:54:53:468
279.2;63.676;1257520;2019-04-02 13:54:53:968
278.5;64.83;1258020;2019-04-02 13:54:54:468
278.7;65.101;1258521;2019-04-02 13:54:54:969
278.6;63.835;1259020;2019-04-02 13:54:55:468
278.9;63.884;1259520;2019-04-02 13:54:55:968
278.5;64.272;1260020;2019-04-02 13:54:56:468
278.6;64.163;1260520;2019-04-02 13:54:56:968
278.9;64.709;1261021;2019-04-02 13:54:57:469
278.7;64.267;1261520;2019-04-02 13:54:57:968
278.3;64.737;1262020;2019-04-02 13:54:58:468
278.7;64.888;1262520;2019-04-02 13:54:58:968
278.9;65.192;1263021;2019-04-02 13:54:59:469
278.3;64.831;1263521;2019-04-02 13:54:59:969
278.4;65.042;1264021;2019-04-02 13:55:00:469
278.9;62.987;1264520;2019-04-02 13:55:00:968
278.7;63.023;1265020;2019-04-02 13:55:01:468
279.0;62.804;1265521;2019-04-02 13:55:01:969
278.6;62.923;1266021;2019-04-02 13:55:02:469
278.6;63.703;1266521;2019-04-02 13:55:02:969
278.6;64.023;1267020;2019-04-02 13:55:03:468
278.6;63.829;1267521;2019-04-02 13:55:03:969
278.6;62.215;1268021;2019-04-02 13:55:04:469
278.6;62.711;1268520;2019-04-02 13:55:04:968
278.6;62.363;1269020;2019-04-02 13:55:05:468
278.7;63.695;1269521;2019-04-02 13:55:05:969
279.0;65.76;1270020;2019-04-02 13:55:06:468
278.3;66.243;1270521;2019-04-02 13:55:06:969
278.6;65.462;1271020;2019-04-02 13:55:07:468
278.6;64.763;1271521;2019-04-02 13:55:07:969
278.6;66.069;1272020;2019-04-02 13:55:08:468
278.6;65.53;1272521;2019-04-02 13:55:08:969
