sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
279.5;65.474;23020;2019-04-02 13:34:19:468
279.1;65.507;23520;2019-04-02 13:34:19:968
279.5;65.04;24020;2019-04-02 13:34:20:468
279.1;66.05;24521;2019-04-02 13:34:20:969
279.8;66.673;25020;2019-04-02 13:34:21:468
279.4;67.847;25521;2019-04-02 13:34:21:969
279.4;66.857;26020;2019-04-02 13:34:22:468
280.1;67.845;26520;2019-04-02 13:34:22:968
279.8;67.844;27020;2019-04-02 13:34:23:468
279.4;67.793;27521;2019-04-02 13:34:23:969
279.7;67.437;28020;2019-04-02 13:34:24:468
279.1;65.948;28521;2019-04-02 13:34:24:969
279.7;65.792;29020;2019-04-02 13:34:25:468
279.8;65.928;29521;2019-04-02 13:34:25:969
279.8;67.488;30020;2019-04-02 13:34:26:468
280.0;67.014;30521;2019-04-02 13:34:26:969
280.1;66.337;31020;2019-04-02 13:34:27:468
279.7;65.551;31520;2019-04-02 13:34:27:968
280.1;66.263;32020;2019-04-02 13:34:28:468
280.0;65.847;32520;2019-04-02 13:34:28:968
279.4;64.585;33020;2019-04-02 13:34:29:468
279.4;65.591;33521;2019-04-02 13:34:29:969
279.7;65.261;34020;2019-04-02 13:34:30:468
279.7;65.982;34521;2019-04-02 13:34:30:969
279.5;63.764;35020;2019-04-02 13:34:31:468
279.1;62.53;35521;2019-04-02 13:34:31:969
279.4;63.992;36021;2019-04-02 13:34:32:469
279.5;65.164;36520;2019-04-02 13:34:32:968
279.6;65.899;37020;2019-04-02 13:34:33:468
280.1;66.988;37521;2019-04-02 13:34:33:969
280.0;66.368;38020;2019-04-02 13:34:34:468
279.6;66.534;38521;2019-04-02 13:34:34:969
279.8;66.744;39020;2019-04-02 13:34:35:468
279.8;66.027;39520;2019-04-02 13:34:35:968
279.8;65.853;40021;2019-04-02 13:34:36:469
279.6;66.126;40520;2019-04-02 13:34:36:968
280.1;65.833;41021;2019-04-02 13:34:37:469
279.8;66.433;41520;2019-04-02 13:34:37:968
280.1;65.609;42021;2019-04-02 13:34:38:469
279.8;65.769;42521;2019-04-02 13:34:38:969
280.0;65.893;43020;2019-04-02 13:34:39:468
279.7;65.798;43520;2019-04-02 13:34:39:968
280.1;66.748;44021;2019-04-02 13:34:40:469
280.1;67.301;44521;2019-04-02 13:34:40:969
280.1;67.05;45020;2019-04-02 13:34:41:468
279.7;66.567;45520;2019-04-02 13:34:41:968
279.8;66.397;46021;2019-04-02 13:34:42:469
279.8;65.56;46520;2019-04-02 13:34:42:968
279.8;63.415;47020;2019-04-02 13:34:43:468
279.8;63.14;47520;2019-04-02 13:34:43:968
279.7;65.238;48021;2019-04-02 13:34:44:469
279.8;65.256;48520;2019-04-02 13:34:44:968
279.7;66.079;49021;2019-04-02 13:34:45:469
279.4;66.23;49520;2019-04-02 13:34:45:968
280.0;67.337;50021;2019-04-02 13:34:46:469
279.8;67.514;50521;2019-04-02 13:34:46:969
279.8;67.684;51020;2019-04-02 13:34:47:468
279.1;67.287;51520;2019-04-02 13:34:47:968
279.1;66.666;52021;2019-04-02 13:34:48:469
279.5;66.588;52520;2019-04-02 13:34:48:968
279.5;66.699;53021;2019-04-02 13:34:49:469
279.2;66.751;53520;2019-04-02 13:34:49:968
279.2;67.725;54021;2019-04-02 13:34:50:469
279.5;67.331;54520;2019-04-02 13:34:50:968
279.2;66.545;55021;2019-04-02 13:34:51:469
279.1;66.703;55520;2019-04-02 13:34:51:968
279.2;67.373;56021;2019-04-02 13:34:52:469
279.5;65.959;56520;2019-04-02 13:34:52:968
279.5;65.716;57021;2019-04-02 13:34:53:469
279.5;66.539;57520;2019-04-02 13:34:53:968
279.1;65.639;58021;2019-04-02 13:34:54:469
279.8;64.417;58520;2019-04-02 13:34:54:968
279.1;63.989;59020;2019-04-02 13:34:55:468
279.5;65.656;59521;2019-04-02 13:34:55:969
279.5;65.588;60020;2019-04-02 13:34:56:468
279.7;65.289;60521;2019-04-02 13:34:56:969
279.7;65.657;61020;2019-04-02 13:34:57:468
279.4;65.768;61521;2019-04-02 13:34:57:969
279.5;64.836;62020;2019-04-02 13:34:58:468
279.7;64.804;62521;2019-04-02 13:34:58:969
279.5;62.92;63020;2019-04-02 13:34:59:468
279.9;60.176;63520;2019-04-02 13:34:59:968
279.2;61.91;64020;2019-04-02 13:35:00:468
279.5;61.968;64520;2019-04-02 13:35:00:968
279.5;63.45;65021;2019-04-02 13:35:01:469
279.5;64.48;65520;2019-04-02 13:35:01:968
279.2;62.589;66020;2019-04-02 13:35:02:468
279.2;64.116;66520;2019-04-02 13:35:02:968
279.5;64.168;67021;2019-04-02 13:35:03:469
279.2;65.765;67520;2019-04-02 13:35:03:968
279.2;65.982;68021;2019-04-02 13:35:04:469
279.3;64.677;68521;2019-04-02 13:35:04:969
279.2;64.877;69020;2019-04-02 13:35:05:468
279.2;65.561;69520;2019-04-02 13:35:05:968
279.6;66.176;70020;2019-04-02 13:35:06:468
279.6;63.323;70521;2019-04-02 13:35:06:969
279.5;64.006;71020;2019-04-02 13:35:07:468
279.9;64.846;71520;2019-04-02 13:35:07:968
279.5;65.273;72020;2019-04-02 13:35:08:468
279.6;65.524;72520;2019-04-02 13:35:08:968
280.2;65.753;73020;2019-04-02 13:35:09:468
279.8;66.055;73521;2019-04-02 13:35:09:969
279.8;66.509;74020;2019-04-02 13:35:10:468
280.2;65.529;74521;2019-04-02 13:35:10:969
280.2;65.768;75020;2019-04-02 13:35:11:468
279.4;64.823;75521;2019-04-02 13:35:11:969
279.8;64.536;76021;2019-04-02 13:35:12:469
280.1;64.017;76520;2019-04-02 13:35:12:968
279.9;63.386;77021;2019-04-02 13:35:13:469
279.5;64.585;77520;2019-04-02 13:35:13:968
279.9;63.672;78020;2019-04-02 13:35:14:468
279.5;64.301;78520;2019-04-02 13:35:14:968
279.9;64.185;79021;2019-04-02 13:35:15:469
279.7;64.085;79520;2019-04-02 13:35:15:968
279.2;63.902;80021;2019-04-02 13:35:16:469
279.5;64.681;80521;2019-04-02 13:35:16:969
279.6;63.849;81020;2019-04-02 13:35:17:468
279.2;62.658;81520;2019-04-02 13:35:17:968
279.9;63.484;82021;2019-04-02 13:35:18:469
279.5;63.351;82520;2019-04-02 13:35:18:968
279.1;63.909;83021;2019-04-02 13:35:19:469
279.1;63.516;83520;2019-04-02 13:35:19:968
279.5;64.69;84021;2019-04-02 13:35:20:469
280.2;65.617;84520;2019-04-02 13:35:20:968
279.1;66.643;85020;2019-04-02 13:35:21:468
279.1;66.107;85520;2019-04-02 13:35:21:968
279.1;64.95;86020;2019-04-02 13:35:22:468
279.5;64.25;86521;2019-04-02 13:35:22:969
279.5;64.335;87020;2019-04-02 13:35:23:468
279.7;64.109;87520;2019-04-02 13:35:23:968
279.1;64.187;88020;2019-04-02 13:35:24:468
279.8;63.768;88520;2019-04-02 13:35:24:968
279.1;62.293;89021;2019-04-02 13:35:25:469
279.9;63.318;89520;2019-04-02 13:35:25:968
279.5;64.799;90021;2019-04-02 13:35:26:469
279.1;65.017;90520;2019-04-02 13:35:26:968
279.9;65.044;91020;2019-04-02 13:35:27:468
279.6;64.83;91521;2019-04-02 13:35:27:969
279.2;65.184;92020;2019-04-02 13:35:28:468
279.2;64.956;92521;2019-04-02 13:35:28:969
279.2;64.631;93020;2019-04-02 13:35:29:468
279.5;62.57;93520;2019-04-02 13:35:29:968
279.5;63.471;94021;2019-04-02 13:35:30:469
279.9;63.938;94520;2019-04-02 13:35:30:968
279.9;64.457;95021;2019-04-02 13:35:31:469
279.7;65.698;95520;2019-04-02 13:35:31:968
279.5;66.021;96021;2019-04-02 13:35:32:469
279.5;66.497;96521;2019-04-02 13:35:32:969
279.5;66.176;97021;2019-04-02 13:35:33:469
279.7;65.866;97520;2019-04-02 13:35:33:968
279.2;65.738;98020;2019-04-02 13:35:34:468
279.2;64.569;98521;2019-04-02 13:35:34:969
279.5;64.21;99020;2019-04-02 13:35:35:468
279.5;62.713;99520;2019-04-02 13:35:35:968
279.5;63.373;100021;2019-04-02 13:35:36:469
279.2;62.882;100520;2019-04-02 13:35:36:968
279.2;63.726;101020;2019-04-02 13:35:37:468
279.2;64.714;101521;2019-04-02 13:35:37:969
279.2;64.536;102021;2019-04-02 13:35:38:469
279.5;64.526;102520;2019-04-02 13:35:38:968
279.5;65.815;103021;2019-04-02 13:35:39:469
279.8;64.604;103520;2019-04-02 13:35:39:968
279.5;64.859;104021;2019-04-02 13:35:40:469
279.5;65.04;104521;2019-04-02 13:35:40:969
279.2;63.59;105020;2019-04-02 13:35:41:468
279.5;63.694;105521;2019-04-02 13:35:41:969
279.2;63.635;106020;2019-04-02 13:35:42:468
280.2;62.298;106520;2019-04-02 13:35:42:968
279.5;63.69;107020;2019-04-02 13:35:43:468
279.2;64.788;107521;2019-04-02 13:35:43:969
279.5;65.48;108020;2019-04-02 13:35:44:468
279.2;65.456;108521;2019-04-02 13:35:44:969
279.2;65.896;109020;2019-04-02 13:35:45:468
279.2;64.69;109520;2019-04-02 13:35:45:968
279.6;63.585;110021;2019-04-02 13:35:46:469
279.8;62.825;110520;2019-04-02 13:35:46:968
279.2;63.071;111020;2019-04-02 13:35:47:468
279.6;63.31;111520;2019-04-02 13:35:47:968
279.7;63.862;112020;2019-04-02 13:35:48:468
279.8;64.857;112520;2019-04-02 13:35:48:968
279.2;65.218;113020;2019-04-02 13:35:49:468
279.5;65.018;113520;2019-04-02 13:35:49:968
279.5;65.657;114020;2019-04-02 13:35:50:468
279.5;65.747;114521;2019-04-02 13:35:50:969
279.5;66.005;115020;2019-04-02 13:35:51:468
279.2;65.799;115521;2019-04-02 13:35:51:969
279.6;65.176;116020;2019-04-02 13:35:52:468
279.3;64.715;116521;2019-04-02 13:35:52:969
279.0;64.225;117020;2019-04-02 13:35:53:468
279.2;64.174;117521;2019-04-02 13:35:53:969
279.2;64.625;118020;2019-04-02 13:35:54:468
279.2;62.367;118520;2019-04-02 13:35:54:968
279.0;63.626;119020;2019-04-02 13:35:55:468
279.3;63.439;119521;2019-04-02 13:35:55:969
279.2;63.764;120020;2019-04-02 13:35:56:468
279.2;64.472;120520;2019-04-02 13:35:56:968
279.0;63.992;121020;2019-04-02 13:35:57:468
279.0;64.695;121520;2019-04-02 13:35:57:968
279.2;64.94;122021;2019-04-02 13:35:58:469
279.2;65.927;122520;2019-04-02 13:35:58:968
279.2;65.87;123021;2019-04-02 13:35:59:469
279.5;65.2;123521;2019-04-02 13:35:59:969
279.6;65.58;124020;2019-04-02 13:36:00:468
279.2;65.724;124520;2019-04-02 13:36:00:968
279.5;65.056;125020;2019-04-02 13:36:01:468
279.2;63.986;125520;2019-04-02 13:36:01:968
279.6;61.75;126020;2019-04-02 13:36:02:468
279.3;64.43;126520;2019-04-02 13:36:02:968
278.8;66.636;127021;2019-04-02 13:36:03:469
279.2;66.562;127520;2019-04-02 13:36:03:968
279.2;66.428;128021;2019-04-02 13:36:04:469
279.5;65.95;128521;2019-04-02 13:36:04:969
279.5;63.864;129020;2019-04-02 13:36:05:468
279.5;64.552;129520;2019-04-02 13:36:05:968
279.2;64.409;130021;2019-04-02 13:36:06:469
279.6;64.75;130521;2019-04-02 13:36:06:969
279.5;64.293;131020;2019-04-02 13:36:07:468
279.6;62.469;131520;2019-04-02 13:36:07:968
279.8;64.178;132020;2019-04-02 13:36:08:468
279.6;66.75;132520;2019-04-02 13:36:08:968
279.6;65.914;133021;2019-04-02 13:36:09:469
279.2;66.339;133521;2019-04-02 13:36:09:969
279.2;66.053;134020;2019-04-02 13:36:10:468
279.6;65.603;134521;2019-04-02 13:36:10:969
279.6;65.375;135020;2019-04-02 13:36:11:468
279.2;66.119;135521;2019-04-02 13:36:11:969
279.6;66.313;136020;2019-04-02 13:36:12:468
278.9;67.139;136521;2019-04-02 13:36:12:969
279.6;67.252;137021;2019-04-02 13:36:13:469
279.6;66.231;137521;2019-04-02 13:36:13:969
279.3;65.974;138020;2019-04-02 13:36:14:468
279.5;66.683;138521;2019-04-02 13:36:14:969
279.8;67.135;139020;2019-04-02 13:36:15:468
279.6;66.361;139521;2019-04-02 13:36:15:969
279.6;65.855;140020;2019-04-02 13:36:16:468
279.6;66.207;140521;2019-04-02 13:36:16:969
279.5;66.222;141020;2019-04-02 13:36:17:468
279.2;66.194;141520;2019-04-02 13:36:17:968
279.6;66.685;142020;2019-04-02 13:36:18:468
279.6;66.602;142520;2019-04-02 13:36:18:968
279.3;66.165;143021;2019-04-02 13:36:19:469
279.3;66.258;143520;2019-04-02 13:36:19:968
279.6;65.416;144021;2019-04-02 13:36:20:469
279.3;65.925;144520;2019-04-02 13:36:20:968
279.3;65.308;145021;2019-04-02 13:36:21:469
279.2;66.062;145520;2019-04-02 13:36:21:968
279.3;64.831;146021;2019-04-02 13:36:22:469
279.3;64.396;146520;2019-04-02 13:36:22:968
279.6;63.939;147021;2019-04-02 13:36:23:469
279.2;64.534;147521;2019-04-02 13:36:23:969
279.6;66.373;148020;2019-04-02 13:36:24:468
279.2;65.542;148520;2019-04-02 13:36:24:968
279.2;64.325;149021;2019-04-02 13:36:25:469
279.2;65.239;149520;2019-04-02 13:36:25:968
279.0;65.029;150021;2019-04-02 13:36:26:469
279.2;66.235;150521;2019-04-02 13:36:26:969
279.2;66.753;151020;2019-04-02 13:36:27:468
279.0;66.326;151521;2019-04-02 13:36:27:969
279.6;65.946;152020;2019-04-02 13:36:28:468
279.6;65.514;152520;2019-04-02 13:36:28:968
279.6;65.668;153021;2019-04-02 13:36:29:469
279.5;65.752;153520;2019-04-02 13:36:29:968
279.2;66.468;154021;2019-04-02 13:36:30:469
279.8;66.529;154521;2019-04-02 13:36:30:969
278.9;67.454;155020;2019-04-02 13:36:31:468
279.6;67.93;155520;2019-04-02 13:36:31:968
279.6;66.901;156021;2019-04-02 13:36:32:469
279.2;67.043;156520;2019-04-02 13:36:32:968
279.6;66.973;157021;2019-04-02 13:36:33:469
279.0;66.76;157520;2019-04-02 13:36:33:968
279.3;66.269;158020;2019-04-02 13:36:34:468
279.6;64.677;158521;2019-04-02 13:36:34:969
279.3;64.888;159020;2019-04-02 13:36:35:468
279.6;66.977;159521;2019-04-02 13:36:35:969
279.3;67.123;160021;2019-04-02 13:36:36:469
279.2;67.2;160520;2019-04-02 13:36:36:968
279.3;67.15;161020;2019-04-02 13:36:37:468
279.3;67.268;161521;2019-04-02 13:36:37:969
279.0;67.228;162020;2019-04-02 13:36:38:468
279.6;65.644;162521;2019-04-02 13:36:38:969
279.3;65.335;163020;2019-04-02 13:36:39:468
279.5;65.552;163520;2019-04-02 13:36:39:968
279.6;65.96;164021;2019-04-02 13:36:40:469
279.5;63.859;164520;2019-04-02 13:36:40:968
279.2;65.335;165021;2019-04-02 13:36:41:469
279.8;65.784;165520;2019-04-02 13:36:41:968
279.5;66.556;166020;2019-04-02 13:36:42:468
279.2;65.868;166521;2019-04-02 13:36:42:969
279.2;65.968;167020;2019-04-02 13:36:43:468
279.2;65.084;167521;2019-04-02 13:36:43:969
279.2;65.116;168020;2019-04-02 13:36:44:468
279.6;65.414;168522;2019-04-02 13:36:44:970
279.2;66.143;169020;2019-04-02 13:36:45:468
279.6;66.647;169521;2019-04-02 13:36:45:969
279.6;65.873;170023;2019-04-02 13:36:46:471
279.2;65.685;170520;2019-04-02 13:36:46:968
279.7;65.359;171020;2019-04-02 13:36:47:468
279.5;65.56;171520;2019-04-02 13:36:47:968
279.2;66.056;172021;2019-04-02 13:36:48:469
279.9;66.251;172521;2019-04-02 13:36:48:969
279.9;65.951;173020;2019-04-02 13:36:49:468
280.1;65.056;173521;2019-04-02 13:36:49:969
279.5;64.323;174020;2019-04-02 13:36:50:468
279.8;66.511;174520;2019-04-02 13:36:50:968
279.5;66.048;175020;2019-04-02 13:36:51:468
279.8;65.469;175520;2019-04-02 13:36:51:968
279.5;63.86;176022;2019-04-02 13:36:52:470
279.5;64.457;176520;2019-04-02 13:36:52:968
279.5;63.428;177020;2019-04-02 13:36:53:468
279.7;64.99;177521;2019-04-02 13:36:53:969
279.2;65.071;178020;2019-04-02 13:36:54:468
279.5;64.957;178521;2019-04-02 13:36:54:969
279.5;65.65;179020;2019-04-02 13:36:55:468
279.5;65.691;179520;2019-04-02 13:36:55:968
279.9;65.579;180021;2019-04-02 13:36:56:469
279.2;65.531;180521;2019-04-02 13:36:56:969
279.5;64.797;181020;2019-04-02 13:36:57:468
279.5;64.107;181520;2019-04-02 13:36:57:968
279.9;64.044;182021;2019-04-02 13:36:58:469
280.2;62.941;182520;2019-04-02 13:36:58:968
279.5;63.218;183020;2019-04-02 13:36:59:468
280.2;64.684;183520;2019-04-02 13:36:59:968
279.8;65.355;184021;2019-04-02 13:37:00:469
279.2;65.062;184521;2019-04-02 13:37:00:969
279.5;64.511;185020;2019-04-02 13:37:01:468
279.5;64.868;185520;2019-04-02 13:37:01:968
279.5;65.385;186020;2019-04-02 13:37:02:468
279.5;65.056;186520;2019-04-02 13:37:02:968
279.9;64.158;187020;2019-04-02 13:37:03:468
279.9;63.979;187520;2019-04-02 13:37:03:968
279.8;63.59;188020;2019-04-02 13:37:04:468
279.6;65.113;188520;2019-04-02 13:37:04:968
279.6;64.946;189021;2019-04-02 13:37:05:469
280.2;65.664;189520;2019-04-02 13:37:05:968
279.9;66.673;190020;2019-04-02 13:37:06:468
279.9;66.494;190520;2019-04-02 13:37:06:968
279.9;66.89;191021;2019-04-02 13:37:07:469
280.2;65.571;191520;2019-04-02 13:37:07:968
279.4;64.833;192020;2019-04-02 13:37:08:468
279.4;64.682;192521;2019-04-02 13:37:08:969
279.9;66.007;193020;2019-04-02 13:37:09:468
279.9;65.123;193520;2019-04-02 13:37:09:968
279.5;65.466;194020;2019-04-02 13:37:10:468
279.2;64.576;194521;2019-04-02 13:37:10:969
279.9;65.401;195020;2019-04-02 13:37:11:468
279.2;65.423;195520;2019-04-02 13:37:11:968
279.5;65.881;196020;2019-04-02 13:37:12:468
280.1;65.48;196520;2019-04-02 13:37:12:968
279.8;63.79;197021;2019-04-02 13:37:13:469
279.9;65.72;197521;2019-04-02 13:37:13:969
279.9;65.421;198021;2019-04-02 13:37:14:469
279.5;65.458;198521;2019-04-02 13:37:14:969
279.7;65.456;199021;2019-04-02 13:37:15:469
279.9;64.972;199521;2019-04-02 13:37:15:969
279.8;65.261;200021;2019-04-02 13:37:16:469
279.5;66.044;200521;2019-04-02 13:37:16:969
279.5;65.757;201021;2019-04-02 13:37:17:469
279.9;64.366;201521;2019-04-02 13:37:17:969
279.5;64.481;202020;2019-04-02 13:37:18:468
279.5;65.831;202520;2019-04-02 13:37:18:968
279.2;66.171;203020;2019-04-02 13:37:19:468
278.9;65.344;203521;2019-04-02 13:37:19:969
279.6;64.877;204020;2019-04-02 13:37:20:468
279.9;64.892;204520;2019-04-02 13:37:20:968
279.2;64.672;205021;2019-04-02 13:37:21:469
279.5;63.48;205520;2019-04-02 13:37:21:968
279.5;63.583;206021;2019-04-02 13:37:22:469
280.0;64.292;206520;2019-04-02 13:37:22:968
279.2;65.202;207020;2019-04-02 13:37:23:468
279.7;65.841;207521;2019-04-02 13:37:23:969
279.4;64.384;208021;2019-04-02 13:37:24:469
279.8;64.89;208520;2019-04-02 13:37:24:968
279.8;64.387;209020;2019-04-02 13:37:25:468
279.8;64.836;209520;2019-04-02 13:37:25:968
279.8;64.76;210021;2019-04-02 13:37:26:469
279.8;64.2;210520;2019-04-02 13:37:26:968
280.2;64.433;211020;2019-04-02 13:37:27:468
280.1;64.754;211520;2019-04-02 13:37:27:968
279.4;65.59;212021;2019-04-02 13:37:28:469
279.9;64.811;212520;2019-04-02 13:37:28:968
279.5;63.569;213020;2019-04-02 13:37:29:468
279.5;63.403;213521;2019-04-02 13:37:29:969
279.9;64.124;214020;2019-04-02 13:37:30:468
279.5;64.363;214521;2019-04-02 13:37:30:969
279.5;64.186;215020;2019-04-02 13:37:31:468
279.5;62.395;215520;2019-04-02 13:37:31:968
279.2;63.761;216021;2019-04-02 13:37:32:469
279.5;65.074;216520;2019-04-02 13:37:32:968
279.5;65.482;217020;2019-04-02 13:37:33:468
279.5;63.803;217520;2019-04-02 13:37:33:968
279.5;64.358;218023;2019-04-02 13:37:34:471
279.5;64.483;218520;2019-04-02 13:37:34:968
279.5;65.08;219020;2019-04-02 13:37:35:468
279.2;66.036;219520;2019-04-02 13:37:35:968
279.5;66.08;220021;2019-04-02 13:37:36:469
279.5;66.132;220521;2019-04-02 13:37:36:969
279.5;66.064;221021;2019-04-02 13:37:37:469
278.9;66.041;221520;2019-04-02 13:37:37:968
279.2;66.19;222020;2019-04-02 13:37:38:468
279.9;65.752;222521;2019-04-02 13:37:38:969
279.2;66.964;223020;2019-04-02 13:37:39:468
279.5;66.463;223521;2019-04-02 13:37:39:969
279.5;66.132;224021;2019-04-02 13:37:40:469
279.9;65.772;224520;2019-04-02 13:37:40:968
279.9;65.881;225021;2019-04-02 13:37:41:469
279.5;65.877;225521;2019-04-02 13:37:41:969
279.5;65.988;226020;2019-04-02 13:37:42:468
280.2;66.592;226521;2019-04-02 13:37:42:969
280.2;66.623;227020;2019-04-02 13:37:43:468
279.9;67.365;227521;2019-04-02 13:37:43:969
279.5;66.165;228021;2019-04-02 13:37:44:469
279.5;65.814;228520;2019-04-02 13:37:44:968
279.2;65.738;229020;2019-04-02 13:37:45:468
279.5;65.695;229520;2019-04-02 13:37:45:968
279.9;65.747;230021;2019-04-02 13:37:46:469
279.9;65.05;230520;2019-04-02 13:37:46:968
279.2;65.508;231020;2019-04-02 13:37:47:468
279.5;65.31;231521;2019-04-02 13:37:47:969
279.5;65.757;232021;2019-04-02 13:37:48:469
279.5;65.592;232521;2019-04-02 13:37:48:969
279.2;66.175;233020;2019-04-02 13:37:49:468
279.5;65.244;233520;2019-04-02 13:37:49:968
279.0;63.988;234020;2019-04-02 13:37:50:468
279.5;63.152;234521;2019-04-02 13:37:50:969
279.5;62.497;235020;2019-04-02 13:37:51:468
279.1;62.233;235520;2019-04-02 13:37:51:968
279.2;62.431;236021;2019-04-02 13:37:52:469
279.1;61.62;236520;2019-04-02 13:37:52:968
279.2;62.653;237021;2019-04-02 13:37:53:469
278.9;64.8;237521;2019-04-02 13:37:53:969
279.2;65.35;238021;2019-04-02 13:37:54:469
279.2;65.293;238522;2019-04-02 13:37:54:970
279.0;66.714;239021;2019-04-02 13:37:55:469
279.2;66.928;239520;2019-04-02 13:37:55:968
279.0;66.238;240020;2019-04-02 13:37:56:468
279.6;66.262;240521;2019-04-02 13:37:56:969
279.5;66.554;241020;2019-04-02 13:37:57:468
279.2;66.562;241521;2019-04-02 13:37:57:969
279.2;65.998;242020;2019-04-02 13:37:58:468
279.2;65.576;242521;2019-04-02 13:37:58:969
279.6;65.711;243020;2019-04-02 13:37:59:468
279.6;65.791;243520;2019-04-02 13:37:59:968
279.2;65.397;244021;2019-04-02 13:38:00:469
279.0;66.069;244520;2019-04-02 13:38:00:968
279.2;65.484;245021;2019-04-02 13:38:01:469
279.2;65.338;245520;2019-04-02 13:38:01:968
279.6;64.684;246021;2019-04-02 13:38:02:469
279.9;65.564;246521;2019-04-02 13:38:02:969
279.8;64.628;247020;2019-04-02 13:38:03:468
279.5;64.162;247521;2019-04-02 13:38:03:969
279.9;64.415;248020;2019-04-02 13:38:04:468
279.7;64.665;248521;2019-04-02 13:38:04:969
279.3;65.809;249021;2019-04-02 13:38:05:469
279.9;67.053;249520;2019-04-02 13:38:05:968
279.5;67.438;250020;2019-04-02 13:38:06:468
279.2;66.077;250521;2019-04-02 13:38:06:969
279.6;66.835;251020;2019-04-02 13:38:07:468
279.2;66.724;251520;2019-04-02 13:38:07:968
279.5;65.997;252021;2019-04-02 13:38:08:469
279.2;65.216;252520;2019-04-02 13:38:08:968
279.5;65.872;253020;2019-04-02 13:38:09:468
279.5;66.972;253520;2019-04-02 13:38:09:968
279.2;67.14;254021;2019-04-02 13:38:10:469
279.0;67.159;254520;2019-04-02 13:38:10:968
279.6;67.03;255021;2019-04-02 13:38:11:469
279.3;67.042;255520;2019-04-02 13:38:11:968
279.2;67.228;256021;2019-04-02 13:38:12:469
279.2;66.937;256520;2019-04-02 13:38:12:968
279.2;67.354;257021;2019-04-02 13:38:13:469
279.3;66.914;257520;2019-04-02 13:38:13:968
279.2;65.796;258021;2019-04-02 13:38:14:469
279.6;65.884;258520;2019-04-02 13:38:14:968
279.5;65.614;259021;2019-04-02 13:38:15:469
279.2;65.762;259520;2019-04-02 13:38:15:968
279.3;67.288;260020;2019-04-02 13:38:16:468
279.0;67.214;260521;2019-04-02 13:38:16:969
279.2;66.249;261020;2019-04-02 13:38:17:468
279.2;66.202;261521;2019-04-02 13:38:17:969
279.5;66.13;262020;2019-04-02 13:38:18:468
279.2;67.064;262520;2019-04-02 13:38:18:968
279.2;66.51;263020;2019-04-02 13:38:19:468
279.8;65.969;263520;2019-04-02 13:38:19:968
279.2;65.117;264021;2019-04-02 13:38:20:469
279.6;66.494;264521;2019-04-02 13:38:20:969
279.6;65.674;265020;2019-04-02 13:38:21:468
279.0;66.422;265520;2019-04-02 13:38:21:968
279.2;66.318;266020;2019-04-02 13:38:22:468
