LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
492,57.199,19,2019-03-12 12:01:15:952
503,56.53,519,2019-03-12 12:01:16:452
510,55.453,1019,2019-03-12 12:01:16:952
512,58.597,1518,2019-03-12 12:01:17:451
512,60.535,2019,2019-03-12 12:01:17:952
512,54.316,2520,2019-03-12 12:01:18:453
512,51.637,3020,2019-03-12 12:01:18:953
512,49.413,3519,2019-03-12 12:01:19:452
512,55.254,4018,2019-03-12 12:01:19:951
512,53.946,4520,2019-03-12 12:01:20:453
521,53.368,5019,2019-03-12 12:01:20:952
512,56.068,5519,2019-03-12 12:01:21:452
512,60.024,6019,2019-03-12 12:01:21:952
519,58.418,6520,2019-03-12 12:01:22:453
512,57.073,7019,2019-03-12 12:01:22:952
519,54.752,7519,2019-03-12 12:01:23:452
521,56.78,8019,2019-03-12 12:01:23:952
519,55.639,8520,2019-03-12 12:01:24:453
512,54.96,9019,2019-03-12 12:01:24:952
512,55.483,9519,2019-03-12 12:01:25:452
512,55.819,10020,2019-03-12 12:01:25:953
512,55.815,10518,2019-03-12 12:01:26:451
519,56.928,11020,2019-03-12 12:01:26:953
512,55.053,11519,2019-03-12 12:01:27:452
512,54.156,12019,2019-03-12 12:01:27:952
519,54.995,12519,2019-03-12 12:01:28:452
512,57.18,13022,2019-03-12 12:01:28:955
512,55.62,13521,2019-03-12 12:01:29:454
512,55.527,14019,2019-03-12 12:01:29:952
512,54.231,14520,2019-03-12 12:01:30:453
512,53.173,15019,2019-03-12 12:01:30:952
512,53.303,15519,2019-03-12 12:01:31:452
512,56.908,16019,2019-03-12 12:01:31:952
512,61.1,16518,2019-03-12 12:01:32:451
512,59.121,17019,2019-03-12 12:01:32:952
512,59.402,17519,2019-03-12 12:01:33:452
512,58.416,18018,2019-03-12 12:01:33:951
512,57.459,18519,2019-03-12 12:01:34:452
512,57.492,19019,2019-03-12 12:01:34:952
512,53.537,19519,2019-03-12 12:01:35:452
512,52.75,20019,2019-03-12 12:01:35:952
512,55.048,20518,2019-03-12 12:01:36:451
512,55.117,21019,2019-03-12 12:01:36:952
512,56.131,21519,2019-03-12 12:01:37:452
512,53.322,22018,2019-03-12 12:01:37:951
512,54.881,22519,2019-03-12 12:01:38:452
512,56.804,23018,2019-03-12 12:01:38:951
512,61.265,23519,2019-03-12 12:01:39:452
430,54.923,24019,2019-03-12 12:01:39:952
480,55.922,24519,2019-03-12 12:01:40:452
478,63.312,25020,2019-03-12 12:01:40:953
444,62.308,25520,2019-03-12 12:01:41:453
506,57.546,26019,2019-03-12 12:01:41:952
510,52.65,26519,2019-03-12 12:01:42:452
512,51.831,27018,2019-03-12 12:01:42:951
512,54.222,27518,2019-03-12 12:01:43:451
512,56.96,28019,2019-03-12 12:01:43:952
512,58.227,28519,2019-03-12 12:01:44:452
512,58.939,29019,2019-03-12 12:01:44:952
508,57.511,29518,2019-03-12 12:01:45:451
506,57.872,30020,2019-03-12 12:01:45:953
510,61.111,30519,2019-03-12 12:01:46:452
508,59.13,31020,2019-03-12 12:01:46:953
507,56.676,31519,2019-03-12 12:01:47:452
506,55.385,32021,2019-03-12 12:01:47:954
507,55.156,32519,2019-03-12 12:01:48:452
507,55.505,33019,2019-03-12 12:01:48:952
512,56.064,33519,2019-03-12 12:01:49:452
512,58.888,34019,2019-03-12 12:01:49:952
512,54.733,34519,2019-03-12 12:01:50:452
512,58.194,35021,2019-03-12 12:01:50:954
512,59.427,35518,2019-03-12 12:01:51:451
512,54.897,36019,2019-03-12 12:01:51:952
512,54.73,36518,2019-03-12 12:01:52:451
512,56.772,37019,2019-03-12 12:01:52:952
510,54.935,37520,2019-03-12 12:01:53:453
512,57.485,38019,2019-03-12 12:01:53:952
512,55.739,38518,2019-03-12 12:01:54:451
512,59.821,39019,2019-03-12 12:01:54:952
512,57.802,39519,2019-03-12 12:01:55:452
512,57.543,40019,2019-03-12 12:01:55:952
512,56.587,40520,2019-03-12 12:01:56:453
512,56.477,41019,2019-03-12 12:01:56:952
512,56.56,41519,2019-03-12 12:01:57:452
512,54.718,42018,2019-03-12 12:01:57:951
512,55.211,42518,2019-03-12 12:01:58:451
512,55.289,43019,2019-03-12 12:01:58:952
512,53.849,43519,2019-03-12 12:01:59:452
512,52.327,44020,2019-03-12 12:01:59:953
510,53.866,44519,2019-03-12 12:02:00:452
512,51.975,45019,2019-03-12 12:02:00:952
505,60.32,45519,2019-03-12 12:02:01:452
503,65.379,46019,2019-03-12 12:02:01:952
503,55.992,46519,2019-03-12 12:02:02:452
505,56.53,47019,2019-03-12 12:02:02:952
505,64.292,47520,2019-03-12 12:02:03:453
507,58.673,48020,2019-03-12 12:02:03:953
507,60.549,48518,2019-03-12 12:02:04:451
510,57.206,49019,2019-03-12 12:02:04:952
510,57.067,49519,2019-03-12 12:02:05:452
506,50.138,50019,2019-03-12 12:02:05:952
510,50.786,50519,2019-03-12 12:02:06:452
510,53.397,51018,2019-03-12 12:02:06:951
507,57.946,51518,2019-03-12 12:02:07:451
507,56.371,52018,2019-03-12 12:02:07:951
507,53.544,52518,2019-03-12 12:02:08:451
507,56.795,53018,2019-03-12 12:02:08:951
507,56.357,53519,2019-03-12 12:02:09:452
512,59.417,54019,2019-03-12 12:02:09:952
512,58.341,54519,2019-03-12 12:02:10:452
512,62.871,55019,2019-03-12 12:02:10:952
505,58.096,55518,2019-03-12 12:02:11:451
507,58.922,56020,2019-03-12 12:02:11:953
508,59.996,56520,2019-03-12 12:02:12:453
510,55.756,57019,2019-03-12 12:02:12:952
510,57.141,57519,2019-03-12 12:02:13:452
512,52.499,58019,2019-03-12 12:02:13:952
510,55.939,58519,2019-03-12 12:02:14:452
507,53.29,59020,2019-03-12 12:02:14:953
507,57.196,59519,2019-03-12 12:02:15:452
510,59.087,60019,2019-03-12 12:02:15:952
510,51.711,60518,2019-03-12 12:02:16:451
510,54.542,61019,2019-03-12 12:02:16:952
508,54.103,61519,2019-03-12 12:02:17:452
510,51.688,62019,2019-03-12 12:02:17:952
512,53.871,62519,2019-03-12 12:02:18:452
512,53.351,63018,2019-03-12 12:02:18:951
508,56.249,63519,2019-03-12 12:02:19:452
512,52.902,64018,2019-03-12 12:02:19:951
510,50.718,64518,2019-03-12 12:02:20:451
510,56.259,65018,2019-03-12 12:02:20:951
510,52.836,65518,2019-03-12 12:02:21:451
508,51.545,66019,2019-03-12 12:02:21:952
510,56.496,66520,2019-03-12 12:02:22:453
512,54.967,67020,2019-03-12 12:02:22:953
508,56.855,67518,2019-03-12 12:02:23:451
510,57.497,68019,2019-03-12 12:02:23:952
512,56.256,68519,2019-03-12 12:02:24:452
512,55.727,69022,2019-03-12 12:02:24:955
513,57.669,69519,2019-03-12 12:02:25:452
513,56.171,70019,2019-03-12 12:02:25:952
515,55.695,70518,2019-03-12 12:02:26:451
515,55.16,71019,2019-03-12 12:02:26:952
515,50.258,71519,2019-03-12 12:02:27:452
513,55.73,72019,2019-03-12 12:02:27:952
513,52.973,72519,2019-03-12 12:02:28:452
512,55.984,73019,2019-03-12 12:02:28:952
510,53.476,73519,2019-03-12 12:02:29:452
507,55.746,74019,2019-03-12 12:02:29:952
507,55.362,74519,2019-03-12 12:02:30:452
507,55.637,75021,2019-03-12 12:02:30:954
507,48.138,75519,2019-03-12 12:02:31:452
510,52.383,76019,2019-03-12 12:02:31:952
510,49.43,76519,2019-03-12 12:02:32:452
510,54.092,77019,2019-03-12 12:02:32:952
510,49.96,77519,2019-03-12 12:02:33:452
510,54.032,78018,2019-03-12 12:02:33:951
510,50.876,78518,2019-03-12 12:02:34:451
507,54.428,79024,2019-03-12 12:02:34:957
507,50.162,79519,2019-03-12 12:02:35:452
507,56.43,80019,2019-03-12 12:02:35:952
507,56.874,80519,2019-03-12 12:02:36:452
507,57.245,81019,2019-03-12 12:02:36:952
505,56.852,81519,2019-03-12 12:02:37:452
507,57.272,82018,2019-03-12 12:02:37:951
507,50.357,82519,2019-03-12 12:02:38:452
507,55.59,83018,2019-03-12 12:02:38:951
507,53.28,83518,2019-03-12 12:02:39:451
507,56.075,84019,2019-03-12 12:02:39:952
510,56.356,84519,2019-03-12 12:02:40:452
507,55.993,85021,2019-03-12 12:02:40:954
505,57.858,85518,2019-03-12 12:02:41:451
500,56.103,86018,2019-03-12 12:02:41:951
499,56.394,86519,2019-03-12 12:02:42:452
495,55.462,87019,2019-03-12 12:02:42:952
494,57.289,87519,2019-03-12 12:02:43:452
493,56.127,88019,2019-03-12 12:02:43:952
494,52.181,88519,2019-03-12 12:02:44:452
494,57.378,89019,2019-03-12 12:02:44:952
494,57.089,89519,2019-03-12 12:02:45:452
494,54.385,90019,2019-03-12 12:02:45:952
494,56.939,90518,2019-03-12 12:02:46:451
494,55.642,91022,2019-03-12 12:02:46:955
494,56.76,91518,2019-03-12 12:02:47:451
494,59.327,92018,2019-03-12 12:02:47:951
494,59.741,92518,2019-03-12 12:02:48:451
494,59.004,93018,2019-03-12 12:02:48:951
494,53.933,93519,2019-03-12 12:02:49:452
494,54.475,94018,2019-03-12 12:02:49:951
490,54.936,94519,2019-03-12 12:02:50:452
427,54.952,95019,2019-03-12 12:02:50:952
487,53.329,95519,2019-03-12 12:02:51:452
489,57.432,96019,2019-03-12 12:02:51:952
485,52.692,96519,2019-03-12 12:02:52:452
488,52.912,97020,2019-03-12 12:02:52:953
495,56.626,97518,2019-03-12 12:02:53:451
504,57.977,98019,2019-03-12 12:02:53:952
501,57.476,98518,2019-03-12 12:02:54:451
501,56.974,99018,2019-03-12 12:02:54:951
501,55.373,99518,2019-03-12 12:02:55:451
501,59.234,100018,2019-03-12 12:02:55:951
501,59.003,100518,2019-03-12 12:02:56:451
501,55.699,101019,2019-03-12 12:02:56:952
501,54.164,101519,2019-03-12 12:02:57:452
501,57.103,102019,2019-03-12 12:02:57:952
501,57.37,102518,2019-03-12 12:02:58:451
499,57.145,103018,2019-03-12 12:02:58:951
501,51.004,103518,2019-03-12 12:02:59:451
512,54.615,104019,2019-03-12 12:02:59:952
510,54.803,104519,2019-03-12 12:03:00:452
519,53.925,105019,2019-03-12 12:03:00:952
519,54.913,105519,2019-03-12 12:03:01:452
521,60.267,106020,2019-03-12 12:03:01:953
521,57.609,106519,2019-03-12 12:03:02:452
521,53.258,107019,2019-03-12 12:03:02:952
512,53.229,107519,2019-03-12 12:03:03:452
512,54.998,108019,2019-03-12 12:03:03:952
521,57.408,108519,2019-03-12 12:03:04:452
521,56.596,109019,2019-03-12 12:03:04:952
521,56.47,109522,2019-03-12 12:03:05:455
521,56.028,110019,2019-03-12 12:03:05:952
521,60.136,110518,2019-03-12 12:03:06:451
521,58.109,111019,2019-03-12 12:03:06:952
521,58.737,111518,2019-03-12 12:03:07:451
519,57.654,112018,2019-03-12 12:03:07:951
519,54.655,112519,2019-03-12 12:03:08:452
512,58.705,113018,2019-03-12 12:03:08:951
512,57.876,113519,2019-03-12 12:03:09:452
512,55.657,114019,2019-03-12 12:03:09:952
512,55.708,114523,2019-03-12 12:03:10:456
519,53.898,115019,2019-03-12 12:03:10:952
519,55.69,115519,2019-03-12 12:03:11:452
510,57.238,116019,2019-03-12 12:03:11:952
510,52.641,116519,2019-03-12 12:03:12:452
519,55.53,117019,2019-03-12 12:03:12:952
512,53.591,117519,2019-03-12 12:03:13:452
512,53.43,118019,2019-03-12 12:03:13:952
519,55.991,118519,2019-03-12 12:03:14:452
519,50.33,119019,2019-03-12 12:03:14:952
512,51.621,119518,2019-03-12 12:03:15:451
512,57.887,120019,2019-03-12 12:03:15:952
512,54.461,120519,2019-03-12 12:03:16:452
512,51.451,121020,2019-03-12 12:03:16:953
512,55.124,121519,2019-03-12 12:03:17:452
519,56.856,122020,2019-03-12 12:03:17:953
519,56.544,122521,2019-03-12 12:03:18:454
519,54.298,123019,2019-03-12 12:03:18:952
510,56.373,123520,2019-03-12 12:03:19:453
510,55.696,124019,2019-03-12 12:03:19:952
510,54.31,124519,2019-03-12 12:03:20:452
510,54.833,125018,2019-03-12 12:03:20:951
519,54.908,125519,2019-03-12 12:03:21:452
519,49.788,126020,2019-03-12 12:03:21:953
519,53.727,126519,2019-03-12 12:03:22:452
519,53.637,127019,2019-03-12 12:03:22:952
519,52.635,127522,2019-03-12 12:03:23:455
519,51.715,128019,2019-03-12 12:03:23:952
519,56.897,128519,2019-03-12 12:03:24:452
519,56.422,129020,2019-03-12 12:03:24:953
519,54.131,129519,2019-03-12 12:03:25:452
519,47.014,130019,2019-03-12 12:03:25:952
519,53.774,130519,2019-03-12 12:03:26:452
519,51.356,131020,2019-03-12 12:03:26:953
519,53.468,131523,2019-03-12 12:03:27:456
512,53.624,132019,2019-03-12 12:03:27:952
521,50.379,132520,2019-03-12 12:03:28:453
512,52.178,133019,2019-03-12 12:03:28:952
512,54.629,133519,2019-03-12 12:03:29:452
512,57.034,134020,2019-03-12 12:03:29:953
512,54.609,134519,2019-03-12 12:03:30:452
512,54.769,135019,2019-03-12 12:03:30:952
512,54.555,135518,2019-03-12 12:03:31:451
512,55.104,136019,2019-03-12 12:03:31:952
512,57.52,136519,2019-03-12 12:03:32:452
512,55.96,137019,2019-03-12 12:03:32:952
512,54.254,137519,2019-03-12 12:03:33:452
512,53.09,138019,2019-03-12 12:03:33:952
512,56.579,138519,2019-03-12 12:03:34:452
512,51.623,139019,2019-03-12 12:03:34:952
512,47.984,139521,2019-03-12 12:03:35:454
512,57.238,140019,2019-03-12 12:03:35:952
512,53.765,140521,2019-03-12 12:03:36:454
512,53.93,141019,2019-03-12 12:03:36:952
512,55.888,141519,2019-03-12 12:03:37:452
519,50.175,142019,2019-03-12 12:03:37:952
521,53.684,142519,2019-03-12 12:03:38:452
521,52.558,143019,2019-03-12 12:03:38:952
521,45.053,143519,2019-03-12 12:03:39:452
519,59.809,144019,2019-03-12 12:03:39:952
521,52.919,144519,2019-03-12 12:03:40:452
521,53.418,145019,2019-03-12 12:03:40:952
521,47.981,145519,2019-03-12 12:03:41:452
521,55.477,146020,2019-03-12 12:03:41:953
521,54.962,146519,2019-03-12 12:03:42:452
521,45.014,147018,2019-03-12 12:03:42:951
521,53.432,147518,2019-03-12 12:03:43:451
519,55.031,148019,2019-03-12 12:03:43:952
519,54.185,148519,2019-03-12 12:03:44:452
519,52.522,149019,2019-03-12 12:03:44:952
519,50.842,149519,2019-03-12 12:03:45:452
519,55.506,150020,2019-03-12 12:03:45:953
519,48.9,150519,2019-03-12 12:03:46:452
519,48.104,151020,2019-03-12 12:03:46:953
519,51.408,151518,2019-03-12 12:03:47:451
521,55.862,152019,2019-03-12 12:03:47:952
519,47.381,152519,2019-03-12 12:03:48:452
519,55.723,153020,2019-03-12 12:03:48:953
519,55.962,153519,2019-03-12 12:03:49:452
519,53.865,154019,2019-03-12 12:03:49:952
519,45.732,154520,2019-03-12 12:03:50:453
519,52.049,155019,2019-03-12 12:03:50:952
519,54.53,155518,2019-03-12 12:03:51:451
512,55.917,156019,2019-03-12 12:03:51:952
510,53.461,156519,2019-03-12 12:03:52:452
510,40.18,157019,2019-03-12 12:03:52:952
512,38.394,157519,2019-03-12 12:03:53:452
519,57.016,158020,2019-03-12 12:03:53:953
519,60.037,158519,2019-03-12 12:03:54:452
512,55.2,159019,2019-03-12 12:03:54:952
512,59.791,159519,2019-03-12 12:03:55:452
512,56.942,160019,2019-03-12 12:03:55:952
512,56.543,160519,2019-03-12 12:03:56:452
510,53.916,161019,2019-03-12 12:03:56:952
512,56.738,161519,2019-03-12 12:03:57:452
512,53.967,162022,2019-03-12 12:03:57:955
512,54.398,162520,2019-03-12 12:03:58:453
512,53.679,163018,2019-03-12 12:03:58:951
512,52.966,163519,2019-03-12 12:03:59:452
512,52.44,164019,2019-03-12 12:03:59:952
512,55.73,164519,2019-03-12 12:04:00:452
512,57.368,165019,2019-03-12 12:04:00:952
512,55.906,165519,2019-03-12 12:04:01:452
512,54.167,166019,2019-03-12 12:04:01:952
512,55.883,166519,2019-03-12 12:04:02:452
510,55.252,167019,2019-03-12 12:04:02:952
512,50.089,167518,2019-03-12 12:04:03:451
512,55.321,168018,2019-03-12 12:04:03:951
512,54.816,168519,2019-03-12 12:04:04:452
519,52.706,169019,2019-03-12 12:04:04:952
503,57.427,169519,2019-03-12 12:04:05:452
501,57.672,170018,2019-03-12 12:04:05:951
501,55.234,170518,2019-03-12 12:04:06:451
510,52.991,171019,2019-03-12 12:04:06:952
501,57.003,171519,2019-03-12 12:04:07:452
512,56.025,172022,2019-03-12 12:04:07:955
519,56.607,172520,2019-03-12 12:04:08:453
521,47.701,173019,2019-03-12 12:04:08:952
521,54.689,173519,2019-03-12 12:04:09:452
521,54.805,174019,2019-03-12 12:04:09:952
521,52.225,174519,2019-03-12 12:04:10:452
521,54.121,175019,2019-03-12 12:04:10:952
521,57.16,175519,2019-03-12 12:04:11:452
521,54.887,176020,2019-03-12 12:04:11:953
521,50.044,176519,2019-03-12 12:04:12:452
521,52.602,177019,2019-03-12 12:04:12:952
521,53.302,177519,2019-03-12 12:04:13:452
521,52.457,178020,2019-03-12 12:04:13:953
521,53.688,178520,2019-03-12 12:04:14:453
521,55.958,179019,2019-03-12 12:04:14:952
521,47.139,179519,2019-03-12 12:04:15:452
521,57.277,180020,2019-03-12 12:04:15:953
521,56.33,180519,2019-03-12 12:04:16:452
521,60.151,181022,2019-03-12 12:04:16:955
519,53.826,181519,2019-03-12 12:04:17:452
512,54.527,182020,2019-03-12 12:04:17:953
512,56.688,182519,2019-03-12 12:04:18:452
512,52.205,183019,2019-03-12 12:04:18:952
512,46.432,183519,2019-03-12 12:04:19:452
512,55.76,184022,2019-03-12 12:04:19:955
512,57.92,184519,2019-03-12 12:04:20:452
519,50.762,185022,2019-03-12 12:04:20:955
521,51.753,185519,2019-03-12 12:04:21:452
521,55.497,186020,2019-03-12 12:04:21:953
521,55.903,186519,2019-03-12 12:04:22:452
521,55.425,187020,2019-03-12 12:04:22:953
521,51.892,187522,2019-03-12 12:04:23:455
521,53.919,188018,2019-03-12 12:04:23:951
521,53.476,188519,2019-03-12 12:04:24:452
521,54.774,189020,2019-03-12 12:04:24:953
521,55.188,189519,2019-03-12 12:04:25:452
521,49.157,190018,2019-03-12 12:04:25:951
521,57.225,190519,2019-03-12 12:04:26:452
521,54.123,191019,2019-03-12 12:04:26:952
519,51.073,191519,2019-03-12 12:04:27:452
521,44.195,192019,2019-03-12 12:04:27:952
521,56.884,192522,2019-03-12 12:04:28:455
521,53.374,193022,2019-03-12 12:04:28:955
521,53.488,193519,2019-03-12 12:04:29:452
521,56.273,194020,2019-03-12 12:04:29:953
521,56.692,194519,2019-03-12 12:04:30:452
521,55.891,195019,2019-03-12 12:04:30:952
521,56.218,195520,2019-03-12 12:04:31:453
519,56.627,196019,2019-03-12 12:04:31:952
521,55.755,196519,2019-03-12 12:04:32:452
521,48.861,197020,2019-03-12 12:04:32:953
521,49.81,197520,2019-03-12 12:04:33:453
521,47.211,198024,2019-03-12 12:04:33:957
521,52.969,198518,2019-03-12 12:04:34:451
521,51.26,199019,2019-03-12 12:04:34:952
521,49.224,199519,2019-03-12 12:04:35:452
521,52.309,200019,2019-03-12 12:04:35:952
521,49.955,200519,2019-03-12 12:04:36:452
512,52.132,201019,2019-03-12 12:04:36:952
512,52.34,201519,2019-03-12 12:04:37:452
512,54.521,202020,2019-03-12 12:04:37:953
512,48.128,202519,2019-03-12 12:04:38:452
519,49.583,203020,2019-03-12 12:04:38:953
521,51.186,203519,2019-03-12 12:04:39:452
521,48.384,204019,2019-03-12 12:04:39:952
521,48.733,204519,2019-03-12 12:04:40:452
521,46.765,205019,2019-03-12 12:04:40:952
521,46.753,205520,2019-03-12 12:04:41:453
521,54.692,206022,2019-03-12 12:04:41:955
521,50.921,206519,2019-03-12 12:04:42:452
521,56.524,207019,2019-03-12 12:04:42:952
521,51.906,207519,2019-03-12 12:04:43:452
521,52.771,208019,2019-03-12 12:04:43:952
519,53.91,208519,2019-03-12 12:04:44:452
519,49.391,209019,2019-03-12 12:04:44:952
519,50.655,209518,2019-03-12 12:04:45:451
519,43.2,210019,2019-03-12 12:04:45:952
519,51.24,210519,2019-03-12 12:04:46:452
519,55.777,211019,2019-03-12 12:04:46:952
519,56.671,211519,2019-03-12 12:04:47:452
521,53.362,212019,2019-03-12 12:04:47:952
521,51.036,212520,2019-03-12 12:04:48:453
521,45.391,213019,2019-03-12 12:04:48:952
519,50.557,213519,2019-03-12 12:04:49:452
521,51.348,214019,2019-03-12 12:04:49:952
521,54.71,214520,2019-03-12 12:04:50:453
519,53.191,215019,2019-03-12 12:04:50:952
519,55.155,215519,2019-03-12 12:04:51:452
519,54.209,216019,2019-03-12 12:04:51:952
519,55.034,216519,2019-03-12 12:04:52:452
521,56.379,217019,2019-03-12 12:04:52:952
521,51.41,217520,2019-03-12 12:04:53:453
521,54.073,218019,2019-03-12 12:04:53:952
521,56.538,218520,2019-03-12 12:04:54:453
521,50.706,219019,2019-03-12 12:04:54:952
521,58.47,219522,2019-03-12 12:04:55:455
519,52.024,220019,2019-03-12 12:04:55:952
521,53.424,220519,2019-03-12 12:04:56:452
521,51.578,221019,2019-03-12 12:04:56:952
521,48.653,221519,2019-03-12 12:04:57:452
521,50.619,222019,2019-03-12 12:04:57:952
519,50.305,222520,2019-03-12 12:04:58:453
519,53.205,223019,2019-03-12 12:04:58:952
519,53.9,223518,2019-03-12 12:04:59:451
519,49.883,224019,2019-03-12 12:04:59:952
519,56.667,224519,2019-03-12 12:05:00:452
519,56.68,225019,2019-03-12 12:05:00:952
521,55.896,225519,2019-03-12 12:05:01:452
521,53.33,226020,2019-03-12 12:05:01:953
521,54.927,226519,2019-03-12 12:05:02:452
519,57.152,227019,2019-03-12 12:05:02:952
519,48.094,227519,2019-03-12 12:05:03:452
519,54.664,228019,2019-03-12 12:05:03:952
521,49.012,228520,2019-03-12 12:05:04:453
519,46.253,229020,2019-03-12 12:05:04:953
519,54.71,229520,2019-03-12 12:05:05:453
519,49.603,230019,2019-03-12 12:05:05:952
519,56.646,230519,2019-03-12 12:05:06:452
519,55.382,231018,2019-03-12 12:05:06:951
519,56.36,231519,2019-03-12 12:05:07:452
512,56.852,232019,2019-03-12 12:05:07:952
519,54.426,232522,2019-03-12 12:05:08:455
519,46.592,233019,2019-03-12 12:05:08:952
512,55.713,233519,2019-03-12 12:05:09:452
512,54.76,234018,2019-03-12 12:05:09:951
519,54.175,234519,2019-03-12 12:05:10:452
521,51.147,235019,2019-03-12 12:05:10:952
521,50.225,235519,2019-03-12 12:05:11:452
512,54.845,236018,2019-03-12 12:05:11:951
519,49.729,236519,2019-03-12 12:05:12:452
512,49.686,237020,2019-03-12 12:05:12:953
521,38.887,237521,2019-03-12 12:05:13:454
521,49.923,238019,2019-03-12 12:05:13:952
521,44.987,238519,2019-03-12 12:05:14:452
519,58.02,239019,2019-03-12 12:05:14:952
521,52.447,239519,2019-03-12 12:05:15:452
521,53.163,240018,2019-03-12 12:05:15:951
521,51.808,240520,2019-03-12 12:05:16:453
521,51.425,241020,2019-03-12 12:05:16:953
521,48.942,241519,2019-03-12 12:05:17:452
521,50.396,242019,2019-03-12 12:05:17:952
521,51.417,242519,2019-03-12 12:05:18:452
521,54.736,243019,2019-03-12 12:05:18:952
521,55.813,243519,2019-03-12 12:05:19:452
521,51.77,244019,2019-03-12 12:05:19:952
521,55.283,244519,2019-03-12 12:05:20:452
521,54.507,245019,2019-03-12 12:05:20:952
521,51.606,245519,2019-03-12 12:05:21:452
512,57.145,246018,2019-03-12 12:05:21:951
512,55.44,246519,2019-03-12 12:05:22:452
512,49.192,247019,2019-03-12 12:05:22:952
519,35.599,247519,2019-03-12 12:05:23:452
519,51.484,248019,2019-03-12 12:05:23:952
519,56.405,248520,2019-03-12 12:05:24:453
519,51.502,249019,2019-03-12 12:05:24:952
519,62.508,249519,2019-03-12 12:05:25:452
519,57.002,250019,2019-03-12 12:05:25:952
519,55.64,250519,2019-03-12 12:05:26:452
512,56.336,251019,2019-03-12 12:05:26:952
512,50.366,251520,2019-03-12 12:05:27:453
512,55.605,252019,2019-03-12 12:05:27:952
512,56.598,252518,2019-03-12 12:05:28:451
519,56.015,253019,2019-03-12 12:05:28:952
519,54.096,253519,2019-03-12 12:05:29:452
519,43.976,254020,2019-03-12 12:05:29:953
512,58.24,254519,2019-03-12 12:05:30:452
512,56.457,255019,2019-03-12 12:05:30:952
512,54.917,255518,2019-03-12 12:05:31:451
512,55.648,256019,2019-03-12 12:05:31:952
512,55.149,256519,2019-03-12 12:05:32:452
512,51.528,257019,2019-03-12 12:05:32:952
512,53.739,257520,2019-03-12 12:05:33:453
512,51.336,258019,2019-03-12 12:05:33:952
512,58.38,258520,2019-03-12 12:05:34:453
512,47.28,259019,2019-03-12 12:05:34:952
519,55.959,259521,2019-03-12 12:05:35:454
512,41.956,260019,2019-03-12 12:05:35:952
519,44.128,260519,2019-03-12 12:05:36:452
512,39.482,261019,2019-03-12 12:05:36:952
512,40.529,261520,2019-03-12 12:05:37:453
512,44.551,262020,2019-03-12 12:05:37:953
512,43.854,262519,2019-03-12 12:05:38:452
512,42.286,263019,2019-03-12 12:05:38:952
512,41.409,263519,2019-03-12 12:05:39:452
512,47.525,264019,2019-03-12 12:05:39:952
512,42.862,264520,2019-03-12 12:05:40:453
512,42.172,265019,2019-03-12 12:05:40:952
512,59.398,265520,2019-03-12 12:05:41:453
512,61.579,266018,2019-03-12 12:05:41:951
512,55.515,266519,2019-03-12 12:05:42:452
512,55.87,267019,2019-03-12 12:05:42:952
519,50.84,267519,2019-03-12 12:05:43:452
519,55.057,268019,2019-03-12 12:05:43:952
512,59.307,268519,2019-03-12 12:05:44:452
512,54.106,269019,2019-03-12 12:05:44:952
519,58.001,269520,2019-03-12 12:05:45:453
519,54.369,270019,2019-03-12 12:05:45:952
512,57.497,270519,2019-03-12 12:05:46:452
512,51.333,271019,2019-03-12 12:05:46:952
512,47.589,271519,2019-03-12 12:05:47:452
512,51.14,272020,2019-03-12 12:05:47:953
512,53.838,272520,2019-03-12 12:05:48:453
512,56.559,273019,2019-03-12 12:05:48:952
512,51.152,273519,2019-03-12 12:05:49:452
512,56.492,274019,2019-03-12 12:05:49:952
519,57.228,274519,2019-03-12 12:05:50:452
519,56.289,275019,2019-03-12 12:05:50:952
512,53.21,275518,2019-03-12 12:05:51:451
519,50.13,276018,2019-03-12 12:05:51:951
519,44.861,276519,2019-03-12 12:05:52:452
519,54.391,277019,2019-03-12 12:05:52:952
519,48.992,277519,2019-03-12 12:05:53:452
519,49.071,278019,2019-03-12 12:05:53:952
519,55.868,278519,2019-03-12 12:05:54:452
510,51.611,279018,2019-03-12 12:05:54:951
519,56.519,279519,2019-03-12 12:05:55:452
519,51.071,280019,2019-03-12 12:05:55:952
519,54.866,280519,2019-03-12 12:05:56:452
519,52.601,281019,2019-03-12 12:05:56:952
519,54.06,281519,2019-03-12 12:05:57:452
519,53.047,282019,2019-03-12 12:05:57:952
519,55.904,282519,2019-03-12 12:05:58:452
519,56.085,283018,2019-03-12 12:05:58:951
519,53.522,283519,2019-03-12 12:05:59:452
519,55.019,284019,2019-03-12 12:05:59:952
519,57.205,284520,2019-03-12 12:06:00:453
519,55.347,285019,2019-03-12 12:06:00:952
519,58.917,285519,2019-03-12 12:06:01:452
519,54.894,286023,2019-03-12 12:06:01:956
519,56.226,286518,2019-03-12 12:06:02:451
512,54.122,287018,2019-03-12 12:06:02:951
512,54.134,287519,2019-03-12 12:06:03:452
519,42.379,288019,2019-03-12 12:06:03:952
519,53.618,288518,2019-03-12 12:06:04:451
519,54.818,289021,2019-03-12 12:06:04:954
519,52.267,289519,2019-03-12 12:06:05:452
512,54.379,290021,2019-03-12 12:06:05:954
