LIGHT (lux),SOUND LEVEL (dB),Time,YYYY-MO-DD HH-MI-SS_SSS
510,56.005,1928020,2019-03-12 12:33:23:953
512,50.314,1928519,2019-03-12 12:33:24:452
512,50.929,1929019,2019-03-12 12:33:24:952
512,46.476,1929519,2019-03-12 12:33:25:452
512,48.353,1930019,2019-03-12 12:33:25:952
512,47.1,1930519,2019-03-12 12:33:26:452
510,53.628,1931019,2019-03-12 12:33:26:952
512,54.931,1931519,2019-03-12 12:33:27:452
512,55.239,1932019,2019-03-12 12:33:27:952
510,51.305,1932519,2019-03-12 12:33:28:452
510,59.007,1933019,2019-03-12 12:33:28:952
510,49.436,1933519,2019-03-12 12:33:29:452
510,40.39,1934019,2019-03-12 12:33:29:952
512,55.325,1934519,2019-03-12 12:33:30:452
510,49.269,1935019,2019-03-12 12:33:30:952
510,56.017,1935519,2019-03-12 12:33:31:452
510,53.634,1936020,2019-03-12 12:33:31:953
510,44.691,1936518,2019-03-12 12:33:32:451
510,55.006,1937019,2019-03-12 12:33:32:952
512,54.063,1937519,2019-03-12 12:33:33:452
510,57.133,1938019,2019-03-12 12:33:33:952
510,51.749,1938519,2019-03-12 12:33:34:452
512,51.241,1939019,2019-03-12 12:33:34:952
510,52.605,1939519,2019-03-12 12:33:35:452
510,38.678,1940020,2019-03-12 12:33:35:953
510,30.272,1940519,2019-03-12 12:33:36:452
510,40.796,1941020,2019-03-12 12:33:36:953
512,51.891,1941519,2019-03-12 12:33:37:452
510,56.941,1942019,2019-03-12 12:33:37:952
510,42.197,1942519,2019-03-12 12:33:38:452
512,34.165,1943019,2019-03-12 12:33:38:952
510,49.03,1943519,2019-03-12 12:33:39:452
512,51.051,1944019,2019-03-12 12:33:39:952
512,47.871,1944519,2019-03-12 12:33:40:452
510,56.167,1945020,2019-03-12 12:33:40:953
510,47.515,1945519,2019-03-12 12:33:41:452
510,37.95,1946019,2019-03-12 12:33:41:952
510,57.251,1946519,2019-03-12 12:33:42:452
512,54.519,1947019,2019-03-12 12:33:42:952
512,45.51,1947519,2019-03-12 12:33:43:452
510,54.986,1948019,2019-03-12 12:33:43:952
512,52.805,1948520,2019-03-12 12:33:44:453
512,55.78,1949020,2019-03-12 12:33:44:953
512,53.445,1949519,2019-03-12 12:33:45:452
510,55.054,1950022,2019-03-12 12:33:45:955
512,49.382,1950519,2019-03-12 12:33:46:452
512,53.834,1951019,2019-03-12 12:33:46:952
512,53.586,1951519,2019-03-12 12:33:47:452
512,49.54,1952019,2019-03-12 12:33:47:952
512,37.471,1952519,2019-03-12 12:33:48:452
512,55.115,1953021,2019-03-12 12:33:48:954
510,52.405,1953519,2019-03-12 12:33:49:452
510,51.199,1954020,2019-03-12 12:33:49:953
510,45.148,1954518,2019-03-12 12:33:50:451
510,46.472,1955019,2019-03-12 12:33:50:952
510,36.399,1955519,2019-03-12 12:33:51:452
510,55.372,1956019,2019-03-12 12:33:51:952
510,58.363,1956519,2019-03-12 12:33:52:452
510,55.236,1957020,2019-03-12 12:33:52:953
510,55.972,1957520,2019-03-12 12:33:53:453
510,57.651,1958019,2019-03-12 12:33:53:952
510,45.223,1958519,2019-03-12 12:33:54:452
510,55.251,1959019,2019-03-12 12:33:54:952
510,42.152,1959520,2019-03-12 12:33:55:453
510,53.366,1960019,2019-03-12 12:33:55:952
510,40.461,1960518,2019-03-12 12:33:56:451
510,50.508,1961019,2019-03-12 12:33:56:952
510,54.55,1961519,2019-03-12 12:33:57:452
510,48.916,1962022,2019-03-12 12:33:57:955
510,57.019,1962519,2019-03-12 12:33:58:452
510,56.266,1963019,2019-03-12 12:33:58:952
510,55.679,1963519,2019-03-12 12:33:59:452
510,49.525,1964019,2019-03-12 12:33:59:952
510,54.79,1964518,2019-03-12 12:34:00:451
510,55.229,1965019,2019-03-12 12:34:00:952
510,55.279,1965520,2019-03-12 12:34:01:453
510,49.827,1966020,2019-03-12 12:34:01:953
510,51.268,1966519,2019-03-12 12:34:02:452
510,44.205,1967021,2019-03-12 12:34:02:954
510,47.174,1967519,2019-03-12 12:34:03:452
510,48.95,1968019,2019-03-12 12:34:03:952
510,45.701,1968519,2019-03-12 12:34:04:452
510,47.241,1969019,2019-03-12 12:34:04:952
510,34.415,1969519,2019-03-12 12:34:05:452
510,52.591,1970019,2019-03-12 12:34:05:952
510,47.999,1970519,2019-03-12 12:34:06:452
510,53.779,1971020,2019-03-12 12:34:06:953
510,50.142,1971519,2019-03-12 12:34:07:452
510,49.309,1972020,2019-03-12 12:34:07:953
510,50.719,1972519,2019-03-12 12:34:08:452
510,48.482,1973019,2019-03-12 12:34:08:952
510,56.756,1973519,2019-03-12 12:34:09:452
510,52.775,1974020,2019-03-12 12:34:09:953
510,54.081,1974519,2019-03-12 12:34:10:452
510,50.809,1975019,2019-03-12 12:34:10:952
510,53.797,1975522,2019-03-12 12:34:11:455
510,51.777,1976020,2019-03-12 12:34:11:953
510,50.146,1976520,2019-03-12 12:34:12:453
510,53.222,1977019,2019-03-12 12:34:12:952
510,44.16,1977519,2019-03-12 12:34:13:452
510,52.594,1978018,2019-03-12 12:34:13:951
510,53.06,1978519,2019-03-12 12:34:14:452
510,55.555,1979019,2019-03-12 12:34:14:952
510,53.936,1979521,2019-03-12 12:34:15:454
510,50.129,1980019,2019-03-12 12:34:15:952
510,55.968,1980519,2019-03-12 12:34:16:452
510,42.547,1981019,2019-03-12 12:34:16:952
510,55.472,1981518,2019-03-12 12:34:17:451
510,53.796,1982018,2019-03-12 12:34:17:951
510,46.964,1982519,2019-03-12 12:34:18:452
510,53.625,1983019,2019-03-12 12:34:18:952
510,48.055,1983522,2019-03-12 12:34:19:455
510,43.525,1984019,2019-03-12 12:34:19:952
510,49.165,1984519,2019-03-12 12:34:20:452
510,53.713,1985018,2019-03-12 12:34:20:951
510,50.168,1985519,2019-03-12 12:34:21:452
510,47.894,1986019,2019-03-12 12:34:21:952
510,41.586,1986519,2019-03-12 12:34:22:452
510,56.19,1987019,2019-03-12 12:34:22:952
510,53.395,1987520,2019-03-12 12:34:23:453
510,50.667,1988019,2019-03-12 12:34:23:952
510,51.191,1988519,2019-03-12 12:34:24:452
510,48.117,1989019,2019-03-12 12:34:24:952
510,50.556,1989522,2019-03-12 12:34:25:455
510,55.662,1990019,2019-03-12 12:34:25:952
510,50.481,1990519,2019-03-12 12:34:26:452
510,49.357,1991019,2019-03-12 12:34:26:952
510,45.579,1991519,2019-03-12 12:34:27:452
510,38.037,1992019,2019-03-12 12:34:27:952
512,37.664,1992522,2019-03-12 12:34:28:455
519,52.901,1993019,2019-03-12 12:34:28:952
512,54.848,1993521,2019-03-12 12:34:29:454
512,46.906,1994019,2019-03-12 12:34:29:952
512,39.943,1994519,2019-03-12 12:34:30:452
512,38.006,1995020,2019-03-12 12:34:30:953
512,47.663,1995519,2019-03-12 12:34:31:452
512,35.463,1996019,2019-03-12 12:34:31:952
512,38.959,1996519,2019-03-12 12:34:32:452
512,46.465,1997019,2019-03-12 12:34:32:952
512,40.609,1997519,2019-03-12 12:34:33:452
512,43.118,1998019,2019-03-12 12:34:33:952
512,41.531,1998519,2019-03-12 12:34:34:452
512,40.119,1999019,2019-03-12 12:34:34:952
512,54.652,1999519,2019-03-12 12:34:35:452
512,57.398,2000019,2019-03-12 12:34:35:952
512,55.252,2000520,2019-03-12 12:34:36:453
512,56.123,2001019,2019-03-12 12:34:36:952
512,55.991,2001519,2019-03-12 12:34:37:452
512,55.339,2002019,2019-03-12 12:34:37:952
512,58.073,2002520,2019-03-12 12:34:38:453
512,53.757,2003019,2019-03-12 12:34:38:952
512,50.064,2003519,2019-03-12 12:34:39:452
512,55.963,2004019,2019-03-12 12:34:39:952
512,45.483,2004518,2019-03-12 12:34:40:451
512,54.985,2005019,2019-03-12 12:34:40:952
512,51.13,2005519,2019-03-12 12:34:41:452
512,52.977,2006019,2019-03-12 12:34:41:952
512,56.441,2006522,2019-03-12 12:34:42:455
512,45.295,2007019,2019-03-12 12:34:42:952
512,52.939,2007519,2019-03-12 12:34:43:452
512,55.794,2008019,2019-03-12 12:34:43:952
512,56.917,2008519,2019-03-12 12:34:44:452
512,55.06,2009019,2019-03-12 12:34:44:952
512,55.766,2009519,2019-03-12 12:34:45:452
512,50.295,2010019,2019-03-12 12:34:45:952
512,49.165,2010519,2019-03-12 12:34:46:452
512,55.37,2011019,2019-03-12 12:34:46:952
512,54.727,2011519,2019-03-12 12:34:47:452
512,45,2012019,2019-03-12 12:34:47:952
512,55.181,2012518,2019-03-12 12:34:48:451
512,54.29,2013019,2019-03-12 12:34:48:952
512,53.545,2013519,2019-03-12 12:34:49:452
512,53.015,2014019,2019-03-12 12:34:49:952
512,54.254,2014521,2019-03-12 12:34:50:454
512,56.168,2015018,2019-03-12 12:34:50:951
512,54.893,2015519,2019-03-12 12:34:51:452
512,57.019,2016020,2019-03-12 12:34:51:953
512,52.256,2016519,2019-03-12 12:34:52:452
512,56.197,2017020,2019-03-12 12:34:52:953
512,54.424,2017519,2019-03-12 12:34:53:452
512,54.821,2018019,2019-03-12 12:34:53:952
512,57.218,2018519,2019-03-12 12:34:54:452
512,53.636,2019019,2019-03-12 12:34:54:952
512,54.532,2019520,2019-03-12 12:34:55:453
512,50.348,2020019,2019-03-12 12:34:55:952
510,38.092,2020519,2019-03-12 12:34:56:452
510,39.987,2021019,2019-03-12 12:34:56:952
512,38.161,2021519,2019-03-12 12:34:57:452
512,40.865,2022019,2019-03-12 12:34:57:952
512,37.014,2022518,2019-03-12 12:34:58:451
512,41.417,2023019,2019-03-12 12:34:58:952
512,39.214,2023519,2019-03-12 12:34:59:452
512,43.192,2024018,2019-03-12 12:34:59:951
512,40.425,2024520,2019-03-12 12:35:00:453
512,40.415,2025020,2019-03-12 12:35:00:953
512,37.998,2025519,2019-03-12 12:35:01:452
512,39.048,2026019,2019-03-12 12:35:01:952
512,39.738,2026519,2019-03-12 12:35:02:452
512,38.753,2027019,2019-03-12 12:35:02:952
512,41.979,2027519,2019-03-12 12:35:03:452
512,39.593,2028019,2019-03-12 12:35:03:952
512,40.711,2028522,2019-03-12 12:35:04:455
512,40.365,2029018,2019-03-12 12:35:04:951
512,42.348,2029519,2019-03-12 12:35:05:452
512,42.105,2030019,2019-03-12 12:35:05:952
512,38.81,2030519,2019-03-12 12:35:06:452
512,40.744,2031020,2019-03-12 12:35:06:953
512,44.079,2031518,2019-03-12 12:35:07:451
512,40.876,2032019,2019-03-12 12:35:07:952
512,40.105,2032519,2019-03-12 12:35:08:452
512,43.774,2033019,2019-03-12 12:35:08:952
512,55.518,2033519,2019-03-12 12:35:09:452
512,54.086,2034019,2019-03-12 12:35:09:952
512,50.595,2034520,2019-03-12 12:35:10:453
512,51.528,2035020,2019-03-12 12:35:10:953
512,47.587,2035519,2019-03-12 12:35:11:452
512,53.61,2036020,2019-03-12 12:35:11:953
512,53.757,2036519,2019-03-12 12:35:12:452
519,52.791,2037020,2019-03-12 12:35:12:953
519,50.476,2037520,2019-03-12 12:35:13:453
512,51,2038019,2019-03-12 12:35:13:952
519,47.6,2038519,2019-03-12 12:35:14:452
519,42.091,2039019,2019-03-12 12:35:14:952
519,52.831,2039519,2019-03-12 12:35:15:452
519,50.858,2040019,2019-03-12 12:35:15:952
519,54.776,2040519,2019-03-12 12:35:16:452
519,55.461,2041022,2019-03-12 12:35:16:955
521,48.014,2041520,2019-03-12 12:35:17:453
521,45.639,2042019,2019-03-12 12:35:17:952
519,49.707,2042519,2019-03-12 12:35:18:452
512,52.087,2043019,2019-03-12 12:35:18:952
512,51.494,2043519,2019-03-12 12:35:19:452
512,54.474,2044021,2019-03-12 12:35:19:954
512,48.343,2044519,2019-03-12 12:35:20:452
512,36.827,2045019,2019-03-12 12:35:20:952
510,47.722,2045520,2019-03-12 12:35:21:453
512,52.878,2046019,2019-03-12 12:35:21:952
512,55.163,2046521,2019-03-12 12:35:22:454
512,56.082,2047019,2019-03-12 12:35:22:952
512,54.699,2047519,2019-03-12 12:35:23:452
512,54.832,2048019,2019-03-12 12:35:23:952
512,49.603,2048520,2019-03-12 12:35:24:453
512,53.684,2049020,2019-03-12 12:35:24:953
512,48.064,2049519,2019-03-12 12:35:25:452
512,51.044,2050021,2019-03-12 12:35:25:954
512,58.637,2050519,2019-03-12 12:35:26:452
512,53.776,2051019,2019-03-12 12:35:26:952
512,45.582,2051519,2019-03-12 12:35:27:452
519,57.731,2052019,2019-03-12 12:35:27:952
521,53.635,2052519,2019-03-12 12:35:28:452
512,55.661,2053019,2019-03-12 12:35:28:952
521,54.144,2053519,2019-03-12 12:35:29:452
521,54.78,2054020,2019-03-12 12:35:29:953
521,56.852,2054520,2019-03-12 12:35:30:453
521,56.342,2055020,2019-03-12 12:35:30:953
521,55.557,2055518,2019-03-12 12:35:31:451
521,53.422,2056019,2019-03-12 12:35:31:952
521,56.807,2056519,2019-03-12 12:35:32:452
521,51.214,2057018,2019-03-12 12:35:32:951
519,54.576,2057519,2019-03-12 12:35:33:452
521,50.763,2058023,2019-03-12 12:35:33:956
521,48.386,2058519,2019-03-12 12:35:34:452
521,47.282,2059019,2019-03-12 12:35:34:952
521,46.716,2059520,2019-03-12 12:35:35:453
521,52.875,2060018,2019-03-12 12:35:35:951
521,48.685,2060519,2019-03-12 12:35:36:452
521,49.648,2061019,2019-03-12 12:35:36:952
521,53.478,2061520,2019-03-12 12:35:37:453
521,51.264,2062019,2019-03-12 12:35:37:952
521,56.081,2062519,2019-03-12 12:35:38:452
521,47.209,2063019,2019-03-12 12:35:38:952
521,50.565,2063519,2019-03-12 12:35:39:452
521,54.11,2064018,2019-03-12 12:35:39:951
521,56.848,2064518,2019-03-12 12:35:40:451
521,49.077,2065019,2019-03-12 12:35:40:952
521,37.996,2065519,2019-03-12 12:35:41:452
521,39.747,2066018,2019-03-12 12:35:41:951
519,33.459,2066519,2019-03-12 12:35:42:452
521,41.224,2067019,2019-03-12 12:35:42:952
521,42.849,2067518,2019-03-12 12:35:43:451
521,43.673,2068022,2019-03-12 12:35:43:955
521,42.314,2068519,2019-03-12 12:35:44:452
521,40.119,2069019,2019-03-12 12:35:44:952
521,40.554,2069519,2019-03-12 12:35:45:452
521,37.464,2070019,2019-03-12 12:35:45:952
521,49.771,2070519,2019-03-12 12:35:46:452
521,45.487,2071019,2019-03-12 12:35:46:952
521,43.45,2071519,2019-03-12 12:35:47:452
521,41.512,2072019,2019-03-12 12:35:47:952
521,41.916,2072519,2019-03-12 12:35:48:452
521,37.57,2073019,2019-03-12 12:35:48:952
521,44.182,2073521,2019-03-12 12:35:49:454
521,54.444,2074020,2019-03-12 12:35:49:953
521,57.845,2074519,2019-03-12 12:35:50:452
521,56.162,2075021,2019-03-12 12:35:50:954
521,52.248,2075519,2019-03-12 12:35:51:452
521,52.799,2076020,2019-03-12 12:35:51:953
521,46.96,2076519,2019-03-12 12:35:52:452
521,50.899,2077019,2019-03-12 12:35:52:952
521,48.641,2077519,2019-03-12 12:35:53:452
521,42.602,2078019,2019-03-12 12:35:53:952
521,49.516,2078519,2019-03-12 12:35:54:452
521,46.95,2079020,2019-03-12 12:35:54:953
521,55.311,2079519,2019-03-12 12:35:55:452
521,54.894,2080019,2019-03-12 12:35:55:952
521,53.023,2080520,2019-03-12 12:35:56:453
521,49.837,2081020,2019-03-12 12:35:56:953
521,52.987,2081519,2019-03-12 12:35:57:452
521,46.964,2082018,2019-03-12 12:35:57:951
521,47.558,2082519,2019-03-12 12:35:58:452
521,47.511,2083019,2019-03-12 12:35:58:952
521,48.948,2083519,2019-03-12 12:35:59:452
521,50.73,2084019,2019-03-12 12:35:59:952
521,42.82,2084519,2019-03-12 12:36:00:452
521,52.686,2085019,2019-03-12 12:36:00:952
521,51.661,2085519,2019-03-12 12:36:01:452
521,46.703,2086020,2019-03-12 12:36:01:953
521,56.952,2086519,2019-03-12 12:36:02:452
521,55.04,2087019,2019-03-12 12:36:02:952
521,54.439,2087519,2019-03-12 12:36:03:452
521,37.319,2088019,2019-03-12 12:36:03:952
521,42.623,2088519,2019-03-12 12:36:04:452
521,41.323,2089020,2019-03-12 12:36:04:953
521,50.336,2089519,2019-03-12 12:36:05:452
521,56.418,2090018,2019-03-12 12:36:05:951
521,50.111,2090519,2019-03-12 12:36:06:452
521,48.103,2091019,2019-03-12 12:36:06:952
521,54.864,2091519,2019-03-12 12:36:07:452
521,55.96,2092019,2019-03-12 12:36:07:952
521,56.232,2092519,2019-03-12 12:36:08:452
521,53.766,2093019,2019-03-12 12:36:08:952
521,50.195,2093519,2019-03-12 12:36:09:452
521,53.882,2094018,2019-03-12 12:36:09:951
521,53.65,2094518,2019-03-12 12:36:10:451
521,56.14,2095019,2019-03-12 12:36:10:952
521,40.675,2095519,2019-03-12 12:36:11:452
521,48.667,2096018,2019-03-12 12:36:11:951
521,52.756,2096520,2019-03-12 12:36:12:453
521,43.702,2097019,2019-03-12 12:36:12:952
521,49.758,2097519,2019-03-12 12:36:13:452
521,50.096,2098019,2019-03-12 12:36:13:952
521,41.613,2098519,2019-03-12 12:36:14:452
521,52.77,2099019,2019-03-12 12:36:14:952
521,55.088,2099518,2019-03-12 12:36:15:451
521,49.71,2100019,2019-03-12 12:36:15:952
521,51.963,2100519,2019-03-12 12:36:16:452
521,38.39,2101018,2019-03-12 12:36:16:951
521,37.378,2101519,2019-03-12 12:36:17:452
521,52.987,2102019,2019-03-12 12:36:17:952
521,33.514,2102519,2019-03-12 12:36:18:452
521,46.777,2103019,2019-03-12 12:36:18:952
521,54.439,2103519,2019-03-12 12:36:19:452
521,50.13,2104019,2019-03-12 12:36:19:952
521,54.229,2104519,2019-03-12 12:36:20:452
521,46.457,2105019,2019-03-12 12:36:20:952
521,46.409,2105519,2019-03-12 12:36:21:452
521,54.216,2106020,2019-03-12 12:36:21:953
521,51.158,2106522,2019-03-12 12:36:22:455
521,55.07,2107019,2019-03-12 12:36:22:952
521,53.577,2107519,2019-03-12 12:36:23:452
521,53.264,2108019,2019-03-12 12:36:23:952
521,55.743,2108519,2019-03-12 12:36:24:452
521,47.846,2109019,2019-03-12 12:36:24:952
521,41.234,2109519,2019-03-12 12:36:25:452
521,54.466,2110019,2019-03-12 12:36:25:952
521,51.441,2110519,2019-03-12 12:36:26:452
521,46.115,2111019,2019-03-12 12:36:26:952
521,41.317,2111520,2019-03-12 12:36:27:453
521,54.533,2112020,2019-03-12 12:36:27:953
521,46.459,2112519,2019-03-12 12:36:28:452
521,54.979,2113019,2019-03-12 12:36:28:952
521,57.037,2113518,2019-03-12 12:36:29:451
521,57.816,2114019,2019-03-12 12:36:29:952
521,56.38,2114518,2019-03-12 12:36:30:451
521,53.314,2115019,2019-03-12 12:36:30:952
521,43.589,2115522,2019-03-12 12:36:31:455
521,54.03,2116019,2019-03-12 12:36:31:952
521,55.336,2116520,2019-03-12 12:36:32:453
521,55.174,2117020,2019-03-12 12:36:32:953
521,54.388,2117519,2019-03-12 12:36:33:452
521,46.819,2118019,2019-03-12 12:36:33:952
521,55.016,2118519,2019-03-12 12:36:34:452
521,53.077,2119021,2019-03-12 12:36:34:954
521,54.296,2119520,2019-03-12 12:36:35:453
521,56.73,2120018,2019-03-12 12:36:35:951
521,45.5,2120520,2019-03-12 12:36:36:453
521,51.257,2121019,2019-03-12 12:36:36:952
521,57.541,2121519,2019-03-12 12:36:37:452
521,44.741,2122019,2019-03-12 12:36:37:952
521,50.387,2122519,2019-03-12 12:36:38:452
521,54.536,2123019,2019-03-12 12:36:38:952
521,50.251,2123519,2019-03-12 12:36:39:452
521,57.062,2124019,2019-03-12 12:36:39:952
521,57.467,2124519,2019-03-12 12:36:40:452
521,52.38,2125019,2019-03-12 12:36:40:952
521,56.816,2125519,2019-03-12 12:36:41:452
521,56.557,2126018,2019-03-12 12:36:41:951
521,57.895,2126519,2019-03-12 12:36:42:452
521,56.689,2127019,2019-03-12 12:36:42:952
521,55.396,2127519,2019-03-12 12:36:43:452
521,55.653,2128019,2019-03-12 12:36:43:952
521,54.415,2128519,2019-03-12 12:36:44:452
521,50.514,2129019,2019-03-12 12:36:44:952
521,58.05,2129519,2019-03-12 12:36:45:452
521,52.402,2130019,2019-03-12 12:36:45:952
521,53.78,2130519,2019-03-12 12:36:46:452
521,53.896,2131019,2019-03-12 12:36:46:952
521,40.353,2131519,2019-03-12 12:36:47:452
521,52.192,2132019,2019-03-12 12:36:47:952
521,51.374,2132520,2019-03-12 12:36:48:453
521,39.022,2133019,2019-03-12 12:36:48:952
521,44.708,2133519,2019-03-12 12:36:49:452
521,43.35,2134019,2019-03-12 12:36:49:952
521,55.097,2134519,2019-03-12 12:36:50:452
521,45.268,2135019,2019-03-12 12:36:50:952
521,37.174,2135519,2019-03-12 12:36:51:452
521,38.373,2136019,2019-03-12 12:36:51:952
521,37.493,2136519,2019-03-12 12:36:52:452
521,33.958,2137020,2019-03-12 12:36:52:953
521,35.326,2137519,2019-03-12 12:36:53:452
521,50.502,2138019,2019-03-12 12:36:53:952
521,54.389,2138520,2019-03-12 12:36:54:453
521,42.306,2139019,2019-03-12 12:36:54:952
521,51.404,2139519,2019-03-12 12:36:55:452
521,58.322,2140019,2019-03-12 12:36:55:952
521,56.564,2140519,2019-03-12 12:36:56:452
521,56.26,2141019,2019-03-12 12:36:56:952
521,56.082,2141519,2019-03-12 12:36:57:452
521,50.672,2142019,2019-03-12 12:36:57:952
521,54.956,2142524,2019-03-12 12:36:58:457
521,54.625,2143019,2019-03-12 12:36:58:952
521,52.433,2143519,2019-03-12 12:36:59:452
521,53.022,2144018,2019-03-12 12:36:59:951
521,54.896,2144519,2019-03-12 12:37:00:452
521,52.684,2145019,2019-03-12 12:37:00:952
521,49.115,2145519,2019-03-12 12:37:01:452
521,56.491,2146019,2019-03-12 12:37:01:952
521,56.313,2146519,2019-03-12 12:37:02:452
521,57.725,2147019,2019-03-12 12:37:02:952
521,53.856,2147519,2019-03-12 12:37:03:452
521,54.445,2148019,2019-03-12 12:37:03:952
521,52.592,2148519,2019-03-12 12:37:04:452
521,50.058,2149019,2019-03-12 12:37:04:952
521,51.381,2149519,2019-03-12 12:37:05:452
521,52.874,2150019,2019-03-12 12:37:05:952
521,51.874,2150519,2019-03-12 12:37:06:452
521,48.937,2151019,2019-03-12 12:37:06:952
521,51.041,2151518,2019-03-12 12:37:07:451
521,49.69,2152019,2019-03-12 12:37:07:952
521,56.426,2152518,2019-03-12 12:37:08:451
521,57.277,2153018,2019-03-12 12:37:08:951
521,54.838,2153519,2019-03-12 12:37:09:452
521,55.56,2154019,2019-03-12 12:37:09:952
521,47.666,2154519,2019-03-12 12:37:10:452
521,40.349,2155019,2019-03-12 12:37:10:952
521,48.372,2155519,2019-03-12 12:37:11:452
521,38.967,2156019,2019-03-12 12:37:11:952
521,53.81,2156519,2019-03-12 12:37:12:452
521,56.471,2157020,2019-03-12 12:37:12:953
521,54.305,2157519,2019-03-12 12:37:13:452
521,47.775,2158019,2019-03-12 12:37:13:952
521,42.12,2158519,2019-03-12 12:37:14:452
521,39.56,2159019,2019-03-12 12:37:14:952
521,50,2159519,2019-03-12 12:37:15:452
521,57.306,2160019,2019-03-12 12:37:15:952
521,42.665,2160519,2019-03-12 12:37:16:452
521,53.681,2161019,2019-03-12 12:37:16:952
521,56.199,2161519,2019-03-12 12:37:17:452
521,49.182,2162020,2019-03-12 12:37:17:953
521,42.369,2162519,2019-03-12 12:37:18:452
521,55.408,2163019,2019-03-12 12:37:18:952
521,57.393,2163519,2019-03-12 12:37:19:452
521,49.834,2164021,2019-03-12 12:37:19:954
521,48.523,2164520,2019-03-12 12:37:20:453
521,51.415,2165019,2019-03-12 12:37:20:952
521,57.22,2165518,2019-03-12 12:37:21:451
521,52.908,2166019,2019-03-12 12:37:21:952
521,43.705,2166519,2019-03-12 12:37:22:452
521,34.804,2167018,2019-03-12 12:37:22:951
521,35.442,2167519,2019-03-12 12:37:23:452
521,37.089,2168020,2019-03-12 12:37:23:953
521,33.467,2168520,2019-03-12 12:37:24:453
521,33.624,2169020,2019-03-12 12:37:24:953
521,34.633,2169519,2019-03-12 12:37:25:452
521,37.014,2170019,2019-03-12 12:37:25:952
521,34.235,2170519,2019-03-12 12:37:26:452
521,31.421,2171019,2019-03-12 12:37:26:952
521,36.599,2171519,2019-03-12 12:37:27:452
521,41.533,2172019,2019-03-12 12:37:27:952
521,39.301,2172518,2019-03-12 12:37:28:451
521,37.183,2173019,2019-03-12 12:37:28:952
521,57.894,2173520,2019-03-12 12:37:29:453
521,56.505,2174020,2019-03-12 12:37:29:953
521,54.892,2174519,2019-03-12 12:37:30:452
521,51.862,2175019,2019-03-12 12:37:30:952
521,55.483,2175519,2019-03-12 12:37:31:452
521,53.233,2176018,2019-03-12 12:37:31:951
521,55.423,2176518,2019-03-12 12:37:32:451
521,46.455,2177019,2019-03-12 12:37:32:952
521,51.262,2177518,2019-03-12 12:37:33:451
521,43.924,2178019,2019-03-12 12:37:33:952
521,40.003,2178519,2019-03-12 12:37:34:452
521,36.977,2179019,2019-03-12 12:37:34:952
521,38.37,2179519,2019-03-12 12:37:35:452
521,54.651,2180018,2019-03-12 12:37:35:951
521,53.231,2180520,2019-03-12 12:37:36:453
521,38.678,2181019,2019-03-12 12:37:36:952
521,37.605,2181519,2019-03-12 12:37:37:452
521,34.946,2182019,2019-03-12 12:37:37:952
521,38.646,2182518,2019-03-12 12:37:38:451
521,34.827,2183019,2019-03-12 12:37:38:952
521,35.592,2183519,2019-03-12 12:37:39:452
521,31.787,2184018,2019-03-12 12:37:39:951
521,31.212,2184519,2019-03-12 12:37:40:452
521,33.063,2185019,2019-03-12 12:37:40:952
521,35.647,2185519,2019-03-12 12:37:41:452
521,46.066,2186020,2019-03-12 12:37:41:953
521,42.515,2186519,2019-03-12 12:37:42:452
521,36.548,2187019,2019-03-12 12:37:42:952
521,35.891,2187518,2019-03-12 12:37:43:451
521,39.703,2188019,2019-03-12 12:37:43:952
521,44.784,2188519,2019-03-12 12:37:44:452
521,51.239,2189020,2019-03-12 12:37:44:953
521,49.748,2189519,2019-03-12 12:37:45:452
521,38.611,2190019,2019-03-12 12:37:45:952
521,34.528,2190519,2019-03-12 12:37:46:452
521,46.288,2191020,2019-03-12 12:37:46:953
521,50.009,2191519,2019-03-12 12:37:47:452
521,56.479,2192019,2019-03-12 12:37:47:952
521,53.111,2192519,2019-03-12 12:37:48:452
521,51.373,2193019,2019-03-12 12:37:48:952
521,50.768,2193519,2019-03-12 12:37:49:452
521,46.719,2194018,2019-03-12 12:37:49:951
521,56.817,2194519,2019-03-12 12:37:50:452
521,54.028,2195020,2019-03-12 12:37:50:953
521,55.191,2195518,2019-03-12 12:37:51:451
521,41.609,2196019,2019-03-12 12:37:51:952
521,54.245,2196519,2019-03-12 12:37:52:452
521,53.984,2197019,2019-03-12 12:37:52:952
521,47.508,2197519,2019-03-12 12:37:53:452
521,57.42,2198019,2019-03-12 12:37:53:952
521,55.269,2198519,2019-03-12 12:37:54:452
521,53.124,2199019,2019-03-12 12:37:54:952
521,54.139,2199519,2019-03-12 12:37:55:452
519,44.08,2200022,2019-03-12 12:37:55:955
512,55.27,2200519,2019-03-12 12:37:56:452
512,50.355,2201019,2019-03-12 12:37:56:952
510,41.248,2201519,2019-03-12 12:37:57:452
521,53.917,2202019,2019-03-12 12:37:57:952
521,55.7,2202518,2019-03-12 12:37:58:451
521,54.513,2203020,2019-03-12 12:37:58:953
521,51.031,2203519,2019-03-12 12:37:59:452
521,40.652,2204020,2019-03-12 12:37:59:953
521,48.461,2204519,2019-03-12 12:38:00:452
521,42.201,2205019,2019-03-12 12:38:00:952
521,33.729,2205519,2019-03-12 12:38:01:452
521,47.814,2206019,2019-03-12 12:38:01:952
521,54.671,2206519,2019-03-12 12:38:02:452
