sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
190.0;46.003;67541;2019-03-26 13:34:00:504
187.0;46.487;68041;2019-03-26 13:34:01:004
185.0;59.396;68541;2019-03-26 13:34:01:504
185.0;57.925;69042;2019-03-26 13:34:02:005
185.0;66.545;69541;2019-03-26 13:34:02:504
187.0;65.896;70042;2019-03-26 13:34:03:005
181.0;67.564;70542;2019-03-26 13:34:03:505
179.0;63.907;71041;2019-03-26 13:34:04:004
177.0;65.567;71541;2019-03-26 13:34:04:504
192.0;64.59;72042;2019-03-26 13:34:05:005
198.0;47.569;72542;2019-03-26 13:34:05:505
197.0;60.59;73041;2019-03-26 13:34:06:004
201.0;53.271;73543;2019-03-26 13:34:06:506
200.0;61.64;74042;2019-03-26 13:34:07:005
201.0;56.39;74541;2019-03-26 13:34:07:504
201.0;64.577;75042;2019-03-26 13:34:08:005
201.0;68.426;75542;2019-03-26 13:34:08:505
203.0;65.945;76042;2019-03-26 13:34:09:005
202.0;62.269;76541;2019-03-26 13:34:09:504
203.0;62.74;77042;2019-03-26 13:34:10:005
202.0;61.772;77541;2019-03-26 13:34:10:504
205.0;62.293;78043;2019-03-26 13:34:11:006
213.0;57.931;78541;2019-03-26 13:34:11:504
215.0;63.208;79041;2019-03-26 13:34:12:004
215.0;62.415;79541;2019-03-26 13:34:12:504
215.0;62.34;80042;2019-03-26 13:34:13:005
215.0;54.511;80542;2019-03-26 13:34:13:505
215.0;66.376;81041;2019-03-26 13:34:14:004
215.0;66.92;81542;2019-03-26 13:34:14:505
215.0;67.139;82041;2019-03-26 13:34:15:004
215.0;63.062;82542;2019-03-26 13:34:15:505
215.0;47.787;83041;2019-03-26 13:34:16:004
215.0;65.364;83542;2019-03-26 13:34:16:505
215.0;68.037;84041;2019-03-26 13:34:17:004
215.0;66.46;84541;2019-03-26 13:34:17:504
215.0;64.471;85042;2019-03-26 13:34:18:005
215.0;59.907;85543;2019-03-26 13:34:18:506
215.0;44.304;86042;2019-03-26 13:34:19:005
215.0;58.969;86542;2019-03-26 13:34:19:505
215.0;54.971;87042;2019-03-26 13:34:20:005
215.0;42.056;87541;2019-03-26 13:34:20:504
215.0;42.359;88041;2019-03-26 13:34:21:004
215.0;67.34;88541;2019-03-26 13:34:21:504
215.0;61.849;89041;2019-03-26 13:34:22:004
215.0;41.745;89541;2019-03-26 13:34:22:504
215.0;44.503;90041;2019-03-26 13:34:23:004
215.0;64.558;90541;2019-03-26 13:34:23:504
215.0;66.639;91041;2019-03-26 13:34:24:004
215.0;66.504;91541;2019-03-26 13:34:24:504
215.0;49.737;92041;2019-03-26 13:34:25:004
215.0;61.181;92541;2019-03-26 13:34:25:504
215.0;59.623;93042;2019-03-26 13:34:26:005
215.0;52.781;93542;2019-03-26 13:34:26:505
215.0;64.991;94042;2019-03-26 13:34:27:005
215.0;40.85;94542;2019-03-26 13:34:27:505
215.0;55.917;95042;2019-03-26 13:34:28:005
215.0;66.931;95541;2019-03-26 13:34:28:504
215.0;68.339;96042;2019-03-26 13:34:29:005
215.0;62.785;96541;2019-03-26 13:34:29:504
215.0;61.575;97042;2019-03-26 13:34:30:005
215.0;64.582;97541;2019-03-26 13:34:30:504
215.0;65.727;98041;2019-03-26 13:34:31:004
215.0;65.931;98542;2019-03-26 13:34:31:505
215.0;59.492;99042;2019-03-26 13:34:32:005
215.0;64.117;99541;2019-03-26 13:34:32:504
215.0;64.579;100042;2019-03-26 13:34:33:005
215.0;51.444;100542;2019-03-26 13:34:33:505
215.0;65.935;101041;2019-03-26 13:34:34:004
215.0;65.653;101541;2019-03-26 13:34:34:504
215.0;60.83;102042;2019-03-26 13:34:35:005
215.0;67.296;102544;2019-03-26 13:34:35:507
215.0;65.336;103042;2019-03-26 13:34:36:005
215.0;55.294;103542;2019-03-26 13:34:36:505
215.0;40.915;104041;2019-03-26 13:34:37:004
215.0;66.515;104541;2019-03-26 13:34:37:504
215.0;66.531;105041;2019-03-26 13:34:38:004
215.0;65.664;105542;2019-03-26 13:34:38:505
215.0;61.996;106041;2019-03-26 13:34:39:004
215.0;54.309;106542;2019-03-26 13:34:39:505
215.0;66.157;107042;2019-03-26 13:34:40:005
215.0;67.631;107541;2019-03-26 13:34:40:504
215.0;62.781;108041;2019-03-26 13:34:41:004
215.0;65.191;108541;2019-03-26 13:34:41:504
215.0;64.441;109041;2019-03-26 13:34:42:004
215.0;62.01;109541;2019-03-26 13:34:42:504
215.0;49.251;110041;2019-03-26 13:34:43:004
215.0;57.517;110542;2019-03-26 13:34:43:505
215.0;59.668;111041;2019-03-26 13:34:44:004
215.0;51.171;111542;2019-03-26 13:34:44:505
215.0;42.228;112041;2019-03-26 13:34:45:004
215.0;64.636;112541;2019-03-26 13:34:45:504
215.0;63.089;113041;2019-03-26 13:34:46:004
215.0;65.917;113541;2019-03-26 13:34:46:504
215.0;62.689;114041;2019-03-26 13:34:47:004
215.0;56.42;114541;2019-03-26 13:34:47:504
215.0;56.368;115041;2019-03-26 13:34:48:004
215.0;58.363;115541;2019-03-26 13:34:48:504
215.0;44.1;116042;2019-03-26 13:34:49:005
215.0;59.015;116542;2019-03-26 13:34:49:505
215.0;65.452;117042;2019-03-26 13:34:50:005
215.0;67.469;117542;2019-03-26 13:34:50:505
215.0;66.426;118042;2019-03-26 13:34:51:005
215.0;67.733;118541;2019-03-26 13:34:51:504
215.0;49.058;119042;2019-03-26 13:34:52:005
215.0;64.687;119542;2019-03-26 13:34:52:505
215.0;63.185;120042;2019-03-26 13:34:53:005
215.0;62.73;120541;2019-03-26 13:34:53:504
215.0;60.163;121042;2019-03-26 13:34:54:005
215.0;42.771;121542;2019-03-26 13:34:54:505
215.0;60.561;122041;2019-03-26 13:34:55:004
215.0;61.741;122542;2019-03-26 13:34:55:505
215.0;42.726;123041;2019-03-26 13:34:56:004
215.0;35.871;123541;2019-03-26 13:34:56:504
215.0;58.625;124045;2019-03-26 13:34:57:008
215.0;65.423;124542;2019-03-26 13:34:57:505
215.0;65.469;125041;2019-03-26 13:34:58:004
215.0;59.925;125541;2019-03-26 13:34:58:504
215.0;62.533;126041;2019-03-26 13:34:59:004
215.0;65.78;126542;2019-03-26 13:34:59:505
215.0;66.604;127041;2019-03-26 13:35:00:004
215.0;53.423;127541;2019-03-26 13:35:00:504
215.0;36.463;128041;2019-03-26 13:35:01:004
215.0;61.57;128541;2019-03-26 13:35:01:504
215.0;65.531;129042;2019-03-26 13:35:02:005
215.0;67.601;129542;2019-03-26 13:35:02:505
215.0;66.417;130042;2019-03-26 13:35:03:005
215.0;60.157;130545;2019-03-26 13:35:03:508
215.0;62.735;131041;2019-03-26 13:35:04:004
215.0;64.321;131541;2019-03-26 13:35:04:504
215.0;52.023;132042;2019-03-26 13:35:05:005
215.0;59.761;132543;2019-03-26 13:35:05:506
215.0;66.158;133041;2019-03-26 13:35:06:004
215.0;66.626;133541;2019-03-26 13:35:06:504
215.0;66.644;134042;2019-03-26 13:35:07:005
215.0;55.472;134546;2019-03-26 13:35:07:509
215.0;29.489;135041;2019-03-26 13:35:08:004
215.0;61.885;135541;2019-03-26 13:35:08:504
215.0;60.592;136042;2019-03-26 13:35:09:005
215.0;56.817;136542;2019-03-26 13:35:09:505
215.0;63.577;137041;2019-03-26 13:35:10:004
215.0;68.034;137542;2019-03-26 13:35:10:505
215.0;57.354;138042;2019-03-26 13:35:11:005
215.0;62.612;138541;2019-03-26 13:35:11:504
215.0;63.828;139042;2019-03-26 13:35:12:005
215.0;63.867;139541;2019-03-26 13:35:12:504
215.0;48.653;140041;2019-03-26 13:35:13:004
215.0;52.881;140541;2019-03-26 13:35:13:504
215.0;63.785;141042;2019-03-26 13:35:14:005
215.0;57.369;141542;2019-03-26 13:35:14:505
215.0;37.956;142041;2019-03-26 13:35:15:004
215.0;38.421;142541;2019-03-26 13:35:15:504
215.0;61.844;143041;2019-03-26 13:35:16:004
215.0;61.614;143541;2019-03-26 13:35:16:504
215.0;61.602;144042;2019-03-26 13:35:17:005
215.0;67.056;144542;2019-03-26 13:35:17:505
215.0;63.289;145041;2019-03-26 13:35:18:004
215.0;66.236;145542;2019-03-26 13:35:18:505
215.0;62.365;146041;2019-03-26 13:35:19:004
215.0;63.019;146541;2019-03-26 13:35:19:504
215.0;36.308;147041;2019-03-26 13:35:20:004
215.0;65.012;147542;2019-03-26 13:35:20:505
215.0;66.034;148041;2019-03-26 13:35:21:004
215.0;68.056;148542;2019-03-26 13:35:21:505
215.0;60.226;149042;2019-03-26 13:35:22:005
215.0;64.124;149542;2019-03-26 13:35:22:505
215.0;61.702;150041;2019-03-26 13:35:23:004
215.0;52.901;150542;2019-03-26 13:35:23:505
215.0;32.757;151041;2019-03-26 13:35:24:004
215.0;53.174;151543;2019-03-26 13:35:24:506
215.0;53.379;152043;2019-03-26 13:35:25:006
215.0;29.827;152546;2019-03-26 13:35:25:509
215.0;36.065;153042;2019-03-26 13:35:26:005
215.0;41.472;153542;2019-03-26 13:35:26:505
215.0;37.26;154041;2019-03-26 13:35:27:004
215.0;32.312;154543;2019-03-26 13:35:27:506
215.0;29.882;155041;2019-03-26 13:35:28:004
215.0;45.566;155542;2019-03-26 13:35:28:505
215.0;32.805;156041;2019-03-26 13:35:29:004
215.0;47.538;156541;2019-03-26 13:35:29:504
215.0;67.129;157042;2019-03-26 13:35:30:005
215.0;53.683;157541;2019-03-26 13:35:30:504
215.0;41.931;158041;2019-03-26 13:35:31:004
215.0;37.853;158541;2019-03-26 13:35:31:504
215.0;65.785;159041;2019-03-26 13:35:32:004
215.0;62.486;159542;2019-03-26 13:35:32:505
215.0;66.69;160042;2019-03-26 13:35:33:005
215.0;67.619;160541;2019-03-26 13:35:33:504
215.0;64.404;161041;2019-03-26 13:35:34:004
215.0;62.598;161542;2019-03-26 13:35:34:505
215.0;62.044;162042;2019-03-26 13:35:35:005
215.0;66.755;162541;2019-03-26 13:35:35:504
215.0;56.853;163041;2019-03-26 13:35:36:004
215.0;59.55;163542;2019-03-26 13:35:36:505
215.0;57.85;164041;2019-03-26 13:35:37:004
215.0;35.761;164542;2019-03-26 13:35:37:505
215.0;33.148;165041;2019-03-26 13:35:38:004
215.0;36.942;165541;2019-03-26 13:35:38:504
215.0;35.787;166041;2019-03-26 13:35:39:004
215.0;36.046;166541;2019-03-26 13:35:39:504
215.0;39.343;167041;2019-03-26 13:35:40:004
215.0;43.159;167541;2019-03-26 13:35:40:504
215.0;43.864;168041;2019-03-26 13:35:41:004
215.0;66.588;168544;2019-03-26 13:35:41:507
215.0;63.528;169041;2019-03-26 13:35:42:004
215.0;66.639;169542;2019-03-26 13:35:42:505
215.0;66.887;170042;2019-03-26 13:35:43:005
215.0;65.781;170542;2019-03-26 13:35:43:505
215.0;66.796;171041;2019-03-26 13:35:44:004
215.0;64.708;171542;2019-03-26 13:35:44:505
215.0;63.959;172042;2019-03-26 13:35:45:005
215.0;60.394;172541;2019-03-26 13:35:45:504
215.0;62.91;173041;2019-03-26 13:35:46:004
215.0;64.094;173541;2019-03-26 13:35:46:504
215.0;62.373;174041;2019-03-26 13:35:47:004
213.0;63.295;174541;2019-03-26 13:35:47:504
212.0;62.918;175042;2019-03-26 13:35:48:005
200.0;60.358;175541;2019-03-26 13:35:48:504
197.0;62.21;176042;2019-03-26 13:35:49:005
197.0;48.75;176546;2019-03-26 13:35:49:509
197.0;59.573;177041;2019-03-26 13:35:50:004
197.0;59.831;177543;2019-03-26 13:35:50:506
197.0;65.691;178041;2019-03-26 13:35:51:004
197.0;62.733;178541;2019-03-26 13:35:51:504
202.0;61.583;179043;2019-03-26 13:35:52:006
193.0;36.803;179542;2019-03-26 13:35:52:505
210.0;57.037;180041;2019-03-26 13:35:53:004
202.0;41.095;180541;2019-03-26 13:35:53:504
202.0;34.496;181041;2019-03-26 13:35:54:004
202.0;34.433;181542;2019-03-26 13:35:54:505
202.0;35.501;182042;2019-03-26 13:35:55:005
202.0;68.316;182542;2019-03-26 13:35:55:505
202.0;67.038;183042;2019-03-26 13:35:56:005
202.0;66.472;183541;2019-03-26 13:35:56:504
202.0;66.705;184041;2019-03-26 13:35:57:004
202.0;64.176;184541;2019-03-26 13:35:57:504
203.0;58.47;185041;2019-03-26 13:35:58:004
205.0;64.156;185541;2019-03-26 13:35:58:504
210.0;65.803;186041;2019-03-26 13:35:59:004
208.0;48.262;186542;2019-03-26 13:35:59:505
215.0;40.101;187042;2019-03-26 13:36:00:005
215.0;36.13;187541;2019-03-26 13:36:00:504
215.0;61.239;188041;2019-03-26 13:36:01:004
215.0;66.875;188541;2019-03-26 13:36:01:504
214.0;56.132;189041;2019-03-26 13:36:02:004
214.0;61.74;189542;2019-03-26 13:36:02:505
214.0;60.868;190041;2019-03-26 13:36:03:004
215.0;61.078;190542;2019-03-26 13:36:03:505
215.0;63.512;191041;2019-03-26 13:36:04:004
215.0;46.789;191541;2019-03-26 13:36:04:504
215.0;35.068;192042;2019-03-26 13:36:05:005
215.0;56.145;192542;2019-03-26 13:36:05:505
215.0;47.726;193045;2019-03-26 13:36:06:008
215.0;43.827;193541;2019-03-26 13:36:06:504
215.0;43.543;194041;2019-03-26 13:36:07:004
215.0;62.377;194542;2019-03-26 13:36:07:505
215.0;60.347;195041;2019-03-26 13:36:08:004
215.0;68.68;195541;2019-03-26 13:36:08:504
215.0;56.101;196042;2019-03-26 13:36:09:005
215.0;34.597;196541;2019-03-26 13:36:09:504
215.0;50.774;197041;2019-03-26 13:36:10:004
215.0;44.382;197542;2019-03-26 13:36:10:505
215.0;44.868;198041;2019-03-26 13:36:11:004
215.0;45.717;198541;2019-03-26 13:36:11:504
215.0;43.368;199042;2019-03-26 13:36:12:005
215.0;36.979;199541;2019-03-26 13:36:12:504
215.0;51.37;200043;2019-03-26 13:36:13:006
215.0;61.648;200541;2019-03-26 13:36:13:504
215.0;57.425;201042;2019-03-26 13:36:14:005
215.0;52.783;201541;2019-03-26 13:36:14:504
215.0;40.955;202041;2019-03-26 13:36:15:004
215.0;51.139;202541;2019-03-26 13:36:15:504
215.0;63.15;203042;2019-03-26 13:36:16:005
215.0;62.938;203542;2019-03-26 13:36:16:505
215.0;47.091;204041;2019-03-26 13:36:17:004
215.0;67.817;204542;2019-03-26 13:36:17:505
215.0;55.848;205042;2019-03-26 13:36:18:005
215.0;45.904;205541;2019-03-26 13:36:18:504
215.0;39.648;206042;2019-03-26 13:36:19:005
215.0;33.0;206541;2019-03-26 13:36:19:504
215.0;57.73;207041;2019-03-26 13:36:20:004
215.0;62.449;207541;2019-03-26 13:36:20:504
215.0;65.006;208042;2019-03-26 13:36:21:005
215.0;71.103;208541;2019-03-26 13:36:21:504
215.0;71.88;209042;2019-03-26 13:36:22:005
215.0;70.063;209541;2019-03-26 13:36:22:504
215.0;42.278;210041;2019-03-26 13:36:23:004
215.0;50.664;210542;2019-03-26 13:36:23:505
215.0;43.786;211041;2019-03-26 13:36:24:004
215.0;28.982;211541;2019-03-26 13:36:24:504
215.0;34.879;212041;2019-03-26 13:36:25:004
215.0;37.031;212541;2019-03-26 13:36:25:504
215.0;36.326;213041;2019-03-26 13:36:26:004
215.0;59.674;213541;2019-03-26 13:36:26:504
215.0;68.72;214042;2019-03-26 13:36:27:005
215.0;73.88;214542;2019-03-26 13:36:27:505
215.0;74.166;215041;2019-03-26 13:36:28:004
215.0;65.615;215541;2019-03-26 13:36:28:504
215.0;41.614;216041;2019-03-26 13:36:29:004
215.0;35.505;216541;2019-03-26 13:36:29:504
215.0;37.51;217041;2019-03-26 13:36:30:004
215.0;40.176;217542;2019-03-26 13:36:30:505
215.0;31.583;218041;2019-03-26 13:36:31:004
215.0;35.736;218542;2019-03-26 13:36:31:505
215.0;54.35;219041;2019-03-26 13:36:32:004
215.0;47.921;219541;2019-03-26 13:36:32:504
215.0;41.125;220042;2019-03-26 13:36:33:005
215.0;39.162;220543;2019-03-26 13:36:33:506
215.0;37.566;221041;2019-03-26 13:36:34:004
215.0;35.095;221541;2019-03-26 13:36:34:504
215.0;34.232;222041;2019-03-26 13:36:35:004
215.0;34.33;222542;2019-03-26 13:36:35:505
215.0;32.981;223042;2019-03-26 13:36:36:005
215.0;37.477;223542;2019-03-26 13:36:36:505
215.0;37.022;224041;2019-03-26 13:36:37:004
215.0;40.093;224541;2019-03-26 13:36:37:504
215.0;40.731;225042;2019-03-26 13:36:38:005
215.0;43.027;225542;2019-03-26 13:36:38:505
215.0;40.962;226041;2019-03-26 13:36:39:004
215.0;42.948;226541;2019-03-26 13:36:39:504
215.0;36.279;227041;2019-03-26 13:36:40:004
215.0;40.249;227541;2019-03-26 13:36:40:504
215.0;50.932;228041;2019-03-26 13:36:41:004
215.0;57.61;228541;2019-03-26 13:36:41:504
215.0;60.342;229043;2019-03-26 13:36:42:006
215.0;37.572;229541;2019-03-26 13:36:42:504
215.0;66.22;230041;2019-03-26 13:36:43:004
215.0;56.601;230541;2019-03-26 13:36:43:504
215.0;38.952;231041;2019-03-26 13:36:44:004
215.0;61.935;231541;2019-03-26 13:36:44:504
215.0;64.352;232041;2019-03-26 13:36:45:004
215.0;64.461;232541;2019-03-26 13:36:45:504
215.0;65.295;233041;2019-03-26 13:36:46:004
215.0;61.778;233542;2019-03-26 13:36:46:505
215.0;58.344;234041;2019-03-26 13:36:47:004
215.0;61.13;234542;2019-03-26 13:36:47:505
215.0;65.323;235041;2019-03-26 13:36:48:004
215.0;63.436;235541;2019-03-26 13:36:48:504
215.0;34.824;236041;2019-03-26 13:36:49:004
215.0;36.189;236541;2019-03-26 13:36:49:504
215.0;63.949;237041;2019-03-26 13:36:50:004
215.0;58.782;237543;2019-03-26 13:36:50:506
215.0;64.189;238041;2019-03-26 13:36:51:004
215.0;62.084;238541;2019-03-26 13:36:51:504
215.0;66.989;239041;2019-03-26 13:36:52:004
215.0;62.146;239541;2019-03-26 13:36:52:504
215.0;63.598;240042;2019-03-26 13:36:53:005
215.0;62.765;240541;2019-03-26 13:36:53:504
215.0;37.215;241042;2019-03-26 13:36:54:005
215.0;55.144;241541;2019-03-26 13:36:54:504
215.0;60.206;242041;2019-03-26 13:36:55:004
215.0;64.327;242541;2019-03-26 13:36:55:504
215.0;64.231;243041;2019-03-26 13:36:56:004
215.0;64.271;243542;2019-03-26 13:36:56:505
215.0;63.027;244043;2019-03-26 13:36:57:006
215.0;60.293;244541;2019-03-26 13:36:57:504
215.0;56.99;245041;2019-03-26 13:36:58:004
215.0;60.569;245543;2019-03-26 13:36:58:506
215.0;53.538;246042;2019-03-26 13:36:59:005
215.0;53.033;246542;2019-03-26 13:36:59:505
215.0;53.393;247042;2019-03-26 13:37:00:005
215.0;52.878;247541;2019-03-26 13:37:00:504
215.0;48.999;248041;2019-03-26 13:37:01:004
215.0;44.392;248541;2019-03-26 13:37:01:504
215.0;61.185;249041;2019-03-26 13:37:02:004
215.0;66.897;249541;2019-03-26 13:37:02:504
215.0;66.885;250041;2019-03-26 13:37:03:004
215.0;67.363;250541;2019-03-26 13:37:03:504
215.0;65.377;251042;2019-03-26 13:37:04:005
215.0;52.013;251541;2019-03-26 13:37:04:504
215.0;65.881;252042;2019-03-26 13:37:05:005
215.0;64.685;252541;2019-03-26 13:37:05:504
215.0;65.713;253041;2019-03-26 13:37:06:004
215.0;63.237;253541;2019-03-26 13:37:06:504
215.0;65.889;254041;2019-03-26 13:37:07:004
215.0;62.068;254541;2019-03-26 13:37:07:504
215.0;59.443;255042;2019-03-26 13:37:08:005
215.0;61.547;255541;2019-03-26 13:37:08:504
215.0;64.531;256041;2019-03-26 13:37:09:004
215.0;61.596;256541;2019-03-26 13:37:09:504
215.0;60.484;257041;2019-03-26 13:37:10:004
215.0;43.807;257541;2019-03-26 13:37:10:504
215.0;31.21;258041;2019-03-26 13:37:11:004
215.0;56.514;258541;2019-03-26 13:37:11:504
215.0;64.192;259042;2019-03-26 13:37:12:005
215.0;66.539;259541;2019-03-26 13:37:12:504
215.0;45.416;260041;2019-03-26 13:37:13:004
215.0;63.051;260541;2019-03-26 13:37:13:504
215.0;66.965;261042;2019-03-26 13:37:14:005
215.0;61.905;261542;2019-03-26 13:37:14:505
215.0;56.788;262041;2019-03-26 13:37:15:004
215.0;62.943;262541;2019-03-26 13:37:15:504
215.0;46.888;263041;2019-03-26 13:37:16:004
215.0;35.377;263542;2019-03-26 13:37:16:505
215.0;41.654;264042;2019-03-26 13:37:17:005
215.0;57.226;264544;2019-03-26 13:37:17:507
195.0;39.541;265041;2019-03-26 13:37:18:004
215.0;59.677;265541;2019-03-26 13:37:18:504
215.0;65.999;266042;2019-03-26 13:37:19:005
