sep=;
LIGHT (lux);SOUND LEVEL (dB);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
215.0;31.283;1044376;2019-03-26 13:50:17:339
215.0;29.218;1044876;2019-03-26 13:50:17:839
215.0;30.106;1045376;2019-03-26 13:50:18:339
215.0;28.709;1045876;2019-03-26 13:50:18:839
215.0;33.982;1046377;2019-03-26 13:50:19:340
215.0;48.494;1046876;2019-03-26 13:50:19:839
215.0;51.202;1047376;2019-03-26 13:50:20:339
215.0;51.157;1047876;2019-03-26 13:50:20:839
215.0;46.499;1048376;2019-03-26 13:50:21:339
215.0;41.635;1048876;2019-03-26 13:50:21:839
215.0;50.201;1049376;2019-03-26 13:50:22:339
215.0;46.517;1049876;2019-03-26 13:50:22:839
215.0;46.582;1050376;2019-03-26 13:50:23:339
215.0;44.843;1050876;2019-03-26 13:50:23:839
215.0;35.319;1051376;2019-03-26 13:50:24:339
215.0;30.71;1051876;2019-03-26 13:50:24:839
215.0;43.196;1052375;2019-03-26 13:50:25:338
215.0;29.399;1052876;2019-03-26 13:50:25:839
215.0;33.241;1053376;2019-03-26 13:50:26:339
215.0;27.19;1053876;2019-03-26 13:50:26:839
215.0;27.094;1054376;2019-03-26 13:50:27:339
215.0;32.057;1054877;2019-03-26 13:50:27:840
215.0;29.345;1055376;2019-03-26 13:50:28:339
215.0;31.228;1055876;2019-03-26 13:50:28:839
215.0;29.418;1056376;2019-03-26 13:50:29:339
215.0;29.385;1056876;2019-03-26 13:50:29:839
215.0;35.242;1057375;2019-03-26 13:50:30:338
215.0;32.978;1057876;2019-03-26 13:50:30:839
215.0;33.647;1058376;2019-03-26 13:50:31:339
215.0;31.549;1058876;2019-03-26 13:50:31:839
215.0;28.735;1059376;2019-03-26 13:50:32:339
215.0;29.345;1059876;2019-03-26 13:50:32:839
215.0;49.46;1060377;2019-03-26 13:50:33:340
215.0;41.653;1060876;2019-03-26 13:50:33:839
215.0;49.9;1061376;2019-03-26 13:50:34:339
215.0;49.31;1061876;2019-03-26 13:50:34:839
215.0;51.42;1062376;2019-03-26 13:50:35:339
215.0;31.962;1062876;2019-03-26 13:50:35:839
215.0;33.235;1063376;2019-03-26 13:50:36:339
215.0;32.128;1063876;2019-03-26 13:50:36:839
215.0;43.345;1064377;2019-03-26 13:50:37:340
215.0;47.61;1064875;2019-03-26 13:50:37:838
215.0;44.346;1065377;2019-03-26 13:50:38:340
215.0;42.258;1065877;2019-03-26 13:50:38:840
215.0;44.4;1066375;2019-03-26 13:50:39:338
215.0;44.759;1066876;2019-03-26 13:50:39:839
215.0;49.324;1067376;2019-03-26 13:50:40:339
215.0;52.819;1067876;2019-03-26 13:50:40:839
215.0;50.322;1068376;2019-03-26 13:50:41:339
215.0;44.866;1068876;2019-03-26 13:50:41:839
215.0;34.374;1069378;2019-03-26 13:50:42:341
215.0;37.734;1069876;2019-03-26 13:50:42:839
215.0;44.216;1070375;2019-03-26 13:50:43:338
215.0;31.624;1070876;2019-03-26 13:50:43:839
215.0;38.892;1071376;2019-03-26 13:50:44:339
215.0;46.218;1071875;2019-03-26 13:50:44:838
215.0;36.444;1072376;2019-03-26 13:50:45:339
215.0;55.0;1072876;2019-03-26 13:50:45:839
215.0;54.999;1073376;2019-03-26 13:50:46:339
215.0;53.318;1073876;2019-03-26 13:50:46:839
215.0;50.568;1074376;2019-03-26 13:50:47:339
215.0;27.196;1074878;2019-03-26 13:50:47:841
215.0;27.288;1075376;2019-03-26 13:50:48:339
215.0;42.794;1075876;2019-03-26 13:50:48:839
215.0;49.473;1076376;2019-03-26 13:50:49:339
215.0;54.286;1076876;2019-03-26 13:50:49:839
215.0;49.694;1077376;2019-03-26 13:50:50:339
215.0;50.941;1077876;2019-03-26 13:50:50:839
215.0;30.132;1078376;2019-03-26 13:50:51:339
215.0;50.993;1078876;2019-03-26 13:50:51:839
215.0;48.699;1079376;2019-03-26 13:50:52:339
215.0;47.352;1079876;2019-03-26 13:50:52:839
215.0;44.666;1080376;2019-03-26 13:50:53:339
215.0;41.155;1080876;2019-03-26 13:50:53:839
215.0;45.566;1081378;2019-03-26 13:50:54:341
215.0;48.459;1081876;2019-03-26 13:50:54:839
215.0;54.716;1082376;2019-03-26 13:50:55:339
215.0;40.231;1082876;2019-03-26 13:50:55:839
215.0;48.454;1083376;2019-03-26 13:50:56:339
215.0;47.461;1083876;2019-03-26 13:50:56:839
215.0;45.563;1084376;2019-03-26 13:50:57:339
215.0;47.682;1084876;2019-03-26 13:50:57:839
215.0;46.234;1085377;2019-03-26 13:50:58:340
215.0;43.342;1085876;2019-03-26 13:50:58:839
215.0;47.195;1086376;2019-03-26 13:50:59:339
215.0;52.865;1086876;2019-03-26 13:50:59:839
215.0;43.047;1087375;2019-03-26 13:51:00:338
215.0;49.789;1087876;2019-03-26 13:51:00:839
215.0;54.012;1088376;2019-03-26 13:51:01:339
215.0;51.069;1088875;2019-03-26 13:51:01:838
215.0;51.341;1089375;2019-03-26 13:51:02:338
215.0;47.913;1089876;2019-03-26 13:51:02:839
214.0;43.963;1090378;2019-03-26 13:51:03:341
215.0;48.58;1090876;2019-03-26 13:51:03:839
215.0;37.496;1091376;2019-03-26 13:51:04:339
214.0;42.829;1091876;2019-03-26 13:51:04:839
214.0;46.603;1092376;2019-03-26 13:51:05:339
214.0;45.487;1092876;2019-03-26 13:51:05:839
214.0;52.963;1093376;2019-03-26 13:51:06:339
214.0;45.033;1093876;2019-03-26 13:51:06:839
214.0;33.787;1094376;2019-03-26 13:51:07:339
214.0;30.734;1094876;2019-03-26 13:51:07:839
214.0;51.642;1095377;2019-03-26 13:51:08:340
214.0;43.232;1095876;2019-03-26 13:51:08:839
214.0;38.241;1096377;2019-03-26 13:51:09:340
215.0;40.693;1096875;2019-03-26 13:51:09:838
214.0;42.47;1097376;2019-03-26 13:51:10:339
214.0;30.035;1097876;2019-03-26 13:51:10:839
214.0;39.205;1098375;2019-03-26 13:51:11:338
214.0;27.835;1098876;2019-03-26 13:51:11:839
214.0;43.496;1099376;2019-03-26 13:51:12:339
215.0;55.406;1099876;2019-03-26 13:51:12:839
215.0;51.677;1100376;2019-03-26 13:51:13:339
214.0;42.926;1100876;2019-03-26 13:51:13:839
214.0;46.254;1101376;2019-03-26 13:51:14:339
214.0;48.695;1101876;2019-03-26 13:51:14:839
214.0;30.181;1102376;2019-03-26 13:51:15:339
215.0;28.252;1102876;2019-03-26 13:51:15:839
215.0;50.574;1103377;2019-03-26 13:51:16:340
215.0;49.554;1103876;2019-03-26 13:51:16:839
215.0;50.588;1104376;2019-03-26 13:51:17:339
215.0;50.897;1104876;2019-03-26 13:51:17:839
214.0;42.605;1105376;2019-03-26 13:51:18:339
214.0;26.502;1105876;2019-03-26 13:51:18:839
214.0;48.229;1106375;2019-03-26 13:51:19:338
215.0;54.394;1106877;2019-03-26 13:51:19:840
214.0;50.409;1107375;2019-03-26 13:51:20:338
215.0;46.777;1107876;2019-03-26 13:51:20:839
215.0;44.094;1108375;2019-03-26 13:51:21:338
215.0;39.403;1108875;2019-03-26 13:51:21:838
214.0;36.007;1109376;2019-03-26 13:51:22:339
213.0;37.96;1109876;2019-03-26 13:51:22:839
213.0;47.925;1110377;2019-03-26 13:51:23:340
214.0;31.304;1110876;2019-03-26 13:51:23:839
214.0;34.912;1111376;2019-03-26 13:51:24:339
213.0;30.961;1111876;2019-03-26 13:51:24:839
214.0;32.581;1112376;2019-03-26 13:51:25:339
215.0;43.755;1112876;2019-03-26 13:51:25:839
213.0;46.963;1113375;2019-03-26 13:51:26:338
213.0;40.881;1113875;2019-03-26 13:51:26:838
214.0;44.496;1114375;2019-03-26 13:51:27:338
214.0;34.066;1114876;2019-03-26 13:51:27:839
215.0;29.781;1115376;2019-03-26 13:51:28:339
215.0;29.121;1115876;2019-03-26 13:51:28:839
215.0;33.059;1116376;2019-03-26 13:51:29:339
215.0;39.91;1116876;2019-03-26 13:51:29:839
215.0;35.108;1117376;2019-03-26 13:51:30:339
215.0;33.253;1117876;2019-03-26 13:51:30:839
215.0;30.768;1118377;2019-03-26 13:51:31:340
215.0;33.637;1118876;2019-03-26 13:51:31:839
215.0;28.139;1119375;2019-03-26 13:51:32:338
215.0;28.562;1119876;2019-03-26 13:51:32:839
215.0;29.5;1120376;2019-03-26 13:51:33:339
215.0;31.076;1120876;2019-03-26 13:51:33:839
215.0;30.641;1121377;2019-03-26 13:51:34:340
215.0;38.237;1121876;2019-03-26 13:51:34:839
215.0;43.425;1122376;2019-03-26 13:51:35:339
215.0;28.802;1122876;2019-03-26 13:51:35:839
215.0;29.034;1123376;2019-03-26 13:51:36:339
215.0;44.834;1123876;2019-03-26 13:51:36:839
215.0;52.86;1124376;2019-03-26 13:51:37:339
215.0;47.071;1124876;2019-03-26 13:51:37:839
215.0;38.316;1125376;2019-03-26 13:51:38:339
215.0;33.31;1125876;2019-03-26 13:51:38:839
215.0;28.048;1126376;2019-03-26 13:51:39:339
215.0;34.997;1126879;2019-03-26 13:51:39:842
215.0;34.623;1127377;2019-03-26 13:51:40:340
215.0;35.221;1127876;2019-03-26 13:51:40:839
215.0;31.738;1128376;2019-03-26 13:51:41:339
215.0;29.439;1128875;2019-03-26 13:51:41:838
215.0;38.552;1129376;2019-03-26 13:51:42:339
215.0;38.422;1129878;2019-03-26 13:51:42:841
215.0;31.2;1130376;2019-03-26 13:51:43:339
215.0;30.135;1130878;2019-03-26 13:51:43:841
215.0;37.547;1131376;2019-03-26 13:51:44:339
215.0;28.334;1131877;2019-03-26 13:51:44:840
215.0;31.188;1132376;2019-03-26 13:51:45:339
215.0;30.222;1132876;2019-03-26 13:51:45:839
215.0;30.655;1133376;2019-03-26 13:51:46:339
215.0;30.3;1133875;2019-03-26 13:51:46:838
215.0;28.748;1134375;2019-03-26 13:51:47:338
215.0;28.235;1134875;2019-03-26 13:51:47:838
215.0;29.407;1135376;2019-03-26 13:51:48:339
215.0;33.172;1135876;2019-03-26 13:51:48:839
215.0;31.187;1136376;2019-03-26 13:51:49:339
215.0;27.92;1136877;2019-03-26 13:51:49:840
214.0;26.309;1137376;2019-03-26 13:51:50:339
215.0;28.999;1137876;2019-03-26 13:51:50:839
215.0;30.648;1138376;2019-03-26 13:51:51:339
214.0;31.192;1138877;2019-03-26 13:51:51:840
214.0;31.94;1139376;2019-03-26 13:51:52:339
215.0;28.643;1139877;2019-03-26 13:51:52:840
215.0;28.017;1140376;2019-03-26 13:51:53:339
215.0;30.224;1140876;2019-03-26 13:51:53:839
215.0;33.437;1141376;2019-03-26 13:51:54:339
215.0;32.502;1141877;2019-03-26 13:51:54:840
215.0;29.231;1142376;2019-03-26 13:51:55:339
215.0;29.274;1142881;2019-03-26 13:51:55:844
214.0;29.182;1143376;2019-03-26 13:51:56:339
214.0;30.78;1143876;2019-03-26 13:51:56:839
215.0;40.946;1144376;2019-03-26 13:51:57:339
214.0;31.643;1144876;2019-03-26 13:51:57:839
214.0;35.288;1145376;2019-03-26 13:51:58:339
215.0;47.72;1145877;2019-03-26 13:51:58:840
215.0;32.697;1146376;2019-03-26 13:51:59:339
215.0;39.169;1146876;2019-03-26 13:51:59:839
215.0;34.833;1147376;2019-03-26 13:52:00:339
214.0;42.852;1147876;2019-03-26 13:52:00:839
215.0;29.801;1148376;2019-03-26 13:52:01:339
215.0;29.653;1148877;2019-03-26 13:52:01:840
215.0;29.967;1149376;2019-03-26 13:52:02:339
215.0;34.983;1149876;2019-03-26 13:52:02:839
215.0;41.06;1150376;2019-03-26 13:52:03:339
214.0;36.17;1150876;2019-03-26 13:52:03:839
214.0;35.503;1151376;2019-03-26 13:52:04:339
214.0;34.655;1151876;2019-03-26 13:52:04:839
214.0;28.129;1152376;2019-03-26 13:52:05:339
214.0;29.949;1152876;2019-03-26 13:52:05:839
214.0;28.87;1153376;2019-03-26 13:52:06:339
214.0;31.783;1153876;2019-03-26 13:52:06:839
214.0;30.372;1154376;2019-03-26 13:52:07:339
214.0;38.925;1154876;2019-03-26 13:52:07:839
214.0;30.546;1155376;2019-03-26 13:52:08:339
214.0;37.175;1155876;2019-03-26 13:52:08:839
214.0;36.866;1156376;2019-03-26 13:52:09:339
214.0;47.419;1156875;2019-03-26 13:52:09:838
214.0;62.89;1157376;2019-03-26 13:52:10:339
214.0;55.493;1157878;2019-03-26 13:52:10:841
215.0;51.231;1158376;2019-03-26 13:52:11:339
215.0;43.524;1158876;2019-03-26 13:52:11:839
215.0;35.655;1159375;2019-03-26 13:52:12:338
215.0;32.095;1159876;2019-03-26 13:52:12:839
215.0;29.802;1160376;2019-03-26 13:52:13:339
215.0;37.438;1160876;2019-03-26 13:52:13:839
215.0;38.873;1161376;2019-03-26 13:52:14:339
215.0;31.708;1161876;2019-03-26 13:52:14:839
215.0;30.449;1162377;2019-03-26 13:52:15:340
215.0;30.648;1162876;2019-03-26 13:52:15:839
215.0;42.032;1163376;2019-03-26 13:52:16:339
215.0;44.73;1163875;2019-03-26 13:52:16:838
215.0;47.519;1164377;2019-03-26 13:52:17:340
215.0;33.066;1164875;2019-03-26 13:52:17:838
214.0;33.962;1165376;2019-03-26 13:52:18:339
213.0;46.16;1165876;2019-03-26 13:52:18:839
213.0;60.611;1166376;2019-03-26 13:52:19:339
213.0;31.574;1166877;2019-03-26 13:52:19:840
213.0;35.613;1167376;2019-03-26 13:52:20:339
213.0;42.701;1167877;2019-03-26 13:52:20:840
213.0;35.158;1168377;2019-03-26 13:52:21:340
213.0;41.116;1168876;2019-03-26 13:52:21:839
213.0;29.082;1169376;2019-03-26 13:52:22:339
213.0;43.641;1169876;2019-03-26 13:52:22:839
213.0;48.959;1170376;2019-03-26 13:52:23:339
213.0;54.57;1170876;2019-03-26 13:52:23:839
213.0;39.674;1171376;2019-03-26 13:52:24:339
213.0;43.924;1171876;2019-03-26 13:52:24:839
213.0;49.87;1172376;2019-03-26 13:52:25:339
213.0;55.013;1172876;2019-03-26 13:52:25:839
213.0;46.301;1173376;2019-03-26 13:52:26:339
213.0;56.057;1173876;2019-03-26 13:52:26:839
213.0;48.856;1174377;2019-03-26 13:52:27:340
213.0;46.312;1174876;2019-03-26 13:52:27:839
213.0;48.38;1175376;2019-03-26 13:52:28:339
213.0;31.051;1175877;2019-03-26 13:52:28:840
213.0;39.076;1176376;2019-03-26 13:52:29:339
213.0;47.975;1176876;2019-03-26 13:52:29:839
214.0;34.419;1177376;2019-03-26 13:52:30:339
213.0;37.188;1177876;2019-03-26 13:52:30:839
213.0;29.899;1178376;2019-03-26 13:52:31:339
213.0;49.211;1178876;2019-03-26 13:52:31:839
213.0;48.667;1179379;2019-03-26 13:52:32:342
214.0;48.361;1179875;2019-03-26 13:52:32:838
215.0;45.639;1180376;2019-03-26 13:52:33:339
215.0;46.948;1180876;2019-03-26 13:52:33:839
215.0;45.458;1181376;2019-03-26 13:52:34:339
215.0;43.292;1181876;2019-03-26 13:52:34:839
215.0;45.279;1182376;2019-03-26 13:52:35:339
215.0;48.007;1182876;2019-03-26 13:52:35:839
215.0;41.089;1183376;2019-03-26 13:52:36:339
215.0;47.441;1183877;2019-03-26 13:52:36:840
214.0;28.472;1184379;2019-03-26 13:52:37:342
214.0;44.642;1184876;2019-03-26 13:52:37:839
215.0;42.885;1185376;2019-03-26 13:52:38:339
214.0;33.044;1185877;2019-03-26 13:52:38:840
214.0;50.917;1186376;2019-03-26 13:52:39:339
214.0;50.015;1186876;2019-03-26 13:52:39:839
214.0;45.195;1187376;2019-03-26 13:52:40:339
214.0;52.37;1187876;2019-03-26 13:52:40:839
215.0;43.294;1188376;2019-03-26 13:52:41:339
214.0;49.427;1188876;2019-03-26 13:52:41:839
215.0;50.632;1189376;2019-03-26 13:52:42:339
214.0;48.411;1189876;2019-03-26 13:52:42:839
214.0;44.331;1190376;2019-03-26 13:52:43:339
214.0;26.203;1190876;2019-03-26 13:52:43:839
214.0;28.118;1191376;2019-03-26 13:52:44:339
213.0;28.071;1191876;2019-03-26 13:52:44:839
213.0;36.17;1192376;2019-03-26 13:52:45:339
213.0;27.798;1192876;2019-03-26 13:52:45:839
214.0;26.916;1193376;2019-03-26 13:52:46:339
215.0;29.525;1193876;2019-03-26 13:52:46:839
215.0;40.241;1194376;2019-03-26 13:52:47:339
215.0;46.295;1194876;2019-03-26 13:52:47:839
215.0;52.075;1195377;2019-03-26 13:52:48:340
215.0;43.053;1195876;2019-03-26 13:52:48:839
215.0;46.142;1196376;2019-03-26 13:52:49:339
215.0;50.693;1196877;2019-03-26 13:52:49:840
215.0;46.837;1197376;2019-03-26 13:52:50:339
215.0;43.504;1197876;2019-03-26 13:52:50:839
215.0;29.388;1198376;2019-03-26 13:52:51:339
215.0;42.049;1198876;2019-03-26 13:52:51:839
215.0;43.564;1199376;2019-03-26 13:52:52:339
215.0;48.293;1199878;2019-03-26 13:52:52:841
215.0;31.332;1200376;2019-03-26 13:52:53:339
215.0;46.0;1200875;2019-03-26 13:52:53:838
215.0;47.46;1201377;2019-03-26 13:52:54:340
215.0;29.791;1201876;2019-03-26 13:52:54:839
215.0;33.007;1202376;2019-03-26 13:52:55:339
215.0;43.687;1202876;2019-03-26 13:52:55:839
215.0;32.235;1203376;2019-03-26 13:52:56:339
215.0;42.294;1203876;2019-03-26 13:52:56:839
215.0;48.448;1204376;2019-03-26 13:52:57:339
215.0;37.304;1204876;2019-03-26 13:52:57:839
215.0;46.871;1205376;2019-03-26 13:52:58:339
215.0;31.474;1205875;2019-03-26 13:52:58:838
215.0;30.747;1206376;2019-03-26 13:52:59:339
215.0;38.755;1206876;2019-03-26 13:52:59:839
215.0;44.444;1207378;2019-03-26 13:53:00:341
215.0;37.168;1207876;2019-03-26 13:53:00:839
215.0;32.682;1208377;2019-03-26 13:53:01:340
215.0;33.857;1208876;2019-03-26 13:53:01:839
215.0;41.433;1209379;2019-03-26 13:53:02:342
215.0;50.426;1209876;2019-03-26 13:53:02:839
215.0;54.823;1210376;2019-03-26 13:53:03:339
215.0;47.242;1210876;2019-03-26 13:53:03:839
215.0;28.972;1211376;2019-03-26 13:53:04:339
215.0;44.105;1211876;2019-03-26 13:53:04:839
215.0;34.854;1212376;2019-03-26 13:53:05:339
215.0;34.3;1212876;2019-03-26 13:53:05:839
215.0;43.558;1213375;2019-03-26 13:53:06:338
215.0;41.356;1213876;2019-03-26 13:53:06:839
215.0;41.198;1214376;2019-03-26 13:53:07:339
215.0;34.896;1214876;2019-03-26 13:53:07:839
215.0;43.97;1215377;2019-03-26 13:53:08:340
215.0;34.736;1215876;2019-03-26 13:53:08:839
215.0;31.702;1216375;2019-03-26 13:53:09:338
215.0;30.243;1216876;2019-03-26 13:53:09:839
215.0;33.174;1217375;2019-03-26 13:53:10:338
215.0;28.368;1217876;2019-03-26 13:53:10:839
215.0;27.793;1218376;2019-03-26 13:53:11:339
215.0;30.396;1218876;2019-03-26 13:53:11:839
215.0;29.864;1219376;2019-03-26 13:53:12:339
215.0;29.461;1219876;2019-03-26 13:53:12:839
215.0;38.791;1220376;2019-03-26 13:53:13:339
215.0;31.081;1220876;2019-03-26 13:53:13:839
215.0;34.371;1221376;2019-03-26 13:53:14:339
215.0;35.636;1221876;2019-03-26 13:53:14:839
215.0;35.464;1222376;2019-03-26 13:53:15:339
215.0;34.072;1222876;2019-03-26 13:53:15:839
215.0;46.421;1223376;2019-03-26 13:53:16:339
215.0;44.472;1223876;2019-03-26 13:53:16:839
215.0;41.17;1224376;2019-03-26 13:53:17:339
215.0;38.355;1224876;2019-03-26 13:53:17:839
215.0;33.423;1225376;2019-03-26 13:53:18:339
215.0;33.459;1225876;2019-03-26 13:53:18:839
215.0;35.909;1226376;2019-03-26 13:53:19:339
215.0;37.953;1226876;2019-03-26 13:53:19:839
215.0;36.11;1227376;2019-03-26 13:53:20:339
215.0;34.769;1227876;2019-03-26 13:53:20:839
215.0;29.5;1228378;2019-03-26 13:53:21:341
215.0;32.857;1228876;2019-03-26 13:53:21:839
215.0;32.575;1229375;2019-03-26 13:53:22:338
215.0;30.116;1229882;2019-03-26 13:53:22:845
215.0;33.684;1230375;2019-03-26 13:53:23:338
215.0;32.605;1230876;2019-03-26 13:53:23:839
215.0;37.036;1231376;2019-03-26 13:53:24:339
215.0;50.691;1231876;2019-03-26 13:53:24:839
215.0;51.385;1232376;2019-03-26 13:53:25:339
215.0;47.133;1232876;2019-03-26 13:53:25:839
215.0;31.471;1233376;2019-03-26 13:53:26:339
215.0;42.69;1233876;2019-03-26 13:53:26:839
215.0;54.748;1234375;2019-03-26 13:53:27:338
215.0;47.077;1234876;2019-03-26 13:53:27:839
215.0;47.107;1235376;2019-03-26 13:53:28:339
215.0;38.965;1235877;2019-03-26 13:53:28:840
215.0;43.625;1236376;2019-03-26 13:53:29:339
215.0;31.573;1236876;2019-03-26 13:53:29:839
215.0;36.639;1237377;2019-03-26 13:53:30:340
215.0;48.397;1237876;2019-03-26 13:53:30:839
215.0;51.575;1238376;2019-03-26 13:53:31:339
215.0;47.844;1238877;2019-03-26 13:53:31:840
215.0;31.55;1239376;2019-03-26 13:53:32:339
215.0;30.655;1239877;2019-03-26 13:53:32:840
215.0;30.408;1240375;2019-03-26 13:53:33:338
215.0;31.603;1240876;2019-03-26 13:53:33:839
215.0;30.147;1241375;2019-03-26 13:53:34:338
215.0;31.917;1241876;2019-03-26 13:53:34:839
215.0;32.043;1242376;2019-03-26 13:53:35:339
215.0;31.799;1242876;2019-03-26 13:53:35:839
215.0;30.94;1243376;2019-03-26 13:53:36:339
215.0;30.4;1243876;2019-03-26 13:53:36:839
215.0;32.544;1244376;2019-03-26 13:53:37:339
215.0;29.323;1244876;2019-03-26 13:53:37:839
215.0;29.412;1245375;2019-03-26 13:53:38:338
215.0;29.288;1245876;2019-03-26 13:53:38:839
215.0;30.978;1246375;2019-03-26 13:53:39:338
215.0;32.211;1246876;2019-03-26 13:53:39:839
215.0;29.063;1247376;2019-03-26 13:53:40:339
215.0;31.528;1247877;2019-03-26 13:53:40:840
215.0;28.736;1248375;2019-03-26 13:53:41:338
215.0;43.965;1248877;2019-03-26 13:53:41:840
215.0;28.6;1249376;2019-03-26 13:53:42:339
215.0;28.275;1249877;2019-03-26 13:53:42:840
215.0;31.219;1250376;2019-03-26 13:53:43:339
215.0;28.375;1250875;2019-03-26 13:53:43:838
215.0;28.383;1251375;2019-03-26 13:53:44:338
215.0;26.231;1251876;2019-03-26 13:53:44:839
215.0;27.594;1252376;2019-03-26 13:53:45:339
215.0;27.0;1252876;2019-03-26 13:53:45:839
215.0;27.546;1253377;2019-03-26 13:53:46:340
215.0;30.694;1253876;2019-03-26 13:53:46:839
215.0;30.823;1254376;2019-03-26 13:53:47:339
215.0;28.194;1254876;2019-03-26 13:53:47:839
215.0;27.322;1255375;2019-03-26 13:53:48:338
215.0;26.391;1255876;2019-03-26 13:53:48:839
215.0;26.952;1256376;2019-03-26 13:53:49:339
215.0;27.927;1256876;2019-03-26 13:53:49:839
215.0;26.172;1257376;2019-03-26 13:53:50:339
215.0;37.646;1257877;2019-03-26 13:53:50:840
215.0;35.691;1258376;2019-03-26 13:53:51:339
215.0;28.43;1258876;2019-03-26 13:53:51:839
215.0;28.295;1259376;2019-03-26 13:53:52:339
215.0;28.809;1259876;2019-03-26 13:53:52:839
215.0;32.177;1260376;2019-03-26 13:53:53:339
215.0;33.862;1260878;2019-03-26 13:53:53:841
215.0;30.382;1261376;2019-03-26 13:53:54:339
215.0;30.132;1261877;2019-03-26 13:53:54:840
215.0;55.47;1262376;2019-03-26 13:53:55:339
215.0;41.673;1262877;2019-03-26 13:53:55:840
215.0;28.09;1263376;2019-03-26 13:53:56:339
215.0;36.756;1263876;2019-03-26 13:53:56:839
215.0;30.615;1264376;2019-03-26 13:53:57:339
215.0;33.131;1264876;2019-03-26 13:53:57:839
215.0;32.252;1265376;2019-03-26 13:53:58:339
215.0;41.579;1265876;2019-03-26 13:53:58:839
215.0;28.817;1266375;2019-03-26 13:53:59:338
215.0;32.014;1266875;2019-03-26 13:53:59:838
215.0;43.153;1267376;2019-03-26 13:54:00:339
215.0;54.868;1267876;2019-03-26 13:54:00:839
215.0;40.518;1268376;2019-03-26 13:54:01:339
215.0;29.028;1268876;2019-03-26 13:54:01:839
215.0;31.493;1269376;2019-03-26 13:54:02:339
215.0;39.865;1269876;2019-03-26 13:54:02:839
215.0;28.224;1270376;2019-03-26 13:54:03:339
215.0;50.619;1270877;2019-03-26 13:54:03:840
215.0;51.203;1271375;2019-03-26 13:54:04:338
215.0;49.773;1271876;2019-03-26 13:54:04:839
215.0;48.22;1272376;2019-03-26 13:54:05:339
215.0;39.335;1272876;2019-03-26 13:54:05:839
215.0;41.61;1273376;2019-03-26 13:54:06:339
215.0;43.971;1273876;2019-03-26 13:54:06:839
215.0;49.375;1274376;2019-03-26 13:54:07:339
215.0;52.29;1274876;2019-03-26 13:54:07:839
215.0;26.486;1275376;2019-03-26 13:54:08:339
215.0;42.571;1275877;2019-03-26 13:54:08:840
215.0;50.563;1276376;2019-03-26 13:54:09:339
215.0;31.917;1276876;2019-03-26 13:54:09:839
215.0;40.76;1277377;2019-03-26 13:54:10:340
215.0;40.769;1277876;2019-03-26 13:54:10:839
215.0;28.845;1278376;2019-03-26 13:54:11:339
215.0;32.783;1278876;2019-03-26 13:54:11:839
215.0;53.055;1279377;2019-03-26 13:54:12:340
215.0;49.958;1279876;2019-03-26 13:54:12:839
215.0;48.008;1280376;2019-03-26 13:54:13:339
215.0;54.683;1280876;2019-03-26 13:54:13:839
215.0;52.057;1281376;2019-03-26 13:54:14:339
215.0;44.752;1281877;2019-03-26 13:54:14:840
215.0;33.029;1282377;2019-03-26 13:54:15:340
215.0;49.098;1282876;2019-03-26 13:54:15:839
215.0;49.144;1283376;2019-03-26 13:54:16:339
215.0;47.396;1283876;2019-03-26 13:54:16:839
215.0;43.101;1284376;2019-03-26 13:54:17:339
215.0;43.229;1284877;2019-03-26 13:54:17:840
215.0;31.193;1285376;2019-03-26 13:54:18:339
215.0;36.033;1285877;2019-03-26 13:54:18:840
215.0;56.602;1286376;2019-03-26 13:54:19:339
215.0;50.198;1286876;2019-03-26 13:54:19:839
215.0;46.299;1287377;2019-03-26 13:54:20:340
215.0;49.8;1287876;2019-03-26 13:54:20:839
215.0;46.499;1288376;2019-03-26 13:54:21:339
215.0;42.541;1288876;2019-03-26 13:54:21:839
215.0;39.244;1289376;2019-03-26 13:54:22:339
215.0;27.32;1289877;2019-03-26 13:54:22:840
215.0;36.682;1290376;2019-03-26 13:54:23:339
215.0;42.262;1290875;2019-03-26 13:54:23:838
215.0;47.4;1291376;2019-03-26 13:54:24:339
215.0;42.434;1291876;2019-03-26 13:54:24:839
215.0;46.379;1292376;2019-03-26 13:54:25:339
215.0;38.81;1292876;2019-03-26 13:54:25:839
215.0;32.751;1293376;2019-03-26 13:54:26:339
215.0;27.472;1293876;2019-03-26 13:54:26:839
215.0;29.919;1294376;2019-03-26 13:54:27:339
215.0;48.101;1294875;2019-03-26 13:54:27:838
215.0;55.363;1295376;2019-03-26 13:54:28:339
215.0;50.883;1295876;2019-03-26 13:54:28:839
215.0;54.217;1296376;2019-03-26 13:54:29:339
215.0;47.104;1296876;2019-03-26 13:54:29:839
215.0;52.716;1297376;2019-03-26 13:54:30:339
215.0;45.571;1297876;2019-03-26 13:54:30:839
215.0;43.915;1298376;2019-03-26 13:54:31:339
215.0;47.228;1298877;2019-03-26 13:54:31:840
215.0;52.568;1299376;2019-03-26 13:54:32:339
215.0;53.53;1299876;2019-03-26 13:54:32:839
215.0;33.387;1300376;2019-03-26 13:54:33:339
215.0;29.424;1300876;2019-03-26 13:54:33:839
215.0;48.266;1301377;2019-03-26 13:54:34:340
215.0;45.979;1301876;2019-03-26 13:54:34:839
